league,season,team,player,nation,pos,age,born,90s,standard_gls,standard_sh,standard_sot,standard_sot_1,standard_sh_90,standard_sot_90,standard_g_sh,standard_g_sot,standard_pk,standard_pkatt
ESP-La Liga,2425,Espanyol,Irvin Cardona,MLT,"FW,MF",26.0,1997.0,6.7,1,10,3,30.0,1.49,0.45,0.1,0.33,0,0
ESP-La Liga,2425,Espanyol,Javi Puado,ESP,"MF,FW",26.0,1998.0,33.0,12,71,24,33.8,2.15,0.73,0.1,0.29,5,5
ESP-La Liga,2425,Espanyol,Joan García,ESP,GK,23.0,2001.0,38.0,0,1,1,100.0,0.03,0.03,0.0,0.0,0,0
ESP-La Liga,2425,Espanyol,Jofre,ESP,MF,23.0,2001.0,24.1,3,40,11,27.5,1.66,0.46,0.08,0.27,0,0
ESP-La Liga,2425,Espanyol,José Gragera,ESP,MF,23.0,2000.0,6.3,0,2,0,0.0,0.32,0.0,0.0,,0,0
ESP-La Liga,2425,Espanyol,Justin Smith,CAN,MF,21.0,2003.0,2.3,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Espanyol,Leandro Cabrera,URU,DF,33.0,1991.0,31.9,4,19,6,31.6,0.6,0.19,0.21,0.67,0,0
ESP-La Liga,2425,Espanyol,Marash Kumbulla,ALB,DF,24.0,2000.0,33.0,3,16,5,31.3,0.48,0.15,0.19,0.6,0,0
ESP-La Liga,2425,Espanyol,Naci Ünüvar,NED,"FW,MF",21.0,2003.0,0.3,0,1,0,0.0,2.9,0.0,0.0,,0,0
ESP-La Liga,2425,Espanyol,Omar El Hilali,MAR,DF,20.0,2003.0,35.0,0,2,0,0.0,0.06,0.0,0.0,,0,0
ESP-La Liga,2425,Espanyol,Pere Milla,ESP,MF,31.0,1992.0,5.1,3,11,5,45.5,2.17,0.99,0.27,0.6,0,0
ESP-La Liga,2425,Espanyol,Pol Lozano,ESP,MF,24.0,1999.0,21.6,0,8,2,25.0,0.37,0.09,0.0,0.0,0,0
ESP-La Liga,2425,Espanyol,Rafael Bauza,ESP,MF,19.0,2005.0,2.0,0,3,0,0.0,1.48,0.0,0.0,,0,0
ESP-La Liga,2425,Espanyol,Roberto Férnandez,ESP,FW,22.0,2002.0,16.6,6,21,9,42.9,1.26,0.54,0.29,0.67,0,0
ESP-La Liga,2425,Espanyol,Roger Hinojo,ESP,DF,19.0,2005.0,0.1,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Espanyol,Sergi Gómez,ESP,DF,32.0,1992.0,7.4,0,2,1,50.0,0.27,0.14,0.0,0.0,0,0
ESP-La Liga,2425,Espanyol,Urko González,ESP,MF,23.0,2001.0,15.3,0,4,2,50.0,0.26,0.13,0.0,0.0,0,0
ESP-La Liga,2425,Espanyol,Walid Cheddira,MAR,FW,26.0,1998.0,7.1,1,13,4,30.8,1.83,0.56,0.08,0.25,0,0
ESP-La Liga,2425,Espanyol,Álvaro Aguado,ESP,MF,28.0,1996.0,4.9,0,10,1,10.0,2.03,0.2,0.0,0.0,0,0
ESP-La Liga,2425,Espanyol,Álvaro Tejero,ESP,"MF,DF",28.0,1996.0,13.8,1,17,4,23.5,1.24,0.29,0.06,0.25,0,0
ESP-La Liga,2425,Getafe,Abdoulaye Keita,ESP,MF,21.0,2002.0,1.1,0,2,0,0.0,1.89,0.0,0.0,,0,0
ESP-La Liga,2425,Getafe,Alberto Risco,ESP,MF,18.0,2005.0,0.8,0,4,1,25.0,5.22,1.3,0.0,0.0,0,0
ESP-La Liga,2425,Getafe,Alex Sola,ESP,MF,25.0,1999.0,11.4,0,14,1,7.1,1.22,0.09,0.0,0.0,0,0
ESP-La Liga,2425,Getafe,Allan Nyom,CMR,"MF,DF",36.0,1988.0,9.9,1,9,4,44.4,0.91,0.41,0.11,0.25,0,0
ESP-La Liga,2425,Getafe,Bertuğ Yıldırım,TUR,FW,22.0,2002.0,12.0,1,19,7,36.8,1.58,0.58,0.05,0.14,0,0
ESP-La Liga,2425,Getafe,Borja Mayoral,ESP,FW,27.0,1997.0,12.4,5,20,9,45.0,1.62,0.73,0.2,0.44,1,1
ESP-La Liga,2425,Getafe,Carles Aleñá,ESP,MF,26.0,1998.0,5.0,0,5,1,20.0,1.0,0.2,0.0,0.0,0,0
ESP-La Liga,2425,Getafe,Carles Pérez,ESP,MF,26.0,1998.0,15.9,3,34,9,26.5,2.14,0.57,0.09,0.33,0,0
ESP-La Liga,2425,Getafe,Christantus Uche,NGA,"FW,MF",21.0,2003.0,27.6,4,50,14,28.0,1.81,0.51,0.08,0.29,0,0
ESP-La Liga,2425,Getafe,Coba da Costa,ESP,MF,22.0,2002.0,11.2,1,23,8,34.8,2.06,0.72,0.04,0.13,0,0
ESP-La Liga,2425,Getafe,David Argüelles,ESP,DF,22.0,2002.0,0.1,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Getafe,David Soria,ESP,GK,31.0,1993.0,38.0,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Getafe,Diego Rico,ESP,DF,31.0,1993.0,31.3,0,16,3,18.8,0.51,0.1,0.0,0.0,0,0
ESP-La Liga,2425,Getafe,Djené,TOG,"DF,MF",32.0,1991.0,28.3,0,6,0,0.0,0.21,0.0,0.0,,0,0
ESP-La Liga,2425,Getafe,Domingos Duarte,POR,DF,29.0,1995.0,20.7,1,3,1,33.3,0.15,0.05,0.33,1.0,0,0
ESP-La Liga,2425,Getafe,Gorka Rivera Alonso,ESP,DF,19.0,2004.0,0.2,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Getafe,Iglesias,ESP,"DF,MF",26.0,1998.0,32.1,0,21,3,14.3,0.65,0.09,0.0,0.0,0,0
ESP-La Liga,2425,Getafe,Ismael Bekhoucha,MAR,DF,19.0,2004.0,0.8,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Getafe,John Joe,IRL,MF,20.0,2003.0,0.5,0,2,0,0.0,3.75,0.0,0.0,,0,0
ESP-La Liga,2425,Getafe,Juan Bernat,ESP,MF,31.0,1993.0,7.8,0,4,0,0.0,0.52,0.0,0.0,,0,0
ESP-La Liga,2425,Getafe,Juan Berrocal,ESP,DF,25.0,1999.0,11.8,0,4,0,0.0,0.34,0.0,0.0,,0,0
ESP-La Liga,2425,Getafe,Juanmi,ESP,FW,31.0,1993.0,7.7,0,13,7,53.8,1.68,0.91,0.0,0.0,0,0
ESP-La Liga,2425,Getafe,Luis Milla,ESP,MF,29.0,1994.0,31.9,1,32,8,25.0,1.0,0.25,0.0,0.0,1,1
ESP-La Liga,2425,Getafe,Mauro Arambarri,URU,MF,28.0,1995.0,29.6,10,56,19,33.9,1.89,0.64,0.13,0.37,3,3
ESP-La Liga,2425,Getafe,Nabil Aberdin,FRA,MF,21.0,2002.0,2.9,0,2,0,0.0,0.68,0.0,0.0,,0,0
ESP-La Liga,2425,Getafe,Omar Alderete,PAR,DF,27.0,1996.0,33.0,1,38,10,26.3,1.15,0.3,0.03,0.1,0,0
ESP-La Liga,2425,Getafe,Peter González,DOM,MF,22.0,2002.0,5.3,0,12,4,33.3,2.26,0.75,0.0,0.0,0,0
ESP-La Liga,2425,Getafe,Ramón Terrats,ESP,"MF,FW",23.0,2000.0,13.5,4,19,9,47.4,1.4,0.66,0.21,0.44,0,0
ESP-La Liga,2425,Getafe,Yellu Santiago,ESP,MF,20.0,2004.0,4.1,0,1,0,0.0,0.24,0.0,0.0,,0,0
ESP-La Liga,2425,Getafe,Álvaro Rodríguez,URU,FW,20.0,2004.0,9.5,2,25,10,40.0,2.64,1.06,0.08,0.2,0,0
ESP-La Liga,2425,Girona,Abel Ruiz,ESP,FW,24.0,2000.0,15.0,4,23,9,39.1,1.54,0.6,0.13,0.33,1,2
ESP-La Liga,2425,Girona,Alejandro Francés,ESP,DF,21.0,2002.0,13.0,0,6,0,0.0,0.46,0.0,0.0,,0,0
ESP-La Liga,2425,Girona,Arnau Martinez,ESP,"DF,MF",21.0,2003.0,29.2,2,19,6,31.6,0.65,0.21,0.11,0.33,0,0
ESP-La Liga,2425,Girona,Arnaut Danjuma,NED,"MF,FW",27.0,1997.0,14.8,2,30,14,46.7,2.02,0.94,0.07,0.14,0,0
ESP-La Liga,2425,Girona,Arthur Melo,BRA,MF,27.0,1996.0,10.5,0,6,1,16.7,0.57,0.1,0.0,0.0,0,0
ESP-La Liga,2425,Girona,Bojan Miovski,MKD,FW,25.0,1999.0,9.7,2,14,4,28.6,1.45,0.41,0.14,0.5,0,0
ESP-La Liga,2425,Girona,Bryan Gil,ESP,"MF,FW",23.0,2001.0,19.1,3,32,15,46.9,1.67,0.78,0.09,0.2,0,0
ESP-La Liga,2425,Girona,Cristhian Stuani,URU,FW,37.0,1986.0,12.0,11,34,19,55.9,2.84,1.59,0.24,0.42,3,3
ESP-La Liga,2425,Girona,Daley Blind,NED,DF,34.0,1990.0,30.9,0,10,4,40.0,0.32,0.13,0.0,0.0,0,0
ESP-La Liga,2425,Girona,David López,ESP,DF,34.0,1989.0,27.0,1,12,3,25.0,0.44,0.11,0.08,0.33,0,0
ESP-La Liga,2425,Girona,Donny van de Beek,NED,MF,27.0,1997.0,15.8,2,18,5,27.8,1.14,0.32,0.11,0.4,0,0
ESP-La Liga,2425,Girona,Ferrán Ruiz,ESP,DF,21.0,2003.0,0.2,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Girona,Gabriel Osei Misehouy,NED,FW,19.0,2005.0,2.9,1,6,2,33.3,2.1,0.7,0.17,0.5,0,0
ESP-La Liga,2425,Girona,Iker Almena,ESP,MF,20.0,2004.0,0.5,0,1,0,0.0,1.87,0.0,0.0,,0,0
ESP-La Liga,2425,Girona,Iván Martín,ESP,MF,25.0,1999.0,22.7,1,11,3,27.3,0.49,0.13,0.09,0.33,0,0
ESP-La Liga,2425,Girona,Jhon Solis,COL,MF,19.0,2004.0,5.9,1,4,1,25.0,0.67,0.17,0.25,1.0,0,0
ESP-La Liga,2425,Girona,Juanpe,ESP,DF,33.0,1991.0,8.1,0,2,0,0.0,0.25,0.0,0.0,,0,0
ESP-La Liga,2425,Girona,Kim Minsu,KOR,FW,18.0,2006.0,0.2,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Girona,Ladislav Krejčí,CZE,DF,25.0,1999.0,27.1,2,18,5,27.8,0.66,0.18,0.11,0.4,0,0
ESP-La Liga,2425,Girona,Miguel Gutiérrez,ESP,"DF,MF",23.0,2001.0,27.3,1,28,9,32.1,1.03,0.33,0.04,0.11,0,0
ESP-La Liga,2425,Girona,Oriol Romeu,ESP,MF,32.0,1991.0,15.1,0,5,1,20.0,0.33,0.07,0.0,0.0,0,0
ESP-La Liga,2425,Girona,Papa Ba,ESP,FW,19.0,2004.0,0.5,0,1,0,0.0,1.87,0.0,0.0,,0,0
ESP-La Liga,2425,Girona,Pau López,ESP,GK,29.0,1994.0,0.5,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Girona,Paulo Gazzaniga,ARG,GK,32.0,1992.0,35.5,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Girona,Portu,ESP,"FW,MF",32.0,1992.0,8.7,1,8,4,50.0,0.92,0.46,0.13,0.25,0,0
ESP-La Liga,2425,Girona,Silvi Clúa,ESP,MF,19.0,2005.0,1.8,0,2,1,50.0,1.1,0.55,0.0,0.0,0,0
ESP-La Liga,2425,Girona,Viktor Tsyhankov,UKR,"MF,FW",26.0,1997.0,21.3,2,35,10,28.6,1.65,0.47,0.06,0.2,0,0
ESP-La Liga,2425,Girona,Vladyslav Krapyvtsov,UKR,GK,19.0,2005.0,2.0,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Girona,Yangel Herrera,VEN,MF,26.0,1998.0,25.1,4,39,14,35.9,1.56,0.56,0.1,0.29,0,0
ESP-La Liga,2425,Girona,Yaser Asprilla,COL,"MF,FW",20.0,2003.0,15.6,3,38,11,28.9,2.43,0.7,0.08,0.27,0,0
ESP-La Liga,2425,Las Palmas,Aboubacar Bassinga,BFA,MF,19.0,2005.0,0.0,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Las Palmas,Adnan Januzaj,BEL,"MF,FW",29.0,1995.0,6.6,2,16,5,31.3,2.41,0.75,0.13,0.4,0,0
ESP-La Liga,2425,Las Palmas,Alberto Moleiro,ESP,MF,20.0,2003.0,30.2,6,68,24,35.3,2.25,0.8,0.09,0.25,0,0
ESP-La Liga,2425,Las Palmas,Andy Pelmard,MAD,DF,24.0,2000.0,2.3,0,1,0,0.0,0.44,0.0,0.0,,0,0
ESP-La Liga,2425,Las Palmas,Arturo Rodríguez,ESP,FW,17.0,2006.0,0.2,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Las Palmas,Benito Ramírez,ESP,"MF,DF",29.0,1995.0,5.3,0,10,1,10.0,1.88,0.19,0.0,0.0,0,0
ESP-La Liga,2425,Las Palmas,Daley Sinkgraven,NED,DF,29.0,1995.0,1.0,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Las Palmas,Dario Essugo,POR,MF,19.0,2005.0,21.5,1,23,4,17.4,1.07,0.19,0.04,0.25,0,0
ESP-La Liga,2425,Las Palmas,Diego Martín,ESP,FW,20.0,2003.0,0.4,0,1,0,0.0,2.25,0.0,0.0,,0,0
ESP-La Liga,2425,Las Palmas,Dinko Horkaš,CRO,GK,25.0,1999.0,12.1,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Las Palmas,Enzo Loiodice,FRA,MF,23.0,2000.0,7.6,0,7,4,57.1,0.92,0.53,0.0,0.0,0,0
ESP-La Liga,2425,Las Palmas,Fabio González,ESP,MF,27.0,1997.0,0.6,0,2,0,0.0,3.4,0.0,0.0,,0,0
ESP-La Liga,2425,Las Palmas,Fábio Silva,POR,FW,22.0,2002.0,20.7,10,49,24,49.0,2.36,1.16,0.16,0.33,2,3
ESP-La Liga,2425,Las Palmas,Jaime Mata,ESP,"MF,FW",35.0,1988.0,7.3,0,17,6,35.3,2.33,0.82,0.0,0.0,0,0
ESP-La Liga,2425,Las Palmas,Jasper Cillessen,NED,GK,35.0,1989.0,25.9,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Las Palmas,Javier Muñoz,ESP,"MF,DF",29.0,1995.0,28.8,1,25,6,24.0,0.87,0.21,0.04,0.17,0,0
ESP-La Liga,2425,Las Palmas,José Campaña,ESP,MF,31.0,1993.0,13.2,0,5,3,60.0,0.38,0.23,0.0,0.0,0,0
ESP-La Liga,2425,Las Palmas,José Carlos González,ESP,MF,18.0,2006.0,0.1,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Las Palmas,Juanma Herzog,ESP,DF,20.0,2004.0,14.6,0,11,2,18.2,0.75,0.14,0.0,0.0,0,0
ESP-La Liga,2425,Las Palmas,Kirian Rodríguez,ESP,MF,28.0,1996.0,19.5,0,21,9,42.9,1.08,0.46,0.0,0.0,0,0
ESP-La Liga,2425,Las Palmas,Manuel Fuster,ESP,"MF,FW",26.0,1997.0,11.1,2,18,7,38.9,1.62,0.63,0.11,0.29,0,0
ESP-La Liga,2425,Las Palmas,Marc Cardona,ESP,FW,29.0,1995.0,1.5,0,4,0,0.0,2.73,0.0,0.0,,0,0
ESP-La Liga,2425,Las Palmas,Marvin,ESP,"DF,MF",24.0,2000.0,11.5,0,5,0,0.0,0.43,0.0,0.0,,0,0
ESP-La Liga,2425,Las Palmas,Mika Mármol,ESP,DF,23.0,2001.0,26.7,0,10,0,0.0,0.38,0.0,0.0,,0,0
ESP-La Liga,2425,Las Palmas,Oliver McBurnie,SCO,FW,28.0,1996.0,20.4,3,32,13,40.6,1.57,0.64,0.09,0.23,0,0
ESP-La Liga,2425,Las Palmas,Pejiño,ESP,MF,28.0,1996.0,0.2,0,1,0,0.0,5.63,0.0,0.0,,0,0
ESP-La Liga,2425,Las Palmas,Sandro Ramírez,ESP,"MF,FW",29.0,1995.0,22.6,9,52,21,40.4,2.3,0.93,0.15,0.38,1,1
ESP-La Liga,2425,Las Palmas,Scott McKenna,SCO,DF,27.0,1996.0,27.4,0,10,0,0.0,0.36,0.0,0.0,,0,0
ESP-La Liga,2425,Las Palmas,Sergio Viera,ESP,MF,19.0,2005.0,1.1,0,1,0,0.0,0.94,0.0,0.0,,0,0
ESP-La Liga,2425,Las Palmas,Stefan Bajcetic,ESP,"MF,DF",19.0,2004.0,10.8,1,5,2,40.0,0.46,0.19,0.2,0.5,0,0
ESP-La Liga,2425,Las Palmas,Valentín Pezzolesi,ESP,DF,17.0,2007.0,0.1,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Las Palmas,Viti,ESP,DF,26.0,1997.0,22.0,0,3,2,66.7,0.14,0.09,0.0,0.0,0,0
ESP-La Liga,2425,Las Palmas,Álex Muñoz,ESP,DF,30.0,1994.0,15.7,3,9,5,55.6,0.57,0.32,0.33,0.6,0,0
ESP-La Liga,2425,Las Palmas,Álex Suárez,ESP,DF,31.0,1993.0,27.3,0,6,3,50.0,0.22,0.11,0.0,0.0,0,0
ESP-La Liga,2425,Leganés,Adrià Altimira,ESP,"DF,MF",23.0,2001.0,18.1,0,7,2,28.6,0.39,0.11,0.0,0.0,0,0
ESP-La Liga,2425,Leganés,Aritz Arambarri,ESP,DF,26.0,1998.0,2.0,0,1,0,0.0,0.51,0.0,0.0,,0,0
ESP-La Liga,2425,Leganés,Borna Barišić,CRO,DF,31.0,1992.0,0.1,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Leganés,Dani Raba,ESP,"MF,FW",28.0,1995.0,20.9,8,44,17,38.6,2.11,0.81,0.09,0.24,4,5
ESP-La Liga,2425,Leganés,Darko Brašanac,SRB,MF,32.0,1992.0,18.0,1,12,3,25.0,0.67,0.17,0.08,0.33,0,0
ESP-La Liga,2425,Leganés,Diego,ESP,"FW,MF",24.0,2000.0,13.3,3,29,9,31.0,2.18,0.68,0.1,0.33,0,0
ESP-La Liga,2425,Leganés,Duk,CPV,MF,24.0,2000.0,2.0,0,2,1,50.0,1.01,0.5,0.0,0.0,0,0
ESP-La Liga,2425,Leganés,Enric Franquesa,ESP,"MF,DF",27.0,1997.0,6.8,1,3,1,33.3,0.44,0.15,0.33,1.0,0,0
ESP-La Liga,2425,Leganés,Javi Hernández,ESP,DF,26.0,1998.0,26.5,2,17,6,35.3,0.64,0.23,0.12,0.33,0,0
ESP-La Liga,2425,Leganés,Jorge Sáenz,ESP,DF,27.0,1996.0,18.8,1,8,3,37.5,0.43,0.16,0.13,0.33,0,0
ESP-La Liga,2425,Leganés,Juan Cruz,ESP,"MF,DF",24.0,2000.0,25.1,5,33,14,42.4,1.32,0.56,0.15,0.36,0,0
ESP-La Liga,2425,Leganés,Juan Soriano,ESP,GK,26.0,1997.0,6.0,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Leganés,Julián Chicco,ARG,"MF,DF",26.0,1998.0,3.4,0,3,1,33.3,0.89,0.3,0.0,0.0,0,0
ESP-La Liga,2425,Leganés,Marko Dmitrović,SRB,GK,32.0,1992.0,32.0,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Leganés,Matija Nastasić,SRB,DF,31.0,1993.0,23.4,1,2,1,50.0,0.09,0.04,0.5,1.0,0,0
ESP-La Liga,2425,Leganés,Miguel,ESP,FW,24.0,1999.0,19.2,1,35,16,45.7,1.83,0.84,0.0,0.0,1,2
ESP-La Liga,2425,Leganés,Munir El Haddadi,MAR,"MF,FW",28.0,1995.0,9.6,4,21,9,42.9,2.19,0.94,0.19,0.44,0,0
ESP-La Liga,2425,Leganés,Renato Tapia,PER,"MF,DF",29.0,1995.0,26.9,1,14,6,42.9,0.52,0.22,0.07,0.17,0,0
ESP-La Liga,2425,Leganés,Roberto López,ESP,MF,24.0,2000.0,4.4,0,6,1,16.7,1.36,0.23,0.0,0.0,0,0
ESP-La Liga,2425,Leganés,Sergi,ESP,DF,32.0,1992.0,32.9,2,13,5,38.5,0.4,0.15,0.15,0.4,0,0
ESP-La Liga,2425,Leganés,Seydouba Cissé,GUI,MF,23.0,2001.0,27.1,3,24,5,20.8,0.89,0.18,0.13,0.6,0,0
ESP-La Liga,2425,Leganés,Sébastien Haller,CIV,FW,30.0,1994.0,4.5,0,4,1,25.0,0.89,0.22,0.0,0.0,0,0
ESP-La Liga,2425,Leganés,Valentin Rosier,FRA,DF,27.0,1996.0,28.8,1,14,4,28.6,0.49,0.14,0.07,0.25,0,0
ESP-La Liga,2425,Leganés,Yan Diomandé,CIV,MF,17.0,2006.0,6.1,2,11,3,27.3,1.82,0.5,0.18,0.67,0,0
ESP-La Liga,2425,Leganés,Yvan Neyou,CMR,MF,27.0,1997.0,25.7,1,16,3,18.8,0.62,0.12,0.06,0.33,0,0
ESP-La Liga,2425,Leganés,Óscar Rodríguez Arnaiz,ESP,MF,26.0,1998.0,14.8,1,33,6,18.2,2.23,0.41,0.03,0.17,0,0
ESP-La Liga,2425,Mallorca,Abdón Prats,ESP,"FW,MF",31.0,1992.0,5.1,2,14,6,42.9,2.76,1.18,0.07,0.17,1,1
ESP-La Liga,2425,Mallorca,Antonio Raillo,ESP,DF,32.0,1991.0,35.6,2,35,8,22.9,0.98,0.22,0.06,0.25,0,0
ESP-La Liga,2425,Mallorca,Antonio Sánchez,ESP,"MF,DF",27.0,1997.0,15.5,0,17,2,11.8,1.1,0.13,0.0,0.0,0,0
ESP-La Liga,2425,Mallorca,Chiquinho,POR,MF,24.0,2000.0,1.6,0,4,2,50.0,2.47,1.23,0.0,0.0,0,0
ESP-La Liga,2425,Mallorca,Copete,ESP,DF,24.0,1999.0,17.0,0,6,2,33.3,0.35,0.12,0.0,0.0,0,0
ESP-La Liga,2425,Mallorca,Cyle Larin,CAN,FW,29.0,1995.0,19.6,7,39,15,38.5,1.99,0.77,0.15,0.4,1,1
ESP-La Liga,2425,Mallorca,Dani Rodríguez,ESP,"MF,FW",36.0,1988.0,24.0,4,31,10,32.3,1.29,0.42,0.13,0.4,0,0
ESP-La Liga,2425,Mallorca,Daniel Luna,COL,MF,21.0,2003.0,0.2,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Mallorca,David López,ESP,DF,21.0,2003.0,1.9,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Mallorca,Dominik Greif,SVK,GK,27.0,1997.0,31.0,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Mallorca,Jan Salas,ESP,MF,18.0,2005.0,0.5,0,2,0,0.0,4.19,0.0,0.0,,0,0
ESP-La Liga,2425,Mallorca,Javier Llabrés,ESP,MF,21.0,2002.0,0.6,0,1,0,0.0,1.58,0.0,0.0,,0,0
ESP-La Liga,2425,Mallorca,Johan Mojica,COL,DF,31.0,1992.0,30.6,1,17,3,17.6,0.56,0.1,0.06,0.33,0,0
ESP-La Liga,2425,Mallorca,Leo Román,ESP,GK,24.0,2000.0,7.0,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Mallorca,Manu Morlanes,ESP,MF,25.0,1999.0,14.9,0,11,1,9.1,0.74,0.07,0.0,0.0,0,0
ESP-La Liga,2425,Mallorca,Marc Domenech,ESP,"FW,MF",18.0,2006.0,3.4,0,8,2,25.0,2.38,0.59,0.0,0.0,0,0
ESP-La Liga,2425,Mallorca,Martin Valjent,SVK,DF,28.0,1995.0,30.7,3,12,5,41.7,0.39,0.16,0.25,0.6,0,0
ESP-La Liga,2425,Mallorca,Mateu Morey,ESP,DF,24.0,2000.0,8.2,0,3,1,33.3,0.36,0.12,0.0,0.0,0,0
ESP-La Liga,2425,Mallorca,Omar Mascarell,EQG,MF,31.0,1993.0,22.1,1,9,2,22.2,0.41,0.09,0.11,0.5,0,0
ESP-La Liga,2425,Mallorca,Pablo Maffeo,ESP,DF,27.0,1997.0,26.3,0,7,1,14.3,0.27,0.04,0.0,0.0,0,0
ESP-La Liga,2425,Mallorca,Roberto Navarro,ESP,MF,22.0,2002.0,14.2,1,18,6,33.3,1.27,0.42,0.06,0.17,0,0
ESP-La Liga,2425,Mallorca,Samu Costa,POR,MF,23.0,2000.0,29.4,0,30,8,26.7,1.02,0.27,0.0,0.0,0,0
ESP-La Liga,2425,Mallorca,Sergi Darder,ESP,MF,30.0,1993.0,30.5,2,36,9,25.0,1.18,0.3,0.06,0.22,0,0
ESP-La Liga,2425,Mallorca,Siebe Van Der Heyden,BEL,DF,26.0,1998.0,1.1,0,1,0,0.0,0.93,0.0,0.0,,0,0
ESP-La Liga,2425,Mallorca,Takuma Asano,JPN,"MF,FW",29.0,1994.0,11.7,2,28,8,28.6,2.39,0.68,0.07,0.25,0,0
ESP-La Liga,2425,Mallorca,Toni Lato,ESP,DF,26.0,1997.0,6.9,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Mallorca,Valery Fernández,ESP,MF,24.0,1999.0,3.4,2,3,3,100.0,0.87,0.87,0.67,0.67,0,0
ESP-La Liga,2425,Mallorca,Vedat Muriqi,KVX,FW,30.0,1994.0,22.9,7,54,19,35.2,2.36,0.83,0.09,0.26,2,3
ESP-La Liga,2425,Osasuna,Abel Bretones,ESP,"DF,MF",23.0,2000.0,23.0,2,12,4,33.3,0.52,0.17,0.17,0.5,0,0
ESP-La Liga,2425,Osasuna,Aimar Oroz,ESP,MF,22.0,2001.0,33.0,5,48,16,33.3,1.46,0.49,0.08,0.25,1,1
ESP-La Liga,2425,Osasuna,Aitor Fernández,ESP,GK,33.0,1991.0,1.0,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Osasuna,Ante Budimir,CRO,FW,33.0,1991.0,32.8,21,99,37,37.4,3.02,1.13,0.13,0.35,8,8
ESP-La Liga,2425,Osasuna,Bryan Zaragoza,ESP,"MF,FW",22.0,2001.0,20.4,1,42,13,31.0,2.06,0.64,0.02,0.08,0,0
ESP-La Liga,2425,Osasuna,Catena,ESP,DF,29.0,1994.0,34.2,1,20,5,25.0,0.59,0.15,0.05,0.2,0,0
ESP-La Liga,2425,Osasuna,Enzo Boyomo,CMR,DF,22.0,2001.0,33.2,2,12,3,25.0,0.36,0.09,0.17,0.67,0,0
ESP-La Liga,2425,Osasuna,Iker Benito,ESP,"FW,MF",21.0,2002.0,0.4,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Osasuna,Iker Muñoz,ESP,MF,21.0,2002.0,6.8,0,11,0,0.0,1.62,0.0,0.0,,0,0
ESP-La Liga,2425,Osasuna,Javi Martínez,ESP,MF,24.0,1999.0,0.1,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Osasuna,Jesús Areso,ESP,DF,25.0,1999.0,34.2,0,8,0,0.0,0.23,0.0,0.0,,0,0
ESP-La Liga,2425,Osasuna,Jon Moncayola,ESP,MF,26.0,1998.0,23.3,0,21,9,42.9,0.9,0.39,0.0,0.0,0,0
ESP-La Liga,2425,Osasuna,Jorge Herrando,ESP,DF,23.0,2001.0,15.2,1,12,3,25.0,0.79,0.2,0.08,0.33,0,0
ESP-La Liga,2425,Osasuna,José Arnaiz,ESP,MF,29.0,1995.0,1.5,0,6,3,50.0,4.06,2.03,0.0,0.0,0,0
ESP-La Liga,2425,Osasuna,Juan Cruz Armada,ESP,DF,32.0,1992.0,16.6,0,4,0,0.0,0.24,0.0,0.0,,0,0
ESP-La Liga,2425,Osasuna,Kike Barja,ESP,"FW,MF",27.0,1997.0,3.5,0,4,1,25.0,1.14,0.29,0.0,0.0,0,0
ESP-La Liga,2425,Osasuna,Lucas Torró,ESP,MF,30.0,1994.0,32.9,3,31,7,22.6,0.94,0.21,0.1,0.43,0,0
