league,season,team,player,nation,pos,age,born,90s,att,pass_types_live,pass_types_dead,pass_types_fk,pass_types_tb,pass_types_sw,pass_types_crs,pass_types_ti,pass_types_ck,corner_kicks_in,corner_kicks_out,corner_kicks_str,outcomes_cmp,outcomes_off,outcomes_blocks
POR-Primeira Liga,2526,Alverca,Fabrício Garcia,CPV,FW,24.0,2001.0,0.8,,,,,,,6,,,,,,,,
POR-Primeira Liga,2526,Alverca,Felipe Lima,BRA,FW,19.0,2006.0,0.6,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Alverca,Figueiredo,BRA,"FW,MF",23.0,2001.0,20.8,,,,,,,52,,,,,,,,
POR-Primeira Liga,2526,Alverca,Francisco Chissumba,POR,MF,20.0,2005.0,16.8,,,,,,,29,,,,,,,,
POR-Primeira Liga,2526,Alverca,Gian Cabezas,COL,MF,22.0,2003.0,0.4,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Alverca,Gonçalo Esteves,POR,MF,21.0,2004.0,1.8,,,,,,,5,,,,,,,,
POR-Primeira Liga,2526,Alverca,Ikker,BEL,DF,20.0,2005.0,1.3,,,,,,,1,,,,,,,,
POR-Primeira Liga,2526,Alverca,Isaac James,NGA,MF,20.0,2004.0,14.5,,,,,,,42,,,,,,,,
POR-Primeira Liga,2526,Alverca,Julián Martínez,HON,DF,21.0,2003.0,7.4,,,,,,,1,,,,,,,,
POR-Primeira Liga,2526,Alverca,Kaiky Naves,BRA,DF,23.0,2002.0,31.5,,,,,,,7,,,,,,,,
POR-Primeira Liga,2526,Alverca,Kauan,BRA,DF,20.0,2005.0,0.4,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Alverca,Lincoln,BRA,"MF,FW",26.0,1998.0,26.2,,,,,,,116,,,,,,,,
POR-Primeira Liga,2526,Alverca,Marko Milovanović,SRB,FW,21.0,2003.0,17.0,,,,,,,1,,,,,,,,
POR-Primeira Liga,2526,Alverca,Matheus Mendes,BRA,GK,26.0,1999.0,9.0,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Alverca,Mathis Clairicia,FRA,FW,22.0,2002.0,1.4,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Alverca,Nabil Touaizi,MAR,MF,24.0,2001.0,31.3,,,,,,,126,,,,,,,,
POR-Primeira Liga,2526,Alverca,Rhaldney,BRA,MF,26.0,1998.0,11.0,,,,,,,1,,,,,,,,
POR-Primeira Liga,2526,Alverca,Sabit Abdulai,GHA,MF,26.0,1999.0,12.9,,,,,,,2,,,,,,,,
POR-Primeira Liga,2526,Alverca,Sandro Lima,BRA,FW,34.0,1990.0,15.8,,,,,,,1,,,,,,,,
POR-Primeira Liga,2526,Alverca,Sergi Gómez,ESP,DF,33.0,1992.0,27.6,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Alverca,Steven Baseya,FRA,DF,20.0,2005.0,5.8,,,,,,,2,,,,,,,,
POR-Primeira Liga,2526,Alverca,Stéphane Diarra,FRA,"FW,MF",26.0,1998.0,0.2,,,,,,,1,,,,,,,,
POR-Primeira Liga,2526,Alverca,Tiago Leite,POR,FW,25.0,2000.0,1.5,,,,,,,1,,,,,,,,
POR-Primeira Liga,2526,Alverca,Tomás Mendes,ESP,MF,20.0,2004.0,3.5,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Alverca,Vasco Moreira,POR,MF,24.0,2001.0,4.9,,,,,,,6,,,,,,,,
POR-Primeira Liga,2526,Alverca,Zakaria Kassary,MAR,MF,19.0,2006.0,0.1,,,,,,,1,,,,,,,,
POR-Primeira Liga,2526,Arouca,Alexandre Pinto,POR,"DF,MF",27.0,1998.0,3.7,,,,,,,6,,,,,,,,
POR-Primeira Liga,2526,Arouca,Alfonso Trezza,URU,MF,26.0,1999.0,25.7,,,,,,,70,,,,,,,,
POR-Primeira Liga,2526,Arouca,Amadou Dante,MLI,DF,24.0,2000.0,9.3,,,,,,,31,,,,,,,,
POR-Primeira Liga,2526,Arouca,Arnau Solà,ESP,DF,22.0,2003.0,6.5,,,,,,,25,,,,,,,,
POR-Primeira Liga,2526,Arouca,Barbero,ESP,FW,26.0,1998.0,21.0,,,,,,,2,,,,,,,,
POR-Primeira Liga,2526,Arouca,Bas Kuipers,NED,DF,30.0,1994.0,15.0,,,,,,,24,,,,,,,,
POR-Primeira Liga,2526,Arouca,Boris Popović,SRB,DF,25.0,2000.0,12.9,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Arouca,Brian Mansilla,URU,MF,23.0,2002.0,3.7,,,,,,,22,,,,,,,,
POR-Primeira Liga,2526,Arouca,David Simão,POR,MF,35.0,1990.0,7.3,,,,,,,32,,,,,,,,
POR-Primeira Liga,2526,Arouca,Diogo Monteiro,POR,DF,20.0,2005.0,3.3,,,,,,,4,,,,,,,,
POR-Primeira Liga,2526,Arouca,Dylan Nandín,URU,FW,23.0,2002.0,10.3,,,,,,,5,,,,,,,,
POR-Primeira Liga,2526,Arouca,Espen van Ee,NED,MF,22.0,2003.0,20.8,,,,,,,10,,,,,,,,
POR-Primeira Liga,2526,Arouca,Fally Mayulu,FRA,FW,23.0,2002.0,0.1,,,,,,,1,,,,,,,,
POR-Primeira Liga,2526,Arouca,Ignacio De Arruabarrena,URU,GK,28.0,1997.0,16.0,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Arouca,Jakub Vinarcik,SVK,GK,20.0,2005.0,1.0,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Arouca,Javi Sánchez,ESP,DF,28.0,1997.0,13.6,,,,,,,2,,,,,,,,
POR-Primeira Liga,2526,Arouca,José Fontán,ESP,DF,25.0,2000.0,28.3,,,,,,,20,,,,,,,,
POR-Primeira Liga,2526,Arouca,José Silva,POR,DF,19.0,2005.0,0.4,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Arouca,João Valido,POR,GK,25.0,2000.0,9.0,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Arouca,Lee Hyunju,KOR,MF,22.0,2003.0,22.3,,,,,,,14,,,,,,,,
POR-Primeira Liga,2526,Arouca,Mateo Flores,ESP,MF,21.0,2004.0,2.2,,,,,,,1,,,,,,,,
POR-Primeira Liga,2526,Arouca,Matías Rocha,URU,DF,24.0,2001.0,9.4,,,,,,,1,,,,,,,,
POR-Primeira Liga,2526,Arouca,Miguel Puche García,ESP,MF,24.0,2001.0,8.1,,,,,,,35,,,,,,,,
POR-Primeira Liga,2526,Arouca,Naïs Djouahra,FRA,MF,25.0,1999.0,30.3,,,,,,,154,,,,,,,,
POR-Primeira Liga,2526,Arouca,Nico Mantl,GER,GK,25.0,2000.0,8.0,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Arouca,Omar Fayed,EGY,DF,22.0,2003.0,6.1,,,,,,,2,,,,,,,,
POR-Primeira Liga,2526,Arouca,Pablo Gozalbez,ESP,MF,24.0,2001.0,11.9,,,,,,,28,,,,,,,,
POR-Primeira Liga,2526,Arouca,Pedro Santos,POR,MF,24.0,2000.0,8.6,,,,,,,10,,,,,,,,
POR-Primeira Liga,2526,Arouca,Romualdas Jansonas,LTU,FW,20.0,2005.0,0.5,,,,,,,1,,,,,,,,
POR-Primeira Liga,2526,Arouca,Taichi Fukui,JPN,MF,21.0,2004.0,28.0,,,,,,,19,,,,,,,,
POR-Primeira Liga,2526,Arouca,Tiago Esgaio,POR,DF,29.0,1995.0,27.3,,,,,,,50,,,,,,,,
POR-Primeira Liga,2526,Arouca,Yellu Santiago,ESP,MF,21.0,2004.0,0.3,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Benfica,Alexander Bah,DEN,DF,27.0,1997.0,5.2,,,,,,,8,,,,,,,,
POR-Primeira Liga,2526,Benfica,Amar Dedić,BIH,DF,22.0,2002.0,21.1,,,,,,,37,,,,,,,,
POR-Primeira Liga,2526,Benfica,Anatolii Trubin,UKR,GK,23.0,2001.0,32.0,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Benfica,Andreas Schjelderup,NOR,MF,21.0,2004.0,19.1,,,,,,,73,,,,,,,,
POR-Primeira Liga,2526,Benfica,António Silva,POR,DF,21.0,2003.0,20.7,,,,,,,5,,,,,,,,
POR-Primeira Liga,2526,Benfica,Anísio Cabral,POR,FW,17.0,2008.0,0.5,,,,,,,1,,,,,,,,
POR-Primeira Liga,2526,Benfica,Bruma,POR,"FW,MF",30.0,1994.0,0.2,,,,,,,2,,,,,,,,
POR-Primeira Liga,2526,Benfica,Daniel Banjaqui,POR,DF,17.0,2008.0,1.7,,,,,,,6,,,,,,,,
POR-Primeira Liga,2526,Benfica,Diogo Prioste,POR,MF,21.0,2004.0,0.3,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Benfica,Dodi Lukebakio,BEL,MF,27.0,1997.0,8.3,,,,,,,73,,,,,,,,
POR-Primeira Liga,2526,Benfica,Enzo Barrenechea,ARG,MF,24.0,2001.0,19.9,,,,,,,3,,,,,,,,
POR-Primeira Liga,2526,Benfica,Florentino Luís,POR,MF,25.0,1999.0,0.4,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Benfica,Franjo Ivanović,CRO,FW,21.0,2003.0,9.7,,,,,,,13,,,,,,,,
POR-Primeira Liga,2526,Benfica,Fredrik Aursnes,NOR,MF,29.0,1995.0,25.5,,,,,,,98,,,,,,,,
POR-Primeira Liga,2526,Benfica,Gianluca Prestianni,ARG,MF,19.0,2006.0,17.1,,,,,,,73,,,,,,,,
POR-Primeira Liga,2526,Benfica,Gonçalo Moreira,POR,FW,19.0,2006.0,0.0,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Benfica,Henrique Araújo,POR,FW,23.0,2002.0,0.3,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Benfica,Heorhiy Sudakov,UKR,MF,22.0,2002.0,15.7,,,,,,,110,,,,,,,,
POR-Primeira Liga,2526,Benfica,Ivan Lima,POR,FW,20.0,2005.0,0.2,,,,,,,2,,,,,,,,
POR-Primeira Liga,2526,Benfica,José Neto,POR,DF,17.0,2008.0,1.1,,,,,,,1,,,,,,,,
POR-Primeira Liga,2526,Benfica,João Rêgo,POR,MF,20.0,2005.0,0.7,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Benfica,João Veloso,POR,MF,20.0,2005.0,0.0,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Benfica,Kerem Aktürkoğlu,TUR,"FW,MF",26.0,1998.0,0.3,,,,,,,3,,,,,,,,
POR-Primeira Liga,2526,Benfica,Leandro Barreiro Martins,LUX,MF,25.0,2000.0,19.5,,,,,,,5,,,,,,,,
POR-Primeira Liga,2526,Benfica,Manuel Manu,POR,MF,24.0,2001.0,1.4,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Benfica,Nicolás Otamendi,ARG,DF,37.0,1988.0,28.9,,,,,,,6,,,,,,,,
POR-Primeira Liga,2526,Benfica,Rafa Silva,POR,MF,32.0,1993.0,10.2,,,,,,,4,,,,,,,,
POR-Primeira Liga,2526,Benfica,Rafel Obrador,ESP,DF,21.0,2004.0,0.7,,,,,,,8,,,,,,,,
POR-Primeira Liga,2526,Benfica,Richard Ríos,COL,MF,25.0,2000.0,25.3,,,,,,,22,,,,,,,,
POR-Primeira Liga,2526,Benfica,Rodrigo Rego,POR,MF,20.0,2005.0,1.2,,,,,,,7,,,,,,,,
POR-Primeira Liga,2526,Benfica,Samuel Dahl,SWE,DF,22.0,2003.0,31.8,,,,,,,60,,,,,,,,
POR-Primeira Liga,2526,Benfica,Samuel Soares,POR,GK,23.0,2002.0,2.0,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Benfica,Sidny Lopes Cabral,CPV,"MF,DF",22.0,2002.0,4.0,,,,,,,52,,,,,,,,
POR-Primeira Liga,2526,Benfica,Tiago Gouveia,POR,MF,24.0,2001.0,0.0,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Benfica,Tomás Araújo,POR,DF,23.0,2002.0,18.7,,,,,,,7,,,,,,,,
POR-Primeira Liga,2526,Benfica,Vangelis Pavlidis,GRE,FW,26.0,1998.0,29.5,,,,,,,10,,,,,,,,
POR-Primeira Liga,2526,Braga,Adrian Leon Barišić,BIH,DF,24.0,2001.0,5.0,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Braga,Amine El Ouazzani,MAR,FW,24.0,2001.0,7.7,,,,,,,2,,,,,,,,
POR-Primeira Liga,2526,Braga,António Gil,POR,MF,17.0,2008.0,0.1,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Braga,Bright Arrey-Mbi,GER,DF,22.0,2003.0,20.3,,,,,,,2,,,,,,,,
POR-Primeira Liga,2526,Braga,Demir Ege Tıknaz,TUR,MF,20.0,2004.0,5.2,,,,,,,2,,,,,,,,
POR-Primeira Liga,2526,Braga,Diego Rodrigues,POR,MF,20.0,2005.0,9.5,,,,,,,40,,,,,,,,
POR-Primeira Liga,2526,Braga,Florian Grillitsch,AUT,MF,29.0,1995.0,12.5,,,,,,,7,,,,,,,,
POR-Primeira Liga,2526,Braga,Fode Pascoal,GNB,DF,20.0,2004.0,0.1,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Braga,Fran Navarro,ESP,FW,27.0,1998.0,14.2,,,,,,,1,,,,,,,,
POR-Primeira Liga,2526,Braga,Gabri Martínez,ESP,MF,22.0,2003.0,14.7,,,,,,,36,,,,,,,,
POR-Primeira Liga,2526,Braga,Gabriel Moscardo,BRA,"DF,MF",19.0,2005.0,10.6,,,,,,,1,,,,,,,,
POR-Primeira Liga,2526,Braga,Gustaf Lagerbielke,SWE,DF,25.0,2000.0,26.6,,,,,,,2,,,,,,,,
POR-Primeira Liga,2526,Braga,Ismaël Gharbi,TUN,MF,21.0,2004.0,0.8,,,,,,,1,,,,,,,,
POR-Primeira Liga,2526,Braga,Jean Gorby,FRA,MF,23.0,2002.0,19.0,,,,,,,8,,,,,,,,
POR-Primeira Liga,2526,Braga,Jonatás Noro,POR,DF,20.0,2005.0,0.1,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Braga,João Carvalho,POR,GK,21.0,2004.0,0.1,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Braga,João Moutinho,POR,MF,38.0,1986.0,24.2,,,,,,,13,,,,,,,,
POR-Primeira Liga,2526,Braga,João Vasconcelos,POR,MF,20.0,2005.0,0.5,,,,,,,1,,,,,,,,
POR-Primeira Liga,2526,Braga,Leonardo Lelo,POR,"MF,DF",25.0,2000.0,20.4,,,,,,,89,,,,,,,,
POR-Primeira Liga,2526,Braga,Luis Pinto,POR,MF,18.0,2006.0,2.4,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Braga,Lukáš Horníček,CZE,GK,23.0,2002.0,32.9,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Braga,Mario Dorgelès,CIV,MF,20.0,2004.0,11.1,,,,,,,35,,,,,,,,
POR-Primeira Liga,2526,Braga,Pau Victor,ESP,"FW,MF",23.0,2001.0,25.1,,,,,,,19,,,,,,,,
POR-Primeira Liga,2526,Braga,Paulo Oliveira,POR,DF,33.0,1992.0,9.1,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Braga,Ricardo Horta,POR,"MF,FW",30.0,1994.0,23.8,,,,,,,126,,,,,,,,
POR-Primeira Liga,2526,Braga,Rodrigo Silva,POR,FW,20.0,2004.0,0.1,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Braga,Rodrigo Zalazar,URU,"MF,FW",25.0,1999.0,21.6,,,,,,,70,,,,,,,,
POR-Primeira Liga,2526,Braga,Roger Fernandes,POR,MF,19.0,2005.0,3.6,,,,,,,10,,,,,,,,
POR-Primeira Liga,2526,Braga,Sandro Vidigal,POR,MF,18.0,2007.0,0.6,,,,,,,1,,,,,,,,
POR-Primeira Liga,2526,Braga,Sikou Niakaté,MLI,DF,26.0,1999.0,10.4,,,,,,,3,,,,,,,,
POR-Primeira Liga,2526,Braga,Tiago Sá,POR,GK,30.0,1995.0,1.0,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Braga,Victor Gomez,ESP,"MF,DF",25.0,2000.0,27.5,,,,,,,82,,,,,,,,
POR-Primeira Liga,2526,Braga,Vitor Carvalho,BRA,DF,28.0,1997.0,11.7,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Braga,Yanis Da Rocha,POR,MF,21.0,2004.0,1.3,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Casa Pia,Abdu Conté,POR,"MF,DF",27.0,1998.0,15.8,,,,,,,80,,,,,,,,
POR-Primeira Liga,2526,Casa Pia,Abdu Dafe,,,,,0.0,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Casa Pia,André Geraldes,POR,"DF,MF",34.0,1991.0,22.2,,,,,,,11,,,,,,,,
POR-Primeira Liga,2526,Casa Pia,Cassiano,BRA,FW,36.0,1989.0,20.8,,,,,,,4,,,,,,,,
POR-Primeira Liga,2526,Casa Pia,Claudio Mendes,GNB,FW,24.0,2000.0,3.2,,,,,,,3,,,,,,,,
POR-Primeira Liga,2526,Casa Pia,Dailon Livramento,CPV,"FW,MF",24.0,2001.0,10.5,,,,,,,13,,,,,,,,
POR-Primeira Liga,2526,Casa Pia,Daniel Azevedo,POR,GK,27.0,1998.0,2.4,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Casa Pia,David Sousa,BRA,DF,24.0,2001.0,25.2,,,,,,,7,,,,,,,,
POR-Primeira Liga,2526,Casa Pia,Duplexe Tchamba,CMR,DF,27.0,1998.0,4.6,,,,,,,1,,,,,,,,
POR-Primeira Liga,2526,Casa Pia,Fahem Benaissa Yahia,FRA,"MF,DF",23.0,2002.0,6.1,,,,,,,23,,,,,,,,
POR-Primeira Liga,2526,Casa Pia,Francisco Kiki,POR,MF,27.0,1998.0,0.1,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Casa Pia,Iyad Mohamed,COM,MF,24.0,2001.0,10.6,,,,,,,21,,,,,,,,
POR-Primeira Liga,2526,Casa Pia,José Fonte,POR,DF,41.0,1983.0,16.0,,,,,,,2,,,,,,,,
POR-Primeira Liga,2526,Casa Pia,João Goulart Silva,POR,DF,25.0,2000.0,21.3,,,,,,,3,,,,,,,,
POR-Primeira Liga,2526,Casa Pia,João Marques,POR,FW,23.0,2002.0,6.5,,,,,,,10,,,,,,,,
POR-Primeira Liga,2526,Casa Pia,Jérémy Livolant,FRA,"FW,MF",27.0,1998.0,30.7,,,,,,,173,,,,,,,,
POR-Primeira Liga,2526,Casa Pia,Kaique Rocha,BRA,DF,24.0,2001.0,5.5,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Casa Pia,Kelian Nsona Wa Saka,FRA,"MF,FW",23.0,2002.0,5.3,,,,,,,18,,,,,,,,
POR-Primeira Liga,2526,Casa Pia,Kevin Prieto,URU,MF,22.0,2003.0,3.8,,,,,,,9,,,,,,,,
POR-Primeira Liga,2526,Casa Pia,Khaly,ANG,DF,21.0,2003.0,11.0,,,,,,,1,,,,,,,,
POR-Primeira Liga,2526,Casa Pia,Korede Osundina,USA,"FW,MF",21.0,2004.0,7.8,,,,,,,7,,,,,,,,
POR-Primeira Liga,2526,Casa Pia,Larra,ESP,MF,27.0,1997.0,31.6,,,,,,,80,,,,,,,,
POR-Primeira Liga,2526,Casa Pia,Lawrence Ofori,GHA,MF,27.0,1998.0,6.8,,,,,,,7,,,,,,,,
POR-Primeira Liga,2526,Casa Pia,Max Svensson,ESP,FW,23.0,2001.0,2.0,,,,,,,2,,,,,,,,
POR-Primeira Liga,2526,Casa Pia,Miguel Sousa,POR,"FW,MF",26.0,1998.0,3.7,,,,,,,8,,,,,,,,
POR-Primeira Liga,2526,Casa Pia,Patrick Sequeira,CRC,GK,26.0,1999.0,28.1,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Casa Pia,Pedro Rosas,POR,MF,24.0,2000.0,7.0,,,,,,,13,,,,,,,,
POR-Primeira Liga,2526,Casa Pia,Rafael Brito,POR,MF,23.0,2002.0,16.8,,,,,,,7,,,,,,,,
POR-Primeira Liga,2526,Casa Pia,Renato Nhaga,GNB,MF,18.0,2007.0,13.0,,,,,,,8,,,,,,,,
POR-Primeira Liga,2526,Casa Pia,Ricardo Batista,POR,GK,38.0,1986.0,3.5,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Casa Pia,Sebastián Pérez,COL,MF,32.0,1993.0,17.4,,,,,,,12,,,,,,,,
POR-Primeira Liga,2526,Casa Pia,Tiago Fonseca Morais,POR,FW,21.0,2003.0,7.5,,,,,,,15,,,,,,,,
POR-Primeira Liga,2526,Casa Pia,Xander Severina,CUW,"FW,MF",24.0,2001.0,1.1,,,,,,,1,,,,,,,,
POR-Primeira Liga,2526,Casa Pia,Yassin Oukili,NED,MF,24.0,2001.0,5.1,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Estoril,Alejandro Marqués,VEN,FW,24.0,2000.0,12.8,,,,,,,5,,,,,,,,
POR-Primeira Liga,2526,Estoril,Andre Neves,POR,MF,21.0,2004.0,2.3,,,,,,,3,,,,,,,,
POR-Primeira Liga,2526,Estoril,André Lacximicant,POR,FW,24.0,2001.0,13.5,,,,,,,19,,,,,,,,
POR-Primeira Liga,2526,Estoril,Antef Tsoungui,BEL,"DF,MF",22.0,2002.0,15.3,,,,,,,4,,,,,,,,
POR-Primeira Liga,2526,Estoril,Fabrício Garcia,CPV,FW,24.0,2001.0,1.9,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Estoril,Felix Bacher,AUT,DF,24.0,2000.0,34.0,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Estoril,Francisco Reis Ferreira,POR,DF,28.0,1997.0,18.2,,,,,,,1,,,,,,,,
POR-Primeira Liga,2526,Estoril,Gonçalo Costa,POR,"DF,MF",25.0,2000.0,6.3,,,,,,,34,,,,,,,,
POR-Primeira Liga,2526,Estoril,Jandro Orellana,ESP,MF,24.0,2000.0,14.5,,,,,,,6,,,,,,,,
POR-Primeira Liga,2526,Estoril,Joel Robles,ESP,GK,35.0,1990.0,31.0,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Estoril,Jordan Holsgrove,SCO,MF,25.0,1999.0,31.4,,,,,,,138,,,,,,,,
POR-Primeira Liga,2526,Estoril,João Carvalho,POR,"MF,FW",28.0,1997.0,31.0,,,,,,,63,,,,,,,,
POR-Primeira Liga,2526,Estoril,Khayon Edwards,ENG,FW,21.0,2003.0,0.1,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Estoril,Kévin Boma,TOG,DF,22.0,2002.0,19.1,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Estoril,Martin Turk,SVN,GK,21.0,2003.0,3.0,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Estoril,Nodari Lominadze,GEO,MF,23.0,2002.0,7.2,,,,,,,5,,,,,,,,
POR-Primeira Liga,2526,Estoril,Or Israelov,ISR,DF,20.0,2004.0,0.2,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Estoril,Patrick de Paula,BRA,MF,25.0,1999.0,4.5,,,,,,,6,,,,,,,,
POR-Primeira Liga,2526,Estoril,Pedro Amaral,POR,"DF,MF",27.0,1997.0,20.4,,,,,,,52,,,,,,,,
POR-Primeira Liga,2526,Estoril,Pedro Carvalho,POR,"MF,DF",22.0,2003.0,13.9,,,,,,,42,,,,,,,,
POR-Primeira Liga,2526,Estoril,Pizzi,POR,"MF,FW",35.0,1989.0,7.3,,,,,,,23,,,,,,,,
POR-Primeira Liga,2526,Estoril,Rafik Guitane,FRA,"MF,FW",26.0,1999.0,20.4,,,,,,,27,,,,,,,,
POR-Primeira Liga,2526,Estoril,Ricard Sánchez,ESP,"DF,MF",25.0,2000.0,21.9,,,,,,,54,,,,,,,,
POR-Primeira Liga,2526,Estoril,Tiago Brito,POR,DF,21.0,2004.0,0.8,,,,,,,1,,,,,,,,
POR-Primeira Liga,2526,Estoril,Tiago Parente,POR,MF,21.0,2004.0,5.5,,,,,,,10,,,,,,,,
POR-Primeira Liga,2526,Estoril,Xeka,POR,MF,30.0,1994.0,7.2,,,,,,,7,,,,,,,,
POR-Primeira Liga,2526,Estoril,Yanis Begraoui,MAR,FW,24.0,2001.0,30.2,,,,,,,30,,,,,,,,
POR-Primeira Liga,2526,Estrela,Abraham Marcus,NGA,"MF,FW",25.0,2000.0,28.5,,,,,,,72,,,,,,,,
POR-Primeira Liga,2526,Estrela,Alan Godoy,ESP,FW,22.0,2003.0,3.3,,,,,,,1,,,,,,,,
POR-Primeira Liga,2526,Estrela,Alex Sola,ANG,"MF,FW",21.0,2003.0,7.8,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Estrela,Alisson Jesus,BRA,FW,20.0,2005.0,1.0,,,,,,,1,,,,,,,,
POR-Primeira Liga,2526,Estrela,Atanas Chernev,BUL,DF,23.0,2002.0,11.3,,,,,,,2,,,,,,,,
POR-Primeira Liga,2526,Estrela,Bernardo Schappo,BRA,DF,26.0,1999.0,22.8,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Estrela,Bilal Brahimi,ALG,"FW,MF",25.0,2000.0,1.0,,,,,,,17,,,,,,,,
POR-Primeira Liga,2526,Estrela,Bruno Langa,MOZ,"DF,MF",27.0,1997.0,9.9,,,,,,,27,,,,,,,,
POR-Primeira Liga,2526,Estrela,David Grilo,POR,GK,28.0,1996.0,1.0,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Estrela,Fábio Conceição,POR,DF,24.0,2001.0,1.4,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Estrela,Gonzalo Calçada,ESP,MF,24.0,2001.0,0.1,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Estrela,Gueladan Doué,CIV,MF,19.0,2005.0,9.0,,,,,,,3,,,,,,,,
POR-Primeira Liga,2526,Estrela,Guilherme Serrão,POR,"MF,DF",21.0,2003.0,5.9,,,,,,,17,,,,,,,,
POR-Primeira Liga,2526,Estrela,Ianis Stoica,ROU,"MF,FW",22.0,2002.0,18.6,,,,,,,46,,,,,,,,
POR-Primeira Liga,2526,Estrela,Issiar Dramé,MLI,DF,26.0,1999.0,0.0,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Estrela,Jefferson Encada,GNB,"DF,MF",27.0,1998.0,17.1,,,,,,,51,,,,,,,,
POR-Primeira Liga,2526,Estrela,Jorge Meireles,POR,"MF,FW",21.0,2004.0,8.4,,,,,,,29,,,,,,,,
POR-Primeira Liga,2526,Estrela,Jovane Cabral,CPV,"MF,FW",27.0,1998.0,18.6,,,,,,,27,,,,,,,,
POR-Primeira Liga,2526,Estrela,João Moisés,ANG,"FW,MF",19.0,2006.0,3.1,,,,,,,1,,,,,,,,
POR-Primeira Liga,2526,Estrela,João Resende,POR,FW,22.0,2003.0,0.1,,,,,,,0,,,,,,,,
POR-Primeira Liga,2526,Estrela,Kevin Höög-Jansson,SWE,MF,24.0,2000.0,9.0,,,,,,,4,,,,,,,,
POR-Primeira Liga,2526,Estrela,Kikas,POR,FW,26.0,1998.0,13.4,,,,,,,5,,,,,,,,
POR-Primeira Liga,2526,Estrela,Leandro Antonetti,PUR,FW,22.0,2003.0,3.5,,,,,,,3,,,,,,,,
POR-Primeira Liga,2526,Estrela,Luan Patrick,BRA,DF,23.0,2002.0,29.8,,,,,,,5,,,,,,,,
POR-Primeira Liga,2526,Estrela,Max Scholze,GER,DF,20.0,2005.0,8.1,,,,,,,13,,,,,,,,
POR-Primeira Liga,2526,Estrela,Nilton Varela,POR,MF,24.0,2001.0,0.6,,,,,,,1,,,,,,,,
