league,season,team,player,nation,pos,age,born,90s,att,pass_types_live,pass_types_dead,pass_types_fk,pass_types_tb,pass_types_sw,pass_types_crs,pass_types_ti,pass_types_ck,corner_kicks_in,corner_kicks_out,corner_kicks_str,outcomes_cmp,outcomes_off,outcomes_blocks
ENG-Premier League,2526,Crystal Palace,Tyrick Mitchell,ENG,MF,25.0,1999.0,36.1,,,,,,,104,,,,,,,,
ENG-Premier League,2526,Crystal Palace,Walter Benítez,ARG,GK,32.0,1993.0,1.0,,,,,,,0,,,,,,,,
ENG-Premier League,2526,Crystal Palace,Will Hughes,ENG,MF,30.0,1995.0,17.5,,,,,,,45,,,,,,,,
ENG-Premier League,2526,Crystal Palace,Yéremy Pino,ESP,"MF,FW",22.0,2002.0,23.1,,,,,,,79,,,,,,,,
ENG-Premier League,2526,Everton,Beto,GNB,FW,27.0,1998.0,17.4,,,,,,,2,,,,,,,,
ENG-Premier League,2526,Everton,Carlos Alcaraz,ARG,MF,22.0,2002.0,7.7,,,,,,,6,,,,,,,,
ENG-Premier League,2526,Everton,Dwight McNeil,ENG,MF,25.0,1999.0,13.0,,,,,,,40,,,,,,,,
ENG-Premier League,2526,Everton,Harrison Armstrong,ENG,MF,18.0,2007.0,5.9,,,,,,,3,,,,,,,,
ENG-Premier League,2526,Everton,Idrissa Gueye,SEN,MF,35.0,1989.0,23.3,,,,,,,19,,,,,,,,
ENG-Premier League,2526,Everton,Iliman Ndiaye,SEN,MF,25.0,2000.0,30.9,,,,,,,55,,,,,,,,
ENG-Premier League,2526,Everton,Jack Grealish,ENG,MF,29.0,1995.0,18.1,,,,,,,39,,,,,,,,
ENG-Premier League,2526,Everton,Jake O'Brien,IRL,DF,24.0,2001.0,34.7,,,,,,,49,,,,,,,,
ENG-Premier League,2526,Everton,James Garner,ENG,"MF,DF",24.0,2001.0,37.9,,,,,,,205,,,,,,,,
ENG-Premier League,2526,Everton,James Tarkowski,ENG,DF,32.0,1992.0,37.0,,,,,,,7,,,,,,,,
ENG-Premier League,2526,Everton,Jarrad Branthwaite,ENG,DF,23.0,2002.0,7.6,,,,,,,3,,,,,,,,
ENG-Premier League,2526,Everton,Jordan Pickford,ENG,GK,31.0,1994.0,38.0,,,,,,,0,,,,,,,,
ENG-Premier League,2526,Everton,Kiernan Dewsbury-Hall,ENG,MF,26.0,1998.0,29.2,,,,,,,112,,,,,,,,
ENG-Premier League,2526,Everton,Merlin Röhl,GER,MF,23.0,2002.0,7.6,,,,,,,5,,,,,,,,
ENG-Premier League,2526,Everton,Michael Keane,ENG,DF,32.0,1993.0,28.8,,,,,,,1,,,,,,,,
ENG-Premier League,2526,Everton,Nathan Patterson,SCO,DF,23.0,2001.0,2.7,,,,,,,6,,,,,,,,
ENG-Premier League,2526,Everton,Séamus Coleman,IRL,DF,36.0,1988.0,0.2,,,,,,,3,,,,,,,,
ENG-Premier League,2526,Everton,Thierno Barry,FRA,FW,22.0,2002.0,21.3,,,,,,,4,,,,,,,,
ENG-Premier League,2526,Everton,Tim Iroegbunam,ENG,MF,22.0,2003.0,16.5,,,,,,,3,,,,,,,,
ENG-Premier League,2526,Everton,Tyler Dibling,ENG,MF,19.0,2006.0,4.0,,,,,,,7,,,,,,,,
ENG-Premier League,2526,Everton,Tyrique George,ENG,MF,19.0,2006.0,2.4,,,,,,,10,,,,,,,,
ENG-Premier League,2526,Everton,Vitaliy Mykolenko,UKR,DF,26.0,1999.0,32.9,,,,,,,93,,,,,,,,
ENG-Premier League,2526,Fulham,Adama Traoré,ESP,MF,29.0,1996.0,3.0,,,,,,,15,,,,,,,,
ENG-Premier League,2526,Fulham,Alex Iwobi,NGA,MF,29.0,1996.0,26.9,,,,,,,88,,,,,,,,
ENG-Premier League,2526,Fulham,Antonee Robinson,USA,"DF,MF",27.0,1997.0,16.6,,,,,,,77,,,,,,,,
ENG-Premier League,2526,Fulham,Bernd Leno,GER,GK,33.0,1992.0,38.0,,,,,,,0,,,,,,,,
ENG-Premier League,2526,Fulham,Calvin Bassey,NGA,DF,25.0,1999.0,28.2,,,,,,,14,,,,,,,,
ENG-Premier League,2526,Fulham,Emile Smith Rowe,ENG,MF,25.0,2000.0,21.4,,,,,,,13,,,,,,,,
ENG-Premier League,2526,Fulham,Harrison Reed,ENG,MF,30.0,1995.0,1.0,,,,,,,4,,,,,,,,
ENG-Premier League,2526,Fulham,Harry Wilson,WAL,MF,28.0,1997.0,29.7,,,,,,,115,,,,,,,,
ENG-Premier League,2526,Fulham,Issa Diop,MAR,DF,28.0,1997.0,9.1,,,,,,,1,,,,,,,,
ENG-Premier League,2526,Fulham,Joachim Andersen,DEN,DF,29.0,1996.0,31.9,,,,,,,15,,,,,,,,
ENG-Premier League,2526,Fulham,Jonah Kusi-Asare,SWE,FW,18.0,2007.0,0.6,,,,,,,0,,,,,,,,
ENG-Premier League,2526,Fulham,Jorge Cuenca,ESP,DF,25.0,1999.0,10.4,,,,,,,2,,,,,,,,
ENG-Premier League,2526,Fulham,Joshua King,ENG,MF,18.0,2007.0,14.5,,,,,,,12,,,,,,,,
ENG-Premier League,2526,Fulham,Kenny Tete,NED,DF,29.0,1995.0,19.9,,,,,,,34,,,,,,,,
ENG-Premier League,2526,Fulham,Kevin,BRA,MF,22.0,2003.0,11.6,,,,,,,43,,,,,,,,
ENG-Premier League,2526,Fulham,Oscar Bobb,NOR,MF,22.0,2003.0,6.3,,,,,,,9,,,,,,,,
ENG-Premier League,2526,Fulham,Raúl Jiménez,MEX,FW,34.0,1991.0,24.3,,,,,,,7,,,,,,,,
ENG-Premier League,2526,Fulham,Rodrigo Muniz,BRA,FW,24.0,2001.0,11.1,,,,,,,2,,,,,,,,
ENG-Premier League,2526,Fulham,Ryan Sessegnon,ENG,"DF,MF",25.0,2000.0,20.3,,,,,,,55,,,,,,,,
ENG-Premier League,2526,Fulham,Samuel Chukwueze,NGA,MF,26.0,1999.0,12.0,,,,,,,43,,,,,,,,
ENG-Premier League,2526,Fulham,Sander Berge,NOR,MF,27.0,1998.0,32.3,,,,,,,13,,,,,,,,
ENG-Premier League,2526,Fulham,Saša Lukić,SRB,MF,28.0,1996.0,19.3,,,,,,,68,,,,,,,,
ENG-Premier League,2526,Fulham,Timothy Castagne,BEL,"DF,MF",29.0,1995.0,20.5,,,,,,,48,,,,,,,,
ENG-Premier League,2526,Fulham,Tom Cairney,SCO,MF,34.0,1991.0,8.6,,,,,,,6,,,,,,,,
ENG-Premier League,2526,Leeds United,Anton Stach,GER,MF,26.0,1998.0,26.3,,,,,,,155,,,,,,,,
ENG-Premier League,2526,Leeds United,Ao Tanaka,JPN,MF,26.0,1998.0,14.6,,,,,,,39,,,,,,,,
ENG-Premier League,2526,Leeds United,Brenden Aaronson,USA,"MF,FW",24.0,2000.0,27.2,,,,,,,37,,,,,,,,
ENG-Premier League,2526,Leeds United,Daniel James,WAL,"FW,MF",27.0,1997.0,6.2,,,,,,,50,,,,,,,,
ENG-Premier League,2526,Leeds United,Dominic Calvert-Lewin,ENG,FW,28.0,1997.0,30.2,,,,,,,9,,,,,,,,
ENG-Premier League,2526,Leeds United,Ethan Ampadu,WAL,MF,24.0,2000.0,34.7,,,,,,,25,,,,,,,,
ENG-Premier League,2526,Leeds United,Facundo Buonanotte,ARG,MF,20.0,2004.0,0.4,,,,,,,2,,,,,,,,
ENG-Premier League,2526,Leeds United,Gabriel Gudmundsson,SWE,"DF,MF",26.0,1999.0,29.2,,,,,,,88,,,,,,,,
ENG-Premier League,2526,Leeds United,Ilia Gruev,BUL,MF,25.0,2000.0,14.7,,,,,,,16,,,,,,,,
ENG-Premier League,2526,Leeds United,Jack Harrison,ENG,FW,28.0,1996.0,3.0,,,,,,,17,,,,,,,,
ENG-Premier League,2526,Leeds United,Jaka Bijol,SVN,DF,26.0,1999.0,21.0,,,,,,,1,,,,,,,,
ENG-Premier League,2526,Leeds United,James Justin,ENG,"DF,MF",27.0,1998.0,21.1,,,,,,,38,,,,,,,,
ENG-Premier League,2526,Leeds United,Jayden Bogle,ENG,"MF,DF",25.0,2000.0,31.0,,,,,,,67,,,,,,,,
ENG-Premier League,2526,Leeds United,Joe Rodon,WAL,DF,27.0,1997.0,32.8,,,,,,,6,,,,,,,,
ENG-Premier League,2526,Leeds United,Joël Piroe,SUR,FW,25.0,1999.0,2.9,,,,,,,4,,,,,,,,
ENG-Premier League,2526,Leeds United,Karl Darlow,WAL,GK,34.0,1990.0,22.0,,,,,,,0,,,,,,,,
ENG-Premier League,2526,Leeds United,Lucas Perri,BRA,GK,27.0,1997.0,16.0,,,,,,,0,,,,,,,,
ENG-Premier League,2526,Leeds United,Lukas Nmecha,GER,FW,26.0,1998.0,12.0,,,,,,,10,,,,,,,,
ENG-Premier League,2526,Leeds United,Noah Okafor,SUI,"FW,MF",25.0,2000.0,17.3,,,,,,,36,,,,,,,,
ENG-Premier League,2526,Leeds United,Pascal Struijk,NED,DF,25.0,1999.0,32.6,,,,,,,2,,,,,,,,
ENG-Premier League,2526,Leeds United,Sam Byram,ENG,"DF,MF",31.0,1993.0,0.1,,,,,,,0,,,,,,,,
ENG-Premier League,2526,Leeds United,Sean Longstaff,ENG,MF,27.0,1997.0,11.2,,,,,,,54,,,,,,,,
ENG-Premier League,2526,Leeds United,Sebastiaan Bornauw,BEL,DF,26.0,1999.0,4.8,,,,,,,1,,,,,,,,
ENG-Premier League,2526,Leeds United,Wilfried Gnonto,ITA,FW,21.0,2003.0,6.0,,,,,,,20,,,,,,,,
ENG-Premier League,2526,Liverpool,Alexander Isak,SWE,FW,25.0,1999.0,7.8,,,,,,,2,,,,,,,,
ENG-Premier League,2526,Liverpool,Alexis Mac Allister,ARG,MF,26.0,1998.0,29.5,,,,,,,20,,,,,,,,
ENG-Premier League,2526,Liverpool,Alisson,BRA,GK,32.0,1992.0,26.0,,,,,,,0,,,,,,,,
ENG-Premier League,2526,Liverpool,Andy Robertson,SCO,DF,31.0,1994.0,13.1,,,,,,,53,,,,,,,,
ENG-Premier League,2526,Liverpool,Cody Gakpo,NED,"MF,FW",26.0,1999.0,30.4,,,,,,,86,,,,,,,,
ENG-Premier League,2526,Liverpool,Conor Bradley,NIR,DF,22.0,2003.0,10.3,,,,,,,23,,,,,,,,
ENG-Premier League,2526,Liverpool,Curtis Jones,ENG,"MF,DF",24.0,2001.0,21.5,,,,,,,16,,,,,,,,
ENG-Premier League,2526,Liverpool,Dominik Szoboszlai,HUN,"MF,DF",24.0,2000.0,35.9,,,,,,,206,,,,,,,,
ENG-Premier League,2526,Liverpool,Federico Chiesa,ITA,MF,27.0,1997.0,3.8,,,,,,,17,,,,,,,,
ENG-Premier League,2526,Liverpool,Florian Wirtz,GER,MF,22.0,2003.0,26.4,,,,,,,32,,,,,,,,
ENG-Premier League,2526,Liverpool,Freddie Woodman,ENG,GK,28.0,1997.0,2.4,,,,,,,0,,,,,,,,
ENG-Premier League,2526,Liverpool,Giorgi Mamardashvili,GEO,GK,24.0,2000.0,9.6,,,,,,,0,,,,,,,,
ENG-Premier League,2526,Liverpool,Harvey Elliott,ENG,"FW,MF",22.0,2003.0,0.0,,,,,,,0,,,,,,,,
ENG-Premier League,2526,Liverpool,Hugo Ekitike,FRA,FW,23.0,2002.0,20.0,,,,,,,7,,,,,,,,
ENG-Premier League,2526,Liverpool,Ibrahima Konaté,FRA,DF,26.0,1999.0,34.3,,,,,,,3,,,,,,,,
ENG-Premier League,2526,Liverpool,Jeremie Frimpong,NED,"DF,MF",24.0,2000.0,11.6,,,,,,,51,,,,,,,,
ENG-Premier League,2526,Liverpool,Joe Gomez,ENG,DF,28.0,1997.0,6.7,,,,,,,16,,,,,,,,
ENG-Premier League,2526,Liverpool,Milos Kerkez,HUN,DF,21.0,2003.0,25.1,,,,,,,79,,,,,,,,
ENG-Premier League,2526,Liverpool,Mohamed Salah,EGY,MF,33.0,1992.0,23.8,,,,,,,117,,,,,,,,
ENG-Premier League,2526,Liverpool,Rio Ngumoha,ENG,MF,16.0,2008.0,6.2,,,,,,,22,,,,,,,,
ENG-Premier League,2526,Liverpool,Ryan Gravenberch,NED,MF,23.0,2002.0,33.2,,,,,,,8,,,,,,,,
ENG-Premier League,2526,Liverpool,Trey Nyoni,ENG,MF,18.0,2007.0,0.3,,,,,,,0,,,,,,,,
ENG-Premier League,2526,Liverpool,Virgil van Dijk,NED,DF,34.0,1991.0,38.0,,,,,,,1,,,,,,,,
ENG-Premier League,2526,Liverpool,Wataru Endo,JPN,DF,32.0,1993.0,1.9,,,,,,,3,,,,,,,,
ENG-Premier League,2526,Manchester City,Abdukodir Khusanov,UZB,DF,21.0,2004.0,15.9,,,,,,,3,,,,,,,,
ENG-Premier League,2526,Manchester City,Antoine Semenyo,GHA,"MF,FW",25.0,2000.0,15.5,,,,,,,21,,,,,,,,
ENG-Premier League,2526,Manchester City,Bernardo Silva,POR,MF,30.0,1994.0,31.9,,,,,,,72,,,,,,,,
ENG-Premier League,2526,Manchester City,Divine Mukasa,ENG,MF,17.0,2007.0,0.3,,,,,,,0,,,,,,,,
ENG-Premier League,2526,Manchester City,Erling Haaland,NOR,FW,25.0,2000.0,32.8,,,,,,,3,,,,,,,,
ENG-Premier League,2526,Manchester City,Gianluigi Donnarumma,ITA,GK,26.0,1999.0,34.0,,,,,,,0,,,,,,,,
ENG-Premier League,2526,Manchester City,James Trafford,ENG,GK,22.0,2002.0,4.0,,,,,,,0,,,,,,,,
ENG-Premier League,2526,Manchester City,Jeremy Doku,BEL,"MF,FW",23.0,2002.0,19.8,,,,,,,62,,,,,,,,
ENG-Premier League,2526,Manchester City,John Stones,ENG,DF,31.0,1994.0,4.9,,,,,,,4,,,,,,,,
ENG-Premier League,2526,Manchester City,Joško Gvardiol,CRO,DF,23.0,2002.0,15.2,,,,,,,2,,,,,,,,
ENG-Premier League,2526,Manchester City,Marc Guéhi,ENG,DF,25.0,2000.0,15.0,,,,,,,7,,,,,,,,
ENG-Premier League,2526,Manchester City,Mateo Kovačić,CRO,MF,31.0,1994.0,1.4,,,,,,,0,,,,,,,,
ENG-Premier League,2526,Manchester City,Matheus Nunes,POR,DF,26.0,1998.0,31.8,,,,,,,67,,,,,,,,
ENG-Premier League,2526,Manchester City,Max Alleyne,ENG,DF,20.0,2005.0,1.5,,,,,,,0,,,,,,,,
ENG-Premier League,2526,Manchester City,Nathan Aké,NED,DF,30.0,1995.0,7.7,,,,,,,4,,,,,,,,
ENG-Premier League,2526,Manchester City,Nico O'Reilly,ENG,"DF,MF",20.0,2005.0,29.4,,,,,,,38,,,,,,,,
ENG-Premier League,2526,Manchester City,Nicolás González,ESP,MF,23.0,2002.0,17.4,,,,,,,3,,,,,,,,
ENG-Premier League,2526,Manchester City,Omar Marmoush,EGY,"FW,MF",26.0,1999.0,7.8,,,,,,,12,,,,,,,,
ENG-Premier League,2526,Manchester City,Oscar Bobb,NOR,"MF,FW",22.0,2003.0,5.2,,,,,,,5,,,,,,,,
ENG-Premier League,2526,Manchester City,Phil Foden,ENG,MF,25.0,2000.0,23.2,,,,,,,119,,,,,,,,
ENG-Premier League,2526,Manchester City,Rayan Aït-Nouri,ALG,DF,24.0,2001.0,10.8,,,,,,,22,,,,,,,,
ENG-Premier League,2526,Manchester City,Rayan Cherki,FRA,MF,21.0,2003.0,19.8,,,,,,,80,,,,,,,,
ENG-Premier League,2526,Manchester City,Rico Lewis,ENG,DF,20.0,2004.0,4.5,,,,,,,2,,,,,,,,
ENG-Premier League,2526,Manchester City,Rodri,ESP,MF,29.0,1996.0,16.8,,,,,,,5,,,,,,,,
ENG-Premier League,2526,Manchester City,Rúben Dias,POR,DF,28.0,1997.0,23.8,,,,,,,9,,,,,,,,
ENG-Premier League,2526,Manchester City,Sávio,BRA,MF,21.0,2004.0,9.3,,,,,,,40,,,,,,,,
ENG-Premier League,2526,Manchester City,Tijjani Reijnders,NED,MF,27.0,1998.0,18.1,,,,,,,43,,,,,,,,
ENG-Premier League,2526,Manchester Utd,Altay Bayındır,TUR,GK,27.0,1998.0,6.0,,,,,,,0,,,,,,,,
ENG-Premier League,2526,Manchester Utd,Amad Diallo,CIV,MF,23.0,2002.0,26.0,,,,,,,46,,,,,,,,
ENG-Premier League,2526,Manchester Utd,Ayden Heaven,ENG,DF,18.0,2006.0,10.3,,,,,,,1,,,,,,,,
ENG-Premier League,2526,Manchester Utd,Bendito Mantato,ENG,MF,17.0,2008.0,0.2,,,,,,,1,,,,,,,,
ENG-Premier League,2526,Manchester Utd,Benjamin Šeško,SVN,FW,22.0,2003.0,18.3,,,,,,,2,,,,,,,,
ENG-Premier League,2526,Manchester Utd,Bruno Fernandes,POR,MF,30.0,1994.0,34.0,,,,,,,181,,,,,,,,
ENG-Premier League,2526,Manchester Utd,Bryan Mbeumo,CMR,"MF,FW",25.0,1999.0,29.0,,,,,,,105,,,,,,,,
ENG-Premier League,2526,Manchester Utd,Casemiro,BRA,MF,33.0,1992.0,28.6,,,,,,,19,,,,,,,,
ENG-Premier League,2526,Manchester Utd,Diogo Dalot,POR,"DF,MF",26.0,1999.0,29.0,,,,,,,57,,,,,,,,
ENG-Premier League,2526,Manchester Utd,Harry Maguire,ENG,DF,32.0,1993.0,18.4,,,,,,,4,,,,,,,,
ENG-Premier League,2526,Manchester Utd,Jack Fletcher,ENG,MF,18.0,2007.0,1.2,,,,,,,0,,,,,,,,
ENG-Premier League,2526,Manchester Utd,Joshua Zirkzee,NED,"FW,MF",24.0,2001.0,7.0,,,,,,,5,,,,,,,,
ENG-Premier League,2526,Manchester Utd,Kobbie Mainoo,ENG,MF,20.0,2005.0,18.5,,,,,,,13,,,,,,,,
ENG-Premier League,2526,Manchester Utd,Leny Yoro,FRA,DF,19.0,2005.0,19.3,,,,,,,3,,,,,,,,
ENG-Premier League,2526,Manchester Utd,Lisandro Martínez,ARG,DF,27.0,1998.0,13.7,,,,,,,2,,,,,,,,
ENG-Premier League,2526,Manchester Utd,Luke Shaw,ENG,DF,30.0,1995.0,35.8,,,,,,,54,,,,,,,,
ENG-Premier League,2526,Manchester Utd,Manuel Ugarte,URU,MF,24.0,2001.0,9.9,,,,,,,1,,,,,,,,
ENG-Premier League,2526,Manchester Utd,Mason Mount,ENG,MF,26.0,1999.0,11.3,,,,,,,22,,,,,,,,
ENG-Premier League,2526,Manchester Utd,Matheus Cunha,BRA,"MF,FW",26.0,1999.0,27.7,,,,,,,49,,,,,,,,
ENG-Premier League,2526,Manchester Utd,Matthijs de Ligt,NED,DF,25.0,1999.0,13.0,,,,,,,4,,,,,,,,
ENG-Premier League,2526,Manchester Utd,Noussair Mazraoui,MAR,"DF,MF",27.0,1997.0,10.9,,,,,,,13,,,,,,,,
ENG-Premier League,2526,Manchester Utd,Patrick Dorgu,DEN,MF,20.0,2004.0,16.1,,,,,,,57,,,,,,,,
ENG-Premier League,2526,Manchester Utd,Senne Lammens,BEL,GK,23.0,2002.0,32.0,,,,,,,0,,,,,,,,
ENG-Premier League,2526,Manchester Utd,Shea Lacey,ENG,FW,18.0,2007.0,0.5,,,,,,,0,,,,,,,,
ENG-Premier League,2526,Manchester Utd,Tyler Fletcher,SCO,MF,18.0,2007.0,0.2,,,,,,,0,,,,,,,,
ENG-Premier League,2526,Manchester Utd,Tyler Fredricson,ENG,DF,20.0,2005.0,0.0,,,,,,,0,,,,,,,,
ENG-Premier League,2526,Manchester Utd,Tyrell Malacia,NED,DF,25.0,1999.0,0.2,,,,,,,0,,,,,,,,
ENG-Premier League,2526,Newcastle,Aaron Ramsdale,ENG,GK,27.0,1998.0,11.2,,,,,,,0,,,,,,,,
ENG-Premier League,2526,Newcastle,Alex Murphy,IRL,DF,21.0,2004.0,0.1,,,,,,,0,,,,,,,,
ENG-Premier League,2526,Newcastle,Anthony Elanga,SWE,"FW,MF",23.0,2002.0,14.7,,,,,,,83,,,,,,,,
ENG-Premier League,2526,Newcastle,Anthony Gordon,ENG,FW,24.0,2001.0,19.9,,,,,,,69,,,,,,,,
ENG-Premier League,2526,Newcastle,Bruno Guimarães,BRA,MF,27.0,1997.0,27.3,,,,,,,82,,,,,,,,
ENG-Premier League,2526,Newcastle,Dan Burn,ENG,DF,33.0,1992.0,24.4,,,,,,,14,,,,,,,,
ENG-Premier League,2526,Newcastle,Emil Krafth,SWE,DF,30.0,1994.0,0.5,,,,,,,1,,,,,,,,
ENG-Premier League,2526,Newcastle,Fabian Schär,SUI,DF,33.0,1991.0,12.1,,,,,,,4,,,,,,,,
ENG-Premier League,2526,Newcastle,Harvey Barnes,ENG,"FW,MF",27.0,1997.0,21.8,,,,,,,74,,,,,,,,
ENG-Premier League,2526,Newcastle,Jacob Murphy,ENG,"FW,MF",30.0,1995.0,18.0,,,,,,,125,,,,,,,,
ENG-Premier League,2526,Newcastle,Jacob Ramsey,ENG,MF,24.0,2001.0,16.1,,,,,,,8,,,,,,,,
ENG-Premier League,2526,Newcastle,Jamaal Lascelles,ENG,DF,31.0,1993.0,0.2,,,,,,,0,,,,,,,,
ENG-Premier League,2526,Newcastle,Joe Willock,ENG,MF,25.0,1999.0,10.9,,,,,,,16,,,,,,,,
ENG-Premier League,2526,Newcastle,Joelinton,BRA,MF,28.0,1996.0,21.7,,,,,,,11,,,,,,,,
ENG-Premier League,2526,Newcastle,Kieran Trippier,ENG,DF,34.0,1990.0,17.6,,,,,,,96,,,,,,,,
ENG-Premier League,2526,Newcastle,Lewis Hall,ENG,DF,20.0,2004.0,24.2,,,,,,,102,,,,,,,,
ENG-Premier League,2526,Newcastle,Lewis Miley,ENG,"MF,DF",19.0,2006.0,16.6,,,,,,,42,,,,,,,,
ENG-Premier League,2526,Newcastle,Malick Thiaw,GER,DF,23.0,2001.0,32.9,,,,,,,9,,,,,,,,
ENG-Premier League,2526,Newcastle,Nick Pope,ENG,GK,33.0,1992.0,26.8,,,,,,,0,,,,,,,,
ENG-Premier League,2526,Newcastle,Nick Woltemade,GER,"FW,MF",23.0,2002.0,21.1,,,,,,,3,,,,,,,,
ENG-Premier League,2526,Newcastle,Sandro Tonali,ITA,MF,25.0,2000.0,28.2,,,,,,,95,,,,,,,,
ENG-Premier League,2526,Newcastle,Sean Neave,ENG,FW,18.0,2007.0,0.2,,,,,,,0,,,,,,,,
ENG-Premier League,2526,Newcastle,Sven Botman,NED,DF,25.0,2000.0,20.4,,,,,,,2,,,,,,,,
ENG-Premier League,2526,Newcastle,Tino Livramento,ENG,DF,22.0,2002.0,14.8,,,,,,,36,,,,,,,,
ENG-Premier League,2526,Newcastle,William Osula,DEN,FW,21.0,2003.0,9.1,,,,,,,3,,,,,,,,
ENG-Premier League,2526,Newcastle,Yoane Wissa,COD,FW,28.0,1996.0,5.9,,,,,,,1,,,,,,,,
ENG-Premier League,2526,Nottingham,Angus Gunn,SCO,GK,29.0,1996.0,0.5,,,,,,,0,,,,,,,,
ENG-Premier League,2526,Nottingham,Arnaud Kalimuendo,FRA,FW,23.0,2002.0,1.1,,,,,,,2,,,,,,,,
ENG-Premier League,2526,Nottingham,Callum Hudson-Odoi,ENG,MF,24.0,2000.0,20.5,,,,,,,91,,,,,,,,
ENG-Premier League,2526,Nottingham,Chris Wood,NZL,FW,33.0,1991.0,10.0,,,,,,,1,,,,,,,,
ENG-Premier League,2526,Nottingham,Dan Ndoye,SUI,MF,24.0,2000.0,13.0,,,,,,,41,,,,,,,,
ENG-Premier League,2526,Nottingham,Dilane Bakwa,FRA,MF,22.0,2002.0,6.1,,,,,,,38,,,,,,,,
ENG-Premier League,2526,Nottingham,Douglas Luiz,BRA,MF,27.0,1998.0,3.5,,,,,,,15,,,,,,,,
ENG-Premier League,2526,Nottingham,Elliot Anderson,ENG,MF,22.0,2002.0,37.0,,,,,,,175,,,,,,,,
ENG-Premier League,2526,Nottingham,Ibrahim Sangaré,CIV,MF,27.0,1997.0,23.1,,,,,,,8,,,,,,,,
ENG-Premier League,2526,Nottingham,Igor Jesus,BRA,FW,24.0,2001.0,25.5,,,,,,,10,,,,,,,,
ENG-Premier League,2526,Nottingham,Jair Cunha,BRA,DF,20.0,2005.0,5.7,,,,,,,2,,,,,,,,
ENG-Premier League,2526,Nottingham,James Mcatee,ENG,MF,22.0,2002.0,3.3,,,,,,,9,,,,,,,,
ENG-Premier League,2526,Nottingham,John,BRA,GK,29.0,1996.0,4.9,,,,,,,0,,,,,,,,
ENG-Premier League,2526,Nottingham,Jota Silva,POR,FW,25.0,1999.0,0.1,,,,,,,1,,,,,,,,
ENG-Premier League,2526,Nottingham,Lorenzo Lucca,ITA,FW,24.0,2000.0,1.4,,,,,,,0,,,,,,,,
ENG-Premier League,2526,Nottingham,Luca Netz,GER,"DF,MF",22.0,2003.0,4.0,,,,,,,2,,,,,,,,
ENG-Premier League,2526,Nottingham,Matz Sels,BEL,GK,33.0,1992.0,29.6,,,,,,,0,,,,,,,,
ENG-Premier League,2526,Nottingham,Morato,BRA,DF,24.0,2001.0,14.9,,,,,,,2,,,,,,,,
ENG-Premier League,2526,Nottingham,Morgan Gibbs-White,ENG,MF,25.0,2000.0,34.4,,,,,,,42,,,,,,,,
ENG-Premier League,2526,Nottingham,Murillo,BRA,DF,23.0,2002.0,23.7,,,,,,,2,,,,,,,,
ENG-Premier League,2526,Nottingham,Neco Williams,WAL,DF,24.0,2001.0,35.6,,,,,,,143,,,,,,,,
ENG-Premier League,2526,Nottingham,Nicolás Domínguez,ARG,MF,27.0,1998.0,13.1,,,,,,,14,,,,,,,,
ENG-Premier League,2526,Nottingham,Nicolò Savona,ITA,DF,22.0,2003.0,11.4,,,,,,,27,,,,,,,,
ENG-Premier League,2526,Nottingham,Nikola Milenković,SRB,DF,27.0,1997.0,37.5,,,,,,,2,,,,,,,,
ENG-Premier League,2526,Nottingham,Ola Aina,NGA,DF,28.0,1996.0,17.6,,,,,,,39,,,,,,,,
ENG-Premier League,2526,Nottingham,Oleksandr Zinchenko,UKR,DF,28.0,1996.0,3.9,,,,,,,18,,,,,,,,
ENG-Premier League,2526,Nottingham,Omari Hutchinson,ENG,MF,21.0,2003.0,18.8,,,,,,,133,,,,,,,,
ENG-Premier League,2526,Nottingham,Ryan Yates,ENG,MF,27.0,1997.0,6.9,,,,,,,5,,,,,,,,
ENG-Premier League,2526,Nottingham,Stefan Ortega,GER,GK,32.0,1992.0,3.0,,,,,,,0,,,,,,,,
ENG-Premier League,2526,Nottingham,Taiwo Awoniyi,NGA,FW,27.0,1997.0,5.5,,,,,,,1,,,,,,,,
ENG-Premier League,2526,Nottingham,Zach Abbott,ENG,DF,19.0,2006.0,1.8,,,,,,,3,,,,,,,,
ENG-Premier League,2526,Sunderland,Arthur Masuaku,COD,DF,31.0,1993.0,1.4,,,,,,,8,,,,,,,,
ENG-Premier League,2526,Sunderland,Bertrand Traoré,BFA,"MF,FW",29.0,1995.0,7.0,,,,,,,13,,,,,,,,
ENG-Premier League,2526,Sunderland,Brian Brobbey,NED,FW,23.0,2002.0,21.4,,,,,,,2,,,,,,,,
ENG-Premier League,2526,Sunderland,Chemsdine Talbi,MAR,"MF,FW",20.0,2005.0,17.3,,,,,,,50,,,,,,,,
ENG-Premier League,2526,Sunderland,Chris Rigg,ENG,MF,18.0,2007.0,8.5,,,,,,,11,,,,,,,,
ENG-Premier League,2526,Sunderland,Dan Neil,ENG,MF,23.0,2001.0,0.2,,,,,,,0,,,,,,,,
ENG-Premier League,2526,Sunderland,Daniel Ballard,NIR,DF,25.0,1999.0,23.9,,,,,,,1,,,,,,,,
ENG-Premier League,2526,Sunderland,Dennis Cirkin,LVA,DF,23.0,2002.0,3.6,,,,,,,3,,,,,,,,
ENG-Premier League,2526,Sunderland,Eliezer Mayenda,ESP,"FW,MF",20.0,2005.0,8.4,,,,,,,1,,,,,,,,
