date,match_id,round,match,team,opponent,player,xg,xgot,x,y,shot_type,goal_type,situation,body_part,minute,outcome
2026-06-18,15186798,,Canada v Qatar,Canada,Qatar,Mohamed Naceur Almanai,,,2.7,53.6,goal,own,open_play,right-foot,75,goal
2026-06-18,15186798,,Canada v Qatar,Canada,Qatar,Jacob Shaffelburg,0.057677187025547,0.0,10.0,43.0,miss,,open_play,left-foot,75,missed
2026-06-18,15186798,,Canada v Qatar,Canada,Qatar,Tajon Buchanan,0.073920845985413,0.0,10.1,66.9,block,,open_play,left-foot,75,blocked
2026-06-18,15186798,,Canada v Qatar,Canada,Qatar,Nathan-Dylan Saliba,0.063155062496662,0.19023160636425,22.5,62.1,goal,regular,free_kick,right-foot,64,goal
2026-06-18,15186798,,Canada v Qatar,Canada,Qatar,Cyle Larin,0.10472422093153,0.0,9.8,54.4,block,,open_play,left-foot,50,blocked
2026-06-18,15186798,,Canada v Qatar,Canada,Qatar,Ismael Koné,0.048221472650766,0.0,16.0,48.3,block,,open_play,left-foot,48,blocked
2026-06-18,15186798,,Canada v Qatar,Canada,Qatar,Alistair Johnston,0.054076071828604,0.066035568714142,6.4,68.2,save,,open_play,right-foot,45,saved
2026-06-18,15186798,,Canada v Qatar,Canada,Qatar,Jonathan David,0.98157769441605,0.99271869659424,0.7,50.2,goal,regular,open_play,right-foot,45,goal
2026-06-18,15186798,,Canada v Qatar,Canada,Qatar,Cyle Larin,0.27775228023529,0.8711923956871,6.7,44.8,save,,open_play,head,45,saved
2026-06-18,15186798,,Canada v Qatar,Canada,Qatar,Cyle Larin,0.040350172668695,0.0,8.2,67.2,block,,open_play,right-foot,45,blocked
2026-06-18,15186798,,Canada v Qatar,Canada,Qatar,Jonathan David,0.021823201328516,0.0,11.9,70.3,block,,open_play,right-foot,40,blocked
2026-06-18,15186798,,Canada v Qatar,Canada,Qatar,Tajon Buchanan,0.48399192094803,0.0,5.0,54.6,save,,open_play,right-foot,38,saved
2026-06-18,15186798,,Canada v Qatar,Canada,Qatar,Ali Ahmed,0.16186653077602,0.0,18.3,47.5,miss,,free_kick,right-foot,35,missed
2026-06-18,15186798,,Canada v Qatar,Canada,Qatar,Jonathan David,0.10065743327141,0.38587906956673,11.1,63.2,goal,regular,open_play,right-foot,29,goal
2026-06-18,15186798,,Canada v Qatar,Canada,Qatar,Tajon Buchanan,0.018405847251415,0.0,27.1,60.8,block,,open_play,left-foot,29,blocked
2026-06-18,15186798,,Canada v Qatar,Canada,Qatar,Derek Cornelius,0.055797595530748,0.0,8.9,45.6,miss,,set_piece,head,21,missed
2026-06-18,15186798,,Canada v Qatar,Canada,Qatar,Cyle Larin,0.30869302153587,0.75823420286179,4.5,49.6,goal,regular,corner,left-foot,16,goal
2026-06-18,15186798,,Canada v Qatar,Canada,Qatar,Jonathan David,0.10153360664845,0.092159323394299,13.2,46.1,save,,corner,right-foot,16,saved
2026-06-18,15186798,,Canada v Qatar,Canada,Qatar,Stephen Eustaquio,0.023551912978292,0.0,20.1,48.7,block,,set_piece,right-foot,15,blocked
2026-06-18,15186798,,Canada v Qatar,Qatar,Canada,Boualem Khoukhi,0.042930860072374,0.0,23.1,29.1,block,,free_kick,right-foot,10,blocked
2026-06-18,15186798,,Canada v Qatar,Canada,Qatar,Jonathan David,0.046366766095161,0.51851034164429,9.7,34.0,save,,corner,right-foot,7,saved
2026-06-18,15186798,,Canada v Qatar,Qatar,Canada,Edmilson Junior,0.17899441719055,0.0,7.7,63.2,miss,,open_play,right-foot,1,missed
2026-06-19,15186490,,Mexico v South Korea,South Korea,Mexico,Hyeon-gyu Oh,0.027386553585529,0.0,8.8,57.4,miss,,corner,head,90,missed
2026-06-19,15186490,,Mexico v South Korea,South Korea,Mexico,Gue-sung Cho,0.053927160799503,0.0,10.0,44.8,block,,open_play,head,90,blocked
2026-06-19,15186490,,Mexico v South Korea,South Korea,Mexico,Han-Beom Lee,0.071217626333237,0.0,9.5,54.6,miss,,corner,head,90,missed
2026-06-19,15186490,,Mexico v South Korea,South Korea,Mexico,Yang Hyun-Jun,0.26233005523682,0.44498792290688,2.0,55.0,save,,open_play,left-foot,87,saved
2026-06-19,15186490,,Mexico v South Korea,South Korea,Mexico,Gue-sung Cho,0.44444105029106,0.31944885849953,3.9,53.6,save,,open_play,head,87,saved
2026-06-19,15186490,,Mexico v South Korea,Mexico,South Korea,Obed Vargas,0.023445930331945,0.33825752139091,23.4,43.2,save,,open_play,right-foot,85,saved
2026-06-19,15186490,,Mexico v South Korea,South Korea,Mexico,Kang-in Lee,0.023806465789676,0.0,26.2,52.1,miss,,open_play,left-foot,78,missed
2026-06-19,15186490,,Mexico v South Korea,Mexico,South Korea,Raúl Jiménez,0.21963319182396,0.2207096517086,2.5,59.9,save,,open_play,right-foot,75,saved
2026-06-19,15186490,,Mexico v South Korea,South Korea,Mexico,Hwang In-beom,0.034143533557653,0.0,25.2,60.0,block,,open_play,left-foot,58,blocked
2026-06-19,15186490,,Mexico v South Korea,Mexico,South Korea,Luis Romo,0.069381356239319,0.21723502874374,13.2,48.3,goal,regular,open_play,right-foot,50,goal
2026-06-19,15186490,,Mexico v South Korea,Mexico,South Korea,Raúl Jiménez,0.058902528136969,0.0,9.5,47.0,block,,open_play,head,50,blocked
2026-06-19,15186490,,Mexico v South Korea,Mexico,South Korea,Jesús Gallardo,0.053576070815325,0.0,6.7,31.7,miss,,open_play,left-foot,49,missed
2026-06-19,15186490,,Mexico v South Korea,South Korea,Mexico,Kang-in Lee,0.023330578580499,0.0,24.7,62.2,block,,open_play,right-foot,44,blocked
2026-06-19,15186490,,Mexico v South Korea,South Korea,Mexico,Young-woo Seol,0.08809407800436,0.0,5.0,32.6,miss,,open_play,left-foot,41,missed
2026-06-19,15186490,,Mexico v South Korea,Mexico,South Korea,Julián Quiñones,0.055281993001699,0.12421924620867,10.0,52.1,save,,open_play,head,20,saved
2026-06-19,15186490,,Mexico v South Korea,Mexico,South Korea,Brian Gutiérrez,0.024244684726,0.0,24.6,39.2,miss,,open_play,right-foot,7,missed
2026-06-19,15186490,,Mexico v South Korea,Mexico,South Korea,Roberto Alvarado,0.023638194426894,0.0,25.3,60.5,miss,,open_play,left-foot,7,missed
2026-06-19,15186878,,USA v Australia,Australia,USA,Alessandro Circati,0.025420049205422,0.0,18.8,45.0,miss,,open_play,left-foot,87,missed
2026-06-19,15186878,,USA v Australia,Australia,USA,Connor Metcalfe,0.043511744588614,0.059337593615055,18.4,49.0,save,,open_play,left-foot,65,saved
2026-06-19,15186878,,USA v Australia,Australia,USA,Cristian Volpato,0.15331673622131,0.0,12.3,63.2,miss,,fast_break,right-foot,62,missed
2026-06-19,15186878,,USA v Australia,USA,Australia,Folarin Balogun,0.15131132304668,0.0,13.0,62.2,block,,fast_break,right-foot,51,blocked
2026-06-19,15186878,,USA v Australia,USA,Australia,Sergiño Dest,0.025172907859087,0.36456122994423,18.1,63.3,save,,open_play,left-foot,45,saved
2026-06-19,15186878,,USA v Australia,USA,Australia,Alexander Freeman,0.33696642518044,0.94489514827728,3.3,51.1,goal,regular,set_piece,head,43,goal
2026-06-19,15186878,,USA v Australia,USA,Australia,Sergiño Dest,0.057171992957592,0.0,18.3,51.0,block,,set_piece,right-foot,43,blocked
2026-06-19,15186878,,USA v Australia,USA,Australia,Ricardo Pepi,0.058988895267248,0.0,9.8,49.9,miss,,open_play,head,38,missed
2026-06-19,15186878,,USA v Australia,USA,Australia,Folarin Balogun,0.066911771893501,0.0,14.7,46.8,block,,open_play,left-foot,22,blocked
2026-06-19,15186878,,USA v Australia,USA,Australia,Weston McKennie,0.020961573347449,0.0,12.9,60.3,miss,,set_piece,right-foot,17,missed
2026-06-19,15186878,,USA v Australia,USA,Australia,Weston McKennie,0.26225161552429,0.0,4.3,52.1,block,,corner,head,15,blocked
2026-06-19,15186878,,USA v Australia,Australia,USA,Mathew Leckie,0.096092790365219,0.0,15.7,54.1,miss,,open_play,right-foot,12,missed
2026-06-19,15186878,,USA v Australia,USA,Australia,Cameron Burgess,,,3.7,50.6,goal,own,open_play,left-foot,11,goal
2026-06-19,15186878,,USA v Australia,USA,Australia,Sergiño Dest,0.0481664724648,0.0,9.7,67.1,block,,open_play,left-foot,9,blocked
2026-06-19,15186878,,USA v Australia,USA,Australia,Ricardo Pepi,0.051799975335598,0.0,10.1,52.1,block,,open_play,head,5,blocked
2026-06-19,15186878,,USA v Australia,Australia,USA,Mohamed Touré,0.027309888973832,0.035392370074987,12.2,76.1,save,,open_play,right-foot,1,saved
2026-06-19,15186859,,Scotland v Morocco,Morocco,Scotland,Ayoube Amaimouni Echghouyab,0.090730242431164,0.0,13.5,67.3,miss,,fast_break,left-foot,90,missed
2026-06-19,15186859,,Scotland v Morocco,Morocco,Scotland,Chemsdine Talbi,0.044738098978996,0.0,9.2,28.4,miss,,fast_break,left-foot,90,missed
2026-06-19,15186859,,Scotland v Morocco,Morocco,Scotland,Chemsdine Talbi,0.0091201243922114,0.0,26.3,25.8,block,,open_play,right-foot,90,blocked
2026-06-19,15186859,,Scotland v Morocco,Scotland,Morocco,Scott McTominay,0.097988165915012,0.0,8.7,59.1,block,,open_play,left-foot,88,blocked
2026-06-19,15186859,,Scotland v Morocco,Scotland,Morocco,Lyndon Dykes,0.14328536391258,0.0,6.0,46.7,miss,,corner,head,86,missed
2026-06-19,15186859,,Scotland v Morocco,Scotland,Morocco,Scott McTominay,0.032537672668695,0.0,9.2,72.2,block,,open_play,right-foot,85,blocked
2026-06-19,15186859,,Scotland v Morocco,Scotland,Morocco,Ryan Christie,0.044712103903294,0.0,18.4,49.5,miss,,open_play,right-foot,64,missed
2026-06-19,15186859,,Scotland v Morocco,Morocco,Scotland,Achraf Hakimi,0.010549952276051,0.0,20.3,21.5,miss,,open_play,right-foot,62,missed
2026-06-19,15186859,,Scotland v Morocco,Morocco,Scotland,Brahim Díaz,0.042207263410091,0.0,6.0,67.3,block,,open_play,right-foot,58,blocked
2026-06-19,15186859,,Scotland v Morocco,Morocco,Scotland,Bilal El Khannouss,0.0099870068952441,0.040223442018032,5.1,65.6,save,,corner,head,52,saved
2026-06-19,15186859,,Scotland v Morocco,Morocco,Scotland,Ismael Saibari,0.10108336061239,0.0,11.4,43.8,block,,open_play,left-foot,50,blocked
2026-06-19,15186859,,Scotland v Morocco,Scotland,Morocco,Kieran Tierney,0.031983744353056,0.0,12.2,33.8,block,,open_play,left-foot,45,blocked
2026-06-19,15186859,,Scotland v Morocco,Scotland,Morocco,John McGinn,0.16405241191387,0.0,2.7,59.9,miss,,open_play,right-foot,45,missed
2026-06-19,15186859,,Scotland v Morocco,Morocco,Scotland,Achraf Hakimi,0.30438652634621,0.0,7.6,53.0,miss,,open_play,right-foot,38,missed
2026-06-19,15186859,,Scotland v Morocco,Morocco,Scotland,Bilal El Khannouss,0.16853457689285,0.0,10.8,36.0,miss,,open_play,right-foot,36,missed
2026-06-19,15186859,,Scotland v Morocco,Morocco,Scotland,Neil El Aynaoui,0.07115113735199,0.0,13.7,64.6,miss,,open_play,right-foot,30,missed
2026-06-19,15186859,,Scotland v Morocco,Morocco,Scotland,Ayyoub Bouaddi,0.011489948257804,0.0,27.0,64.1,block,,corner,right-foot,21,blocked
2026-06-19,15186859,,Scotland v Morocco,Morocco,Scotland,Ismael Saibari,0.12961468100548,0.4538182914257,7.6,69.2,goal,regular,open_play,right-foot,2,goal
2026-06-20,15186856,,Brazil v Haiti,Haiti,Brazil,Dominique Simon,0.026532743126154,0.083276711404324,27.6,56.9,save,,open_play,right-foot,90,saved
2026-06-20,15186856,,Brazil v Haiti,Brazil,Haiti,Éderson,0.24555279314518,0.0,2.1,58.9,miss,,open_play,right-foot,90,missed
2026-06-20,15186856,,Brazil v Haiti,Haiti,Brazil,Ricardo Adé,0.016145758330822,0.0,34.5,66.5,miss,,open_play,right-foot,89,missed
2026-06-20,15186856,,Brazil v Haiti,Haiti,Brazil,Wilson Isidor,0.033676728606224,0.12160882353783,4.6,29.7,save,,open_play,left-foot,87,saved
2026-06-20,15186856,,Brazil v Haiti,Brazil,Haiti,Douglas Santos,0.104990914464,0.0,10.1,32.1,miss,,open_play,left-foot,76,missed
2026-06-20,15186856,,Brazil v Haiti,Haiti,Brazil,Jean-Kévin Duverne,0.027102500200272,0.0,9.1,34.6,miss,,set_piece,right-foot,66,missed
2026-06-20,15186856,,Brazil v Haiti,Haiti,Brazil,Ruben Providence,0.029532311484218,0.0,13.8,33.1,miss,,set_piece,right-foot,66,missed
2026-06-20,15186856,,Brazil v Haiti,Haiti,Brazil,Ricardo Adé,0.061141800135374,0.22851723432541,4.3,39.8,save,,corner,head,63,saved
2026-06-20,15186856,,Brazil v Haiti,Haiti,Brazil,Wilson Isidor,0.049614153802395,0.0,21.9,51.9,block,,open_play,right-foot,49,blocked
2026-06-20,15186856,,Brazil v Haiti,Brazil,Haiti,Vinícius Júnior,0.2817422747612,0.20952373743057,9.7,33.1,goal,regular,open_play,right-foot,45,goal
2026-06-20,15186856,,Brazil v Haiti,Brazil,Haiti,Matheus Cunha,0.22476881742477,0.79120641946793,10.7,33.6,goal,regular,fast_break,left-foot,36,goal
2026-06-20,15186856,,Brazil v Haiti,Brazil,Haiti,Raphinha,0.25093659758568,0.45350661873817,14.4,61.0,save,,open_play,left-foot,29,saved
2026-06-20,15186856,,Brazil v Haiti,Brazil,Haiti,Matheus Cunha,0.60258883237839,0.84260392189026,6.7,48.6,goal,regular,fast_break,left-foot,23,goal
2026-06-20,15186856,,Brazil v Haiti,Brazil,Haiti,Vinícius Júnior,0.077313080430031,0.036654401570559,11.3,33.7,save,,fast_break,right-foot,23,saved
2026-06-20,15186856,,Brazil v Haiti,Brazil,Haiti,Vinícius Júnior,0.012287416495383,0.0,14.1,33.9,block,,corner,right-foot,17,blocked
2026-06-20,15186879,,Türkiye v Paraguay,Türkiye,Paraguay,Hakan Çalhanoğlu,0.033146012574434,0.0,24.7,51.7,miss,,set_piece,right-foot,90,missed
2026-06-20,15186879,,Türkiye v Paraguay,Türkiye,Paraguay,Merih Demiral,0.076179526746273,0.0,8.8,48.6,miss,,set_piece,head,90,missed
2026-06-20,15186879,,Türkiye v Paraguay,Türkiye,Paraguay,Can Uzun,0.066167697310448,0.0,18.7,35.1,block,,open_play,right-foot,90,blocked
2026-06-20,15186879,,Türkiye v Paraguay,Türkiye,Paraguay,Kenan Yıldız,0.054493226110935,0.0,12.0,28.0,block,,open_play,right-foot,90,blocked
2026-06-20,15186879,,Türkiye v Paraguay,Paraguay,Türkiye,Matías Galarza,0.060770258307457,0.0,25.6,49.7,block,,fast_break,left-foot,90,blocked
2026-06-20,15186879,,Türkiye v Paraguay,Türkiye,Paraguay,Deniz Gül,0.43840566277504,0.0,3.9,41.9,miss,,open_play,left-foot,89,missed
2026-06-20,15186879,,Türkiye v Paraguay,Türkiye,Paraguay,Can Uzun,0.17237789928913,0.40646195411682,13.5,47.4,save,,open_play,right-foot,89,saved
2026-06-20,15186879,,Türkiye v Paraguay,Paraguay,Türkiye,Gustavo Gómez,0.053261194378138,0.0,9.8,51.2,block,,set_piece,head,89,blocked
2026-06-20,15186879,,Türkiye v Paraguay,Türkiye,Paraguay,Arda Güler,0.035167045891285,0.0,20.3,66.0,block,,open_play,left-foot,86,blocked
2026-06-20,15186879,,Türkiye v Paraguay,Türkiye,Paraguay,Can Uzun,0.046962261199951,0.0,18.1,35.6,miss,,open_play,right-foot,82,missed
2026-06-20,15186879,,Türkiye v Paraguay,Türkiye,Paraguay,Merih Demiral,0.1937892138958,0.0,9.8,57.9,miss,,open_play,right-foot,80,missed
2026-06-20,15186879,,Türkiye v Paraguay,Türkiye,Paraguay,Mert Müldür,0.055775485932827,0.0,9.9,41.7,miss,,open_play,head,78,missed
2026-06-20,15186879,,Türkiye v Paraguay,Türkiye,Paraguay,Hakan Çalhanoğlu,0.019083112478256,0.0,22.5,56.8,block,,corner,right-foot,76,blocked
2026-06-20,15186879,,Türkiye v Paraguay,Türkiye,Paraguay,Mert Müldür,0.082793593406677,0.0,7.9,52.1,block,,corner,head,75,blocked
2026-06-20,15186879,,Türkiye v Paraguay,Türkiye,Paraguay,Barış Alper Yılmaz,0.024886634200811,0.0,19.5,73.0,miss,,fast_break,right-foot,72,missed
2026-06-20,15186879,,Türkiye v Paraguay,Türkiye,Paraguay,Merih Demiral,0.019023770466447,0.0,26.5,60.0,miss,,open_play,right-foot,65,missed
2026-06-20,15186879,,Türkiye v Paraguay,Türkiye,Paraguay,Kenan Yıldız,0.03665716201067,0.0,10.8,30.3,miss,,open_play,right-foot,62,missed
2026-06-20,15186879,,Türkiye v Paraguay,Türkiye,Paraguay,Deniz Gül,0.15031309425831,0.17125709354877,7.4,48.5,save,,open_play,head,62,saved
2026-06-20,15186879,,Türkiye v Paraguay,Paraguay,Türkiye,Julio Enciso,0.094098202884197,0.0,7.6,59.7,miss,,set_piece,left-foot,60,missed
2026-06-20,15186879,,Türkiye v Paraguay,Türkiye,Paraguay,Merih Demiral,0.01990870013833,0.026632931083441,25.0,71.4,save,,open_play,right-foot,59,saved
2026-06-20,15186879,,Türkiye v Paraguay,Türkiye,Paraguay,Hakan Çalhanoğlu,0.14512178301811,0.0,4.5,35.9,miss,,open_play,left-foot,57,missed
2026-06-20,15186879,,Türkiye v Paraguay,Türkiye,Paraguay,Kenan Yıldız,0.025793340057135,0.0,6.3,29.1,miss,,set_piece,left-foot,48,missed
2026-06-20,15186879,,Türkiye v Paraguay,Türkiye,Paraguay,Merih Demiral,0.016145758330822,0.0489731580019,30.3,65.4,save,,open_play,right-foot,47,saved
2026-06-20,15186879,,Türkiye v Paraguay,Türkiye,Paraguay,Hakan Çalhanoğlu,0.018761500716209,0.0,28.2,35.8,block,,open_play,right-foot,45,blocked
2026-06-20,15186879,,Türkiye v Paraguay,Türkiye,Paraguay,Abdülkerim Bardakcı,0.021963788196445,0.0,26.3,33.6,block,,open_play,left-foot,45,blocked
2026-06-20,15186879,,Türkiye v Paraguay,Türkiye,Paraguay,İsmail Yüksek,0.038499139249325,0.0,13.8,31.5,miss,,set_piece,right-foot,45,missed
2026-06-20,15186879,,Türkiye v Paraguay,Türkiye,Paraguay,İsmail Yüksek,0.045391824096441,0.0,24.6,48.9,miss,,open_play,left-foot,45,missed
2026-06-20,15186879,,Türkiye v Paraguay,Türkiye,Paraguay,Hakan Çalhanoğlu,0.025082988664508,0.0,26.1,44.5,block,,open_play,right-foot,45,blocked
2026-06-20,15186879,,Türkiye v Paraguay,Paraguay,Türkiye,Juan Cáceres,0.052846308797598,0.059911698102951,7.7,71.6,save,,open_play,right-foot,37,saved
2026-06-20,15186879,,Türkiye v Paraguay,Türkiye,Paraguay,Kenan Yıldız,0.022022059187293,0.0,12.8,30.1,miss,,open_play,right-foot,36,missed
2026-06-20,15186879,,Türkiye v Paraguay,Türkiye,Paraguay,Mert Müldür,0.059993047267199,0.0,8.8,45.8,block,,set_piece,head,35,blocked
2026-06-20,15186879,,Türkiye v Paraguay,Türkiye,Paraguay,Kenan Yıldız,0.039861243218184,0.018615271896124,18.8,48.1,save,,corner,right-foot,30,saved
2026-06-20,15186879,,Türkiye v Paraguay,Türkiye,Paraguay,Arda Güler,0.016636963933706,0.0,28.2,68.1,block,,open_play,left-foot,25,blocked
2026-06-20,15186879,,Türkiye v Paraguay,Türkiye,Paraguay,Hakan Çalhanoğlu,0.0063759563490748,0.0,21.6,31.1,block,,corner,right-foot,21,blocked
2026-06-20,15186879,,Türkiye v Paraguay,Türkiye,Paraguay,Kenan Yıldız,0.042115122079849,0.0,8.3,29.7,block,,open_play,right-foot,15,blocked
2026-06-20,15186879,,Türkiye v Paraguay,Türkiye,Paraguay,Arda Güler,0.19383132457733,0.0,15.4,56.8,miss,,fast_break,right-foot,14,missed
2026-06-20,15186879,,Türkiye v Paraguay,Paraguay,Türkiye,Diego Gómez,0.023166973143816,0.0,27.7,49.9,miss,,open_play,right-foot,11,missed
2026-06-20,15186879,,Türkiye v Paraguay,Paraguay,Türkiye,Omar Alderete,0.0074839596636593,0.0,30.5,47.4,miss,,open_play,left-foot,11,missed
2026-06-20,15186879,,Türkiye v Paraguay,Paraguay,Türkiye,Matías Galarza,0.031625431030989,0.14848716557026,24.0,48.5,goal,regular,open_play,left-foot,2,goal
2026-06-20,15186957,,Netherlands v Sweden,Sweden,Netherlands,Gustaf Lagerbielke,0.050437584519386,0.18542759120464,8.2,45.2,save,,corner,head,90,saved
2026-06-20,15186957,,Netherlands v Sweden,Sweden,Netherlands,Viktor Gyökeres,0.035072769969702,0.0,17.4,30.2,block,,fast_break,right-foot,90,blocked
2026-06-20,15186957,,Netherlands v Sweden,Netherlands,Sweden,Crysencio Summerville,0.086289674043655,0.67971670627594,18.4,47.6,goal,regular,open_play,right-foot,89,goal
2026-06-20,15186957,,Netherlands v Sweden,Sweden,Netherlands,Besfort Zeneli,0.014283142983913,0.096117854118347,27.2,59.5,save,,corner,left-foot,85,saved
2026-06-20,15186957,,Netherlands v Sweden,Sweden,Netherlands,Alexander Isak,0.024060029536486,0.12498995661736,19.5,30.3,save,,open_play,right-foot,84,saved
2026-06-20,15186957,,Netherlands v Sweden,Sweden,Netherlands,Anthony Elanga,0.29997882246971,0.64458328485489,13.6,39.3,goal,regular,fast_break,left-foot,59,goal
2026-06-20,15186957,,Netherlands v Sweden,Netherlands,Sweden,Ryan Gravenberch,0.034507427364588,0.0,21.9,67.7,miss,,open_play,right-foot,57,missed
2026-06-20,15186957,,Netherlands v Sweden,Sweden,Netherlands,Yasin Ayari,0.048940218985081,0.0,20.3,65.2,miss,,open_play,right-foot,57,missed
2026-06-20,15186957,,Netherlands v Sweden,Netherlands,Sweden,Cody Gakpo,0.13121670484543,0.66160207986832,13.8,36.8,goal,regular,fast_break,right-foot,54,goal
2026-06-20,15186957,,Netherlands v Sweden,Sweden,Netherlands,Yasin Ayari,0.056621085852385,0.0,22.2,44.0,block,,set_piece,right-foot,52,blocked
2026-06-20,15186957,,Netherlands v Sweden,Netherlands,Sweden,Cody Gakpo,0.033809788525105,0.0,18.5,39.5,block,,open_play,right-foot,50,blocked
2026-06-20,15186957,,Netherlands v Sweden,Netherlands,Sweden,Cody Gakpo,0.94686257839203,0.9790678024292,1.3,47.2,goal,regular,open_play,left-foot,47,goal
2026-06-20,15186957,,Netherlands v Sweden,Sweden,Netherlands,Yasin Ayari,0.022873437032104,0.30160441994667,19.8,32.8,save,,open_play,right-foot,45,saved
2026-06-20,15186957,,Netherlands v Sweden,Sweden,Netherlands,Benjamin Nygren,0.047213416546583,0.0,18.9,61.5,miss,,set_piece,left-foot,45,missed
2026-06-20,15186957,,Netherlands v Sweden,Sweden,Netherlands,Viktor Gyökeres,0.059625774621964,0.089869067072868,18.5,32.0,save,,free_kick,right-foot,45,saved
2026-06-20,15186957,,Netherlands v Sweden,Sweden,Netherlands,Yasin Ayari,0.075616247951984,0.0,18.2,46.0,miss,,open_play,right-foot,41,missed
2026-06-20,15186957,,Netherlands v Sweden,Netherlands,Sweden,Cody Gakpo,0.029675191268325,0.016485305503011,19.8,27.3,save,,open_play,right-foot,38,saved
2026-06-20,15186957,,Netherlands v Sweden,Sweden,Netherlands,Viktor Gyökeres,0.062842547893524,0.17620094120502,14.1,31.6,save,,open_play,right-foot,37,saved
2026-06-20,15186957,,Netherlands v Sweden,Sweden,Netherlands,Viktor Gyökeres,0.073177441954613,0.0,10.5,62.4,miss,,open_play,right-foot,33,missed
2026-06-20,15186957,,Netherlands v Sweden,Sweden,Netherlands,Yasin Ayari,0.021071903407574,0.0,14.4,30.7,miss,,open_play,right-foot,31,missed
2026-06-20,15186957,,Netherlands v Sweden,Sweden,Netherlands,Jesper Karlström,0.081553235650063,0.0,10.0,51.8,block,,set_piece,right-foot,27,blocked
2026-06-20,15186957,,Netherlands v Sweden,Netherlands,Sweden,Brian Brobbey,0.63332152366638,0.98331201076508,4.1,53.4,goal,regular,open_play,right-foot,17,goal
2026-06-20,15186957,,Netherlands v Sweden,Netherlands,Sweden,Tijjani Reijnders,0.029244557023048,0.0,11.3,33.3,miss,,open_play,left-foot,15,missed
2026-06-20,15186957,,Netherlands v Sweden,Netherlands,Sweden,Cody Gakpo,0.022416761144996,0.0089799696579576,11.2,41.1,save,,open_play,head,11,saved
2026-06-20,15186957,,Netherlands v Sweden,Sweden,Netherlands,Viktor Gyökeres,0.032872911542654,0.089511752128601,10.4,69.5,save,,open_play,right-foot,7,saved
2026-06-20,15186957,,Netherlands v Sweden,Netherlands,Sweden,Brian Brobbey,0.65940833091736,0.86699950695038,4.9,50.2,goal,regular,open_play,right-foot,5,goal
2026-06-20,15186905,,Germany v Côte d'Ivoire,Germany,Côte d'Ivoire,Deniz Undav,0.34770256280899,0.31055381894112,13.2,44.8,goal,regular,open_play,left-foot,90,goal
2026-06-20,15186905,,Germany v Côte d'Ivoire,Germany,Côte d'Ivoire,Nadiem Amiri,0.084111407399178,0.22338376939297,13.6,47.9,save,,open_play,right-foot,90,saved
2026-06-20,15186905,,Germany v Côte d'Ivoire,Germany,Côte d'Ivoire,Nathaniel Brown,0.087763160467148,0.14983239769936,12.9,35.0,save,,open_play,left-foot,89,saved
2026-06-20,15186905,,Germany v Côte d'Ivoire,Germany,Côte d'Ivoire,Deniz Undav,0.01914120092988,0.043978728353977,26.1,70.5,save,,open_play,right-foot,86,saved
2026-06-20,15186905,,Germany v Côte d'Ivoire,Côte d'Ivoire,Germany,Seko Fofana,0.024726735427976,0.0,19.1,29.1,block,,open_play,right-foot,84,blocked
2026-06-20,15186905,,Germany v Côte d'Ivoire,Germany,Côte d'Ivoire,Deniz Undav,0.62647014856339,0.81110543012619,5.1,47.9,goal,regular,open_play,left-foot,68,goal
2026-06-20,15186905,,Germany v Côte d'Ivoire,Germany,Côte d'Ivoire,Kai Havertz,0.074206486344337,0.0,3.6,60.5,miss,,corner,head,63,missed
2026-06-20,15186905,,Germany v Côte d'Ivoire,Germany,Côte d'Ivoire,Jamie Leweling,0.018906854093075,0.0,24.0,54.3,miss,,open_play,left-foot,61,missed
2026-06-20,15186905,,Germany v Côte d'Ivoire,Germany,Côte d'Ivoire,Antonio Rüdiger,0.016417108476162,0.0,33.1,49.5,miss,,open_play,right-foot,57,missed
2026-06-20,15186905,,Germany v Côte d'Ivoire,Côte d'Ivoire,Germany,Yan Diomande,0.070409797132015,0.0,16.3,57.9,miss,,open_play,right-foot,56,missed
2026-06-20,15186905,,Germany v Côte d'Ivoire,Côte d'Ivoire,Germany,Christ Inao Oulaï,0.20240564644337,0.0,14.1,58.1,miss,,fast_break,right-foot,51,missed
2026-06-20,15186905,,Germany v Côte d'Ivoire,Côte d'Ivoire,Germany,Franck Kessié,0.15511994063854,0.0,12.5,57.0,block,,fast_break,right-foot,50,blocked
2026-06-20,15186905,,Germany v Côte d'Ivoire,Côte d'Ivoire,Germany,Ghislain Konan,0.018844906240702,0.0,20.1,26.0,block,,open_play,left-foot,46,blocked
2026-06-20,15186905,,Germany v Côte d'Ivoire,Germany,Côte d'Ivoire,Florian Wirtz,0.29942128062248,0.28727072477341,10.2,54.0,save,,open_play,right-foot,45,saved
2026-06-20,15186905,,Germany v Côte d'Ivoire,Germany,Côte d'Ivoire,Felix Nmecha,0.032517272979021,0.0,27.8,52.3,block,,open_play,right-foot,45,blocked
2026-06-20,15186905,,Germany v Côte d'Ivoire,Germany,Côte d'Ivoire,Jamal Musiala,0.017091989517212,0.0,20.4,35.2,block,,corner,left-foot,42,blocked
2026-06-20,15186905,,Germany v Côte d'Ivoire,Germany,Côte d'Ivoire,Florian Wirtz,0.06304657459259,0.0,14.7,55.6,block,,open_play,right-foot,41,blocked
