date,match_id,round,match,team,opponent,player,xg,xgot,x,y,shot_type,goal_type,situation,body_part,minute,outcome
2026-06-24,15186864,,Morocco v Haiti,Haiti,Morocco,Jean-Ricner Bellegarde,0.038762498646975,0.0,28.1,49.5,miss,,free_kick,right-foot,8,missed
2026-06-24,15186861,,Scotland v Brazil,Brazil,Scotland,Vinícius Júnior,0.049733355641365,0.0,13.6,40.1,block,,open_play,left-foot,90,blocked
2026-06-24,15186861,,Scotland v Brazil,Scotland,Brazil,Scott McTominay,0.26608666777611,0.37562328577042,4.6,46.0,save,,corner,left-foot,90,saved
2026-06-24,15186861,,Scotland v Brazil,Brazil,Scotland,Neymar,0.008917192928493,0.14552368223667,13.9,25.0,save,,set_piece,right-foot,90,saved
2026-06-24,15186861,,Scotland v Brazil,Scotland,Brazil,Tony Ralston,0.058503545820713,0.032764010131359,13.1,60.5,save,,open_play,left-foot,89,saved
2026-06-24,15186861,,Scotland v Brazil,Brazil,Scotland,Gabriel Magalhães,0.067294158041477,0.0,9.1,59.3,block,,corner,left-foot,86,blocked
2026-06-24,15186861,,Scotland v Brazil,Scotland,Brazil,Kieran Tierney,0.021839331835508,0.0,11.1,31.6,block,,open_play,left-foot,84,blocked
2026-06-24,15186861,,Scotland v Brazil,Scotland,Brazil,Ryan Christie,0.022568233311176,0.0,14.7,60.3,miss,,set_piece,right-foot,83,missed
2026-06-24,15186861,,Scotland v Brazil,Brazil,Scotland,Vinícius Júnior,0.87949240207672,0.0,6.6,47.2,miss,,fast_break,right-foot,81,missed
2026-06-24,15186861,,Scotland v Brazil,Brazil,Scotland,Vinícius Júnior,0.061155166476965,0.47774577140808,9.6,29.8,save,,open_play,right-foot,79,saved
2026-06-24,15186861,,Scotland v Brazil,Scotland,Brazil,Lawrence Shankland,0.05073319002986,0.0,8.4,45.2,miss,,corner,head,76,missed
2026-06-24,15186861,,Scotland v Brazil,Scotland,Brazil,Scott McTominay,0.16747799515724,0.0,7.4,47.7,miss,,open_play,left-foot,72,missed
2026-06-24,15186861,,Scotland v Brazil,Scotland,Brazil,Lawrence Shankland,0.0764235034585,0.0,9.7,34.6,miss,,open_play,left-foot,72,missed
2026-06-24,15186861,,Scotland v Brazil,Scotland,Brazil,Scott McTominay,0.11913955211639,0.68706572055817,7.4,53.3,save,,corner,head,64,saved
2026-06-24,15186861,,Scotland v Brazil,Scotland,Brazil,Lewis Ferguson,0.032797090709209,0.08811229467392,6.4,19.4,save,,free_kick,right-foot,64,saved
2026-06-24,15186861,,Scotland v Brazil,Brazil,Scotland,Matheus Cunha,0.089690037071705,0.6108216047287,12.0,58.7,goal,regular,open_play,right-foot,60,goal
2026-06-24,15186861,,Scotland v Brazil,Brazil,Scotland,Lucas Paquetá,0.069594614207745,0.0,18.2,42.7,miss,,open_play,right-foot,59,missed
2026-06-24,15186861,,Scotland v Brazil,Brazil,Scotland,Matheus Cunha,0.036325812339783,0.0,14.1,69.4,block,,open_play,right-foot,59,blocked
2026-06-24,15186861,,Scotland v Brazil,Brazil,Scotland,Vinícius Júnior,0.010517071001232,0.041758976876736,28.7,31.7,save,,open_play,right-foot,54,saved
2026-06-24,15186861,,Scotland v Brazil,Brazil,Scotland,Vinícius Júnior,0.28572005033493,0.74647897481918,12.6,42.3,save,,open_play,right-foot,51,saved
2026-06-24,15186861,,Scotland v Brazil,Scotland,Brazil,Scott McTominay,0.080330371856689,0.045788917690516,8.6,50.9,save,,open_play,head,49,saved
2026-06-24,15186861,,Scotland v Brazil,Brazil,Scotland,Douglas Santos,0.040367025882006,0.0,16.3,30.9,miss,,corner,left-foot,45,missed
2026-06-24,15186861,,Scotland v Brazil,Brazil,Scotland,Rayan,0.60104644298553,0.78779572248459,14.3,45.6,save,,open_play,right-foot,45,saved
2026-06-24,15186861,,Scotland v Brazil,Scotland,Brazil,Ben Gannon-Doak,0.07106801867485,0.0,18.4,55.0,block,,set_piece,right-foot,45,blocked
2026-06-24,15186861,,Scotland v Brazil,Brazil,Scotland,Vinícius Júnior,0.76646381616592,0.99495303630829,3.2,46.8,goal,regular,open_play,head,45,goal
2026-06-24,15186861,,Scotland v Brazil,Scotland,Brazil,Ben Gannon-Doak,0.036325812339783,0.0,14.0,30.8,miss,,open_play,right-foot,45,missed
2026-06-24,15186861,,Scotland v Brazil,Brazil,Scotland,Matheus Cunha,0.21403519809246,0.0,3.3,56.0,save,,open_play,right-foot,45,saved
2026-06-24,15186861,,Scotland v Brazil,Brazil,Scotland,Matheus Cunha,0.024408079683781,0.0,19.8,35.8,miss,,open_play,right-foot,42,missed
2026-06-24,15186861,,Scotland v Brazil,Brazil,Scotland,Rayan,0.045398809015751,0.0,21.6,66.2,miss,,open_play,left-foot,38,missed
2026-06-24,15186861,,Scotland v Brazil,Scotland,Brazil,Kenny McLean,0.019288873299956,0.0,27.9,52.9,block,,set_piece,left-foot,36,blocked
2026-06-24,15186861,,Scotland v Brazil,Scotland,Brazil,Lewis Ferguson,0.019214285537601,0.0,28.4,63.6,miss,,open_play,right-foot,33,missed
2026-06-24,15186861,,Scotland v Brazil,Brazil,Scotland,Vinícius Júnior,0.056506402790546,0.0,13.2,67.7,miss,,fast_break,right-foot,20,missed
2026-06-24,15186861,,Scotland v Brazil,Brazil,Scotland,Matheus Cunha,0.030303506180644,0.0,22.7,69.4,miss,,open_play,right-foot,12,missed
2026-06-24,15186861,,Scotland v Brazil,Brazil,Scotland,Bruno Guimarães,0.025595178827643,0.0,19.6,72.3,block,,fast_break,right-foot,11,blocked
2026-06-24,15186861,,Scotland v Brazil,Brazil,Scotland,Vinícius Júnior,0.94657838344574,0.99519050121307,8.1,51.0,goal,regular,open_play,right-foot,7,goal
2026-06-24,15186861,,Scotland v Brazil,Brazil,Scotland,Casemiro,0.024403192102909,0.0,28.3,48.8,block,,open_play,right-foot,7,blocked
2026-06-25,15186744,,South Africa v South Korea,South Korea,South Africa,Jin-seob Park,0.36469665169716,0.64339852333069,2.9,44.2,save,,corner,head,90,saved
2026-06-25,15186744,,South Africa v South Korea,South Korea,South Africa,Son Heung-min,0.032174330204725,0.0,22.2,48.1,block,,open_play,left-foot,88,blocked
2026-06-25,15186744,,South Africa v South Korea,South Korea,South Africa,Young-woo Seol,0.005469829775393,0.0,24.2,66.2,miss,,corner,right-foot,86,missed
2026-06-25,15186744,,South Africa v South Korea,South Africa,South Korea,Thapelo Maseko,0.086023598909378,0.24795681238174,12.3,60.9,goal,regular,fast_break,left-foot,63,goal
2026-06-25,15186744,,South Africa v South Korea,South Korea,South Africa,Hyeon-gyu Oh,0.16524033248425,0.78074711561203,8.7,51.1,save,,open_play,head,60,saved
2026-06-25,15186744,,South Africa v South Korea,South Africa,South Korea,Thalente Mbatha,0.016321009024978,0.0,31.8,47.7,miss,,open_play,right-foot,51,missed
2026-06-25,15186744,,South Africa v South Korea,South Africa,South Korea,Thapelo Maseko,0.083055011928082,0.0,13.9,55.9,block,,open_play,left-foot,51,blocked
2026-06-25,15186744,,South Africa v South Korea,South Africa,South Korea,Aubrey Modiba,0.0088994232937694,0.0,26.8,56.8,miss,,corner,left-foot,45,missed
2026-06-25,15186744,,South Africa v South Korea,South Africa,South Korea,Thapelo Maseko,0.031134493649006,0.0,20.6,71.3,block,,open_play,left-foot,43,blocked
2026-06-25,15186744,,South Africa v South Korea,South Africa,South Korea,Relebohile Mofokeng,0.025005983188748,0.0,22.9,34.2,miss,,set_piece,right-foot,42,missed
2026-06-25,15186744,,South Africa v South Korea,South Africa,South Korea,Thapelo Maseko,0.040215857326984,0.0,26.0,56.5,miss,,fast_break,left-foot,39,missed
2026-06-25,15186744,,South Africa v South Korea,South Korea,South Africa,Hwang Hee-chan,0.018266240134835,0.0,29.1,37.6,miss,,open_play,right-foot,34,missed
2026-06-25,15186744,,South Africa v South Korea,South Africa,South Korea,Evidence Makgopa,0.57916927337646,0.20412892103195,9.1,49.1,save,,fast_break,left-foot,30,saved
2026-06-25,15186744,,South Africa v South Korea,South Africa,South Korea,Thalente Mbatha,0.044074073433876,0.016837816685438,22.0,64.0,save,,fast_break,left-foot,30,saved
2026-06-25,15186744,,South Africa v South Korea,South Africa,South Korea,Oswin Appollis,0.027296043932438,0.029785199090838,23.7,32.7,save,,corner,right-foot,20,saved
2026-06-25,15186744,,South Africa v South Korea,South Africa,South Korea,Thapelo Maseko,0.13537962734699,0.0,13.5,60.5,block,,fast_break,left-foot,19,blocked
2026-06-25,15186744,,South Africa v South Korea,South Africa,South Korea,Evidence Makgopa,0.054189834743738,0.0,10.0,51.2,miss,,open_play,head,14,missed
2026-06-25,15186744,,South Africa v South Korea,South Korea,South Africa,Kang-in Lee,0.076029255986214,0.0,13.0,54.6,miss,,open_play,left-foot,8,missed
2026-06-25,15186744,,South Africa v South Korea,South Korea,South Africa,Hyeon-gyu Oh,0.20753446221352,0.0,3.8,55.5,miss,,open_play,right-foot,7,missed
2026-06-25,15186744,,South Africa v South Korea,South Africa,South Korea,Relebohile Mofokeng,0.053279541432858,0.0,20.9,61.3,block,,corner,left-foot,6,blocked
2026-06-25,15186744,,South Africa v South Korea,South Korea,South Africa,Kim Min-jae,0.034543167799711,0.0,8.1,43.6,save,,corner,head,2,saved
2026-06-25,15186732,,Czechia v Mexico,Mexico,Czechia,Álvaro Fidalgo,0.21110399067402,0.71202689409256,14.9,53.4,goal,regular,open_play,right-foot,90,goal
2026-06-25,15186732,,Czechia v Mexico,Mexico,Czechia,Santiago Giménez,0.10150680691004,0.16129384934902,6.5,60.3,save,,open_play,left-foot,90,saved
2026-06-25,15186732,,Czechia v Mexico,Czechia,Mexico,David Douděra,0.013980547897518,0.0,4.3,27.6,miss,,open_play,right-foot,90,missed
2026-06-25,15186732,,Czechia v Mexico,Czechia,Mexico,Pavel Šulc,0.034671388566494,0.0,26.8,53.6,miss,,open_play,right-foot,90,missed
2026-06-25,15186732,,Czechia v Mexico,Czechia,Mexico,David Douděra,0.016884902492166,0.0,30.7,61.9,miss,,open_play,right-foot,81,missed
2026-06-25,15186732,,Czechia v Mexico,Mexico,Czechia,Julián Quiñones,0.05489943921566,0.0,8.9,39.9,miss,,set_piece,head,77,missed
2026-06-25,15186732,,Czechia v Mexico,Czechia,Mexico,David Douděra,0.013876913115382,0.0,25.0,48.3,miss,,corner,right-foot,68,missed
2026-06-25,15186732,,Czechia v Mexico,Mexico,Czechia,Julián Quiñones,0.76225960254669,0.99454861879349,3.8,48.5,goal,regular,fast_break,right-foot,61,goal
2026-06-25,15186732,,Czechia v Mexico,Czechia,Mexico,Michal Sadílek,0.029682729393244,0.0,25.9,63.2,block,,set_piece,left-foot,61,blocked
2026-06-25,15186732,,Czechia v Mexico,Mexico,Czechia,Mateo Chávez,0.42623680830002,0.43598175048828,10.2,62.6,goal,regular,open_play,left-foot,55,goal
2026-06-25,15186732,,Czechia v Mexico,Czechia,Mexico,Lukáš Červ,0.013023505918682,0.0,23.8,59.1,block,,corner,right-foot,54,blocked
2026-06-25,15186732,,Czechia v Mexico,Mexico,Czechia,Julián Quiñones,0.030623031780124,0.0,16.0,37.0,block,,open_play,right-foot,50,blocked
2026-06-25,15186732,,Czechia v Mexico,Czechia,Mexico,Lukáš Červ,0.10994291305542,0.13286525011063,14.0,47.7,save,,set_piece,left-foot,46,saved
2026-06-25,15186732,,Czechia v Mexico,Mexico,Czechia,Julián Quiñones,0.010583363473415,0.0,27.5,18.3,miss,,open_play,right-foot,45,missed
2026-06-25,15186732,,Czechia v Mexico,Czechia,Mexico,David Douděra,0.013279903680086,0.0,29.6,32.3,miss,,set_piece,right-foot,44,missed
2026-06-25,15186732,,Czechia v Mexico,Mexico,Czechia,Roberto Alvarado,0.058018036186695,0.0,10.8,69.7,miss,,open_play,left-foot,39,missed
2026-06-25,15186732,,Czechia v Mexico,Mexico,Czechia,Jorge Sánchez,0.028826171532273,0.049867462366819,10.7,75.1,save,,open_play,right-foot,39,saved
2026-06-25,15186732,,Czechia v Mexico,Mexico,Czechia,Gilberto Mora,0.027527181431651,0.0,24.7,55.7,block,,open_play,left-foot,39,blocked
2026-06-25,15186732,,Czechia v Mexico,Mexico,Czechia,Israel Reyes,0.031651150435209,0.0,14.1,52.6,miss,,set_piece,right-foot,37,missed
2026-06-25,15186732,,Czechia v Mexico,Czechia,Mexico,Denis Višinský,0.095745034515858,0.0,12.5,44.6,block,,open_play,right-foot,27,blocked
2026-06-25,15186732,,Czechia v Mexico,Czechia,Mexico,Denis Višinský,0.021778961643577,0.0,25.9,29.5,miss,,set_piece,right-foot,15,missed
2026-06-25,15186732,,Czechia v Mexico,Czechia,Mexico,Michal Sadílek,0.033822581171989,0.0,15.2,57.6,miss,,set_piece,left-foot,12,missed
2026-06-25,15186732,,Czechia v Mexico,Czechia,Mexico,Denis Višinský,0.11170563846827,0.0,10.4,60.5,miss,,open_play,right-foot,8,missed
2026-06-25,15186732,,Czechia v Mexico,Czechia,Mexico,Vladimír Coufal,0.019741132855415,0.0,13.9,52.8,block,,open_play,head,7,blocked
2026-06-25,15186908,,Curaçao v Côte d'Ivoire,Curaçao,Côte d'Ivoire,Jeremy Antonisse,0.052020031958818,0.0,16.3,37.8,block,,open_play,right-foot,90,blocked
2026-06-25,15186908,,Curaçao v Côte d'Ivoire,Curaçao,Côte d'Ivoire,Gervane Kastaneer,0.041067514568567,0.0,18.9,48.5,miss,,open_play,left-foot,90,missed
2026-06-25,15186908,,Curaçao v Côte d'Ivoire,Côte d'Ivoire,Curaçao,Elye Wahi,0.25995796918869,0.30123719573021,7.7,67.0,save,,open_play,right-foot,89,saved
2026-06-25,15186908,,Curaçao v Côte d'Ivoire,Curaçao,Côte d'Ivoire,Juninho Bacuna,0.080468237400055,0.0,8.0,51.3,miss,,set_piece,head,79,missed
2026-06-25,15186908,,Curaçao v Côte d'Ivoire,Curaçao,Côte d'Ivoire,Leandro Bacuna,0.1032542809844,0.0,7.7,51.4,miss,,set_piece,head,79,missed
2026-06-25,15186908,,Curaçao v Côte d'Ivoire,Curaçao,Côte d'Ivoire,Tahith Chong,0.014905677177012,0.03896065056324,17.3,72.6,save,,open_play,left-foot,74,saved
2026-06-25,15186908,,Curaçao v Côte d'Ivoire,Côte d'Ivoire,Curaçao,Nicolas Pépé,0.1299302726984,0.57324343919754,10.9,66.0,goal,regular,open_play,left-foot,64,goal
2026-06-25,15186908,,Curaçao v Côte d'Ivoire,Curaçao,Côte d'Ivoire,Sherel Constancio Floranus,0.07176112383604,0.0,22.1,47.4,miss,,open_play,left-foot,55,missed
2026-06-25,15186908,,Curaçao v Côte d'Ivoire,Côte d'Ivoire,Curaçao,Franck Kessié,0.11729658395052,0.0,14.9,47.8,block,,open_play,left-foot,53,blocked
2026-06-25,15186908,,Curaçao v Côte d'Ivoire,Curaçao,Côte d'Ivoire,Jurien Gaari,0.037042625248432,0.0,4.2,39.7,block,,corner,head,45,blocked
2026-06-25,15186908,,Curaçao v Côte d'Ivoire,Curaçao,Côte d'Ivoire,Leandro Bacuna,0.024549193680286,0.0,10.5,30.9,miss,,open_play,right-foot,44,missed
2026-06-25,15186908,,Curaçao v Côte d'Ivoire,Curaçao,Côte d'Ivoire,Tahith Chong,0.016619762405753,0.0,25.7,56.2,miss,,open_play,left-foot,40,missed
2026-06-25,15186908,,Curaçao v Côte d'Ivoire,Côte d'Ivoire,Curaçao,Amad Diallo,0.12750960886478,0.0,17.5,55.2,miss,,open_play,left-foot,23,missed
2026-06-25,15186908,,Curaçao v Côte d'Ivoire,Côte d'Ivoire,Curaçao,Amad Diallo,0.20393051207066,0.0,9.3,51.9,miss,,open_play,left-foot,18,missed
2026-06-25,15186908,,Curaçao v Côte d'Ivoire,Curaçao,Côte d'Ivoire,Jurien Gaari,0.017455803230405,0.0,25.3,67.9,miss,,open_play,right-foot,14,missed
2026-06-25,15186908,,Curaçao v Côte d'Ivoire,Côte d'Ivoire,Curaçao,Amad Diallo,0.042691230773926,0.0,18.1,65.2,miss,,open_play,left-foot,10,missed
2026-06-25,15186908,,Curaçao v Côte d'Ivoire,Côte d'Ivoire,Curaçao,Nicolas Pépé,0.42798513174057,0.98124009370804,4.5,47.3,goal,regular,open_play,left-foot,7,goal
2026-06-25,15186908,,Curaçao v Côte d'Ivoire,Curaçao,Côte d'Ivoire,Tahith Chong,0.041193552315235,0.022868007421494,21.9,40.1,save,,open_play,left-foot,2,saved
2026-06-25,15186907,,Ecuador v Germany,Germany,Ecuador,Pascal Groß,0.016303479671478,0.0,23.0,58.8,miss,,set_piece,left-foot,90,missed
2026-06-25,15186907,,Ecuador v Germany,Germany,Ecuador,Deniz Undav,0.025815036147833,0.0,3.4,31.3,miss,,open_play,left-foot,90,missed
2026-06-25,15186907,,Ecuador v Germany,Ecuador,Germany,Gonzalo Plata,0.56921994686127,0.93349039554596,1.4,52.8,goal,regular,corner,left-foot,77,goal
2026-06-25,15186907,,Ecuador v Germany,Ecuador,Germany,Kevin Rodriguez,0.28812775015831,0.0,4.6,46.6,block,,open_play,left-foot,77,blocked
2026-06-25,15186907,,Ecuador v Germany,Germany,Ecuador,Leroy Sané,0.1611712127924,0.037028655409813,14.2,40.5,save,,fast_break,left-foot,76,saved
2026-06-25,15186907,,Ecuador v Germany,Ecuador,Germany,Gonzalo Plata,0.29998663067818,0.0,4.6,51.7,miss,,open_play,left-foot,73,missed
2026-06-25,15186907,,Ecuador v Germany,Germany,Ecuador,Florian Wirtz,0.059495955705643,0.0,20.3,45.5,block,,fast_break,right-foot,63,blocked
2026-06-25,15186907,,Ecuador v Germany,Ecuador,Germany,Enner Valencia,0.04612585529685,0.16995160281658,22.2,61.7,save,,open_play,right-foot,62,saved
2026-06-25,15186907,,Ecuador v Germany,Ecuador,Germany,Moisés Caicedo,0.021613201126456,0.0,3.4,34.9,miss,,corner,head,54,missed
2026-06-25,15186907,,Ecuador v Germany,Germany,Ecuador,Florian Wirtz,0.072388246655464,0.0,10.5,61.5,block,,open_play,right-foot,45,blocked
2026-06-25,15186907,,Ecuador v Germany,Germany,Ecuador,Felix Nmecha,0.022430453449488,0.0,20.7,63.8,block,,open_play,right-foot,38,blocked
2026-06-25,15186907,,Ecuador v Germany,Germany,Ecuador,Jamal Musiala,0.027801383286715,0.0,13.4,34.9,block,,open_play,left-foot,35,blocked
2026-06-25,15186907,,Ecuador v Germany,Ecuador,Germany,Enner Valencia,0.019715569913387,0.0,10.2,71.6,block,,open_play,right-foot,32,blocked
2026-06-25,15186907,,Ecuador v Germany,Germany,Ecuador,Kai Havertz,0.087646625936031,0.36776396632195,8.2,51.3,save,,open_play,head,25,saved
2026-06-25,15186907,,Ecuador v Germany,Germany,Ecuador,Felix Nmecha,0.035722158849239,0.0,19.3,71.5,miss,,open_play,right-foot,14,missed
2026-06-25,15186907,,Ecuador v Germany,Ecuador,Germany,Nilson Angulo,0.025310298427939,0.52274709939957,22.1,41.1,goal,regular,open_play,right-foot,9,goal
2026-06-25,15186907,,Ecuador v Germany,Germany,Ecuador,Florian Wirtz,0.033944636583328,0.0,20.2,42.3,block,,open_play,right-foot,7,blocked
2026-06-25,15186907,,Ecuador v Germany,Germany,Ecuador,Leroy Sané,0.10711923241615,0.5402427315712,15.0,49.2,goal,regular,set_piece,left-foot,2,goal
2026-06-25,15186972,,Japan v Sweden,Sweden,Japan,Alexander Isak,0.10501806437969,0.39875382184982,4.0,43.6,save,,corner,head,90,saved
2026-06-25,15186972,,Japan v Sweden,Sweden,Japan,Anthony Elanga,0.062120828777552,0.29756489396095,7.0,68.4,save,,open_play,right-foot,90,saved
2026-06-25,15186972,,Japan v Sweden,Japan,Sweden,Koki Ogawa,0.30681684613228,0.0,9.9,54.4,miss,,open_play,left-foot,83,missed
2026-06-25,15186972,,Japan v Sweden,Sweden,Japan,Gustaf Lagerbielke,0.027530945837498,0.0,12.5,43.0,miss,,set_piece,head,81,missed
2026-06-25,15186972,,Japan v Sweden,Sweden,Japan,Ken Sema,0.032759688794613,0.0,14.7,60.1,block,,corner,left-foot,79,blocked
2026-06-25,15186972,,Japan v Sweden,Sweden,Japan,Victor Lindelöf,0.18993830680847,0.0,3.2,44.9,miss,,corner,head,79,missed
2026-06-25,15186972,,Japan v Sweden,Sweden,Japan,Daniel Svensson,0.0080354148522019,0.0,20.1,31.1,block,,set_piece,left-foot,78,blocked
2026-06-25,15186972,,Japan v Sweden,Sweden,Japan,Alexander Isak,0.057289812713861,0.12338314950466,20.0,41.9,save,,open_play,right-foot,65,saved
2026-06-25,15186972,,Japan v Sweden,Sweden,Japan,Anthony Elanga,0.017983600497246,0.13210089504719,17.8,78.1,goal,regular,open_play,left-foot,62,goal
2026-06-25,15186972,,Japan v Sweden,Japan,Sweden,Daizen Maeda,0.59847813844681,0.75398790836334,9.9,51.8,goal,regular,open_play,right-foot,56,goal
2026-06-25,15186972,,Japan v Sweden,Japan,Sweden,Ayase Ueda,0.080117680132389,0.0,21.5,56.3,block,,open_play,right-foot,52,blocked
2026-06-25,15186972,,Japan v Sweden,Sweden,Japan,Gustaf Lagerbielke,0.073050126433372,0.0,4.3,58.8,miss,,corner,head,50,missed
2026-06-25,15186972,,Japan v Sweden,Japan,Sweden,Ao Tanaka,0.046611629426479,0.0,23.8,54.6,miss,,open_play,right-foot,48,missed
2026-06-25,15186972,,Japan v Sweden,Sweden,Japan,Viktor Gyökeres,0.025266936048865,0.0,25.2,56.6,block,,open_play,right-foot,45,blocked
2026-06-25,15186972,,Japan v Sweden,Japan,Sweden,Keito Nakamura,0.061905667185783,0.50593560934067,13.4,34.6,save,,open_play,right-foot,45,saved
2026-06-25,15186972,,Japan v Sweden,Japan,Sweden,Yukinari Sugawara,0.0080745816230774,0.012897876091301,28.5,69.1,save,,open_play,right-foot,40,saved
2026-06-25,15186972,,Japan v Sweden,Japan,Sweden,Daizen Maeda,0.084685936570168,0.0,9.0,44.5,miss,,open_play,head,22,missed
2026-06-25,15186972,,Japan v Sweden,Japan,Sweden,Ritsu Doan,0.022252473980188,0.0,19.7,65.8,block,,open_play,left-foot,15,blocked
2026-06-25,15186972,,Japan v Sweden,Sweden,Japan,Alexander Bernhardsson,0.044493444263935,0.21202436089516,17.9,58.9,save,,open_play,left-foot,6,saved
2026-06-25,15186973,,Tunisia v Netherlands,Tunisia,Netherlands,Elias Achouri,0.027158534154296,0.0,16.7,51.3,block,,corner,right-foot,90,blocked
2026-06-25,15186973,,Tunisia v Netherlands,Tunisia,Netherlands,Hazem Mastouri,0.011545773595572,0.0,54.8,46.8,miss,,fast_break,right-foot,90,missed
2026-06-25,15186973,,Tunisia v Netherlands,Netherlands,Tunisia,Nathan Aké,0.1215733513236,0.0,8.3,48.5,miss,,set_piece,head,80,missed
2026-06-25,15186973,,Tunisia v Netherlands,Netherlands,Tunisia,Virgil van Dijk,0.036461628973484,0.040243569761515,10.7,53.4,save,,set_piece,head,78,saved
2026-06-25,15186973,,Tunisia v Netherlands,Tunisia,Netherlands,Elias Achouri,0.05156771838665,0.0,20.4,40.9,miss,,corner,right-foot,77,missed
2026-06-25,15186973,,Tunisia v Netherlands,Tunisia,Netherlands,Hannibal Mejbri,0.022076923400164,0.080357186496258,21.6,67.7,save,,open_play,left-foot,76,saved
2026-06-25,15186973,,Tunisia v Netherlands,Netherlands,Tunisia,Tijjani Reijnders,0.040248099714518,0.41744717955589,19.1,51.9,save,,open_play,right-foot,68,saved
2026-06-25,15186973,,Tunisia v Netherlands,Netherlands,Tunisia,Denzel Dumfries,0.050154849886894,0.0,7.6,63.9,miss,,open_play,head,66,missed
2026-06-25,15186973,,Tunisia v Netherlands,Netherlands,Tunisia,Tijjani Reijnders,0.12140815705061,0.0,15.3,34.9,post,,open_play,right-foot,66,post
2026-06-25,15186973,,Tunisia v Netherlands,Tunisia,Netherlands,Hazem Mastouri,0.017263378947973,0.018240405246615,26.6,71.8,save,,open_play,right-foot,65,saved
2026-06-25,15186973,,Tunisia v Netherlands,Netherlands,Tunisia,Jan Paul van Hecke,0.039037924259901,0.58119362592697,4.4,39.9,goal,regular,corner,head,62,goal
2026-06-25,15186973,,Tunisia v Netherlands,Netherlands,Tunisia,Cody Gakpo,0.077200956642628,0.0,13.4,43.7,block,,open_play,right-foot,61,blocked
2026-06-25,15186973,,Tunisia v Netherlands,Tunisia,Netherlands,Hazem Mastouri,0.11385083943605,0.80101293325424,7.9,50.3,goal,regular,corner,head,54,goal
2026-06-25,15186973,,Tunisia v Netherlands,Netherlands,Tunisia,Denzel Dumfries,0.1848401427269,0.0,9.8,53.6,save,,open_play,right-foot,51,saved
2026-06-25,15186973,,Tunisia v Netherlands,Netherlands,Tunisia,Denzel Dumfries,0.070638328790665,0.19188065826893,14.5,67.8,save,,open_play,left-foot,44,saved
2026-06-25,15186973,,Tunisia v Netherlands,Netherlands,Tunisia,Brian Brobbey,0.091194324195385,0.0,10.7,58.9,block,,open_play,right-foot,42,blocked
2026-06-25,15186973,,Tunisia v Netherlands,Netherlands,Tunisia,Ryan Gravenberch,0.028793398290873,0.0,27.5,56.0,miss,,open_play,right-foot,39,missed
2026-06-25,15186973,,Tunisia v Netherlands,Tunisia,Netherlands,Ismael Gharbi,0.017327824607491,0.0,29.4,47.9,miss,,set_piece,right-foot,32,missed
2026-06-25,15186973,,Tunisia v Netherlands,Netherlands,Tunisia,Donyell Malen,0.048712767660618,0.0,18.7,52.2,miss,,corner,right-foot,31,missed
2026-06-25,15186973,,Tunisia v Netherlands,Netherlands,Tunisia,Denzel Dumfries,0.073856376111507,0.0,16.4,60.0,block,,open_play,right-foot,30,blocked
2026-06-25,15186973,,Tunisia v Netherlands,Netherlands,Tunisia,Cody Gakpo,0.042903926223516,0.0,7.3,37.6,miss,,open_play,head,30,missed
2026-06-25,15186973,,Tunisia v Netherlands,Netherlands,Tunisia,Donyell Malen,0.019765771925449,0.0,22.5,35.8,miss,,corner,right-foot,29,missed
2026-06-25,15186973,,Tunisia v Netherlands,Netherlands,Tunisia,Ryan Gravenberch,0.069069795310497,0.0,13.9,64.1,block,,open_play,right-foot,28,blocked
2026-06-25,15186973,,Tunisia v Netherlands,Netherlands,Tunisia,Tijjani Reijnders,0.085386820137501,0.12471124529839,4.4,61.9,save,,open_play,right-foot,19,saved
2026-06-25,15186973,,Tunisia v Netherlands,Netherlands,Tunisia,Jan Paul van Hecke,0.082920596003532,0.0,8.7,52.9,miss,,set_piece,head,17,missed
2026-06-25,15186973,,Tunisia v Netherlands,Tunisia,Netherlands,Anis Ben Slimane,0.13063232600689,0.043293040245771,8.5,48.3,save,,corner,head,12,saved
2026-06-25,15186973,,Tunisia v Netherlands,Netherlands,Tunisia,Frenkie de Jong,0.10940376669168,0.0,14.8,48.3,block,,open_play,left-foot,11,blocked
2026-06-25,15186973,,Tunisia v Netherlands,Tunisia,Netherlands,Ali Abdi,0.055842459201813,0.0,20.0,34.2,miss,,open_play,right-foot,9,missed
2026-06-25,15186973,,Tunisia v Netherlands,Netherlands,Tunisia,Brian Brobbey,0.4516678750515,0.85953766107559,6.2,55.3,goal,regular,set_piece,right-foot,7,goal
2026-06-25,15186973,,Tunisia v Netherlands,Netherlands,Tunisia,Ellyes Skhiri,,,4.6,49.8,goal,own,open_play,left-foot,3,goal
2026-06-25,15186973,,Tunisia v Netherlands,Tunisia,Netherlands,Ismael Gharbi,0.17426706850529,0.0,10.5,46.8,miss,,open_play,right-foot,2,missed
2026-06-26,15186891,,Paraguay v Australia,Australia,Paraguay,Tete Yengi,0.070970132946968,0.11056307703257,11.1,64.0,save,,open_play,right-foot,90,saved
2026-06-26,15186891,,Paraguay v Australia,Paraguay,Australia,Mauricio,0.065255232155323,0.18635165691376,15.0,48.7,save,,open_play,left-foot,90,saved
