season,competition,date,team,player,xg,x,y,situation,body_part,outcome,minute,source
2425,La Liga,2025-03-02 15:15:00,Barcelona,Marc Casadó,0.0895652323961258,89.5,52.400001525878906,From Corner,Left Foot,goal,28,understat
2425,La Liga,2025-03-02 15:15:00,Barcelona,Pedri,0.0639636218547821,86.9000015258789,31.29999923706055,Open Play,Right Foot,blocked,26,understat
2425,La Liga,2025-03-02 15:15:00,Barcelona,Pedri,0.0887775346636772,81.80000305175781,48.5,Open Play,Right Foot,saved,38,understat
2425,La Liga,2025-03-02 15:15:00,Barcelona,Pedri,0.0307677295058965,78.5999984741211,65.19999694824219,Open Play,Right Foot,post,54,understat
2425,La Liga,2025-03-02 15:15:00,Barcelona,Raphinha,0.0307857897132635,74.5,48.79999923706055,Open Play,Left Foot,blocked,43,understat
2425,La Liga,2025-03-02 15:15:00,Barcelona,Raphinha,0.0498711466789245,76.9000015258789,26.0,Direct Freekick,Left Foot,missed,49,understat
2425,La Liga,2025-03-02 15:15:00,Barcelona,Robert Lewandowski,0.101502925157547,88.69999694824219,40.5,Open Play,Right Foot,blocked,36,understat
2425,La Liga,2025-03-02 15:15:00,Barcelona,Robert Lewandowski,0.0917109698057174,87.5,41.0,Open Play,Right Foot,blocked,37,understat
2425,La Liga,2025-03-02 15:15:00,Barcelona,Robert Lewandowski,0.0377200916409492,93.09999847412108,43.0,From Corner,,saved,55,understat
2425,La Liga,2025-03-02 15:15:00,Barcelona,Robert Lewandowski,0.4008683264255523,86.9000015258789,50.20000076293945,Open Play,Right Foot,goal,60,understat
2425,La Liga,2025-03-02 15:15:00,Barcelona,Robert Lewandowski,0.1026956960558891,84.80000305175781,37.4000015258789,Open Play,Right Foot,blocked,62,understat
2425,La Liga,2025-03-02 15:15:00,Barcelona,Robert Lewandowski,0.4276860952377319,95.3000030517578,52.29999923706055,From Corner,,missed,79,understat
2425,La Liga,2025-03-02 15:15:00,Barcelona,Robert Lewandowski,0.0336383320391178,77.30000305175781,59.099998474121094,Open Play,Right Foot,missed,87,understat
2425,La Liga,2025-03-02 15:15:00,Barcelona,Ronald Araújo,0.5448049902915955,96.19999694824219,50.20000076293945,From Corner,,goal,55,understat
2425,La Liga,2025-03-02 15:15:00,Barcelona,Ronald Araújo,0.0236525125801563,72.80000305175781,38.79999923706054,Open Play,Right Foot,missed,59,understat
2425,La Liga,2025-03-16 20:00:00,Atletico Madrid,Alexander Sørloth,0.5008910894393921,90.59999847412108,50.0,Open Play,Left Foot,goal,69,understat
2425,La Liga,2025-03-16 20:00:00,Atletico Madrid,Alexander Sørloth,0.0291440449655056,78.5,62.79999923706055,Open Play,Left Foot,missed,90,understat
2425,La Liga,2025-03-16 20:00:00,Atletico Madrid,Clement Lenglet,0.0571820065379142,92.59999847412108,52.79999923706055,From Corner,,missed,67,understat
2425,La Liga,2025-03-16 20:00:00,Atletico Madrid,Giuliano Simeone,0.0308798793703317,88.4000015258789,26.200000762939453,Open Play,Right Foot,missed,1,understat
2425,La Liga,2025-03-16 20:00:00,Atletico Madrid,Julián Álvarez,0.4226571917533874,88.69999694824219,49.79999923706055,Open Play,Right Foot,goal,44,understat
2425,La Liga,2025-03-16 20:00:00,Atletico Madrid,Rodrigo de Paul,0.0173953026533126,73.19999694824219,43.79999923706055,Open Play,Right Foot,missed,9,understat
2425,La Liga,2025-03-16 20:00:00,Atletico Madrid,Samuel Lino,0.0361971780657768,78.0,34.79999923706054,From Corner,Left Foot,blocked,21,understat
2425,La Liga,2025-03-16 20:00:00,Barcelona,Ferrán Torres,0.3555070459842682,92.4000015258789,45.79999923706054,Open Play,,goal,77,understat
2425,La Liga,2025-03-16 20:00:00,Barcelona,Ferrán Torres,0.0767862498760223,81.9000015258789,45.70000076293945,Open Play,Right Foot,goal,97,understat
2425,La Liga,2025-03-16 20:00:00,Barcelona,Jules Koundé,0.0236121099442243,78.0,32.5,Open Play,Right Foot,blocked,12,understat
2425,La Liga,2025-03-16 20:00:00,Barcelona,Lamine Yamal,0.3660627901554107,87.80000305175781,38.0,Open Play,Left Foot,post,4,understat
2425,La Liga,2025-03-16 20:00:00,Barcelona,Lamine Yamal,0.0490727238357067,81.80000305175781,45.20000076293945,Open Play,Left Foot,missed,49,understat
2425,La Liga,2025-03-16 20:00:00,Barcelona,Lamine Yamal,0.027373731136322,85.5999984741211,27.79999923706054,Open Play,Left Foot,saved,75,understat
2425,La Liga,2025-03-16 20:00:00,Barcelona,Lamine Yamal,0.0240307059139013,78.69999694824219,31.399999618530273,Open Play,Left Foot,goal,91,understat
2425,La Liga,2025-03-16 20:00:00,Barcelona,Raphinha,0.0186344571411609,75.19999694824219,53.599998474121094,From Corner,Left Foot,missed,52,understat
2425,La Liga,2025-03-16 20:00:00,Barcelona,Robert Lewandowski,0.3178388476371765,90.9000015258789,57.599998474121094,Open Play,,saved,13,understat
2425,La Liga,2025-03-16 20:00:00,Barcelona,Robert Lewandowski,0.3034908473491668,89.30000305175781,61.79999923706055,Open Play,Left Foot,post,43,understat
2425,La Liga,2025-03-16 20:00:00,Barcelona,Robert Lewandowski,0.4953234195709228,95.0999984741211,49.9000015258789,Open Play,,missed,58,understat
2425,La Liga,2025-03-16 20:00:00,Barcelona,Robert Lewandowski,0.0574778094887733,86.19999694824219,52.599998474121094,Open Play,Left Foot,goal,71,understat
2425,La Liga,2025-03-16 20:00:00,Barcelona,Robert Lewandowski,0.046941477805376,81.0999984741211,52.79999923706055,Open Play,Left Foot,missed,86,understat
2425,La Liga,2025-03-27 20:00:00,Barcelona,Dani Olmo,0.1266769766807556,91.5,57.900001525878906,Open Play,Right Foot,missed,8,understat
2425,La Liga,2025-03-27 20:00:00,Barcelona,Dani Olmo,0.7432776093482971,88.5,50.0,,Right Foot,goal,20,understat
2425,La Liga,2025-03-27 20:00:00,Barcelona,Fermín López,0.1118582412600517,89.0,37.20000076293945,Open Play,Right Foot,blocked,35,understat
2425,La Liga,2025-03-27 20:00:00,Barcelona,Ferrán Torres,0.6156385540962219,96.5999984741211,52.09999847412109,Open Play,Right Foot,goal,10,understat
2425,La Liga,2025-03-27 20:00:00,Barcelona,Ferrán Torres,0.3994438350200653,94.8000030517578,43.59999847412109,Open Play,Right Foot,saved,13,understat
2425,La Liga,2025-03-27 20:00:00,Barcelona,Ferrán Torres,0.7394212484359741,96.40000152587892,46.400001525878906,Open Play,Right Foot,blocked,28,understat
2425,La Liga,2025-03-27 20:00:00,Barcelona,Ferrán Torres,0.0862984731793403,76.5,53.400001525878906,Direct Freekick,Right Foot,post,38,understat
2425,La Liga,2025-03-27 20:00:00,Barcelona,Lamine Yamal,0.0646915361285209,81.30000305175781,35.200000762939446,Open Play,Left Foot,missed,30,understat
2425,La Liga,2025-03-27 20:00:00,Barcelona,Lamine Yamal,0.0296085197478532,77.4000015258789,31.29999923706055,Open Play,Left Foot,missed,45,understat
2425,La Liga,2025-03-27 20:00:00,Barcelona,Lamine Yamal,0.0362826026976108,77.5,46.79999923706054,From Corner,Left Foot,missed,56,understat
2425,La Liga,2025-03-27 20:00:00,Barcelona,Lamine Yamal,0.0814264714717865,87.80000305175781,33.79999923706054,Open Play,Left Foot,blocked,65,understat
2425,La Liga,2025-03-27 20:00:00,Barcelona,Pablo Torre,0.0526355393230915,78.4000015258789,52.09999847412109,Open Play,Right Foot,missed,47,understat
2425,La Liga,2025-03-27 20:00:00,Barcelona,Pablo Torre,0.0415194779634475,82.69999694824219,64.80000305175781,Open Play,Left Foot,missed,78,understat
2425,La Liga,2025-03-27 20:00:00,Barcelona,Pau Victor,0.5786738991737366,93.6999969482422,55.599998474121094,Open Play,Right Foot,saved,85,understat
2425,La Liga,2025-03-27 20:00:00,Barcelona,Pau Victor,0.1045427173376083,85.5,55.599998474121094,Open Play,Left Foot,blocked,89,understat
2425,La Liga,2025-03-27 20:00:00,Barcelona,Pedri,0.041568037122488,84.5,29.799999237060547,Open Play,Left Foot,missed,45,understat
2425,La Liga,2025-03-27 20:00:00,Barcelona,Robert Lewandowski,0.1406351625919342,91.09999847412108,29.70000076293945,Open Play,Right Foot,blocked,70,understat
2425,La Liga,2025-03-27 20:00:00,Barcelona,Robert Lewandowski,0.573408842086792,91.6999969482422,55.400001525878906,Open Play,,goal,76,understat
2425,La Liga,2025-03-27 20:00:00,Barcelona,Robert Lewandowski,0.0694603323936462,81.5999984741211,39.09999847412109,Open Play,Right Foot,missed,84,understat
2425,La Liga,2025-03-27 20:00:00,Osasuna,Alejandro Catena,0.0242836028337478,98.90000152587892,60.599998474121094,From Corner,,missed,74,understat
2425,La Liga,2025-03-27 20:00:00,Osasuna,Ante Budimir,0.0512057282030582,89.9000015258789,47.200000762939446,Open Play,,missed,88,understat
2425,La Liga,2025-03-27 20:00:00,Osasuna,Jorge Herrando,0.4105397164821625,92.30000305175781,53.0,Set Piece,,missed,47,understat
2425,La Liga,2025-03-27 20:00:00,Osasuna,Moi Gómez,0.0475308969616889,94.3000030517578,66.9000015258789,Open Play,Left Foot,blocked,61,understat
2425,La Liga,2025-03-30 15:15:00,Barcelona,Eric Garcia,0.0298536922782659,77.4000015258789,47.9000015258789,Open Play,Right Foot,post,59,understat
2425,La Liga,2025-03-30 15:15:00,Barcelona,Fermín López,0.0854056403040885,89.0,54.0,Open Play,Left Foot,blocked,3,understat
2425,La Liga,2025-03-30 15:15:00,Barcelona,Fermín López,0.0289442539215087,76.5999984741211,49.5,Open Play,Right Foot,saved,6,understat
2425,La Liga,2025-03-30 15:15:00,Barcelona,Fermín López,0.0390926524996757,76.0999984741211,47.599998474121094,Open Play,Right Foot,missed,32,understat
2425,La Liga,2025-03-30 15:15:00,Barcelona,Fermín López,0.1042395532131195,81.0999984741211,48.9000015258789,Open Play,Left Foot,missed,49,understat
2425,La Liga,2025-03-30 15:15:00,Barcelona,Ferrán Torres,0.1123209372162818,85.5,54.50000000000001,Open Play,Left Foot,goal,85,understat
2425,La Liga,2025-03-30 15:15:00,Barcelona,Lamine Yamal,0.0753398761153221,86.4000015258789,60.5,Open Play,Left Foot,missed,12,understat
2425,La Liga,2025-03-30 15:15:00,Barcelona,Lamine Yamal,0.1074016839265823,95.0999984741211,35.599998474121094,Open Play,Left Foot,saved,14,understat
2425,La Liga,2025-03-30 15:15:00,Barcelona,Lamine Yamal,0.0273129604756832,84.80000305175781,25.60000038146973,Open Play,Left Foot,blocked,29,understat
2425,La Liga,2025-03-30 15:15:00,Barcelona,Lamine Yamal,0.0729270428419113,88.9000015258789,33.09999847412109,Open Play,Left Foot,blocked,40,understat
2425,La Liga,2025-03-30 15:15:00,Barcelona,Lamine Yamal,0.0653289556503295,83.9000015258789,35.79999923706055,Open Play,Left Foot,missed,46,understat
2425,La Liga,2025-03-30 15:15:00,Barcelona,Lamine Yamal,0.1001847609877586,81.19999694824219,37.79999923706054,Open Play,Left Foot,post,89,understat
2425,La Liga,2025-03-30 15:15:00,Barcelona,Lamine Yamal,0.1183213964104652,88.5999984741211,38.5,Open Play,Left Foot,blocked,94,understat
2425,La Liga,2025-03-30 15:15:00,Barcelona,Robert Lewandowski,0.3318562507629394,88.0999984741211,59.70000076293945,Open Play,Left Foot,saved,7,understat
2425,La Liga,2025-03-30 15:15:00,Barcelona,Robert Lewandowski,0.1158926114439964,89.80000305175781,55.70000076293945,Open Play,Left Foot,blocked,23,understat
2425,La Liga,2025-03-30 15:15:00,Barcelona,Robert Lewandowski,0.6503589749336243,97.0,52.70000076293946,Open Play,Left Foot,goal,60,understat
2425,La Liga,2025-03-30 15:15:00,Barcelona,Robert Lewandowski,0.0460310503840446,77.4000015258789,48.9000015258789,Open Play,Right Foot,saved,65,understat
2425,La Liga,2025-03-30 15:15:00,Barcelona,Robert Lewandowski,0.4199003279209137,90.0,60.29999923706054,Open Play,Right Foot,goal,76,understat
2425,La Liga,2025-03-30 15:15:00,Barcelona,Robert Lewandowski,0.0688319355249404,94.0,54.0,From Corner,,missed,93,understat
2425,La Liga,2025-03-30 15:15:00,Barcelona,Ronald Araújo,0.0514828190207481,95.5,57.70000076293945,From Corner,,saved,21,understat
2425,La Liga,2025-03-30 15:15:00,Barcelona,Álex Balde,0.1023007780313491,86.5999984741211,44.900001525878906,Open Play,Right Foot,saved,92,understat
2425,La Liga,2025-03-30 15:15:00,Girona,Arnaut Danjuma Groeneveld,0.3302465677261352,85.0,61.90000152587891,Open Play,Right Foot,goal,52,understat
2425,La Liga,2025-03-30 15:15:00,Girona,Ladislav Krejcí,0.0,5.0,53.200000762939446,Set Piece,,own_goal,42,understat
2425,La Liga,2025-03-30 15:15:00,Girona,Ladislav Krejcí,0.0640949681401252,92.30000305175781,41.5,From Corner,,saved,64,understat
2425,La Liga,2025-03-30 15:15:00,Girona,Viktor Tsygankov,0.0451032631099224,87.0,42.099998474121094,Open Play,Right Foot,missed,5,understat
2425,La Liga,2025-03-30 15:15:00,Girona,Yangel Herrera,0.0514026023447513,86.5,44.20000076293945,Open Play,Right Foot,blocked,44,understat
2425,La Liga,2025-04-05 19:00:00,Barcelona,Ferrán Torres,0.5684655904769897,94.8000030517578,55.099998474121094,Open Play,Left Foot,missed,28,understat
2425,La Liga,2025-04-05 19:00:00,Barcelona,Gavi,0.2841140329837799,92.09999847412108,35.599998474121094,Open Play,Right Foot,goal,6,understat
2425,La Liga,2025-04-05 19:00:00,Barcelona,Gavi,0.0386968180537223,81.0999984741211,56.79999923706055,Set Piece,Left Foot,blocked,61,understat
2425,La Liga,2025-04-05 19:00:00,Barcelona,Jules Koundé,0.076880820095539,88.80000305175781,37.59999847412109,Open Play,Left Foot,saved,54,understat
2425,La Liga,2025-04-05 19:00:00,Barcelona,Lamine Yamal,0.1008284911513328,87.5999984741211,43.29999923706055,Open Play,Left Foot,saved,37,understat
2425,La Liga,2025-04-05 19:00:00,Barcelona,Lamine Yamal,0.1266491413116455,89.80000305175781,43.79999923706055,Open Play,Left Foot,blocked,37,understat
2425,La Liga,2025-04-05 19:00:00,Barcelona,Lamine Yamal,0.0213199108839035,77.19999694824219,58.5,From Corner,Left Foot,missed,62,understat
2425,La Liga,2025-04-05 19:00:00,Barcelona,Lamine Yamal,0.0618461519479751,89.19999694824219,34.200000762939446,Open Play,Right Foot,blocked,85,understat
2425,La Liga,2025-04-05 19:00:00,Barcelona,Pedri,0.0297562573105096,79.9000015258789,36.099998474121094,Open Play,Right Foot,saved,5,understat
2425,La Liga,2025-04-05 19:00:00,Barcelona,Raphinha,0.0304698776453733,81.0,23.60000038146972,From Corner,Left Foot,missed,65,understat
2425,La Liga,2025-04-05 19:00:00,Barcelona,Raphinha,0.0220488049089908,87.9000015258789,53.0,Open Play,,missed,75,understat
2425,La Liga,2025-04-05 19:00:00,Barcelona,Raphinha,0.0647748932242393,75.0,60.79999923706054,Direct Freekick,Left Foot,saved,79,understat
2425,La Liga,2025-04-05 19:00:00,Barcelona,Robert Lewandowski,0.0425925776362419,89.0999984741211,64.19999694824219,From Corner,Right Foot,missed,34,understat
2425,La Liga,2025-04-05 19:00:00,Real Betis,Antony,0.0354370027780532,86.9000015258789,25.5,Open Play,Left Foot,missed,45,understat
2425,La Liga,2025-04-05 19:00:00,Real Betis,Juan Camilo Hernández,0.0214650072157382,77.69999694824219,69.80000305175781,Open Play,Right Foot,missed,13,understat
2425,La Liga,2025-04-05 19:00:00,Real Betis,Juan Camilo Hernández,0.0919884443283081,85.0,37.20000076293945,Open Play,Right Foot,blocked,24,understat
2425,La Liga,2025-04-05 19:00:00,Real Betis,Marc Bartra,0.0072121205739676,52.29999923706055,22.0,Open Play,Right Foot,missed,30,understat
2425,La Liga,2025-04-05 19:00:00,Real Betis,Natan,0.0790747553110122,94.40000152587892,47.200000762939446,From Corner,,goal,16,understat
2425,La Liga,2025-04-05 19:00:00,Real Betis,Natan,0.0147615494206547,71.80000305175781,62.9000015258789,Open Play,Left Foot,saved,88,understat
2425,La Liga,2025-04-12 19:00:00,Barcelona,Fermín López,0.046330489218235,91.0,38.900001525878906,Open Play,,missed,43,understat
2425,La Liga,2025-04-12 19:00:00,Barcelona,Fermín López,0.4615097045898437,91.4000015258789,47.700000762939446,Open Play,Right Foot,missed,57,understat
2425,La Liga,2025-04-12 19:00:00,Barcelona,Ferrán Torres,0.0854328051209449,93.40000152587892,64.30000305175781,Open Play,Left Foot,saved,76,understat
2425,La Liga,2025-04-12 19:00:00,Barcelona,Jules Koundé,0.0430762208998203,90.30000305175781,27.89999961853027,Open Play,Right Foot,missed,21,understat
2425,La Liga,2025-04-12 19:00:00,Barcelona,Lamine Yamal,0.0516921430826187,87.0,65.69999694824219,Open Play,Left Foot,missed,30,understat
2425,La Liga,2025-04-12 19:00:00,Barcelona,Lamine Yamal,0.0285850577056407,74.9000015258789,39.79999923706054,Open Play,Left Foot,missed,55,understat
2425,La Liga,2025-04-12 19:00:00,Barcelona,Lamine Yamal,0.061586420983076,98.0999984741211,32.09999847412109,Open Play,Left Foot,saved,68,understat
2425,La Liga,2025-04-12 19:00:00,Barcelona,Raphinha,0.0328027158975601,90.1999969482422,29.799999237060547,From Corner,Left Foot,missed,26,understat
2425,La Liga,2025-04-12 19:00:00,Barcelona,Raphinha,0.0567382387816906,90.5,53.599998474121094,Open Play,,saved,74,understat
2425,La Liga,2025-04-12 19:00:00,Barcelona,Robert Lewandowski,0.0533860474824905,77.19999694824219,72.9000015258789,Direct Freekick,Right Foot,missed,4,understat
2425,La Liga,2025-04-12 19:00:00,Barcelona,Robert Lewandowski,0.0316099189221859,94.09999847412108,62.5,From Corner,,blocked,26,understat
2425,La Liga,2025-04-12 19:00:00,Barcelona,Robert Lewandowski,0.1482972353696823,93.0,49.70000076293945,Open Play,,missed,62,understat
2425,La Liga,2025-04-12 19:00:00,Leganes,Adrià Alti,0.0846324786543846,85.4000015258789,56.599998474121094,Open Play,Right Foot,saved,11,understat
2425,La Liga,2025-04-12 19:00:00,Leganes,Diego García,0.3462545275688171,90.5,53.29999923706055,Open Play,Right Foot,missed,75,understat
2425,La Liga,2025-04-12 19:00:00,Leganes,Jorge Sáenz,0.0,9.60000038146972,44.29999923706054,Open Play,Right Foot,own_goal,47,understat
2425,La Liga,2025-04-12 19:00:00,Leganes,Munir,0.0422349274158477,79.80000305175781,50.29999923706055,Open Play,Left Foot,blocked,91,understat
2425,La Liga,2025-04-12 19:00:00,Leganes,Raba,0.0425937660038471,82.5,59.900001525878906,Open Play,Left Foot,missed,42,understat
2425,La Liga,2025-04-12 19:00:00,Leganes,Sergio González,0.0374564193189144,87.69999694824219,52.79999923706055,From Corner,,missed,61,understat
2425,La Liga,2025-04-12 19:00:00,Leganes,Yan Diomande,0.0456274300813674,86.69999694824219,68.80000305175781,Open Play,Right Foot,blocked,39,understat
2425,La Liga,2025-04-19 14:15:00,Barcelona,Dani Olmo,0.2959471642971039,89.19999694824219,58.099998474121094,Open Play,Left Foot,goal,63,understat
2425,La Liga,2025-04-19 14:15:00,Barcelona,Dani Olmo,0.3124482631683349,91.30000305175781,57.900001525878906,Open Play,Right Foot,missed,72,understat
2425,La Liga,2025-04-19 14:15:00,Barcelona,Fermín López,0.0452131479978561,77.19999694824219,51.70000076293946,Open Play,Right Foot,saved,51,understat
2425,La Liga,2025-04-19 14:15:00,Barcelona,Ferrán Torres,0.0425285138189792,80.69999694824219,39.29999923706054,Open Play,Right Foot,goal,11,understat
2425,La Liga,2025-04-19 14:15:00,Barcelona,Ferrán Torres,0.0219632852822542,74.9000015258789,39.5,Open Play,Right Foot,missed,28,understat
2425,La Liga,2025-04-19 14:15:00,Barcelona,Ferrán Torres,0.0481888726353645,80.4000015258789,52.400001525878906,Open Play,Right Foot,missed,44,understat
2425,La Liga,2025-04-19 14:15:00,Barcelona,Gavi,0.0737295299768447,91.0,44.59999847412109,From Corner,,missed,83,understat
2425,La Liga,2025-04-19 14:15:00,Barcelona,Gerard Martín,0.0333519726991653,78.80000305175781,57.29999923706055,Open Play,Left Foot,missed,56,understat
2425,La Liga,2025-04-19 14:15:00,Barcelona,Iñigo Martínez,0.050986036658287,95.8000030517578,60.79999923706054,From Corner,,missed,8,understat
2425,La Liga,2025-04-19 14:15:00,Barcelona,Raphinha,0.0469228960573673,80.19999694824219,46.700000762939446,Open Play,Left Foot,saved,26,understat
2425,La Liga,2025-04-19 14:15:00,Barcelona,Raphinha,0.0858100950717926,76.69999694824219,44.20000076293945,Direct Freekick,Left Foot,missed,38,understat
2425,La Liga,2025-04-19 14:15:00,Barcelona,Raphinha,0.0433190762996673,79.9000015258789,38.29999923706054,Open Play,Left Foot,blocked,56,understat
2425,La Liga,2025-04-19 14:15:00,Barcelona,Raphinha,0.0285499691963195,92.1999969482422,69.4000015258789,Open Play,Left Foot,missed,65,understat
2425,La Liga,2025-04-19 14:15:00,Barcelona,Raphinha,0.491421490907669,95.5,52.599998474121094,Open Play,,goal,67,understat
2425,La Liga,2025-04-19 14:15:00,Barcelona,Raphinha,0.0897518172860145,86.4000015258789,63.70000076293946,Open Play,Left Foot,blocked,68,understat
2425,La Liga,2025-04-19 14:15:00,Barcelona,Raphinha,0.7432776093482971,88.5,50.0,,Left Foot,goal,97,understat
2425,La Liga,2025-04-19 14:15:00,Barcelona,Robert Lewandowski,0.055723886936903,86.0,55.79999923706055,Open Play,Right Foot,missed,1,understat
2425,La Liga,2025-04-19 14:15:00,Barcelona,Robert Lewandowski,0.0581767857074737,86.4000015258789,33.29999923706054,Open Play,Right Foot,missed,41,understat
2425,La Liga,2025-04-19 14:15:00,Celta Vigo,Alfon,0.0936505869030952,91.6999969482422,69.69999694824219,Open Play,Right Foot,blocked,63,understat
2425,La Liga,2025-04-19 14:15:00,Celta Vigo,Borja Iglesias,0.4049184322357178,88.0999984741211,57.49999999999999,Open Play,Left Foot,goal,14,understat
2425,La Liga,2025-04-19 14:15:00,Celta Vigo,Borja Iglesias,0.4617419242858886,90.80000305175781,51.5,Open Play,Left Foot,saved,22,understat
2425,La Liga,2025-04-19 14:15:00,Celta Vigo,Borja Iglesias,0.0264081805944442,88.5,23.10000038146972,Open Play,Right Foot,saved,40,understat
2425,La Liga,2025-04-19 14:15:00,Celta Vigo,Borja Iglesias,0.0332694351673126,89.9000015258789,31.399999618530273,Open Play,Right Foot,goal,51,understat
2425,La Liga,2025-04-19 14:15:00,Celta Vigo,Borja Iglesias,0.0866282507777214,86.9000015258789,66.30000305175781,Open Play,Right Foot,saved,58,understat
2425,La Liga,2025-04-19 14:15:00,Celta Vigo,Borja Iglesias,0.3303093314170837,86.9000015258789,45.70000076293945,Open Play,Right Foot,goal,61,understat
2425,La Liga,2025-04-19 14:15:00,Celta Vigo,Iker Losada,0.4593186676502228,89.9000015258789,41.9000015258789,Open Play,Left Foot,saved,42,understat
2425,La Liga,2025-04-19 14:15:00,Celta Vigo,Ilaix Moriba,0.081593245267868,86.9000015258789,28.499999999999996,Open Play,Right Foot,saved,42,understat
2425,La Liga,2025-04-19 14:15:00,Celta Vigo,Ilaix Moriba,0.1531893461942672,87.80000305175781,45.400001525878906,Open Play,Right Foot,missed,58,understat
2425,La Liga,2025-04-19 14:15:00,Celta Vigo,Óscar Mingueza,0.4247074723243713,97.0999984741211,58.20000076293945,Open Play,,missed,89,understat
2425,La Liga,2025-04-22 19:30:00,Barcelona,Anssumane Fati,0.0388592816889286,89.9000015258789,72.80000305175781,Open Play,Right Foot,blocked,0,understat
2425,La Liga,2025-04-22 19:30:00,Barcelona,Anssumane Fati,0.0219486113637685,77.0,65.19999694824219,Open Play,Left Foot,missed,37,understat
2425,La Liga,2025-04-22 19:30:00,Barcelona,Anssumane Fati,0.0925729572772979,91.09999847412108,62.4000015258789,Open Play,Left Foot,missed,43,understat
2425,La Liga,2025-04-22 19:30:00,Barcelona,Anssumane Fati,0.033998753875494,75.9000015258789,51.70000076293946,Open Play,Right Foot,saved,49,understat
2425,La Liga,2025-04-22 19:30:00,Barcelona,Dani Olmo,0.3843507766723633,92.0,39.70000076293945,Open Play,Right Foot,saved,25,understat
2425,La Liga,2025-04-22 19:30:00,Barcelona,Dani Olmo,0.0633398965001106,88.30000305175781,35.4000015258789,Open Play,Right Foot,missed,30,understat
2425,La Liga,2025-04-22 19:30:00,Barcelona,Dani Olmo,0.0298341084271669,86.30000305175781,72.30000305175781,From Corner,Right Foot,blocked,37,understat
2425,La Liga,2025-04-22 19:30:00,Barcelona,Dani Olmo,0.0991559922695159,88.69999694824219,40.099998474121094,Open Play,Left Foot,goal,45,understat
2425,La Liga,2025-04-22 19:30:00,Barcelona,Eric Garcia,0.1327595710754394,91.6999969482422,46.700000762939446,From Corner,Right Foot,saved,84,understat
2425,La Liga,2025-04-22 19:30:00,Barcelona,Eric Garcia,0.0575868934392929,89.9000015258789,36.4000015258789,From Corner,Right Foot,blocked,85,understat
2425,La Liga,2025-04-22 19:30:00,Barcelona,Fermín López,0.0169167798012495,82.30000305175781,63.0,From Corner,Right Foot,missed,83,understat
2425,La Liga,2025-04-22 19:30:00,Barcelona,Fermín López,0.0364891663193702,76.80000305175781,58.599998474121094,Open Play,Right Foot,saved,84,understat
2425,La Liga,2025-04-22 19:30:00,Barcelona,Fermín López,0.0295311119407415,79.0999984741211,53.400001525878906,From Corner,Right Foot,missed,85,understat
2425,La Liga,2025-04-22 19:30:00,Barcelona,Fermín López,0.0746001079678535,96.3000030517578,67.80000305175781,Open Play,Left Foot,saved,91,understat
2425,La Liga,2025-04-22 19:30:00,Barcelona,Ferrán Torres,0.0674429610371589,95.0999984741211,34.79999923706054,Open Play,Right Foot,missed,7,understat
2425,La Liga,2025-04-22 19:30:00,Barcelona,Ferrán Torres,0.04559326171875,80.9000015258789,44.79999923706054,Open Play,Right Foot,saved,11,understat
2425,La Liga,2025-04-22 19:30:00,Barcelona,Ferrán Torres,0.0677407011389732,93.3000030517578,51.900001525878906,From Corner,,missed,19,understat
2425,La Liga,2025-04-22 19:30:00,Barcelona,Ferrán Torres,0.034076802432537,86.19999694824219,30.100000381469723,Open Play,Right Foot,missed,34,understat
2425,La Liga,2025-04-22 19:30:00,Barcelona,Gavi,0.0333579145371913,79.9000015258789,52.599998474121094,From Corner,Right Foot,blocked,26,understat
2425,La Liga,2025-04-22 19:30:00,Barcelona,Gavi,0.0477097444236278,81.0999984741211,56.70000076293945,Open Play,Right Foot,blocked,28,understat
2425,La Liga,2025-04-22 19:30:00,Barcelona,Gavi,0.0247831251472234,89.30000305175781,52.599998474121094,From Corner,,blocked,40,understat
2425,La Liga,2025-04-22 19:30:00,Barcelona,Hector Fort,0.0374046042561531,89.5999984741211,71.80000305175781,Open Play,Left Foot,blocked,40,understat
2425,La Liga,2025-04-22 19:30:00,Barcelona,Iñigo Martínez,0.0916349291801452,86.69999694824219,48.29999923706055,From Corner,Left Foot,blocked,37,understat
2425,La Liga,2025-04-22 19:30:00,Barcelona,Iñigo Martínez,0.0154361221939325,94.90000152587892,38.59999847412109,Set Piece,,blocked,67,understat
2425,La Liga,2025-04-22 19:30:00,Barcelona,Lamine Yamal,0.0461326353251934,80.19999694824219,36.79999923706055,Open Play,Left Foot,missed,6,understat
2425,La Liga,2025-04-22 19:30:00,Barcelona,Lamine Yamal,0.0549368448555469,80.9000015258789,44.5,Open Play,Right Foot,missed,8,understat
2425,La Liga,2025-04-22 19:30:00,Barcelona,Lamine Yamal,0.2760783731937408,92.4000015258789,31.399999618530273,Open Play,Right Foot,saved,11,understat
2425,La Liga,2025-04-22 19:30:00,Barcelona,Lamine Yamal,0.0200743414461612,81.19999694824219,25.5,From Corner,Left Foot,saved,29,understat
2425,La Liga,2025-04-22 19:30:00,Barcelona,Lamine Yamal,0.0193388797342777,77.9000015258789,30.100000381469723,Open Play,Left Foot,missed,32,understat
