league,season,game,team,player,league_id,season_id,game_id,date,shot_id,team_id,player_id,assist_player_id,assist_player,xg,location_x,location_y,minute,body_part,situation,result
ESP-La Liga,2425,2024-08-17 Valencia-Barcelona,Barcelona,Ferrán Torres,4,2024,26987,2024-08-17 19:30:00,585126,148,6441,666752,Lamine Yamal,0.29734405875205994,0.875,0.624000015258789,56,Left Foot,Open Play,Saved Shot
ESP-La Liga,2425,2024-08-17 Valencia-Barcelona,Barcelona,Iñigo Martínez,4,2024,26987,2024-08-17 19:30:00,585128,148,2484,666753,Raphinha,0.04228140041232109,0.9119999694824219,0.5,70,,From Corner,Blocked Shot
ESP-La Liga,2425,2024-08-17 Valencia-Barcelona,Barcelona,Lamine Yamal,4,2024,26987,2024-08-17 19:30:00,585109,148,11527,666755,Robert Lewandowski,0.08588103950023651,0.8519999694824218,0.4570000076293945,5,Left Foot,Open Play,Blocked Shot
ESP-La Liga,2425,2024-08-17 Valencia-Barcelona,Barcelona,Lamine Yamal,4,2024,26987,2024-08-17 19:30:00,585115,148,11527,,,0.06877048313617706,0.795,0.48700000762939455,36,Right Foot,Open Play,Missed Shot
ESP-La Liga,2425,2024-08-17 Valencia-Barcelona,Barcelona,Lamine Yamal,4,2024,26987,2024-08-17 19:30:00,585120,148,11527,666749,Álex Balde,0.026261771097779274,0.9290000152587891,0.29700000762939455,49,Right Foot,Open Play,Missed Shot
ESP-La Liga,2425,2024-08-17 Valencia-Barcelona,Barcelona,Lamine Yamal,4,2024,26987,2024-08-17 19:30:00,585122,148,11527,666753,Raphinha,0.43306466937065125,0.899000015258789,0.46099998474121096,45,Right Foot,Open Play,Saved Shot
ESP-La Liga,2425,2024-08-17 Valencia-Barcelona,Barcelona,Marc Casadó,4,2024,26987,2024-08-17 19:30:00,585118,148,11151,666749,Álex Balde,0.1116766706109047,0.894000015258789,0.5329999923706055,46,Right Foot,Open Play,Blocked Shot
ESP-La Liga,2425,2024-08-17 Valencia-Barcelona,Barcelona,Marc Casadó,4,2024,26987,2024-08-17 19:30:00,585129,148,11151,,,0.013547062873840332,0.7619999694824219,0.34200000762939453,71,Right Foot,From Corner,Blocked Shot
ESP-La Liga,2425,2024-08-17 Valencia-Barcelona,Barcelona,Marc Casadó,4,2024,26987,2024-08-17 19:30:00,585131,148,11151,666758,Gerard Martín,0.3763372600078583,0.9080000305175782,0.49,90,Left Foot,Open Play,Missed Shot
ESP-La Liga,2425,2024-08-17 Valencia-Barcelona,Barcelona,Pau Cubarsí,4,2024,26987,2024-08-17 19:30:00,585114,148,12005,666754,Ferrán Torres,0.054322801530361176,0.875,0.5279999923706055,27,,Set Piece,Missed Shot
ESP-La Liga,2425,2024-08-17 Valencia-Barcelona,Barcelona,Pedri,4,2024,26987,2024-08-17 19:30:00,585130,148,8935,666753,Raphinha,0.027929967269301414,0.7469999694824219,0.39299999237060546,84,Right Foot,Open Play,Missed Shot
ESP-La Liga,2425,2024-08-17 Valencia-Barcelona,Barcelona,Raphinha,4,2024,26987,2024-08-17 19:30:00,585113,148,8026,666752,Lamine Yamal,0.01701364479959011,0.7580000305175781,0.28299999237060547,18,Left Foot,Open Play,Saved Shot
ESP-La Liga,2425,2024-08-17 Valencia-Barcelona,Barcelona,Raphinha,4,2024,26987,2024-08-17 19:30:00,585116,148,8026,,,0.04999781772494316,0.7269999694824218,0.37900001525878907,38,Left Foot,Direct Freekick,Blocked Shot
ESP-La Liga,2425,2024-08-17 Valencia-Barcelona,Barcelona,Robert Lewandowski,4,2024,26987,2024-08-17 19:30:00,585121,148,227,666752,Lamine Yamal,0.9050849676132202,0.975,0.5159999847412109,50,Right Foot,Open Play,Goal
ESP-La Liga,2425,2024-08-17 Valencia-Barcelona,Barcelona,Robert Lewandowski,4,2024,26987,2024-08-17 19:30:00,585123,148,227,,,0.7432776093482971,0.885,0.5,48,Right Foot,,Goal
ESP-La Liga,2425,2024-08-17 Valencia-Barcelona,Barcelona,Robert Lewandowski,4,2024,26987,2024-08-17 19:30:00,585127,148,227,666750,Marc Casadó,0.12405440211296082,0.8809999847412109,0.46599998474121096,69,Left Foot,Open Play,Blocked Shot
ESP-La Liga,2425,2024-08-17 Valencia-Barcelona,Barcelona,Robert Lewandowski,4,2024,26987,2024-08-17 19:30:00,585132,148,227,666757,Pau Victor,0.11583801358938217,0.8859999847412109,0.5929999923706055,93,Left Foot,Open Play,Missed Shot
ESP-La Liga,2425,2024-08-17 Valencia-Barcelona,Barcelona,Álex Balde,4,2024,26987,2024-08-17 19:30:00,585110,148,9805,666750,Marc Casadó,0.019325271248817444,0.7230000305175781,0.2989999961853027,6,Left Foot,From Corner,Saved Shot
ESP-La Liga,2425,2024-08-17 Valencia-Barcelona,Valencia,Hugo Duro,4,2024,26987,2024-08-17 19:30:00,585111,146,6637,666735,Pepelu,0.2800687551498413,0.905,0.4809999847412109,14,,From Corner,Missed Shot
ESP-La Liga,2425,2024-08-17 Valencia-Barcelona,Valencia,Hugo Duro,4,2024,26987,2024-08-17 19:30:00,585117,146,6637,666737,Diego López,0.5927295684814453,0.960999984741211,0.47,43,,Open Play,Goal
ESP-La Liga,2425,2024-08-17 Valencia-Barcelona,Valencia,Hugo Duro,4,2024,26987,2024-08-17 19:30:00,585119,146,6637,666737,Diego López,0.5904216170310974,0.9330000305175781,0.519000015258789,47,Left Foot,Open Play,Blocked Shot
ESP-La Liga,2425,2024-08-17 Valencia-Barcelona,Valencia,Hugo Duro,4,2024,26987,2024-08-17 19:30:00,585124,146,6637,666735,Pepelu,0.054490674287080765,0.91,0.515,52,,Set Piece,Missed Shot
ESP-La Liga,2425,2024-08-17 Valencia-Barcelona,Valencia,Pepelu,4,2024,26987,2024-08-17 19:30:00,585125,146,2551,666737,Diego López,0.018632126972079277,0.764000015258789,0.6869999694824219,53,Right Foot,Open Play,Missed Shot
ESP-La Liga,2425,2024-08-17 Valencia-Barcelona,Valencia,Rafa Mir,4,2024,26987,2024-08-17 19:30:00,585112,146,2589,666738,André Almeida,0.015716101974248886,0.7559999847412109,0.295,16,Left Foot,Open Play,Blocked Shot
ESP-La Liga,2425,2024-08-24 Barcelona-Athletic Club,Athletic Club,Alex Berenguer,4,2024,26995,2024-08-24 17:00:00,586417,147,5091,668441,Iñaki Williams,0.041874345391988754,0.815,0.28899999618530275,7,Right Foot,Open Play,Blocked Shot
ESP-La Liga,2425,2024-08-24 Barcelona-Athletic Club,Athletic Club,Beñat Prados,4,2024,26995,2024-08-24 17:00:00,586428,147,9505,668440,Nico Williams,0.017652442678809166,0.7180000305175781,0.4809999847412109,48,Right Foot,Open Play,Blocked Shot
ESP-La Liga,2425,2024-08-24 Barcelona-Athletic Club,Athletic Club,Beñat Prados,4,2024,26995,2024-08-24 17:00:00,586436,147,9505,,,0.02505633980035782,0.874000015258789,0.6329999923706054,73,Right Foot,From Corner,Saved Shot
ESP-La Liga,2425,2024-08-24 Barcelona-Athletic Club,Athletic Club,Dani Vivian,4,2024,26995,2024-08-24 17:00:00,586420,147,6766,668438,Alex Berenguer,0.046812545508146286,0.9269999694824219,0.5670000076293945,17,,From Corner,Missed Shot
ESP-La Liga,2425,2024-08-24 Barcelona-Athletic Club,Athletic Club,Nico Williams,4,2024,26995,2024-08-24 17:00:00,586418,147,9211,,,0.06049249693751335,0.8669999694824219,0.7090000152587891,8,Right Foot,Open Play,Missed Shot
ESP-La Liga,2425,2024-08-24 Barcelona-Athletic Club,Athletic Club,Nico Williams,4,2024,26995,2024-08-24 17:00:00,586422,147,9211,668438,Alex Berenguer,0.05621856823563576,0.8530000305175781,0.7090000152587891,20,Right Foot,Open Play,Blocked Shot
ESP-La Liga,2425,2024-08-24 Barcelona-Athletic Club,Athletic Club,Nico Williams,4,2024,26995,2024-08-24 17:00:00,586433,147,9211,668433,Yeray Álvarez,0.05013194680213928,0.8880000305175781,0.6840000152587891,65,Right Foot,Open Play,Missed Shot
ESP-La Liga,2425,2024-08-24 Barcelona-Athletic Club,Athletic Club,Oihan Sancet,4,2024,26995,2024-08-24 17:00:00,586427,147,7779,,,0.7432776093482971,0.885,0.5,41,Right Foot,,Goal
ESP-La Liga,2425,2024-08-24 Barcelona-Athletic Club,Athletic Club,Yeray Álvarez,4,2024,26995,2024-08-24 17:00:00,586438,147,5062,668435,Yuri,0.058336291462183,0.9119999694824219,0.500999984741211,84,,Set Piece,Missed Shot
ESP-La Liga,2425,2024-08-24 Barcelona-Athletic Club,Barcelona,Ferrán Torres,4,2024,26995,2024-08-24 17:00:00,586419,148,6441,668418,Iñigo Martínez,0.01895844377577305,0.7240000152587891,0.534000015258789,10,Right Foot,Open Play,Saved Shot
ESP-La Liga,2425,2024-08-24 Barcelona-Athletic Club,Barcelona,Lamine Yamal,4,2024,26995,2024-08-24 17:00:00,586424,148,11527,,,0.017327234148979187,0.76,0.47,23,Left Foot,Set Piece,Goal
ESP-La Liga,2425,2024-08-24 Barcelona-Athletic Club,Barcelona,Lamine Yamal,4,2024,26995,2024-08-24 17:00:00,586431,148,11527,668421,Pedri,0.026636140421032906,0.795,0.3890000152587891,61,Left Foot,Set Piece,Missed Shot
ESP-La Liga,2425,2024-08-24 Barcelona-Athletic Club,Barcelona,Raphinha,4,2024,26995,2024-08-24 17:00:00,586421,148,8026,668421,Pedri,0.41309571266174316,0.8830000305175781,0.539000015258789,19,Left Foot,Open Play,Saved Shot
ESP-La Liga,2425,2024-08-24 Barcelona-Athletic Club,Barcelona,Raphinha,4,2024,26995,2024-08-24 17:00:00,586423,148,8026,668420,Álex Balde,0.02947060391306877,0.8869999694824219,0.3370000076293945,21,Left Foot,Open Play,Missed Shot
ESP-La Liga,2425,2024-08-24 Barcelona-Athletic Club,Barcelona,Raphinha,4,2024,26995,2024-08-24 17:00:00,586425,148,8026,668421,Pedri,0.03794782608747482,0.87,0.28100000381469725,27,Left Foot,From Corner,Blocked Shot
ESP-La Liga,2425,2024-08-24 Barcelona-Athletic Club,Barcelona,Raphinha,4,2024,26995,2024-08-24 17:00:00,586429,148,8026,668421,Pedri,0.101958267390728,0.8690000152587891,0.4829999923706055,48,Left Foot,Open Play,Blocked Shot
ESP-La Liga,2425,2024-08-24 Barcelona-Athletic Club,Barcelona,Robert Lewandowski,4,2024,26995,2024-08-24 17:00:00,586426,148,227,668424,Raphinha,0.5010791420936584,0.9380000305175781,0.664000015258789,36,Right Foot,Open Play,Shot On Post
ESP-La Liga,2425,2024-08-24 Barcelona-Athletic Club,Barcelona,Robert Lewandowski,4,2024,26995,2024-08-24 17:00:00,586430,148,227,668424,Raphinha,0.44880518317222595,0.924000015258789,0.4829999923706055,56,,Set Piece,Shot On Post
ESP-La Liga,2425,2024-08-24 Barcelona-Athletic Club,Barcelona,Robert Lewandowski,4,2024,26995,2024-08-24 17:00:00,586432,148,227,668424,Raphinha,0.3765912652015686,0.9159999847412109,0.47299999237060547,63,Right Foot,Open Play,Saved Shot
ESP-La Liga,2425,2024-08-24 Barcelona-Athletic Club,Barcelona,Robert Lewandowski,4,2024,26995,2024-08-24 17:00:00,586434,148,227,668421,Pedri,0.020850770175457,0.75,0.5890000152587891,68,Right Foot,Open Play,Blocked Shot
ESP-La Liga,2425,2024-08-24 Barcelona-Athletic Club,Barcelona,Robert Lewandowski,4,2024,26995,2024-08-24 17:00:00,586435,148,227,668417,Jules Koundé,0.035267315804958344,0.9890000152587891,0.595999984741211,70,,Open Play,Missed Shot
ESP-La Liga,2425,2024-08-24 Barcelona-Athletic Club,Barcelona,Robert Lewandowski,4,2024,26995,2024-08-24 17:00:00,586437,148,227,,,0.38777777552604675,0.885,0.4570000076293945,74,Left Foot,Open Play,Goal
ESP-La Liga,2425,2024-08-27 Rayo Vallecano-Barcelona,Barcelona,Dani Olmo,4,2024,27004,2024-08-27 19:30:00,587262,148,8292,669435,Marc Bernal,0.0110369473695755,0.7019999694824218,0.44,57,Right Foot,Open Play,Shot On Post
ESP-La Liga,2425,2024-08-27 Rayo Vallecano-Barcelona,Barcelona,Dani Olmo,4,2024,27004,2024-08-27 19:30:00,587266,148,8292,,,0.014485727995634079,0.7759999847412109,0.29600000381469727,78,Right Foot,Open Play,Blocked Shot
ESP-La Liga,2425,2024-08-27 Rayo Vallecano-Barcelona,Barcelona,Dani Olmo,4,2024,27004,2024-08-27 19:30:00,587269,148,8292,669436,Lamine Yamal,0.0872543454170227,0.8980000305175782,0.37,81,Left Foot,Open Play,Goal
ESP-La Liga,2425,2024-08-27 Rayo Vallecano-Barcelona,Barcelona,Ferrán Torres,4,2024,27004,2024-08-27 19:30:00,587251,148,6441,,,0.06676055490970612,0.8959999847412109,0.38799999237060545,22,Right Foot,Open Play,Missed Shot
ESP-La Liga,2425,2024-08-27 Rayo Vallecano-Barcelona,Barcelona,Ferrán Torres,4,2024,27004,2024-08-27 19:30:00,587253,148,6441,669436,Lamine Yamal,0.030840402469038963,0.735999984741211,0.5159999847412109,35,Right Foot,From Corner,Blocked Shot
ESP-La Liga,2425,2024-08-27 Rayo Vallecano-Barcelona,Barcelona,Iñigo Martínez,4,2024,27004,2024-08-27 19:30:00,587250,148,2484,669436,Lamine Yamal,0.06704474240541458,0.914000015258789,0.4379999923706055,18,Left Foot,From Corner,Saved Shot
ESP-La Liga,2425,2024-08-27 Rayo Vallecano-Barcelona,Barcelona,Jules Koundé,4,2024,27004,2024-08-27 19:30:00,587249,148,6433,669437,Raphinha,0.027058709412813187,0.815,0.31,18,Right Foot,Open Play,Missed Shot
ESP-La Liga,2425,2024-08-27 Rayo Vallecano-Barcelona,Barcelona,Jules Koundé,4,2024,27004,2024-08-27 19:30:00,587258,148,6433,669436,Lamine Yamal,0.059053607285022736,0.9409999847412109,0.32799999237060545,47,Right Foot,Open Play,Blocked Shot
ESP-La Liga,2425,2024-08-27 Rayo Vallecano-Barcelona,Barcelona,Lamine Yamal,4,2024,27004,2024-08-27 19:30:00,587248,148,11527,669434,Pedri,0.09625722467899323,0.8680000305175781,0.4129999923706055,10,Left Foot,Open Play,Blocked Shot
ESP-La Liga,2425,2024-08-27 Rayo Vallecano-Barcelona,Barcelona,Lamine Yamal,4,2024,27004,2024-08-27 19:30:00,587255,148,11527,669432,Iñigo Martínez,0.024062003940343857,0.8040000152587891,0.32299999237060545,36,Left Foot,Open Play,Saved Shot
ESP-La Liga,2425,2024-08-27 Rayo Vallecano-Barcelona,Barcelona,Lamine Yamal,4,2024,27004,2024-08-27 19:30:00,587263,148,11527,669442,Dani Olmo,0.0316043384373188,0.8680000305175781,0.29100000381469726,58,Left Foot,Open Play,Blocked Shot
ESP-La Liga,2425,2024-08-27 Rayo Vallecano-Barcelona,Barcelona,Lamine Yamal,4,2024,27004,2024-08-27 19:30:00,587267,148,11527,669434,Pedri,0.043355464935302734,0.7909999847412109,0.47900001525878905,79,Left Foot,From Corner,Blocked Shot
ESP-La Liga,2425,2024-08-27 Rayo Vallecano-Barcelona,Barcelona,Lamine Yamal,4,2024,27004,2024-08-27 19:30:00,587271,148,11527,669430,Jules Koundé,0.042492035776376724,0.8030000305175782,0.34900001525878904,93,Left Foot,Open Play,Blocked Shot
ESP-La Liga,2425,2024-08-27 Rayo Vallecano-Barcelona,Barcelona,Marc Bernal,4,2024,27004,2024-08-27 19:30:00,587261,148,12820,669433,Gerard Martín,0.03272083401679993,0.8019999694824219,0.655,56,Left Foot,Open Play,Blocked Shot
ESP-La Liga,2425,2024-08-27 Rayo Vallecano-Barcelona,Barcelona,Marc Bernal,4,2024,27004,2024-08-27 19:30:00,587270,148,12820,,,0.023342642933130264,0.7430000305175781,0.39799999237060546,92,Left Foot,Open Play,Saved Shot
ESP-La Liga,2425,2024-08-27 Rayo Vallecano-Barcelona,Barcelona,Pau Cubarsí,4,2024,27004,2024-08-27 19:30:00,587268,148,12005,669437,Raphinha,0.01661728322505951,0.960999984741211,0.605999984741211,80,,From Corner,Blocked Shot
ESP-La Liga,2425,2024-08-27 Rayo Vallecano-Barcelona,Barcelona,Pedri,4,2024,27004,2024-08-27 19:30:00,587254,148,8935,,,0.01467279065400362,0.7190000152587891,0.5059999847412109,35,Right Foot,Open Play,Blocked Shot
ESP-La Liga,2425,2024-08-27 Rayo Vallecano-Barcelona,Barcelona,Pedri,4,2024,27004,2024-08-27 19:30:00,587264,148,8935,669437,Raphinha,0.1384546011686325,0.8969999694824219,0.5609999847412109,59,Left Foot,Open Play,Goal
ESP-La Liga,2425,2024-08-27 Rayo Vallecano-Barcelona,Barcelona,Raphinha,4,2024,27004,2024-08-27 19:30:00,587257,148,8026,669430,Jules Koundé,0.03413026034832001,0.9340000152587891,0.6630000305175782,46,Left Foot,Open Play,Blocked Shot
ESP-La Liga,2425,2024-08-27 Rayo Vallecano-Barcelona,Barcelona,Raphinha,4,2024,27004,2024-08-27 19:30:00,587259,148,8026,,,0.06558649241924286,0.740999984741211,0.5379999923706055,52,Left Foot,Direct Freekick,Missed Shot
ESP-La Liga,2425,2024-08-27 Rayo Vallecano-Barcelona,Barcelona,Raphinha,4,2024,27004,2024-08-27 19:30:00,587272,148,8026,669442,Dani Olmo,0.535180926322937,0.9390000152587891,0.5029999923706054,94,,Open Play,Missed Shot
ESP-La Liga,2425,2024-08-27 Rayo Vallecano-Barcelona,Barcelona,Robert Lewandowski,4,2024,27004,2024-08-27 19:30:00,587260,148,227,669434,Pedri,0.05670498311519623,0.84,0.6780000305175782,53,Right Foot,Open Play,Missed Shot
ESP-La Liga,2425,2024-08-27 Rayo Vallecano-Barcelona,Rayo Vallecano,Adrián Embarba,4,2024,27004,2024-08-27 19:30:00,587265,145,2166,,,0.024968590587377548,0.865,0.24299999237060546,78,Left Foot,Open Play,Saved Shot
ESP-La Liga,2425,2024-08-27 Rayo Vallecano-Barcelona,Rayo Vallecano,Adrián Embarba,4,2024,27004,2024-08-27 19:30:00,587274,145,2166,,,0.052189815789461136,0.875,0.34200000762939453,100,Left Foot,Open Play,Blocked Shot
ESP-La Liga,2425,2024-08-27 Rayo Vallecano-Barcelona,Rayo Vallecano,Alfonso Espino,4,2024,27004,2024-08-27 19:30:00,587256,145,8733,669422,Sergio Camello,0.05026577413082123,0.8540000152587891,0.7080000305175781,42,Left Foot,Open Play,Saved Shot
ESP-La Liga,2425,2024-08-27 Rayo Vallecano-Barcelona,Rayo Vallecano,Gerard Gumbau,4,2024,27004,2024-08-27 19:30:00,587273,145,2609,669428,Adrián Embarba,0.04844489321112633,0.894000015258789,0.6940000152587891,97,Left Foot,Open Play,Missed Shot
ESP-La Liga,2425,2024-08-27 Rayo Vallecano-Barcelona,Rayo Vallecano,Isi Palazón,4,2024,27004,2024-08-27 19:30:00,587246,145,9812,669422,Sergio Camello,0.04769270867109299,0.784000015258789,0.6220000076293946,7,Left Foot,Open Play,Missed Shot
ESP-La Liga,2425,2024-08-27 Rayo Vallecano-Barcelona,Rayo Vallecano,Unai López,4,2024,27004,2024-08-27 19:30:00,587247,145,4091,669418,Jorge De Frutos,0.11326628923416138,0.9069999694824219,0.3970000076293945,8,Right Foot,Open Play,Goal
ESP-La Liga,2425,2024-08-27 Rayo Vallecano-Barcelona,Rayo Vallecano,Álvaro García,4,2024,27004,2024-08-27 19:30:00,587245,145,7071,669422,Sergio Camello,0.047194186598062515,0.8430000305175781,0.38799999237060545,6,Right Foot,From Corner,Saved Shot
ESP-La Liga,2425,2024-08-27 Rayo Vallecano-Barcelona,Rayo Vallecano,Álvaro García,4,2024,27004,2024-08-27 19:30:00,587252,145,7071,,,0.008451085537672043,0.6559999847412109,0.914000015258789,32,Left Foot,Open Play,Missed Shot
ESP-La Liga,2425,2024-08-31 Barcelona-Real Valladolid,Barcelona,Dani Olmo,4,2024,27012,2024-08-31 15:00:00,589308,148,8292,671915,Robert Lewandowski,0.34611189365386963,0.960999984741211,0.38,3,Right Foot,Open Play,Shot On Post
ESP-La Liga,2425,2024-08-31 Barcelona-Real Valladolid,Barcelona,Dani Olmo,4,2024,27012,2024-08-31 15:00:00,589318,148,8292,671912,Pedri,0.02193465083837509,0.725999984741211,0.36400001525878906,38,Right Foot,Open Play,Saved Shot
ESP-La Liga,2425,2024-08-31 Barcelona-Real Valladolid,Barcelona,Dani Olmo,4,2024,27012,2024-08-31 15:00:00,589319,148,8292,671915,Robert Lewandowski,0.12392028421163559,0.8530000305175781,0.515,40,Right Foot,Open Play,Shot On Post
ESP-La Liga,2425,2024-08-31 Barcelona-Real Valladolid,Barcelona,Dani Olmo,4,2024,27012,2024-08-31 15:00:00,589323,148,8292,671915,Robert Lewandowski,0.1315528154373169,0.914000015258789,0.6179999923706054,49,Left Foot,Open Play,Blocked Shot
ESP-La Liga,2425,2024-08-31 Barcelona-Real Valladolid,Barcelona,Dani Olmo,4,2024,27012,2024-08-31 15:00:00,589325,148,8292,671912,Pedri,0.025155790150165558,0.8180000305175781,0.735,54,Right Foot,Open Play,Missed Shot
ESP-La Liga,2425,2024-08-31 Barcelona-Real Valladolid,Barcelona,Dani Olmo,4,2024,27012,2024-08-31 15:00:00,589331,148,8292,671917,Ferrán Torres,0.4376397430896759,0.9419999694824219,0.6170000076293946,81,Right Foot,Open Play,Goal
ESP-La Liga,2425,2024-08-31 Barcelona-Real Valladolid,Barcelona,Fermín López,4,2024,27012,2024-08-31 15:00:00,589333,148,11822,671916,Raphinha,0.02168097533285618,0.8040000152587891,0.77,91,Right Foot,From Corner,Missed Shot
ESP-La Liga,2425,2024-08-31 Barcelona-Real Valladolid,Barcelona,Ferrán Torres,4,2024,27012,2024-08-31 15:00:00,589332,148,6441,671916,Raphinha,0.4119284749031067,0.914000015258789,0.5479999923706055,84,Right Foot,Open Play,Goal
ESP-La Liga,2425,2024-08-31 Barcelona-Real Valladolid,Barcelona,Iñigo Martínez,4,2024,27012,2024-08-31 15:00:00,589312,148,2484,,,0.05855296924710274,0.905,0.565,15,Left Foot,Set Piece,Blocked Shot
ESP-La Liga,2425,2024-08-31 Barcelona-Real Valladolid,Barcelona,Jules Koundé,4,2024,27012,2024-08-31 15:00:00,589322,148,6433,,,0.09579724818468094,0.9059999847412109,0.4859999847412109,46,Right Foot,From Corner,Goal
ESP-La Liga,2425,2024-08-31 Barcelona-Real Valladolid,Barcelona,Pau Cubarsí,4,2024,27012,2024-08-31 15:00:00,589321,148,12005,671916,Raphinha,0.06342632323503494,0.9209999847412109,0.4879999923706055,46,,From Corner,Missed Shot
ESP-La Liga,2425,2024-08-31 Barcelona-Real Valladolid,Barcelona,Raphinha,4,2024,27012,2024-08-31 15:00:00,589309,148,8026,,,0.1175016239285469,0.9,0.5579999923706055,3,Left Foot,Open Play,Blocked Shot
ESP-La Liga,2425,2024-08-31 Barcelona-Real Valladolid,Barcelona,Raphinha,4,2024,27012,2024-08-31 15:00:00,589310,148,8026,671914,Lamine Yamal,0.026790542528033257,0.7619999694824219,0.5279999923706055,9,Left Foot,Open Play,Saved Shot
ESP-La Liga,2425,2024-08-31 Barcelona-Real Valladolid,Barcelona,Raphinha,4,2024,27012,2024-08-31 15:00:00,589314,148,8026,671909,Pau Cubarsí,0.30838659405708313,0.9119999694824219,0.43099998474121093,19,Left Foot,Open Play,Goal
ESP-La Liga,2425,2024-08-31 Barcelona-Real Valladolid,Barcelona,Raphinha,4,2024,27012,2024-08-31 15:00:00,589324,148,8026,671911,Dani Olmo,0.4759334921836853,0.9080000305175782,0.610999984741211,54,Left Foot,Open Play,Saved Shot
ESP-La Liga,2425,2024-08-31 Barcelona-Real Valladolid,Barcelona,Raphinha,4,2024,27012,2024-08-31 15:00:00,589327,148,8026,671915,Robert Lewandowski,0.6885185241699219,0.9680000305175781,0.5379999923706055,63,Left Foot,Open Play,Goal
ESP-La Liga,2425,2024-08-31 Barcelona-Real Valladolid,Barcelona,Raphinha,4,2024,27012,2024-08-31 15:00:00,589328,148,8026,671914,Lamine Yamal,0.6527318358421326,0.909000015258789,0.534000015258789,71,Left Foot,Open Play,Goal
ESP-La Liga,2425,2024-08-31 Barcelona-Real Valladolid,Barcelona,Robert Lewandowski,4,2024,27012,2024-08-31 15:00:00,589307,148,227,,,0.08294057846069336,0.97,0.6029999923706054,3,Left Foot,Open Play,Missed Shot
ESP-La Liga,2425,2024-08-31 Barcelona-Real Valladolid,Barcelona,Robert Lewandowski,4,2024,27012,2024-08-31 15:00:00,589311,148,227,671912,Pedri,0.056379370391368866,0.8159999847412109,0.534000015258789,13,Right Foot,Open Play,Saved Shot
ESP-La Liga,2425,2024-08-31 Barcelona-Real Valladolid,Barcelona,Robert Lewandowski,4,2024,27012,2024-08-31 15:00:00,589313,148,227,,,0.1193411648273468,0.9480000305175781,0.524000015258789,16,,Set Piece,Blocked Shot
ESP-La Liga,2425,2024-08-31 Barcelona-Real Valladolid,Barcelona,Robert Lewandowski,4,2024,27012,2024-08-31 15:00:00,589315,148,227,671914,Lamine Yamal,0.35723018646240234,0.8690000152587891,0.575999984741211,23,Left Foot,Open Play,Goal
ESP-La Liga,2425,2024-08-31 Barcelona-Real Valladolid,Barcelona,Robert Lewandowski,4,2024,27012,2024-08-31 15:00:00,589320,148,227,,,0.13990911841392517,0.8030000305175782,0.49,45,Right Foot,Direct Freekick,Blocked Shot
ESP-La Liga,2425,2024-08-31 Barcelona-Real Valladolid,Barcelona,Robert Lewandowski,4,2024,27012,2024-08-31 15:00:00,589326,148,227,671914,Lamine Yamal,0.25260311365127563,0.9390000152587891,0.33299999237060546,56,Right Foot,Open Play,Shot On Post
ESP-La Liga,2425,2024-08-31 Barcelona-Real Valladolid,Real Valladolid,Kike Pérez,4,2024,27012,2024-08-31 15:00:00,589316,231,8470,671931,Raul Moro,0.09897845983505249,0.870999984741211,0.45799999237060546,25,Right Foot,Open Play,Missed Shot
ESP-La Liga,2425,2024-08-31 Barcelona-Real Valladolid,Real Valladolid,Raul Moro,4,2024,27012,2024-08-31 15:00:00,589317,231,8584,671928,Iván Sánchez,0.2911761701107025,0.95,0.6459999847412109,36,Right Foot,Open Play,Saved Shot
ESP-La Liga,2425,2024-08-31 Barcelona-Real Valladolid,Real Valladolid,Raul Moro,4,2024,27012,2024-08-31 15:00:00,589329,231,8584,,,0.013149705715477467,0.7559999847412109,0.745,78,Right Foot,Open Play,Blocked Shot
ESP-La Liga,2425,2024-08-31 Barcelona-Real Valladolid,Real Valladolid,Raul Moro,4,2024,27012,2024-08-31 15:00:00,589330,231,8584,,,0.019188236445188522,0.7869999694824219,0.6559999847412109,78,Right Foot,Open Play,Missed Shot
ESP-La Liga,2425,2024-09-15 Girona-Barcelona,Barcelona,Dani Olmo,4,2024,27028,2024-09-15 14:15:00,591478,148,8292,674504,Jules Koundé,0.12356333434581757,0.965,0.2979999923706055,46,Right Foot,Open Play,Goal
ESP-La Liga,2425,2024-09-15 Girona-Barcelona,Barcelona,Hector Fort,4,2024,27028,2024-09-15 14:15:00,591486,148,12171,,,0.018002783879637718,0.725,0.385,65,Right Foot,Open Play,Missed Shot
ESP-La Liga,2425,2024-09-15 Girona-Barcelona,Barcelona,Iñigo Martínez,4,2024,27028,2024-09-15 14:15:00,591466,148,2484,,,0.035117484629154205,0.8059999847412109,0.555,11,Left Foot,From Corner,Blocked Shot
ESP-La Liga,2425,2024-09-15 Girona-Barcelona,Barcelona,Jules Koundé,4,2024,27028,2024-09-15 14:15:00,591470,148,6433,674511,Dani Olmo,0.027551651000976562,0.8880000305175781,0.27399999618530274,25,Right Foot,Open Play,Missed Shot
ESP-La Liga,2425,2024-09-15 Girona-Barcelona,Barcelona,Lamine Yamal,4,2024,27028,2024-09-15 14:15:00,591465,148,11527,674508,Pedri,0.07239185273647308,0.8680000305175781,0.3770000076293945,5,Left Foot,Open Play,Saved Shot
