season,date,match_id,stage,round,match,team,opponent,player,xg,xgot,x,y,shot_type,goal_type,situation,body_part,minute
2526,2026-04-08,15632085,knockout,Quarterfinals,FC Barcelona v Atlético Madrid,FC Barcelona,Atlético Madrid,João Cancelo,0.036165747791529,0.058724515140057,11.7,29.6,save,,assisted,right-foot,10
2526,2026-04-08,15632085,knockout,Quarterfinals,FC Barcelona v Atlético Madrid,Atlético Madrid,FC Barcelona,Ademola Lookman,0.023007811978459,0.0,7.4,30.3,block,,assisted,right-foot,7
2526,2026-04-08,15632085,knockout,Quarterfinals,FC Barcelona v Atlético Madrid,Atlético Madrid,FC Barcelona,Julián Alvarez,0.15925568342209,0.24627438187599,8.8,60.9,save,,regular,left-foot,5
2526,2026-04-08,15632085,knockout,Quarterfinals,FC Barcelona v Atlético Madrid,FC Barcelona,Atlético Madrid,Marcus Rashford,0.1269950568676,0.18957705795765,13.1,41.5,save,,assisted,right-foot,4
2526,2026-04-08,15632085,knockout,Quarterfinals,FC Barcelona v Atlético Madrid,FC Barcelona,Atlético Madrid,Marcus Rashford,0.035189356654882,0.017822101712227,18.1,32.2,save,,assisted,right-foot,2
2526,2026-04-14,15632089,knockout,Quarterfinals,Atlético Madrid v FC Barcelona,FC Barcelona,Atlético Madrid,Ronald Araújo,0.13550217449665,0.0,4.5,43.3,miss,,assisted,head,90
2526,2026-04-14,15632089,knockout,Quarterfinals,Atlético Madrid v FC Barcelona,FC Barcelona,Atlético Madrid,Roony Bardghji,0.022076923400164,0.0,21.8,66.7,block,,assisted,left-foot,90
2526,2026-04-14,15632089,knockout,Quarterfinals,Atlético Madrid v FC Barcelona,FC Barcelona,Atlético Madrid,Robert Lewandowski,0.048192251473665,0.099732987582684,10.8,54.0,save,,assisted,head,90
2526,2026-04-14,15632089,knockout,Quarterfinals,Atlético Madrid v FC Barcelona,Atlético Madrid,FC Barcelona,Nahuel Molina,0.074286818504333,0.094127111136913,20.1,66.7,save,,fast-break,right-foot,88
2526,2026-04-14,15632089,knockout,Quarterfinals,Atlético Madrid v FC Barcelona,Atlético Madrid,FC Barcelona,Nicolás González,0.090660557150841,0.0,12.0,52.9,miss,,assisted,left-foot,86
2526,2026-04-14,15632089,knockout,Quarterfinals,Atlético Madrid v FC Barcelona,Atlético Madrid,FC Barcelona,Julián Alvarez,0.053943682461977,0.47199097275734,24.3,64.5,save,,free-kick,right-foot,81
2526,2026-04-14,15632089,knockout,Quarterfinals,Atlético Madrid v FC Barcelona,Atlético Madrid,FC Barcelona,Robin Le Normand,0.052642017602921,0.0,9.5,54.7,miss,,set-piece,head,75
2526,2026-04-14,15632089,knockout,Quarterfinals,Atlético Madrid v FC Barcelona,Atlético Madrid,FC Barcelona,Marcos Llorente,0.036682385951281,0.014744475483894,22.8,52.2,save,,throw-in-set-piece,right-foot,74
2526,2026-04-14,15632089,knockout,Quarterfinals,Atlético Madrid v FC Barcelona,Atlético Madrid,FC Barcelona,Robin Le Normand,0.41351935267448,0.39605614542961,7.0,47.9,save,,throw-in-set-piece,right-foot,74
2526,2026-04-14,15632089,knockout,Quarterfinals,Atlético Madrid v FC Barcelona,Atlético Madrid,FC Barcelona,Marcos Llorente,0.032779987901449,0.0,4.4,70.3,miss,,assisted,right-foot,68
2526,2026-04-14,15632089,knockout,Quarterfinals,Atlético Madrid v FC Barcelona,Atlético Madrid,FC Barcelona,Alex Baena,0.024751743301749,0.0,23.9,55.8,miss,,throw-in-set-piece,right-foot,68
2526,2026-04-14,15632089,knockout,Quarterfinals,Atlético Madrid v FC Barcelona,FC Barcelona,Atlético Madrid,Dani Olmo,0.072568014264107,0.0,13.1,60.7,miss,,regular,left-foot,65
2526,2026-04-14,15632089,knockout,Quarterfinals,Atlético Madrid v FC Barcelona,FC Barcelona,Atlético Madrid,Dani Olmo,0.027867710217834,0.0,27.7,51.7,block,,assisted,right-foot,62
2526,2026-04-14,15632089,knockout,Quarterfinals,Atlético Madrid v FC Barcelona,FC Barcelona,Atlético Madrid,Gavi,0.15403002500534,0.0,12.2,53.0,block,,assisted,right-foot,55
2526,2026-04-14,15632089,knockout,Quarterfinals,Atlético Madrid v FC Barcelona,FC Barcelona,Atlético Madrid,Ferran Torres,0.16993153095245,0.29927137494087,5.3,56.5,save,,assisted,right-foot,55
2526,2026-04-14,15632089,knockout,Quarterfinals,Atlético Madrid v FC Barcelona,Atlético Madrid,FC Barcelona,Ademola Lookman,0.040063675493002,0.0,22.4,32.7,miss,,fast-break,right-foot,53
2526,2026-04-14,15632089,knockout,Quarterfinals,Atlético Madrid v FC Barcelona,FC Barcelona,Atlético Madrid,Lamine Yamal,0.028760932385921,0.0,20.5,66.6,block,,assisted,left-foot,47
2526,2026-04-14,15632089,knockout,Quarterfinals,Atlético Madrid v FC Barcelona,FC Barcelona,Atlético Madrid,Ferran Torres,0.062533058226109,0.0,26.1,44.4,miss,,free-kick,right-foot,45
2526,2026-04-14,15632089,knockout,Quarterfinals,Atlético Madrid v FC Barcelona,Atlético Madrid,FC Barcelona,Ademola Lookman,0.032814741134644,0.0,14.7,36.1,block,,regular,right-foot,45
2526,2026-04-14,15632089,knockout,Quarterfinals,Atlético Madrid v FC Barcelona,FC Barcelona,Atlético Madrid,Ferran Torres,0.15421992540359,0.18771709501743,12.1,58.0,save,,assisted,right-foot,41
2526,2026-04-14,15632089,knockout,Quarterfinals,Atlético Madrid v FC Barcelona,Atlético Madrid,FC Barcelona,Antoine Griezmann,0.031099371612072,0.0,20.9,34.8,block,,fast-break,left-foot,38
2526,2026-04-14,15632089,knockout,Quarterfinals,Atlético Madrid v FC Barcelona,Atlético Madrid,FC Barcelona,Ademola Lookman,0.61990946531296,0.81195002794266,9.3,47.6,goal,regular,assisted,right-foot,31
2526,2026-04-14,15632089,knockout,Quarterfinals,Atlético Madrid v FC Barcelona,FC Barcelona,Atlético Madrid,Fermín López,0.16270826756954,0.36256256699562,9.1,42.6,save,,assisted,head,25
2526,2026-04-14,15632089,knockout,Quarterfinals,Atlético Madrid v FC Barcelona,FC Barcelona,Atlético Madrid,Ferran Torres,0.40865558385849,0.83942037820816,8.9,38.5,goal,regular,assisted,left-foot,24
2526,2026-04-14,15632089,knockout,Quarterfinals,Atlético Madrid v FC Barcelona,Atlético Madrid,FC Barcelona,Antoine Griezmann,0.12421081215143,0.0,4.0,41.8,block,,assisted,left-foot,22
2526,2026-04-14,15632089,knockout,Quarterfinals,Atlético Madrid v FC Barcelona,Atlético Madrid,FC Barcelona,Koke,0.0080581717193127,0.0,21.5,32.4,block,,regular,right-foot,10
2526,2026-04-14,15632089,knockout,Quarterfinals,Atlético Madrid v FC Barcelona,FC Barcelona,Atlético Madrid,Dani Olmo,0.21264047920704,0.3540373146534,17.6,51.1,save,,assisted,right-foot,9
2526,2026-04-14,15632089,knockout,Quarterfinals,Atlético Madrid v FC Barcelona,Atlético Madrid,FC Barcelona,Ademola Lookman,0.13904802501202,0.0,6.9,34.8,miss,,throw-in-set-piece,left-foot,8
2526,2026-04-14,15632089,knockout,Quarterfinals,Atlético Madrid v FC Barcelona,FC Barcelona,Atlético Madrid,Lamine Yamal,0.49436658620834,0.49530538916588,18.2,48.6,goal,regular,assisted,left-foot,4
2526,2026-04-14,15632089,knockout,Quarterfinals,Atlético Madrid v FC Barcelona,FC Barcelona,Atlético Madrid,Lamine Yamal,0.062403827905655,0.38594019412994,15.4,53.0,save,,assisted,left-foot,1
