season,date,match_id,stage,round,match,team,opponent,player,xg,xgot,x,y,shot_type,goal_type,situation,body_part,minute
2425,2024-09-19,12764362,league_phase,,AS Monaco v FC Barcelona,FC Barcelona,AS Monaco,Raphinha,0.046057339757681,0.0,21.5,70.9,miss,,free-kick,left-foot,90
2425,2024-09-19,12764362,league_phase,,AS Monaco v FC Barcelona,AS Monaco,FC Barcelona,Folarin Balogun,0.026167770847678,0.0,13.5,57.7,block,,set-piece,right-foot,90
2425,2024-09-19,12764362,league_phase,,AS Monaco v FC Barcelona,AS Monaco,FC Barcelona,Folarin Balogun,0.05196787789464,0.55742597579956,7.1,31.9,save,,assisted,left-foot,81
2425,2024-09-19,12764362,league_phase,,AS Monaco v FC Barcelona,AS Monaco,FC Barcelona,George Ilenikhena,0.056940156966448,0.0,19.7,53.4,miss,,assisted,left-foot,80
2425,2024-09-19,12764362,league_phase,,AS Monaco v FC Barcelona,AS Monaco,FC Barcelona,George Ilenikhena,0.3860938847065,0.15500465035439,12.5,39.7,goal,regular,fast-break,left-foot,71
2425,2024-09-19,12764362,league_phase,,AS Monaco v FC Barcelona,AS Monaco,FC Barcelona,Takumi Minamino,0.046178817749023,0.0,13.4,39.5,block,,corner,left-foot,65
2425,2024-09-19,12764362,league_phase,,AS Monaco v FC Barcelona,AS Monaco,FC Barcelona,Thilo Kehrer,0.071167230606079,0.0,6.9,56.9,block,,corner,right-foot,65
2425,2024-09-19,12764362,league_phase,,AS Monaco v FC Barcelona,FC Barcelona,AS Monaco,Lamine Yamal,0.16671647131443,0.0,11.6,41.8,miss,,assisted,left-foot,62
2425,2024-09-19,12764362,league_phase,,AS Monaco v FC Barcelona,AS Monaco,FC Barcelona,Vanderson,0.014598195441067,0.094343490898609,26.1,37.1,save,,assisted,right-foot,57
2425,2024-09-19,12764362,league_phase,,AS Monaco v FC Barcelona,AS Monaco,FC Barcelona,Wilfried Singo,0.034641943871975,0.0,15.0,72.7,block,,regular,right-foot,47
2425,2024-09-19,12764362,league_phase,,AS Monaco v FC Barcelona,AS Monaco,FC Barcelona,Mohammed Salisu,0.050132252275944,0.30168578028679,8.9,47.3,save,,corner,head,45
2425,2024-09-19,12764362,league_phase,,AS Monaco v FC Barcelona,AS Monaco,FC Barcelona,Takumi Minamino,0.067601129412651,0.0,14.1,44.1,block,,assisted,right-foot,45
2425,2024-09-19,12764362,league_phase,,AS Monaco v FC Barcelona,AS Monaco,FC Barcelona,Eliesse Ben Seghir,0.019059238955379,0.0,11.5,22.4,miss,,assisted,right-foot,41
2425,2024-09-19,12764362,league_phase,,AS Monaco v FC Barcelona,AS Monaco,FC Barcelona,Takumi Minamino,0.022807454690337,0.0,9.2,74.1,miss,,assisted,right-foot,38
2425,2024-09-19,12764362,league_phase,,AS Monaco v FC Barcelona,FC Barcelona,AS Monaco,Alejandro Balde,0.16388460993767,0.0,11.8,46.7,miss,,assisted,right-foot,31
2425,2024-09-19,12764362,league_phase,,AS Monaco v FC Barcelona,FC Barcelona,AS Monaco,Lamine Yamal,0.0308987647295,0.2597339451313,18.8,61.5,goal,regular,assisted,left-foot,28
2425,2024-09-19,12764362,league_phase,,AS Monaco v FC Barcelona,AS Monaco,FC Barcelona,Breel Embolo,0.07922238856554,0.052738279104233,9.7,53.8,save,,assisted,left-foot,27
2425,2024-09-19,12764362,league_phase,,AS Monaco v FC Barcelona,AS Monaco,FC Barcelona,Lamine Camara,0.023773171007633,0.0,26.8,53.3,miss,,assisted,right-foot,21
2425,2024-09-19,12764362,league_phase,,AS Monaco v FC Barcelona,AS Monaco,FC Barcelona,Maghnes Akliouche,0.086313061416149,0.61886155605316,13.9,60.7,goal,regular,assisted,left-foot,16
2425,2024-09-19,12764362,league_phase,,AS Monaco v FC Barcelona,AS Monaco,FC Barcelona,Breel Embolo,0.14325051009655,0.16749960184097,8.3,53.4,save,,regular,left-foot,14
2425,2024-09-19,12764362,league_phase,,AS Monaco v FC Barcelona,AS Monaco,FC Barcelona,Lamine Camara,0.097176499664783,0.0,20.6,41.0,block,,free-kick,right-foot,12
2425,2024-09-19,12764362,league_phase,,AS Monaco v FC Barcelona,AS Monaco,FC Barcelona,Eliesse Ben Seghir,0.044507514685392,0.14945414662361,13.5,29.3,save,,fast-break,right-foot,7
2425,2024-10-01,12764029,league_phase,,FC Barcelona v BSC Young Boys,BSC Young Boys,FC Barcelona,Silvère Ganvoula,0.38795354962349,0.26994988322258,9.1,65.2,save,,fast-break,right-foot,90
2425,2024-10-01,12764029,league_phase,,FC Barcelona v BSC Young Boys,FC Barcelona,BSC Young Boys,Raphinha,0.13540241122246,0.0,12.7,57.6,miss,,assisted,left-foot,90
2425,2024-10-01,12764029,league_phase,,FC Barcelona v BSC Young Boys,FC Barcelona,BSC Young Boys,Mohamed Camara,,,7.5,43.4,goal,own,regular,right-foot,81
2425,2024-10-01,12764029,league_phase,,FC Barcelona v BSC Young Boys,FC Barcelona,BSC Young Boys,Robert Lewandowski,0.087680414319038,0.0,8.3,59.6,block,,assisted,right-foot,72
2425,2024-10-01,12764029,league_phase,,FC Barcelona v BSC Young Boys,FC Barcelona,BSC Young Boys,Raphinha,0.022250896319747,0.0,24.2,54.0,block,,assisted,left-foot,69
2425,2024-10-01,12764029,league_phase,,FC Barcelona v BSC Young Boys,BSC Young Boys,FC Barcelona,Jaouen Hadjam,0.051084447652102,0.0,9.2,30.1,block,,regular,left-foot,67
2425,2024-10-01,12764029,league_phase,,FC Barcelona v BSC Young Boys,BSC Young Boys,FC Barcelona,Joël Monteiro,0.23656462132931,0.0,8.2,57.7,post,,assisted,left-foot,67
2425,2024-10-01,12764029,league_phase,,FC Barcelona v BSC Young Boys,FC Barcelona,BSC Young Boys,Jules Koundé,0.023150730878115,0.0,19.8,42.4,block,,set-piece,left-foot,62
2425,2024-10-01,12764029,league_phase,,FC Barcelona v BSC Young Boys,FC Barcelona,BSC Young Boys,Robert Lewandowski,0.13166759908199,0.0,13.9,43.5,block,,regular,right-foot,57
2425,2024-10-01,12764029,league_phase,,FC Barcelona v BSC Young Boys,FC Barcelona,BSC Young Boys,Raphinha,0.042116496711969,0.0,25.2,56.9,miss,,regular,right-foot,53
2425,2024-10-01,12764029,league_phase,,FC Barcelona v BSC Young Boys,FC Barcelona,BSC Young Boys,Robert Lewandowski,0.79434204101562,0.9921817779541,1.6,49.2,goal,regular,corner,head,51
2425,2024-10-01,12764029,league_phase,,FC Barcelona v BSC Young Boys,FC Barcelona,BSC Young Boys,Iñigo Martínez,0.12938894331455,0.0,2.3,41.8,miss,,corner,head,51
2425,2024-10-01,12764029,league_phase,,FC Barcelona v BSC Young Boys,FC Barcelona,BSC Young Boys,Robert Lewandowski,0.043586764484644,0.0,18.1,58.1,block,,assisted,left-foot,48
2425,2024-10-01,12764029,league_phase,,FC Barcelona v BSC Young Boys,FC Barcelona,BSC Young Boys,Raphinha,0.029030684381723,0.0,11.4,67.3,block,,throw-in-set-piece,left-foot,45
2425,2024-10-01,12764029,league_phase,,FC Barcelona v BSC Young Boys,FC Barcelona,BSC Young Boys,Lamine Yamal,0.02561148814857,0.011762496083975,26.3,54.3,save,,set-piece,left-foot,41
2425,2024-10-01,12764029,league_phase,,FC Barcelona v BSC Young Boys,FC Barcelona,BSC Young Boys,Ferran Torres,0.50867605209351,0.59056395292282,8.4,59.1,save,,assisted,right-foot,39
2425,2024-10-01,12764029,league_phase,,FC Barcelona v BSC Young Boys,FC Barcelona,BSC Young Boys,Iñigo Martínez,0.1144871711731,0.68520504236221,7.6,49.6,goal,regular,set-piece,head,37
2425,2024-10-01,12764029,league_phase,,FC Barcelona v BSC Young Boys,FC Barcelona,BSC Young Boys,Raphinha,0.11387956887484,0.26129633188248,6.3,55.9,goal,regular,corner,left-foot,34
2425,2024-10-01,12764029,league_phase,,FC Barcelona v BSC Young Boys,FC Barcelona,BSC Young Boys,Pedri,0.16173653304577,0.0,11.7,57.8,block,,corner,left-foot,34
2425,2024-10-01,12764029,league_phase,,FC Barcelona v BSC Young Boys,BSC Young Boys,FC Barcelona,Ebrima Colley,0.090652488172054,0.0,7.7,34.4,miss,,assisted,left-foot,30
2425,2024-10-01,12764029,league_phase,,FC Barcelona v BSC Young Boys,FC Barcelona,BSC Young Boys,Ferran Torres,0.067061446607113,0.0,3.9,60.2,block,,corner,right-foot,29
2425,2024-10-01,12764029,league_phase,,FC Barcelona v BSC Young Boys,FC Barcelona,BSC Young Boys,Ferran Torres,0.079920262098312,0.19834858179092,13.3,37.9,save,,assisted,right-foot,26
2425,2024-10-01,12764029,league_phase,,FC Barcelona v BSC Young Boys,FC Barcelona,BSC Young Boys,Jules Koundé,0.027946328744292,0.0,23.9,68.2,miss,,regular,right-foot,17
2425,2024-10-01,12764029,league_phase,,FC Barcelona v BSC Young Boys,BSC Young Boys,FC Barcelona,Joël Monteiro,0.02577443793416,0.0,20.2,69.6,miss,,assisted,right-foot,14
2425,2024-10-01,12764029,league_phase,,FC Barcelona v BSC Young Boys,FC Barcelona,BSC Young Boys,Robert Lewandowski,0.92511069774628,0.9949723482132,3.0,48.2,goal,regular,assisted,left-foot,8
2425,2024-10-01,12764029,league_phase,,FC Barcelona v BSC Young Boys,FC Barcelona,BSC Young Boys,Raphinha,0.14725311100483,0.0,9.5,66.7,miss,,assisted,right-foot,8
2425,2024-10-01,12764029,league_phase,,FC Barcelona v BSC Young Boys,FC Barcelona,BSC Young Boys,Lamine Yamal,0.029351467266679,0.010874918662012,19.5,67.9,save,,assisted,left-foot,4
2425,2024-10-23,12764014,league_phase,,FC Barcelona v FC Bayern München,FC Bayern München,FC Barcelona,Jamal Musiala,0.012852175161242,0.0,21.1,36.3,block,,corner,right-foot,88
2425,2024-10-23,12764014,league_phase,,FC Barcelona v FC Bayern München,FC Barcelona,FC Bayern München,Frenkie de Jong,0.19050949811935,0.0,6.2,51.9,block,,corner,right-foot,80
2425,2024-10-23,12764014,league_phase,,FC Barcelona v FC Bayern München,FC Barcelona,FC Bayern München,Robert Lewandowski,0.030996151268482,0.0,13.4,67.1,miss,,corner,right-foot,80
2425,2024-10-23,12764014,league_phase,,FC Barcelona v FC Bayern München,FC Barcelona,FC Bayern München,Frenkie de Jong,0.22246707975864,0.0,6.2,52.4,block,,corner,right-foot,80
2425,2024-10-23,12764014,league_phase,,FC Barcelona v FC Bayern München,FC Barcelona,FC Bayern München,Pau Cubarsí,0.019246401265264,0.0,8.0,65.6,block,,corner,right-foot,80
2425,2024-10-23,12764014,league_phase,,FC Barcelona v FC Bayern München,FC Barcelona,FC Bayern München,Lamine Yamal,0.051190972328186,0.0,22.6,58.9,block,,fast-break,left-foot,78
2425,2024-10-23,12764014,league_phase,,FC Barcelona v FC Bayern München,FC Bayern München,FC Barcelona,Jamal Musiala,0.059814531356096,0.0,19.7,51.3,block,,assisted,right-foot,72
2425,2024-10-23,12764014,league_phase,,FC Barcelona v FC Bayern München,FC Bayern München,FC Barcelona,Kingsley Coman,0.11493586748838,0.0,15.0,46.2,miss,,assisted,right-foot,66
2425,2024-10-23,12764014,league_phase,,FC Barcelona v FC Bayern München,FC Barcelona,FC Bayern München,Alejandro Balde,0.018311152234674,0.0,11.0,26.8,block,,assisted,left-foot,62
2425,2024-10-23,12764014,league_phase,,FC Barcelona v FC Bayern München,FC Bayern München,FC Barcelona,Joshua Kimmich,0.0079220505431294,0.0,51.5,49.3,miss,,regular,right-foot,58
2425,2024-10-23,12764014,league_phase,,FC Barcelona v FC Bayern München,FC Barcelona,FC Bayern München,Raphinha,0.069426856935024,0.4534607231617,16.1,35.2,goal,regular,fast-break,left-foot,56
2425,2024-10-23,12764014,league_phase,,FC Barcelona v FC Bayern München,FC Bayern München,FC Barcelona,João Palhinha,0.0899902805686,0.0,12.0,49.9,miss,,regular,left-foot,50
2425,2024-10-23,12764014,league_phase,,FC Barcelona v FC Bayern München,FC Bayern München,FC Barcelona,Michael Olise,0.039103161543608,0.0,13.0,69.3,block,,assisted,left-foot,50
2425,2024-10-23,12764014,league_phase,,FC Barcelona v FC Bayern München,FC Barcelona,FC Bayern München,Raphinha,0.034135263413191,0.27863100171089,14.3,35.8,goal,regular,assisted,right-foot,45
2425,2024-10-23,12764014,league_phase,,FC Barcelona v FC Bayern München,FC Barcelona,FC Bayern München,Robert Lewandowski,0.7003145813942,0.99305289983749,11.4,48.9,goal,regular,assisted,right-foot,36
2425,2024-10-23,12764014,league_phase,,FC Barcelona v FC Bayern München,FC Barcelona,FC Bayern München,Iñigo Martínez,0.054309371858835,0.0,4.6,39.1,miss,,corner,left-foot,29
2425,2024-10-23,12764014,league_phase,,FC Barcelona v FC Bayern München,FC Barcelona,FC Bayern München,Robert Lewandowski,0.057620923966169,0.0,20.2,56.7,miss,,assisted,right-foot,25
2425,2024-10-23,12764014,league_phase,,FC Barcelona v FC Bayern München,FC Bayern München,FC Barcelona,Michael Olise,0.071134172379971,0.0,21.8,53.3,block,,fast-break,left-foot,23
2425,2024-10-23,12764014,league_phase,,FC Barcelona v FC Bayern München,FC Bayern München,FC Barcelona,Harry Kane,0.4552361369133,0.90903121232986,6.5,54.0,goal,regular,assisted,right-foot,18
2425,2024-10-23,12764014,league_phase,,FC Barcelona v FC Bayern München,FC Bayern München,FC Barcelona,Serge Gnabry,0.030625833198428,0.027735972777009,12.7,26.5,save,,assisted,left-foot,17
2425,2024-10-23,12764014,league_phase,,FC Barcelona v FC Bayern München,FC Bayern München,FC Barcelona,Harry Kane,0.014511515386403,0.0,12.8,39.5,miss,,assisted,head,16
2425,2024-10-23,12764014,league_phase,,FC Barcelona v FC Bayern München,FC Bayern München,FC Barcelona,Harry Kane,0.13719110190868,0.15303757786751,19.1,51.3,save,,assisted,right-foot,8
2425,2024-10-23,12764014,league_phase,,FC Barcelona v FC Bayern München,FC Barcelona,FC Bayern München,Raphinha,0.78460657596588,0.98622167110443,6.7,40.3,goal,regular,assisted,left-foot,1
2425,2024-11-06,12764209,league_phase,,FK Crvena Zvezda v FC Barcelona,FC Barcelona,FK Crvena Zvezda,Gavi,0.024519123136997,0.0,9.1,57.3,miss,,corner,head,90
2425,2024-11-06,12764209,league_phase,,FK Crvena Zvezda v FC Barcelona,FC Barcelona,FK Crvena Zvezda,Fermín López,0.20608448982239,0.1495321393013,11.9,35.4,save,,assisted,left-foot,90
2425,2024-11-06,12764209,league_phase,,FK Crvena Zvezda v FC Barcelona,FC Barcelona,FK Crvena Zvezda,Fermín López,0.02183566428721,0.0,12.9,26.1,post,,assisted,right-foot,85
2425,2024-11-06,12764209,league_phase,,FK Crvena Zvezda v FC Barcelona,FK Crvena Zvezda,FC Barcelona,Milson,0.054606638848782,0.70839983224869,12.5,34.2,goal,regular,assisted,right-foot,84
2425,2024-11-06,12764209,league_phase,,FK Crvena Zvezda v FC Barcelona,FK Crvena Zvezda,FC Barcelona,Milson,0.023342866450548,0.0,15.4,34.6,block,,assisted,right-foot,80
2425,2024-11-06,12764209,league_phase,,FK Crvena Zvezda v FC Barcelona,FC Barcelona,FK Crvena Zvezda,Fermín López,0.12870116531849,0.77118217945099,10.9,55.7,goal,regular,assisted,right-foot,76
2425,2024-11-06,12764209,league_phase,,FK Crvena Zvezda v FC Barcelona,FC Barcelona,FK Crvena Zvezda,Raphinha,0.10594447702169,0.48093926906586,19.0,50.8,goal,regular,assisted,left-foot,55
2425,2024-11-06,12764209,league_phase,,FK Crvena Zvezda v FC Barcelona,FC Barcelona,FK Crvena Zvezda,Robert Lewandowski,0.90641003847122,0.99476504325867,2.7,47.8,goal,regular,assisted,right-foot,53
2425,2024-11-06,12764209,league_phase,,FK Crvena Zvezda v FC Barcelona,FC Barcelona,FK Crvena Zvezda,Robert Lewandowski,0.30006545782089,0.0,8.7,49.9,miss,,assisted,right-foot,50
2425,2024-11-06,12764209,league_phase,,FK Crvena Zvezda v FC Barcelona,FC Barcelona,FK Crvena Zvezda,Robert Lewandowski,0.03818691521883,0.15651619434357,8.2,41.3,save,,assisted,head,48
2425,2024-11-06,12764209,league_phase,,FK Crvena Zvezda v FC Barcelona,FC Barcelona,FK Crvena Zvezda,Pedri,0.10701719671488,0.0,10.7,65.5,miss,,regular,left-foot,47
2425,2024-11-06,12764209,league_phase,,FK Crvena Zvezda v FC Barcelona,FK Crvena Zvezda,FC Barcelona,Guélor Kanga,0.021945642307401,0.0,23.3,66.5,block,,assisted,right-foot,45
2425,2024-11-06,12764209,league_phase,,FK Crvena Zvezda v FC Barcelona,FC Barcelona,FK Crvena Zvezda,Robert Lewandowski,0.78182482719421,0.97966158390045,3.7,44.9,goal,regular,regular,left-foot,43
2425,2024-11-06,12764209,league_phase,,FK Crvena Zvezda v FC Barcelona,FC Barcelona,FK Crvena Zvezda,Raphinha,0.075616247951984,0.0,17.9,45.1,post,,assisted,left-foot,43
2425,2024-11-06,12764209,league_phase,,FK Crvena Zvezda v FC Barcelona,FC Barcelona,FK Crvena Zvezda,Lamine Yamal,0.01649833843112,0.096137866377831,19.8,70.3,save,,assisted,left-foot,40
2425,2024-11-06,12764209,league_phase,,FK Crvena Zvezda v FC Barcelona,FC Barcelona,FK Crvena Zvezda,Lamine Yamal,0.044008657336235,0.0,26.0,55.0,block,,assisted,left-foot,36
2425,2024-11-06,12764209,league_phase,,FK Crvena Zvezda v FC Barcelona,FK Crvena Zvezda,FC Barcelona,Silas,0.10129319131374,0.11364671587944,15.1,64.4,goal,regular,assisted,right-foot,27
2425,2024-11-06,12764209,league_phase,,FK Crvena Zvezda v FC Barcelona,FC Barcelona,FK Crvena Zvezda,Raphinha,0.23884801566601,0.0,19.4,39.9,miss,,assisted,left-foot,25
2425,2024-11-06,12764209,league_phase,,FK Crvena Zvezda v FC Barcelona,FC Barcelona,FK Crvena Zvezda,Lamine Yamal,0.041405249387026,0.0,5.9,67.8,miss,,assisted,left-foot,21
2425,2024-11-06,12764209,league_phase,,FK Crvena Zvezda v FC Barcelona,FC Barcelona,FK Crvena Zvezda,Robert Lewandowski,0.06002002581954,0.0,9.3,51.6,miss,,assisted,head,21
2425,2024-11-06,12764209,league_phase,,FK Crvena Zvezda v FC Barcelona,FC Barcelona,FK Crvena Zvezda,Lamine Yamal,0.010737345553935,0.0,25.9,53.8,block,,regular,left-foot,19
2425,2024-11-06,12764209,league_phase,,FK Crvena Zvezda v FC Barcelona,FC Barcelona,FK Crvena Zvezda,Raphinha,0.012233419343829,0.0,28.5,54.8,miss,,assisted,left-foot,17
2425,2024-11-06,12764209,league_phase,,FK Crvena Zvezda v FC Barcelona,FC Barcelona,FK Crvena Zvezda,Iñigo Martínez,0.43298664689064,0.93195283412933,3.6,55.3,goal,regular,set-piece,head,13
2425,2024-11-06,12764209,league_phase,,FK Crvena Zvezda v FC Barcelona,FC Barcelona,FK Crvena Zvezda,Lamine Yamal,0.093244202435017,0.12703377008438,11.7,56.1,save,,regular,left-foot,8
2425,2024-11-06,12764209,league_phase,,FK Crvena Zvezda v FC Barcelona,FC Barcelona,FK Crvena Zvezda,Lamine Yamal,0.039566945284605,0.0,19.1,48.8,block,,assisted,left-foot,1
2425,2024-11-26,12764020,league_phase,,FC Barcelona v Stade Brestois,FC Barcelona,Stade Brestois,Robert Lewandowski,0.0974250882864,0.68462115526199,11.9,45.0,goal,regular,assisted,right-foot,90
2425,2024-11-26,12764020,league_phase,,FC Barcelona v Stade Brestois,FC Barcelona,Stade Brestois,Pablo Torre,0.40609836578369,0.0,14.2,47.0,miss,,regular,right-foot,85
2425,2024-11-26,12764020,league_phase,,FC Barcelona v Stade Brestois,FC Barcelona,Stade Brestois,Raphinha,0.056597571820021,0.0,14.4,64.5,miss,,assisted,left-foot,77
2425,2024-11-26,12764020,league_phase,,FC Barcelona v Stade Brestois,FC Barcelona,Stade Brestois,Raphinha,0.10791643708944,0.0,15.4,46.1,block,,assisted,right-foot,75
2425,2024-11-26,12764020,league_phase,,FC Barcelona v Stade Brestois,FC Barcelona,Stade Brestois,Dani Olmo,0.31248718500137,0.28597828745842,3.9,41.3,goal,regular,assisted,right-foot,66
2425,2024-11-26,12764020,league_phase,,FC Barcelona v Stade Brestois,Stade Brestois,FC Barcelona,Mama Baldé,0.033603131771088,0.0,3.8,72.2,miss,,regular,right-foot,62
2425,2024-11-26,12764020,league_phase,,FC Barcelona v Stade Brestois,FC Barcelona,Stade Brestois,Dani Olmo,0.1006902679801,0.0,10.1,55.2,save,,regular,left-foot,61
2425,2024-11-26,12764020,league_phase,,FC Barcelona v Stade Brestois,FC Barcelona,Stade Brestois,Marc Casadó,0.08091663569212,0.11913552880287,9.1,55.5,save,,set-piece,head,55
2425,2024-11-26,12764020,league_phase,,FC Barcelona v Stade Brestois,FC Barcelona,Stade Brestois,Raphinha,0.059020172804594,0.0,18.9,68.7,block,,free-kick,left-foot,55
2425,2024-11-26,12764020,league_phase,,FC Barcelona v Stade Brestois,FC Barcelona,Stade Brestois,Fermín López,0.1595049649477,0.20740140974522,11.9,35.8,save,,fast-break,left-foot,54
2425,2024-11-26,12764020,league_phase,,FC Barcelona v Stade Brestois,FC Barcelona,Stade Brestois,Dani Olmo,0.055135697126389,0.0,19.7,60.6,block,,assisted,right-foot,52
2425,2024-11-26,12764020,league_phase,,FC Barcelona v Stade Brestois,FC Barcelona,Stade Brestois,Raphinha,0.058875381946564,0.0,15.0,63.3,block,,assisted,left-foot,50
2425,2024-11-26,12764020,league_phase,,FC Barcelona v Stade Brestois,FC Barcelona,Stade Brestois,Fermín López,0.23163659870625,0.09599170088768,8.0,48.5,save,,corner,head,40
2425,2024-11-26,12764020,league_phase,,FC Barcelona v Stade Brestois,FC Barcelona,Stade Brestois,Raphinha,0.02154928445816,0.0,20.7,69.1,block,,assisted,left-foot,28
2425,2024-11-26,12764020,league_phase,,FC Barcelona v Stade Brestois,FC Barcelona,Stade Brestois,Dani Olmo,0.10424867272377,0.0,3.2,58.8,block,,assisted,head,28
2425,2024-11-26,12764020,league_phase,,FC Barcelona v Stade Brestois,FC Barcelona,Stade Brestois,Fermín López,0.08198332041502,0.0,13.4,55.7,miss,,assisted,right-foot,23
2425,2024-11-26,12764020,league_phase,,FC Barcelona v Stade Brestois,FC Barcelona,Stade Brestois,Fermín López,0.089119307696819,0.22599324584007,7.7,33.0,save,,assisted,right-foot,19
2425,2024-11-26,12764020,league_phase,,FC Barcelona v Stade Brestois,FC Barcelona,Stade Brestois,Fermín López,0.012072867713869,0.0,20.2,27.6,miss,,assisted,right-foot,14
2425,2024-11-26,12764020,league_phase,,FC Barcelona v Stade Brestois,FC Barcelona,Stade Brestois,Robert Lewandowski,0.7884,0.78891855478287,11.5,50.0,goal,penalty,penalty,right-foot,10
2425,2024-11-26,12764020,league_phase,,FC Barcelona v Stade Brestois,FC Barcelona,Stade Brestois,Raphinha,0.033631570637226,0.0,14.7,69.9,block,,assisted,left-foot,6
2425,2024-11-26,12764020,league_phase,,FC Barcelona v Stade Brestois,Stade Brestois,FC Barcelona,Mahdi Camara,0.03517334535718,0.0,14.3,63.5,miss,,assisted,right-foot,5
2425,2024-12-11,12764146,league_phase,,Borussia Dortmund v FC Barcelona,Borussia Dortmund,FC Barcelona,Nico Schlotterbeck,0.23591953516006,0.0,6.9,51.3,miss,,set-piece,head,90
2425,2024-12-11,12764146,league_phase,,Borussia Dortmund v FC Barcelona,Borussia Dortmund,FC Barcelona,Jamie Gittens,0.014402986504138,0.0,15.5,25.4,miss,,assisted,right-foot,90
2425,2024-12-11,12764146,league_phase,,Borussia Dortmund v FC Barcelona,Borussia Dortmund,FC Barcelona,Felix Nmecha,0.030456241220236,0.0,25.0,43.5,block,,assisted,right-foot,89
2425,2024-12-11,12764146,league_phase,,Borussia Dortmund v FC Barcelona,FC Barcelona,Borussia Dortmund,Ferran Torres,0.17007590830326,0.41901507973671,11.3,67.2,goal,regular,fast-break,right-foot,85
2425,2024-12-11,12764146,league_phase,,Borussia Dortmund v FC Barcelona,Borussia Dortmund,FC Barcelona,Pascal Groß,0.028746826574206,0.0,22.5,56.2,block,,regular,right-foot,82
2425,2024-12-11,12764146,league_phase,,Borussia Dortmund v FC Barcelona,Borussia Dortmund,FC Barcelona,Donyell Malen,0.044542640447617,0.0,9.8,65.6,block,,assisted,left-foot,82
2425,2024-12-11,12764146,league_phase,,Borussia Dortmund v FC Barcelona,Borussia Dortmund,FC Barcelona,Serhou Guirassy,0.80981373786926,0.99496620893478,20.4,50.0,goal,regular,fast-break,right-foot,78
2425,2024-12-11,12764146,league_phase,,Borussia Dortmund v FC Barcelona,Borussia Dortmund,FC Barcelona,Serhou Guirassy,0.30356824398041,0.0,6.1,49.3,miss,,assisted,head,77
2425,2024-12-11,12764146,league_phase,,Borussia Dortmund v FC Barcelona,FC Barcelona,Borussia Dortmund,Ferran Torres,0.63597005605698,0.32980248332024,3.5,45.8,goal,regular,regular,left-foot,75
2425,2024-12-11,12764146,league_phase,,Borussia Dortmund v FC Barcelona,FC Barcelona,Borussia Dortmund,Fermín López,0.072085075080395,0.39872446656227,13.8,44.8,save,,assisted,right-foot,75
2425,2024-12-11,12764146,league_phase,,Borussia Dortmund v FC Barcelona,FC Barcelona,Borussia Dortmund,Robert Lewandowski,0.063955217599869,0.0,6.3,64.5,block,,regular,right-foot,69
2425,2024-12-11,12764146,league_phase,,Borussia Dortmund v FC Barcelona,FC Barcelona,Borussia Dortmund,Dani Olmo,0.13401255011559,0.30791220068932,14.8,44.2,save,,assisted,right-foot,69
2425,2024-12-11,12764146,league_phase,,Borussia Dortmund v FC Barcelona,Borussia Dortmund,FC Barcelona,Serhou Guirassy,0.077326394617558,0.0,17.6,48.3,miss,,assisted,right-foot,62
2425,2024-12-11,12764146,league_phase,,Borussia Dortmund v FC Barcelona,Borussia Dortmund,FC Barcelona,Serhou Guirassy,0.7884,0.89640229940414,11.5,50.0,goal,penalty,penalty,right-foot,60
2425,2024-12-11,12764146,league_phase,,Borussia Dortmund v FC Barcelona,FC Barcelona,Borussia Dortmund,Raphinha,0.34085363149643,0.47674497961998,10.5,34.3,goal,regular,assisted,left-foot,53
2425,2024-12-11,12764146,league_phase,,Borussia Dortmund v FC Barcelona,Borussia Dortmund,FC Barcelona,Serhou Guirassy,0.11507628113031,0.0,13.9,45.3,miss,,assisted,right-foot,45
2425,2024-12-11,12764146,league_phase,,Borussia Dortmund v FC Barcelona,FC Barcelona,Borussia Dortmund,Jules Koundé,0.11466576904058,0.23054432868958,13.4,60.0,save,,assisted,right-foot,36
2425,2024-12-11,12764146,league_phase,,Borussia Dortmund v FC Barcelona,FC Barcelona,Borussia Dortmund,Lamine Yamal,0.073253303766251,0.0,6.7,69.5,block,,assisted,left-foot,33
2425,2024-12-11,12764146,league_phase,,Borussia Dortmund v FC Barcelona,FC Barcelona,Borussia Dortmund,Lamine Yamal,0.04327254742384,0.32753667235374,17.2,66.0,save,,regular,left-foot,20
2425,2024-12-11,12764146,league_phase,,Borussia Dortmund v FC Barcelona,Borussia Dortmund,FC Barcelona,Marcel Sabitzer,0.20759470760822,0.0,8.3,54.3,miss,,assisted,right-foot,17
2425,2024-12-11,12764146,league_phase,,Borussia Dortmund v FC Barcelona,FC Barcelona,Borussia Dortmund,Robert Lewandowski,0.016157995909452,0.0,24.1,64.7,miss,,assisted,right-foot,16
2425,2024-12-11,12764146,league_phase,,Borussia Dortmund v FC Barcelona,FC Barcelona,Borussia Dortmund,Raphinha,0.33546695113182,0.0,9.7,42.5,miss,,assisted,left-foot,14
2425,2024-12-11,12764146,league_phase,,Borussia Dortmund v FC Barcelona,FC Barcelona,Borussia Dortmund,Lamine Yamal,0.049746356904507,0.058793891221285,18.1,63.0,save,,assisted,left-foot,11
