league,season,game,team,player,league_id,season_id,game_id,team_id,player_id,position,position_id,minutes,goals,own_goals,shots,xg,xg_chain,xg_buildup,assists,xa,key_passes,yellow_cards,red_cards
ESP-La Liga,2526,2025-09-28 Barcelona-Real Sociedad,Real Sociedad,Mikel Oyarzabal,4,2025,29220,140,2234,FW,15,90,0,0,4,0.24132806062698364,0.8929749727249146,0.5725881457328796,0,0.11566457897424698,1,0,0
ESP-La Liga,2526,2025-09-28 Barcelona-Real Sociedad,Real Sociedad,Pablo Marín,4,2025,29220,140,11185,MC,9,69,0,0,0,0.0,0.08573459088802338,0.08573459088802338,0,0.0,0,0,0
ESP-La Liga,2526,2025-09-28 Barcelona-Real Sociedad,Real Sociedad,Remiro,4,2025,29220,140,2555,GK,1,90,0,0,0,0.0,0.677440345287323,0.677440345287323,0,0.0,0,0,0
ESP-La Liga,2526,2025-09-28 Barcelona-Real Sociedad,Real Sociedad,Sergio Gómez,4,2025,29220,140,6656,Sub,17,31,0,0,0,0.0,0.19058682024478912,0.19058682024478912,0,0.0,0,0,0
ESP-La Liga,2526,2025-09-28 Barcelona-Real Sociedad,Real Sociedad,Takefusa Kubo,4,2025,29220,140,8001,Sub,17,31,0,0,1,0.11566457897424698,0.20139917731285095,0.08573459088802338,0,0.08573459088802338,1,0,0
ESP-La Liga,2526,2025-09-28 Barcelona-Real Sociedad,Real Sociedad,Umar Sadiq,4,2025,29220,140,1450,Sub,17,7,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ESP-La Liga,2526,2025-09-28 Barcelona-Real Sociedad,Real Sociedad,Álvaro Odriozola,4,2025,29220,140,2418,DR,2,59,1,0,1,0.5725881457328796,0.5725881457328796,0.0,0,0.0,0,0,0
ESP-La Liga,2526,2025-10-05 Sevilla-Barcelona,Barcelona,Andreas Christensen,4,2025,29233,148,200,Sub,17,1,0,0,0,0.0,0.31363558769226074,0.31363558769226074,0,0.0,0,0,0
ESP-La Liga,2526,2025-10-05 Sevilla-Barcelona,Barcelona,Dani Olmo,4,2025,29233,148,8292,AMC,12,90,0,0,1,0.025276167318224907,0.5497061610221863,0.39455708861351013,0,0.1298728883266449,2,0,0
ESP-La Liga,2526,2025-10-05 Sevilla-Barcelona,Barcelona,Eric Garcia,4,2025,29233,148,8045,Sub,17,36,0,0,1,0.0319252647459507,0.9030631184577942,0.870590090751648,0,0.03247298672795296,1,0,0
ESP-La Liga,2526,2025-10-05 Sevilla-Barcelona,Barcelona,Ferrán Torres,4,2025,29233,148,6441,AML,13,77,0,0,0,0.0,0.40963053703308105,0.40963053703308105,0,0.0,0,1,0
ESP-La Liga,2526,2025-10-05 Sevilla-Barcelona,Barcelona,Frenkie de Jong,4,2025,29233,148,7781,DMC,7,90,0,0,0,0.0,0.4868708550930023,0.4868708550930023,0,0.0,0,1,0
ESP-La Liga,2526,2025-10-05 Sevilla-Barcelona,Barcelona,Gerard Martín,4,2025,29233,148,12821,DL,4,54,0,0,0,0.0,0.025276167318224907,0.025276167318224907,0,0.0,0,1,0
ESP-La Liga,2526,2025-10-05 Sevilla-Barcelona,Barcelona,Jules Koundé,4,2025,29233,148,6433,DR,2,90,0,0,1,0.03675113618373871,0.7175616025924683,0.6803789138793945,0,0.037182729691267014,1,0,0
ESP-La Liga,2526,2025-10-05 Sevilla-Barcelona,Barcelona,Marcus Rashford,4,2025,29233,148,556,AMR,11,90,1,0,3,0.5372352600097656,0.7506442666053772,0.17577289044857025,0,0.10631255805492401,3,1,0
ESP-La Liga,2526,2025-10-05 Sevilla-Barcelona,Barcelona,Pau Cubarsí,4,2025,29233,148,12005,DC,3,90,0,0,1,0.08092151582241058,0.7555974721908569,0.7555974721908569,0,0.2481856495141983,1,0,0
ESP-La Liga,2526,2025-10-05 Sevilla-Barcelona,Barcelona,Pedri,4,2025,29233,148,8935,DMC,7,90,0,0,2,0.08763778954744339,0.7769746780395508,0.4574694037437439,1,0.29477977752685547,3,0,0
ESP-La Liga,2526,2025-10-05 Sevilla-Barcelona,Barcelona,Robert Lewandowski,4,2025,29233,148,227,FW,15,90,0,0,4,0.9056234955787659,0.9024717211723328,0.7401258945465088,0,0.31363558769226074,1,0,0
ESP-La Liga,2526,2025-10-05 Sevilla-Barcelona,Barcelona,Ronald Araújo,4,2025,29233,148,8091,DC,3,54,0,0,0,0.0,0.2481856495141983,0.2481856495141983,0,0.0,0,1,0
ESP-La Liga,2526,2025-10-05 Sevilla-Barcelona,Barcelona,Roony Bardghji,4,2025,29233,148,14064,Sub,17,13,0,0,4,0.7769266963005066,0.9078498482704163,0.39455708861351013,0,0.13092315196990967,2,0,0
ESP-La Liga,2526,2025-10-05 Sevilla-Barcelona,Barcelona,Wojciech Szczesny,4,2025,29233,148,1244,GK,1,90,0,0,0,0.0,1.0006715059280396,1.0006715059280396,0,0.0,0,0,0
ESP-La Liga,2526,2025-10-05 Sevilla-Barcelona,Barcelona,Álex Balde,4,2025,29233,148,9805,Sub,17,36,0,0,0,0.0,0.7957712411880493,0.7957712411880493,0,0.0,0,0,0
ESP-La Liga,2526,2025-10-05 Sevilla-Barcelona,Sevilla,Adnan Januzaj,4,2025,29233,138,323,Sub,17,9,0,0,0,0.0,0.13638097047805786,0.06617117673158646,0,0.0702097937464714,1,1,0
ESP-La Liga,2526,2025-10-05 Sevilla-Barcelona,Sevilla,Akor Adams,4,2025,29233,138,11783,Sub,17,21,1,0,2,0.4948023557662964,0.4948023557662964,0.0,0,0.0,0,1,0
ESP-La Liga,2526,2025-10-05 Sevilla-Barcelona,Sevilla,Alexis Sánchez,4,2025,29233,138,498,AMR,11,90,1,0,2,0.7553343772888184,0.393815815448761,0.38175907731056213,0,0.0976950004696846,1,0,0
ESP-La Liga,2526,2025-10-05 Sevilla-Barcelona,Sevilla,Batista Mendy,4,2025,29233,138,8283,DMC,7,81,0,0,0,0.0,0.080501489341259,0.080501489341259,0,0.0,0,0,0
ESP-La Liga,2526,2025-10-05 Sevilla-Barcelona,Sevilla,Chidera Ejuke,4,2025,29233,138,8694,Sub,17,1,0,0,0,0.0,0.4245925545692444,0.4245925545692444,1,0.4245925545692444,1,0,0
ESP-La Liga,2526,2025-10-05 Sevilla-Barcelona,Sevilla,César Azpilicueta,4,2025,29233,138,681,DC,3,90,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ESP-La Liga,2526,2025-10-05 Sevilla-Barcelona,Sevilla,Djibril Sow,4,2025,29233,138,2624,AMC,12,69,0,0,0,0.0,0.7168644070625305,0.3351053297519684,0,0.38175907731056213,1,0,0
ESP-La Liga,2526,2025-10-05 Sevilla-Barcelona,Sevilla,Gabriel Suazo,4,2025,29233,138,11343,DL,4,90,0,0,0,0.0,0.6235471367835999,0.6235471367835999,0,0.04109659418463707,2,0,0
ESP-La Liga,2526,2025-10-05 Sevilla-Barcelona,Sevilla,Isaac Romero,4,2025,29233,138,12305,FW,15,69,1,0,5,1.386460542678833,1.4501632452011108,0.09255824983119965,0,0.080501489341259,1,1,0
ESP-La Liga,2526,2025-10-05 Sevilla-Barcelona,Sevilla,José Ángel Carmona,4,2025,29233,138,9809,DR,2,90,1,0,2,0.14667266607284546,0.863537073135376,0.7168644070625305,0,0.0,0,0,0
ESP-La Liga,2526,2025-10-05 Sevilla-Barcelona,Sevilla,Lucien Agoume,4,2025,29233,138,8165,DMC,7,90,0,0,0,0.0,1.750673770904541,1.6845026016235352,1,0.40127652883529663,2,1,0
ESP-La Liga,2526,2025-10-05 Sevilla-Barcelona,Sevilla,Marcão,4,2025,29233,138,10999,DC,3,90,0,0,2,0.11379921436309814,0.0,0.0,0,0.0,0,1,0
ESP-La Liga,2526,2025-10-05 Sevilla-Barcelona,Sevilla,Nemanja Gudelj,4,2025,29233,138,7888,Sub,17,21,0,0,0,0.0,0.49076372385025024,0.49076372385025024,0,0.0,0,1,0
ESP-La Liga,2526,2025-10-05 Sevilla-Barcelona,Sevilla,Odisseas Vlachodimos,4,2025,29233,138,375,GK,1,90,0,0,0,0.0,0.3351053297519684,0.3351053297519684,0,0.0,0,0,0
ESP-La Liga,2526,2025-10-05 Sevilla-Barcelona,Sevilla,Peque,4,2025,29233,138,12742,Sub,17,9,0,0,0,0.0,0.5609735250473022,0.5609735250473022,0,0.0,0,1,0
ESP-La Liga,2526,2025-10-05 Sevilla-Barcelona,Sevilla,Ruben Vargas,4,2025,29233,138,7810,AML,13,81,0,0,0,0.0,0.6235471367835999,0.080501489341259,1,0.5430456399917603,1,0,0
ESP-La Liga,2526,2025-10-18 Barcelona-Girona,Barcelona,Andreas Christensen,4,2025,29240,148,200,Sub,17,24,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ESP-La Liga,2526,2025-10-18 Barcelona-Girona,Barcelona,Eric Garcia,4,2025,29240,148,8045,DC,3,90,0,0,1,0.031200986355543137,1.003537654876709,0.7545375227928162,0,0.2177991420030594,3,0,0
ESP-La Liga,2526,2025-10-18 Barcelona-Girona,Barcelona,Fermín López,4,2025,29240,148,11822,Sub,17,42,0,0,5,0.2288316935300827,0.33831626176834106,0.13378579914569855,0,0.06324949860572815,1,0,0
ESP-La Liga,2526,2025-10-18 Barcelona-Girona,Barcelona,Frenkie de Jong,4,2025,29240,148,7781,AMC,12,90,0,0,2,0.1793561726808548,1.572342038154602,0.8601418137550354,1,0.5552560687065125,3,0,0
ESP-La Liga,2526,2025-10-18 Barcelona-Girona,Barcelona,Gerard Martín,4,2025,29240,148,12821,Sub,17,12,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ESP-La Liga,2526,2025-10-18 Barcelona-Girona,Barcelona,Jules Koundé,4,2025,29240,148,6433,DR,2,90,0,0,0,0.0,1.4275761842727661,1.3470999002456665,0,0.08047632873058319,2,0,0
ESP-La Liga,2526,2025-10-18 Barcelona-Girona,Barcelona,Lamine Yamal,4,2025,29240,148,11527,AMR,11,66,0,0,6,0.2466806024312973,0.44462525844573975,0.125669926404953,1,0.19260869920253754,2,0,0
ESP-La Liga,2526,2025-10-18 Barcelona-Girona,Barcelona,Marc Casadó,4,2025,29240,148,11151,DMC,7,84,0,0,0,0.0,0.9934526681900024,0.9304962158203125,0,0.06295643746852875,2,0,0
ESP-La Liga,2526,2025-10-18 Barcelona-Girona,Barcelona,Marcus Rashford,4,2025,29240,148,556,AML,13,90,0,0,8,0.9443011283874512,0.981794536113739,0.2453814297914505,0,0.1104341521859169,1,0,0
ESP-La Liga,2526,2025-10-18 Barcelona-Girona,Barcelona,Pau Cubarsí,4,2025,29240,148,12005,DC,3,90,0,0,1,0.1104341521859169,1.4109148979187012,1.4109148979187012,0,0.04837207868695259,1,0,0
ESP-La Liga,2526,2025-10-18 Barcelona-Girona,Barcelona,Pedri,4,2025,29240,148,8935,DMC,7,66,1,0,2,0.14760376513004303,0.2916649878025055,0.22344759106636047,0,0.02198231965303421,1,0,0
ESP-La Liga,2526,2025-10-18 Barcelona-Girona,Barcelona,Ronald Araújo,4,2025,29240,148,8091,Sub,17,6,1,0,1,0.49137651920318604,0.49137651920318604,0.0,0,0.0,0,1,0
ESP-La Liga,2526,2025-10-18 Barcelona-Girona,Barcelona,Roony Bardghji,4,2025,29240,148,14064,Sub,17,24,0,0,0,0.0,1.147818684577942,1.147818684577942,0,0.5585616827011108,1,0,0
ESP-La Liga,2526,2025-10-18 Barcelona-Girona,Barcelona,Toni Fernández,4,2025,29240,148,13110,FW,15,48,0,0,0,0.0,0.08811617642641068,0.0,0,0.08811617642641068,1,0,0
ESP-La Liga,2526,2025-10-18 Barcelona-Girona,Barcelona,Wojciech Szczesny,4,2025,29240,148,1244,GK,1,90,0,0,0,0.0,0.6411172747612,0.6411172747612,0,0.0,0,0,0
ESP-La Liga,2526,2025-10-18 Barcelona-Girona,Barcelona,Álex Balde,4,2025,29240,148,9805,DL,4,78,0,0,1,0.04146754741668701,0.4277031421661377,0.30863094329833984,0,0.15448929369449615,3,0,0
ESP-La Liga,2526,2025-10-18 Barcelona-Girona,Girona,Arnau Martinez,4,2025,29240,223,10949,MC,9,81,0,0,0,0.0,0.17467829585075378,0.17467829585075378,1,0.08434558659791946,1,0,0
ESP-La Liga,2526,2025-10-18 Barcelona-Girona,Girona,Axel Witsel,4,2025,29240,223,3059,MC,9,90,1,0,2,0.181984081864357,1.3331778049468994,1.156867265701294,0,0.07867196202278137,2,0,0
ESP-La Liga,2526,2025-10-18 Barcelona-Girona,Girona,Bryan Gil Salvatierra,4,2025,29240,223,7338,MR,8,65,0,0,2,0.5867809057235718,0.6844194531440735,0.17467829585075378,0,0.0,0,0,0
ESP-La Liga,2526,2025-10-18 Barcelona-Girona,Girona,Cristhian Stuani,4,2025,29240,223,1709,Sub,17,20,0,0,0,0.0,0.0,0.0,0,0.0,0,1,0
ESP-La Liga,2526,2025-10-18 Barcelona-Girona,Girona,Daley Blind,4,2025,29240,223,548,DC,3,90,0,0,0,0.0,0.1363879293203354,0.1363879293203354,0,0.0,0,0,0
ESP-La Liga,2526,2025-10-18 Barcelona-Girona,Girona,Hugo Rincón,4,2025,29240,223,12189,DR,2,90,0,0,0,0.0,0.270768940448761,0.270768940448761,0,0.0,0,0,0
ESP-La Liga,2526,2025-10-18 Barcelona-Girona,Girona,Jhon Solis,4,2025,29240,223,12046,Sub,17,25,0,0,1,0.03860395774245262,0.0960906594991684,0.0960906594991684,0,0.0,0,0,0
ESP-La Liga,2526,2025-10-18 Barcelona-Girona,Girona,Joel Roca,4,2025,29240,223,10952,ML,10,70,0,0,3,0.11204702407121658,0.3948858380317688,0.09763849526643753,0,0.1852003037929535,2,0,0
ESP-La Liga,2526,2025-10-18 Barcelona-Girona,Girona,Lancinet Kourouma,4,2025,29240,223,14089,Sub,17,9,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ESP-La Liga,2526,2025-10-18 Barcelona-Girona,Girona,Paulo Gazzaniga,4,2025,29240,223,973,GK,1,90,0,0,0,0.0,0.1363879293203354,0.1363879293203354,0,0.0,0,0,0
ESP-La Liga,2526,2025-10-18 Barcelona-Girona,Girona,Portu,4,2025,29240,223,6118,FW,15,65,0,0,1,0.5700864195823669,0.7707377672195435,0.2006513476371765,0,0.0,0,0,0
ESP-La Liga,2526,2025-10-18 Barcelona-Girona,Girona,Viktor Tsygankov,4,2025,29240,223,11322,Sub,17,25,0,0,1,0.0960906594991684,0.0960906594991684,0.0960906594991684,0,0.0,0,0,0
ESP-La Liga,2526,2025-10-18 Barcelona-Girona,Girona,Vitor Reis,4,2025,29240,223,13380,DC,3,90,0,0,0,0.0,0.8185529708862305,0.8185529708862305,0,0.5097411274909973,1,0,0
ESP-La Liga,2526,2025-10-18 Barcelona-Girona,Girona,Vladyslav Vanat,4,2025,29240,223,14041,FW,15,70,0,0,1,0.10816051065921783,0.6782469153404236,0.0,0,0.5700864195823669,1,0,0
ESP-La Liga,2526,2025-10-18 Barcelona-Girona,Girona,Yáser Asprilla,4,2025,29240,223,13005,Sub,17,20,0,0,0,0.0,0.0960906594991684,0.0,0,0.13469462096691132,2,0,0
ESP-La Liga,2526,2025-10-18 Barcelona-Girona,Girona,Álex Moreno,4,2025,29240,223,4120,DL,4,90,0,0,0,0.0,0.13101357221603394,0.0,0,0.13101357221603394,2,1,0
ESP-La Liga,2526,2025-10-26 Real Madrid-Barcelona,Barcelona,Eric Garcia,4,2025,29254,148,8045,DC,3,80,0,0,1,0.03242901340126991,0.17445196211338043,0.17445196211338043,0,0.08215520530939102,1,0,0
ESP-La Liga,2526,2025-10-26 Real Madrid-Barcelona,Barcelona,Fermín López,4,2025,29254,148,11822,AMC,12,90,1,0,4,0.6585421562194824,0.6297500133514404,0.04480482637882233,0,0.0,0,1,0
ESP-La Liga,2526,2025-10-26 Real Madrid-Barcelona,Barcelona,Ferrán Torres,4,2025,29254,148,6441,FW,15,80,0,0,2,0.12697702646255493,0.15277671813964844,0.0,0,0.025799687951803207,1,0,0
ESP-La Liga,2526,2025-10-26 Real Madrid-Barcelona,Barcelona,Frenkie de Jong,4,2025,29254,148,7781,DMC,7,90,0,0,0,0.0,0.17685294151306152,0.17685294151306152,0,0.015565991401672363,1,0,0
ESP-La Liga,2526,2025-10-26 Real Madrid-Barcelona,Barcelona,Gerard Martín,4,2025,29254,148,12821,Sub,17,1,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ESP-La Liga,2526,2025-10-26 Real Madrid-Barcelona,Barcelona,Jules Koundé,4,2025,29254,148,6433,DR,2,90,0,0,1,0.12241262197494507,0.24116957187652588,0.24116957187652588,0,0.01746390387415886,1,0,0
ESP-La Liga,2526,2025-10-26 Real Madrid-Barcelona,Barcelona,Lamine Yamal,4,2025,29254,148,11527,AMR,11,90,0,0,2,0.04326359182596207,0.20874054729938507,0.14202295243740082,0,0.04925370216369629,2,0,0
ESP-La Liga,2526,2025-10-26 Real Madrid-Barcelona,Barcelona,Marc Casadó,4,2025,29254,148,11151,Sub,17,10,0,0,1,0.04651983082294464,0.05725660175085068,0.010736770927906036,0,0.0,0,0,0
ESP-La Liga,2526,2025-10-26 Real Madrid-Barcelona,Barcelona,Marcus Rashford,4,2025,29254,148,556,AML,13,90,0,0,2,0.06789571791887283,0.6881186962127686,0.6387250423431396,1,0.7317010760307312,4,0,0
ESP-La Liga,2526,2025-10-26 Real Madrid-Barcelona,Barcelona,Pau Cubarsí,4,2025,29254,148,12005,DC,3,89,0,0,1,0.015565991401672363,0.11985821276903152,0.11985821276903152,0,0.010736770927906036,1,0,0
ESP-La Liga,2526,2025-10-26 Real Madrid-Barcelona,Barcelona,Pedri,4,2025,29254,148,8935,DMC,7,90,0,0,0,0.0,0.7144691944122314,0.6465734839439392,0,0.10032472759485245,3,0,1
ESP-La Liga,2526,2025-10-26 Real Madrid-Barcelona,Barcelona,Ronald Araújo,4,2025,29254,148,8091,Sub,17,10,0,0,1,0.010736770927906036,0.010736770927906036,0.0,0,0.0,0,0,0
ESP-La Liga,2526,2025-10-26 Real Madrid-Barcelona,Barcelona,Roony Bardghji,4,2025,29254,148,14064,Sub,17,1,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ESP-La Liga,2526,2025-10-26 Real Madrid-Barcelona,Barcelona,Wojciech Szczesny,4,2025,29254,148,1244,GK,1,90,0,0,0,0.0,0.06481969356536865,0.06481969356536865,0,0.0,0,0,0
ESP-La Liga,2526,2025-10-26 Real Madrid-Barcelona,Barcelona,Álex Balde,4,2025,29254,148,9805,DL,4,90,0,0,0,0.0,0.7443342804908752,0.7443342804908752,0,0.0,0,0,0
ESP-La Liga,2526,2025-10-26 Real Madrid-Barcelona,Real Madrid,Arda Güler,4,2025,29254,150,12190,MC,9,72,0,0,1,0.03891428932547569,0.22653746604919434,0.22653746604919434,0,0.13288620114326477,2,0,0
ESP-La Liga,2526,2025-10-26 Real Madrid-Barcelona,Real Madrid,Aurelien Tchouameni,4,2025,29254,150,6560,DMC,7,90,0,0,3,0.19931560754776,0.5438055396080017,0.310811311006546,0,0.5240407586097717,3,0,0
ESP-La Liga,2526,2025-10-26 Real Madrid-Barcelona,Real Madrid,Brahim Diaz,4,2025,29254,150,6421,Sub,17,18,0,0,0,0.0,0.12490098178386688,0.12490098178386688,0,0.0,0,0,0
ESP-La Liga,2526,2025-10-26 Real Madrid-Barcelona,Real Madrid,Dani Ceballos,4,2025,29254,150,2446,Sub,17,1,0,0,0,0.0,0.0832519382238388,0.0,0,0.0832519382238388,1,0,0
ESP-La Liga,2526,2025-10-26 Real Madrid-Barcelona,Real Madrid,Daniel Carvajal,4,2025,29254,150,2260,Sub,17,12,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ESP-La Liga,2526,2025-10-26 Real Madrid-Barcelona,Real Madrid,Dean Huijsen,4,2025,29254,150,11943,DC,3,90,0,0,1,0.2776578664779663,0.30978938937187195,0.30978938937187195,0,0.0,0,1,0
ESP-La Liga,2526,2025-10-26 Real Madrid-Barcelona,Real Madrid,Eder Militão,4,2025,29254,150,7829,DC,3,90,0,0,2,0.13055665791034698,0.3787125051021576,0.3787125051021576,1,0.661574125289917,1,1,0
ESP-La Liga,2526,2025-10-26 Real Madrid-Barcelona,Real Madrid,Eduardo Camavinga,4,2025,29254,150,7359,MC,9,90,0,0,0,0.0,0.7990565896034241,0.7406324744224548,0,0.09733840823173523,2,0,0
ESP-La Liga,2526,2025-10-26 Real Madrid-Barcelona,Real Madrid,Federico Valverde,4,2025,29254,150,6241,DR,2,78,0,0,1,0.015984907746315002,0.34207457304000854,0.34207457304000854,0,0.02633657492697239,1,1,0
ESP-La Liga,2526,2025-10-26 Real Madrid-Barcelona,Real Madrid,Gonzalo García,4,2025,29254,150,12035,Sub,17,1,0,0,0,0.0,0.0832519382238388,0.0832519382238388,0,0.0,0,0,0
ESP-La Liga,2526,2025-10-26 Real Madrid-Barcelona,Real Madrid,Jude Bellingham,4,2025,29254,150,8824,MR,8,90,1,0,5,0.9925813674926758,1.1132887601852417,0.4035690426826477,1,0.3787125051021576,1,0,0
ESP-La Liga,2526,2025-10-26 Real Madrid-Barcelona,Real Madrid,Kylian Mbappe-Lottin,4,2025,29254,150,3423,FW,15,90,1,0,5,1.2995085716247559,0.9617718458175659,0.0,0,0.431877464056015,4,0,0
ESP-La Liga,2526,2025-10-26 Real Madrid-Barcelona,Real Madrid,Rodrygo,4,2025,29254,150,8015,Sub,17,12,0,0,2,0.1488155871629715,0.17600968480110168,0.09275774657726288,0,0.0,0,0,0
ESP-La Liga,2526,2025-10-26 Real Madrid-Barcelona,Real Madrid,Thibaut Courtois,4,2025,29254,150,680,GK,1,90,0,0,0,0.0,0.11553710699081421,0.11553710699081421,0,0.0,0,0,0
ESP-La Liga,2526,2025-10-26 Real Madrid-Barcelona,Real Madrid,Vinícius Júnior,4,2025,29254,150,7008,ML,10,78,0,0,3,0.310811311006546,0.9758590459823608,0.6052499413490295,0,0.05979776009917259,1,0,0
ESP-La Liga,2526,2025-10-26 Real Madrid-Barcelona,Real Madrid,Álvaro Fernández,4,2025,29254,150,10576,DL,4,90,0,0,0,0.0,0.5151026844978333,0.4385102689266205,0,0.07659242302179337,1,0,0
ESP-La Liga,2526,2025-11-02 Barcelona-Elche,Barcelona,Dani Olmo,4,2025,29260,148,8292,Sub,17,21,0,0,0,0.0,0.09214682877063751,0.09214682877063751,0,0.0,0,0,0
ESP-La Liga,2526,2025-11-02 Barcelona-Elche,Barcelona,Dro Fernández,4,2025,29260,148,13749,Sub,17,1,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ESP-La Liga,2526,2025-11-02 Barcelona-Elche,Barcelona,Eric Garcia,4,2025,29260,148,8045,DC,3,90,0,0,0,0.0,0.9762362837791443,0.9762362837791443,0,0.036544669419527054,1,0,0
ESP-La Liga,2526,2025-11-02 Barcelona-Elche,Barcelona,Fermín López,4,2025,29260,148,11822,AMC,12,69,0,0,2,0.04932466894388199,0.8629960417747498,0.06501995027065277,2,0.7822535037994385,3,0,0
ESP-La Liga,2526,2025-11-02 Barcelona-Elche,Barcelona,Ferrán Torres,4,2025,29260,148,6441,FW,15,90,1,0,3,1.0450817346572876,1.7648450136184692,0.10412514954805374,0,0.6521828770637512,2,0,0
ESP-La Liga,2526,2025-11-02 Barcelona-Elche,Barcelona,Frenkie de Jong,4,2025,29260,148,7781,DMC,7,90,0,0,0,0.0,0.7767823338508606,0.7362415194511414,0,0.45081567764282227,2,0,0
ESP-La Liga,2526,2025-11-02 Barcelona-Elche,Barcelona,Gerard Martín,4,2025,29260,148,12821,Sub,17,13,0,0,0,0.0,0.09214682877063751,0.09214682877063751,0,0.0,0,0,0
ESP-La Liga,2526,2025-11-02 Barcelona-Elche,Barcelona,Jules Koundé,4,2025,29260,148,6433,DR,2,90,0,0,0,0.0,0.30832135677337646,0.23703302443027496,0,0.0712883323431015,1,0,0
ESP-La Liga,2526,2025-11-02 Barcelona-Elche,Barcelona,Lamine Yamal,4,2025,29260,148,11527,AMR,11,90,1,0,4,0.9569156169891357,1.315938949584961,0.4058328866958618,0,0.15716677904129028,2,0,0
ESP-La Liga,2526,2025-11-02 Barcelona-Elche,Barcelona,Marc Casadó,4,2025,29260,148,11151,DMC,7,90,0,0,1,0.09315791726112366,0.2433014065027237,0.2433014065027237,0,0.0,0,0,0
ESP-La Liga,2526,2025-11-02 Barcelona-Elche,Barcelona,Marcus Rashford,4,2025,29260,148,556,AML,13,77,1,0,6,0.5750342011451721,1.089434266090393,0.514400064945221,0,0.033602070063352585,1,0,0
ESP-La Liga,2526,2025-11-02 Barcelona-Elche,Barcelona,Robert Lewandowski,4,2025,29260,148,227,Sub,17,13,0,0,1,0.09214682877063751,0.09214682877063751,0.0,0,0.0,0,0,0
ESP-La Liga,2526,2025-11-02 Barcelona-Elche,Barcelona,Ronald Araújo,4,2025,29260,148,8091,DC,3,90,0,0,0,0.0,0.6065468788146973,0.6065468788146973,0,0.0,0,0,0
ESP-La Liga,2526,2025-11-02 Barcelona-Elche,Barcelona,Roony Bardghji,4,2025,29260,148,14064,Sub,17,1,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ESP-La Liga,2526,2025-11-02 Barcelona-Elche,Barcelona,Wojciech Szczesny,4,2025,29260,148,1244,GK,1,90,0,0,0,0.0,0.42387962341308594,0.42387962341308594,0,0.0,0,0,0
ESP-La Liga,2526,2025-11-02 Barcelona-Elche,Barcelona,Álex Balde,4,2025,29260,148,9805,DL,4,77,0,0,0,0.0,0.6604326963424683,0.2858273386955261,1,0.3746053874492645,1,0,0
ESP-La Liga,2526,2025-11-02 Barcelona-Elche,Elche,Adrià Pedrosa,4,2025,29260,207,7174,DR,2,85,0,0,1,0.020288627594709396,0.36290162801742554,0.07921454310417175,0,0.2633984684944153,1,0,0
ESP-La Liga,2526,2025-11-02 Barcelona-Elche,Elche,Aleix Febas,4,2025,29260,207,7842,MC,9,90,0,0,0,0.0,0.1419765204191208,0.1419765204191208,0,0.0,0,0,0
ESP-La Liga,2526,2025-11-02 Barcelona-Elche,Elche,Alvaro Rodríguez,4,2025,29260,207,11186,Sub,17,13,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ESP-La Liga,2526,2025-11-02 Barcelona-Elche,Elche,André Silva,4,2025,29260,207,6170,FW,15,77,0,0,0,0.0,0.09950317442417145,0.020288627594709396,0,0.07921454310417175,2,0,0
ESP-La Liga,2526,2025-11-02 Barcelona-Elche,Elche,David Affengruber,4,2025,29260,207,13837,DC,3,90,0,0,0,0.0,0.07801996171474457,0.07801996171474457,0,0.0,0,0,0
ESP-La Liga,2526,2025-11-02 Barcelona-Elche,Elche,German Valera,4,2025,29260,207,8230,MR,8,73,0,0,0,0.0,0.06013069301843643,0.06013069301843643,0,0.0,0,0,0
ESP-La Liga,2526,2025-11-02 Barcelona-Elche,Elche,Hector Fort,4,2025,29260,207,12171,Sub,17,17,0,0,2,0.058890532702207565,0.11517352610826492,0.02963464893400669,0,0.04616639390587807,1,0,0
ESP-La Liga,2526,2025-11-02 Barcelona-Elche,Elche,Iñaki Peña,4,2025,29260,207,7287,GK,1,90,0,0,0,0.0,0.07801996171474457,0.07801996171474457,0,0.0,0,0,0
ESP-La Liga,2526,2025-11-02 Barcelona-Elche,Elche,John Donald,4,2025,29260,207,9199,Sub,17,5,0,0,1,0.02963464893400669,0.02963464893400669,0.0,0,0.0,0,0,0
ESP-La Liga,2526,2025-11-02 Barcelona-Elche,Elche,Marc Aguado,4,2025,29260,207,13839,DMC,7,90,0,0,0,0.0,0.04616639390587807,0.04616639390587807,0,0.0,0,0,0
ESP-La Liga,2526,2025-11-02 Barcelona-Elche,Elche,Martim Neto,4,2025,29260,207,13840,MC,9,49,0,0,0,0.0,0.0,0.0,0,0.0,0,1,0
