league,season,game,team,player,league_id,season_id,game_id,team_id,player_id,position,position_id,minutes,goals,own_goals,shots,xg,xg_chain,xg_buildup,assists,xa,key_passes,yellow_cards,red_cards
ESP-La Liga,2425,2024-10-20 Barcelona-Sevilla,Barcelona,Pau Cubarsí,4,2024,27074,148,12005,DC,3,90,0,0,0,0.0,0.546341061592102,0.546341061592102,0,0.0,0,0,0
ESP-La Liga,2425,2024-10-20 Barcelona-Sevilla,Barcelona,Pau Victor,4,2024,27074,148,10953,Sub,17,21,0,0,1,0.44911715388298035,0.44911715388298035,0.0,0,0.0,0,0,0
ESP-La Liga,2425,2024-10-20 Barcelona-Sevilla,Barcelona,Pedri,4,2024,27074,148,8935,DMC,7,86,1,0,1,0.0956672802567482,0.8290879726409912,0.6330030560493469,0,0.5317758917808533,3,0,0
ESP-La Liga,2425,2024-10-20 Barcelona-Sevilla,Barcelona,Raphinha,4,2024,27074,148,8026,AMC,12,69,0,0,2,0.12380615621805191,1.3608120679855347,0.7634078860282898,1,1.024954915046692,4,0,0
ESP-La Liga,2425,2024-10-20 Barcelona-Sevilla,Barcelona,Robert Lewandowski,4,2024,27074,148,227,FW,15,69,2,0,4,1.935608148574829,1.0782443284988403,0.4106883108615875,0,0.0,0,0,0
ESP-La Liga,2425,2024-10-20 Barcelona-Sevilla,Barcelona,Álex Balde,4,2024,27074,148,9805,DL,4,90,0,0,2,0.1579490751028061,0.255172997713089,0.09722393751144409,0,0.0,0,0,0
ESP-La Liga,2425,2024-10-20 Barcelona-Sevilla,Sevilla,Adrià Pedrosa,4,2024,27074,138,7174,DL,4,84,0,0,0,0.0,0.14101924002170563,0.14101924002170563,0,0.0,0,1,0
ESP-La Liga,2425,2024-10-20 Barcelona-Sevilla,Sevilla,Albert Sambi Lokonga,4,2024,27074,138,9689,Sub,17,45,0,0,0,0.0,0.1028156727552414,0.1028156727552414,0,0.0,0,0,0
ESP-La Liga,2425,2024-10-20 Barcelona-Sevilla,Sevilla,Chidera Ejuke,4,2024,27074,138,8694,AML,13,45,0,0,0,0.0,0.042993005365133286,0.042993005365133286,0,0.0,0,0,0
ESP-La Liga,2425,2024-10-20 Barcelona-Sevilla,Sevilla,Djibril Sow,4,2024,27074,138,2624,Sub,17,17,0,0,0,0.0,0.0,0.0,0,0.0,0,1,0
ESP-La Liga,2425,2024-10-20 Barcelona-Sevilla,Sevilla,Dodi Lukebakio,4,2024,27074,138,5706,AMR,11,90,0,0,2,0.11800184845924377,0.22081752121448517,0.1028156727552414,0,0.036805275827646255,1,0,0
ESP-La Liga,2425,2024-10-20 Barcelona-Sevilla,Sevilla,Gonzalo Montiel,4,2024,27074,138,9897,Sub,17,6,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ESP-La Liga,2425,2024-10-20 Barcelona-Sevilla,Sevilla,Isaac Romero,4,2024,27074,138,12305,FW,15,90,0,0,2,0.1367381513118744,0.10900340229272842,0.0,0,0.042993005365133286,1,0,0
ESP-La Liga,2425,2024-10-20 Barcelona-Sevilla,Sevilla,José Ángel Carmona,4,2024,27074,138,9809,DR,2,90,0,0,0,0.0,0.036805275827646255,0.036805275827646255,0,0.0,0,0,0
ESP-La Liga,2425,2024-10-20 Barcelona-Sevilla,Sevilla,Loic Bade,4,2024,27074,138,8665,DC,3,90,0,0,0,0.0,0.2500867545604706,0.0,1,0.2500867545604706,1,0,0
ESP-La Liga,2425,2024-10-20 Barcelona-Sevilla,Sevilla,Lucien Agoume,4,2024,27074,138,8165,DMC,7,73,0,0,1,0.058019887655973434,0.06601039320230484,0.06601039320230484,0,0.0,0,0,0
ESP-La Liga,2425,2024-10-20 Barcelona-Sevilla,Sevilla,Marcão,4,2024,27074,138,10999,DC,3,90,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ESP-La Liga,2425,2024-10-20 Barcelona-Sevilla,Sevilla,Nemanja Gudelj,4,2024,27074,138,7888,DMC,7,90,0,0,0,0.0,0.1028156727552414,0.1028156727552414,0,0.0,0,0,0
ESP-La Liga,2425,2024-10-20 Barcelona-Sevilla,Sevilla,Peque,4,2024,27074,138,12742,AMC,12,49,0,0,0,0.0,0.07500883936882019,0.0,0,0.07500883936882019,1,0,0
ESP-La Liga,2425,2024-10-20 Barcelona-Sevilla,Sevilla,Stanis Idumbo Muzambo,4,2024,27074,138,12426,Sub,17,17,1,0,1,0.2500867545604706,0.2500867545604706,0.0,0,0.0,0,0,0
ESP-La Liga,2425,2024-10-20 Barcelona-Sevilla,Sevilla,Suso,4,2024,27074,138,1129,Sub,17,24,0,0,1,0.036805275827646255,0.1028156727552414,0.1028156727552414,0,0.12403028458356857,2,0,0
ESP-La Liga,2425,2024-10-20 Barcelona-Sevilla,Sevilla,Ørjan Nyland,4,2024,27074,138,250,GK,1,90,0,0,0,0.0,0.2500867545604706,0.2500867545604706,0,0.0,0,0,0
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,Barcelona,Dani Olmo,4,2024,27085,148,8292,Sub,17,23,0,0,1,0.03681571036577225,0.8729100227355957,0.8729100227355957,0,0.0,0,0,0
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,Barcelona,Fermín López,4,2024,27085,148,11822,AMC,12,48,0,0,1,0.025664877146482468,0.042114581912755966,0.016449706628918648,0,0.0,0,0,0
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,Barcelona,Frenkie de Jong,4,2024,27085,148,7781,Sub,17,42,0,0,0,0.0,0.7376793622970581,0.7376793622970581,0,0.0,0,0,0
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,Barcelona,Gavi,4,2024,27085,148,9804,Sub,17,1,0,0,0,0.0,0.0,0.0,0,0.0,0,1,0
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,Barcelona,Iñaki Peña,4,2024,27085,148,7287,GK,1,90,0,0,0,0.0,0.6765230894088745,0.6765230894088745,0,0.0,0,1,0
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,Barcelona,Iñigo Martínez,4,2024,27085,148,2484,DC,3,90,0,0,1,0.02062099240720272,0.7582099437713623,0.3272037208080292,1,0.43100622296333313,1,1,0
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,Barcelona,Jules Koundé,4,2024,27085,148,6433,DR,2,90,0,0,0,0.0,0.38067418336868286,0.38067418336868286,0,0.0,0,1,0
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,Barcelona,Lamine Yamal,4,2024,27085,148,11527,AMR,11,90,1,0,4,0.3760320544242859,0.8464912176132202,0.042114581912755966,0,0.4651602506637573,3,0,0
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,Barcelona,Marc Casadó,4,2024,27085,148,11151,DMC,7,67,0,0,0,0.0,0.7243276238441467,0.39712390303611755,1,0.3272037208080292,1,1,0
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,Barcelona,Pau Cubarsí,4,2024,27085,148,12005,DC,3,90,0,0,0,0.0,0.6005262136459351,0.6005262136459351,0,0.0,0,0,0
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,Barcelona,Pedri,4,2024,27085,148,8935,DMC,7,89,0,0,1,0.016449706628918648,0.8009896278381348,0.8009896278381348,0,0.025664877146482468,1,0,0
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,Barcelona,Raphinha,4,2024,27085,148,8026,AML,13,90,1,0,3,0.4849497377872467,1.8370249271392822,0.7633442282676697,1,0.6093519330024719,3,0,0
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,Barcelona,Robert Lewandowski,4,2024,27085,148,227,FW,15,90,2,0,4,1.5551230907440186,1.8006398677825928,0.0,0,0.24551688134670258,1,0,0
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,Barcelona,Álex Balde,4,2024,27085,148,9805,DL,4,90,0,0,0,0.0,0.9085595011711121,0.5371004939079285,1,0.3714590072631836,2,0,0
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,Real Madrid,Andriy Lunin,4,2024,27085,150,7194,GK,1,90,0,0,0,0.0,0.03510928153991699,0.03510928153991699,0,0.0,0,0,0
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,Real Madrid,Antonio Rüdiger,4,2024,27085,150,1822,DC,3,90,0,0,0,0.0,0.30438435077667236,0.30438435077667236,0,0.0,0,0,0
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,Real Madrid,Aurelien Tchouameni,4,2024,27085,150,6560,MC,9,65,0,0,0,0.0,0.30438435077667236,0.30438435077667236,0,0.30438435077667236,1,0,0
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,Real Madrid,Brahim Diaz,4,2024,27085,150,6421,Sub,17,11,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,Real Madrid,Eder Militão,4,2024,27085,150,7829,DC,3,90,0,0,1,0.008156285621225834,0.31254062056541443,0.30438435077667236,0,0.0,0,1,0
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,Real Madrid,Eduardo Camavinga,4,2024,27085,150,7359,ML,10,79,0,0,0,0.0,0.5944076180458069,0.5944076180458069,0,0.03826833888888359,1,0,0
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,Real Madrid,Federico Valverde,4,2024,27085,150,6241,MC,9,90,0,0,1,0.01733161322772503,0.01733161322772503,0.0,0,0.0,0,0,0
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,Real Madrid,Ferland Mendy,4,2024,27085,150,6233,DL,4,88,0,0,0,0.0,0.30438435077667236,0.30438435077667236,0,0.0,0,0,0
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,Real Madrid,Fran García,4,2024,27085,150,9810,Sub,17,2,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,Real Madrid,Jude Bellingham,4,2024,27085,150,8824,MR,8,90,0,0,1,0.4312012791633606,0.2709662914276123,0.2709662914276123,0,0.0,0,0,0
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,Real Madrid,Kylian Mbappe-Lottin,4,2024,27085,150,3423,FW,15,90,0,0,3,0.5992578864097595,0.8827055096626282,0.30438435077667236,0,0.01733161322772503,1,0,0
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,Real Madrid,Lucas Vázquez,4,2024,27085,150,2253,DR,2,90,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,Real Madrid,Luka Modric,4,2024,27085,150,2250,Sub,17,25,0,0,1,0.011483738198876381,0.5724732875823975,0.2900232672691345,0,0.7021675705909729,2,0,0
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,Real Madrid,Vinícius Júnior,4,2024,27085,150,7008,FW,15,90,0,0,2,0.33949363231658936,0.6295168995857239,0.30438435077667236,0,0.2900232672691345,1,1,0
ESP-La Liga,2425,2024-11-03 Barcelona-Espanyol,Barcelona,Anssumane Fati,4,2024,27101,148,7967,Sub,17,1,0,0,1,0.0667094737291336,0.0667094737291336,0.0,0,0.0,0,0,0
ESP-La Liga,2425,2024-11-03 Barcelona-Espanyol,Barcelona,Dani Olmo,4,2024,27101,148,8292,AMC,12,62,2,0,4,1.1386374235153198,1.1386374235153198,0.0,0,0.0,0,0,0
ESP-La Liga,2425,2024-11-03 Barcelona-Espanyol,Barcelona,Fermín López,4,2024,27101,148,11822,Sub,17,28,0,0,1,0.016678791493177414,0.06735159456729889,0.050672803074121475,0,0.06435176730155945,1,0,0
ESP-La Liga,2425,2024-11-03 Barcelona-Espanyol,Barcelona,Frenkie de Jong,4,2024,27101,148,7781,Sub,17,28,0,0,0,0.0,0.20437981188297272,0.20437981188297272,0,0.09693235158920288,1,0,0
ESP-La Liga,2425,2024-11-03 Barcelona-Espanyol,Barcelona,Gavi,4,2024,27101,148,9804,Sub,17,1,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ESP-La Liga,2425,2024-11-03 Barcelona-Espanyol,Barcelona,Hector Fort,4,2024,27101,148,12171,DR,2,84,0,0,1,0.06435176730155945,1.1418509483337402,1.1138733625411987,0,0.6006363034248352,2,0,0
ESP-La Liga,2425,2024-11-03 Barcelona-Espanyol,Barcelona,Iñaki Peña,4,2024,27101,148,7287,GK,1,90,0,0,0,0.0,0.13702821731567383,0.13702821731567383,0,0.0,0,0,0
ESP-La Liga,2425,2024-11-03 Barcelona-Espanyol,Barcelona,Iñigo Martínez,4,2024,27101,148,2484,DC,3,90,0,0,0,0.0,0.9467299580574036,0.9467299580574036,0,0.04009586572647095,1,0,0
ESP-La Liga,2425,2024-11-03 Barcelona-Espanyol,Barcelona,Jules Koundé,4,2024,27101,148,6433,Sub,17,6,0,0,0,0.0,0.09693235158920288,0.09693235158920288,0,0.0,0,0,0
ESP-La Liga,2425,2024-11-03 Barcelona-Espanyol,Barcelona,Lamine Yamal,4,2024,27101,148,11527,AMR,11,90,0,0,4,0.21867911517620087,1.3000283241271973,0.5726586580276489,1,0.5517868995666504,3,0,0
ESP-La Liga,2425,2024-11-03 Barcelona-Espanyol,Barcelona,Marc Casadó,4,2024,27101,148,11151,DMC,7,62,0,0,0,0.0,1.4499088525772095,1.1413259506225586,1,0.3085829019546509,1,0,0
ESP-La Liga,2425,2024-11-03 Barcelona-Espanyol,Barcelona,Pau Cubarsí,4,2024,27101,148,12005,DC,3,90,0,0,0,0.0,0.6381470561027527,0.6381470561027527,0,0.0,0,0,0
ESP-La Liga,2425,2024-11-03 Barcelona-Espanyol,Barcelona,Pedri,4,2024,27101,148,8935,DMC,7,90,0,0,0,0.0,1.2274844646453857,1.2274844646453857,0,0.0,0,0,0
ESP-La Liga,2425,2024-11-03 Barcelona-Espanyol,Barcelona,Raphinha,4,2024,27101,148,8026,AML,13,90,1,0,1,0.3085829019546509,0.6096884608268738,0.21086198091506958,0,0.1575951725244522,3,0,0
ESP-La Liga,2425,2024-11-03 Barcelona-Espanyol,Barcelona,Robert Lewandowski,4,2024,27101,148,227,FW,15,90,0,0,2,0.13033944368362427,0.7196768522262573,0.5893374085426331,0,0.0,0,0,0
ESP-La Liga,2425,2024-11-03 Barcelona-Espanyol,Barcelona,Álex Balde,4,2024,27101,148,9805,DL,4,90,0,0,0,0.0,0.6449585556983948,0.5640571713447571,1,0.08090139180421829,1,0,0
ESP-La Liga,2425,2024-11-03 Barcelona-Espanyol,Espanyol,Alex Kral,4,2024,27101,141,8017,MC,9,90,0,0,0,0.0,0.5299622416496277,0.41406798362731934,0,0.11589425802230835,1,0,0
ESP-La Liga,2425,2024-11-03 Barcelona-Espanyol,Espanyol,Brian Oliván,4,2024,27101,141,9754,Sub,17,6,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ESP-La Liga,2425,2024-11-03 Barcelona-Espanyol,Espanyol,Carlos Romero,4,2024,27101,141,11402,DL,4,84,0,0,0,0.0,0.3041311204433441,0.0,1,0.3041311204433441,2,0,0
ESP-La Liga,2425,2024-11-03 Barcelona-Espanyol,Espanyol,Javi Puado,4,2024,27101,141,6933,FW,15,90,1,0,4,0.5069339871406555,0.5069339871406555,0.0,0,0.0,0,0,0
ESP-La Liga,2425,2024-11-03 Barcelona-Espanyol,Espanyol,Joan García,4,2024,27101,141,9773,GK,1,90,0,0,0,0.0,0.3190773129463196,0.3190773129463196,0,0.0,0,0,0
ESP-La Liga,2425,2024-11-03 Barcelona-Espanyol,Espanyol,Jofre Carreras,4,2024,27101,141,10209,ML,10,90,0,0,1,0.040699638426303864,0.35977694392204285,0.2922390103340149,0,0.02683827467262745,1,1,0
ESP-La Liga,2425,2024-11-03 Barcelona-Espanyol,Espanyol,Justin Smith,4,2024,27101,141,9744,Sub,17,22,0,0,0,0.0,0.06483301520347595,0.06483301520347595,0,0.0,0,0,0
ESP-La Liga,2425,2024-11-03 Barcelona-Espanyol,Espanyol,Leandro Cabrera,4,2024,27101,141,6168,DC,3,90,0,0,0,0.0,0.07035670429468155,0.0,0,0.07035670429468155,1,0,0
ESP-La Liga,2425,2024-11-03 Barcelona-Espanyol,Espanyol,Marash Kumbulla,4,2024,27101,141,6324,DC,3,39,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ESP-La Liga,2425,2024-11-03 Barcelona-Espanyol,Espanyol,Naci Ünüvar,4,2024,27101,141,13029,Sub,17,6,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ESP-La Liga,2425,2024-11-03 Barcelona-Espanyol,Espanyol,Omar El Hilali,4,2024,27101,141,10875,DR,2,84,0,0,0,0.0,0.12182896584272385,0.12182896584272385,0,0.0,0,0,0
ESP-La Liga,2425,2024-11-03 Barcelona-Espanyol,Espanyol,Rafael Bauza,4,2024,27101,141,12903,DMC,7,68,0,0,1,0.01189208310097456,0.01189208310097456,0.0,0,0.0,0,1,0
ESP-La Liga,2425,2024-11-03 Barcelona-Espanyol,Espanyol,Sergi Gómez,4,2024,27101,141,2282,Sub,17,51,0,0,0,0.0,0.06483301520347595,0.06483301520347595,0,0.0,0,0,0
ESP-La Liga,2425,2024-11-03 Barcelona-Espanyol,Espanyol,Tejero,4,2024,27101,141,2519,MR,8,90,0,0,1,0.07916556298732758,0.23288530111312866,0.07035670429468155,0,0.1625286042690277,3,0,0
ESP-La Liga,2425,2024-11-03 Barcelona-Espanyol,Espanyol,Walid Cheddira,4,2024,27101,141,11989,Sub,17,22,0,0,1,0.06483301520347595,0.06483301520347595,0.0,0,0.0,0,1,0
ESP-La Liga,2425,2024-11-03 Barcelona-Espanyol,Espanyol,Álvaro Aguado,4,2024,27101,141,10884,MC,9,68,0,0,2,0.0838342234492302,0.0838342234492302,0.0,0,0.0,0,0,0
ESP-La Liga,2425,2024-11-10 Real Sociedad-Barcelona,Barcelona,Anssumane Fati,4,2024,27108,148,7967,Sub,17,18,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ESP-La Liga,2425,2024-11-10 Real Sociedad-Barcelona,Barcelona,Dani Olmo,4,2024,27108,148,8292,Sub,17,41,0,0,2,0.07842520624399185,0.06001559644937515,0.0,0,0.0,0,0,0
ESP-La Liga,2425,2024-11-10 Real Sociedad-Barcelona,Barcelona,Fermín López,4,2024,27108,148,11822,AMR,11,72,0,0,2,0.07579879462718964,0.14841191470623016,0.08494743704795837,0,0.0,0,0,0
ESP-La Liga,2425,2024-11-10 Real Sociedad-Barcelona,Barcelona,Frenkie de Jong,4,2024,27108,148,7781,DMC,7,49,0,0,1,0.02493184432387352,0.04422539472579956,0.0,0,0.01929355040192604,1,0,0
ESP-La Liga,2425,2024-11-10 Real Sociedad-Barcelona,Barcelona,Gavi,4,2024,27108,148,9804,Sub,17,3,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ESP-La Liga,2425,2024-11-10 Real Sociedad-Barcelona,Barcelona,Iñaki Peña,4,2024,27108,148,7287,GK,1,90,0,0,0,0.0,0.01929355040192604,0.01929355040192604,0,0.0,0,0,0
ESP-La Liga,2425,2024-11-10 Real Sociedad-Barcelona,Barcelona,Iñigo Martínez,4,2024,27108,148,2484,DC,3,90,0,0,1,0.041547663509845734,0.01929355040192604,0.01929355040192604,0,0.08495722711086273,1,1,0
ESP-La Liga,2425,2024-11-10 Real Sociedad-Barcelona,Barcelona,Jules Koundé,4,2024,27108,148,6433,DR,2,87,0,0,0,0.0,0.07466427236795425,0.04422539472579956,0,0.030438879504799843,1,0,0
ESP-La Liga,2425,2024-11-10 Real Sociedad-Barcelona,Barcelona,Marc Casadó,4,2024,27108,148,11151,DMC,7,90,0,0,1,0.07416196167469025,0.10424099117517471,0.10424099117517471,0,0.0,0,0,0
ESP-La Liga,2425,2024-11-10 Real Sociedad-Barcelona,Barcelona,Pau Cubarsí,4,2024,27108,148,12005,DC,3,90,0,0,2,0.16950452327728271,0.04422539472579956,0.01929355040192604,0,0.02493184432387352,1,0,0
ESP-La Liga,2425,2024-11-10 Real Sociedad-Barcelona,Barcelona,Pau Victor,4,2024,27108,148,10953,Sub,17,1,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ESP-La Liga,2425,2024-11-10 Real Sociedad-Barcelona,Barcelona,Pedri,4,2024,27108,148,8935,AMC,12,90,0,0,1,0.030438879504799843,0.10974802821874619,0.07930915057659149,0,0.10295691341161728,2,0,0
ESP-La Liga,2425,2024-11-10 Real Sociedad-Barcelona,Barcelona,Raphinha,4,2024,27108,148,8026,AML,13,90,0,0,1,0.01929355040192604,0.10424099117517471,0.08494743704795837,0,0.05388198047876358,2,0,0
ESP-La Liga,2425,2024-11-10 Real Sociedad-Barcelona,Barcelona,Robert Lewandowski,4,2024,27108,148,227,FW,15,90,0,0,0,0.0,0.06001559644937515,0.06001559644937515,0,0.0,0,0,0
ESP-La Liga,2425,2024-11-10 Real Sociedad-Barcelona,Barcelona,Álex Balde,4,2024,27108,148,9805,DL,4,90,0,0,0,0.0,0.10424099117517471,0.04422539472579956,0,0.06001559644937515,1,0,0
ESP-La Liga,2425,2024-11-10 Real Sociedad-Barcelona,Real Sociedad,Aihen Muñoz,4,2024,27108,140,7306,DL,4,87,0,0,0,0.0,0.0623994879424572,0.0623994879424572,0,0.0,0,0,0
ESP-La Liga,2425,2024-11-10 Real Sociedad-Barcelona,Real Sociedad,Ander Barrenetxea,4,2024,27108,140,7308,Sub,17,26,0,0,1,0.29380112886428833,0.4664383828639984,0.17263726890087128,0,0.0,0,0,0
ESP-La Liga,2425,2024-11-10 Real Sociedad-Barcelona,Real Sociedad,Aritz Elustondo,4,2024,27108,140,2228,Sub,17,26,0,0,0,0.0,0.0,0.0,0,0.06426125019788742,1,0,0
ESP-La Liga,2425,2024-11-10 Real Sociedad-Barcelona,Real Sociedad,Brais Méndez,4,2024,27108,140,6227,MC,9,90,0,0,2,0.20945674180984497,0.3375962972640991,0.16495902836322784,0,0.15265657007694244,3,1,0
ESP-La Liga,2425,2024-11-10 Real Sociedad-Barcelona,Real Sociedad,Igor Zubeldia,4,2024,27108,140,2417,DC,3,90,0,0,1,0.06426125019788742,0.33284586668014526,0.33284586668014526,0,0.0,0,1,0
ESP-La Liga,2425,2024-11-10 Real Sociedad-Barcelona,Real Sociedad,Javier López,4,2024,27108,140,8413,Sub,17,3,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ESP-La Liga,2425,2024-11-10 Real Sociedad-Barcelona,Real Sociedad,Jon Aramburu,4,2024,27108,140,12182,DR,2,64,0,0,0,0.0,0.2634829580783844,0.129903644323349,0,0.1335793286561966,1,1,0
ESP-La Liga,2425,2024-11-10 Real Sociedad-Barcelona,Real Sociedad,Luka Sucic,4,2024,27108,140,12862,MC,9,64,0,0,1,0.013380967080593109,0.3812822103500366,0.0623994879424572,1,0.3055017590522766,1,0,0
ESP-La Liga,2425,2024-11-10 Real Sociedad-Barcelona,Real Sociedad,Martín Zubimendi,4,2024,27108,140,7526,DMC,7,90,0,0,0,0.0,0.027344102039933205,0.027344102039933205,0,0.0,0,0,0
ESP-La Liga,2425,2024-11-10 Real Sociedad-Barcelona,Real Sociedad,Mikel Oyarzabal,4,2024,27108,140,2234,FW,15,65,0,0,3,0.6863511800765991,0.713695228099823,0.027344102039933205,0,0.0,0,0,0
ESP-La Liga,2425,2024-11-10 Real Sociedad-Barcelona,Real Sociedad,Naif Aguerd,4,2024,27108,140,6935,DC,3,90,0,0,0,0.0,0.4664383828639984,0.17263726890087128,0,0.29380112886428833,1,0,0
ESP-La Liga,2425,2024-11-10 Real Sociedad-Barcelona,Real Sociedad,Orri Óskarsson,4,2024,27108,140,13048,Sub,17,25,0,0,1,0.0512196384370327,0.0512196384370327,0.0,0,0.0,0,0,0
ESP-La Liga,2425,2024-11-10 Real Sociedad-Barcelona,Real Sociedad,Remiro,4,2024,27108,140,2555,GK,1,90,0,0,0,0.0,0.0623994879424572,0.0623994879424572,0,0.0,0,0,0
ESP-La Liga,2425,2024-11-10 Real Sociedad-Barcelona,Real Sociedad,Sergio Gómez,4,2024,27108,140,6656,Sub,17,26,0,0,0,0.0,0.0512196384370327,0.0512196384370327,0,0.0,0,0,0
ESP-La Liga,2425,2024-11-10 Real Sociedad-Barcelona,Real Sociedad,Sheraldo Becker,4,2024,27108,140,7882,ML,10,64,1,0,3,0.46642521023750305,0.9639949202537537,0.0,0,0.4975697100162506,1,0,0
ESP-La Liga,2425,2024-11-10 Real Sociedad-Barcelona,Real Sociedad,Takefusa Kubo,4,2024,27108,140,8001,MR,8,90,0,0,2,0.10143693536520004,0.9448697566986084,0.6935485005378723,0,0.2513212561607361,3,0,0
ESP-La Liga,2425,2024-11-23 Celta Vigo-Barcelona,Barcelona,Dani Olmo,4,2024,27117,148,8292,AML,13,90,0,0,1,0.06770883500576019,1.0181645154953003,0.7234657406806946,0,0.2946988046169281,1,0,0
ESP-La Liga,2425,2024-11-23 Celta Vigo-Barcelona,Barcelona,Fermín López,4,2024,27117,148,11822,Sub,17,14,0,0,1,0.4771159887313843,0.4771159887313843,0.0,0,0.0,0,1,0
ESP-La Liga,2425,2024-11-23 Celta Vigo-Barcelona,Barcelona,Frenkie de Jong,4,2024,27117,148,7781,Sub,17,14,0,0,0,0.0,0.4771159887313843,0.4771159887313843,0,0.0,0,0,0
ESP-La Liga,2425,2024-11-23 Celta Vigo-Barcelona,Barcelona,Gavi,4,2024,27117,148,9804,AMC,12,76,0,0,0,0.0,0.07322020828723907,0.07322020828723907,0,0.0,0,0,0
ESP-La Liga,2425,2024-11-23 Celta Vigo-Barcelona,Barcelona,Gerard Martín,4,2024,27117,148,12821,DL,4,47,0,0,0,0.0,0.1390077769756317,0.1390077769756317,0,0.0,0,1,0
ESP-La Liga,2425,2024-11-23 Celta Vigo-Barcelona,Barcelona,Hector Fort,4,2024,27117,148,12171,Sub,17,43,0,0,0,0.0,0.5167491436004639,0.039633121341466904,0,0.4771159887313843,1,1,0
ESP-La Liga,2425,2024-11-23 Celta Vigo-Barcelona,Barcelona,Iñaki Peña,4,2024,27117,148,7287,GK,1,90,0,0,0,0.0,0.3768445551395416,0.3768445551395416,0,0.0,0,0,0
ESP-La Liga,2425,2024-11-23 Celta Vigo-Barcelona,Barcelona,Iñigo Martínez,4,2024,27117,148,2484,DC,3,90,0,0,0,0.0,0.6838326454162598,0.6838326454162598,0,0.0,0,0,0
ESP-La Liga,2425,2024-11-23 Celta Vigo-Barcelona,Barcelona,Jules Koundé,4,2024,27117,148,6433,DR,2,90,0,0,0,0.0,0.49161916971206665,0.18056216835975647,1,0.3110570013523102,1,0,0
ESP-La Liga,2425,2024-11-23 Celta Vigo-Barcelona,Barcelona,Marc Casadó,4,2024,27117,148,11151,DMC,7,83,0,0,1,0.021047290414571762,0.42308804392814636,0.4020407497882843,0,0.0,0,0,1
ESP-La Liga,2425,2024-11-23 Celta Vigo-Barcelona,Barcelona,Pablo Torre,4,2024,27117,148,11025,Sub,17,1,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ESP-La Liga,2425,2024-11-23 Celta Vigo-Barcelona,Barcelona,Pau Cubarsí,4,2024,27117,148,12005,DC,3,90,0,0,0,0.0,0.2067166119813919,0.2067166119813919,0,0.0,0,0,0
ESP-La Liga,2425,2024-11-23 Celta Vigo-Barcelona,Barcelona,Pau Victor,4,2024,27117,148,10953,Sub,17,1,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ESP-La Liga,2425,2024-11-23 Celta Vigo-Barcelona,Barcelona,Pedri,4,2024,27117,148,8935,DMC,7,76,0,0,0,0.0,0.18056216835975647,0.18056216835975647,0,0.039633121341466904,1,0,0
