league,season,team,player,league_id,season_id,team_id,player_id,position,matches,minutes,goals,xg,np_goals,np_xg,assists,xa,shots,key_passes,yellow_cards,red_cards,xg_chain,xg_buildup
ESP-La Liga,2526,Elche,Rafa Mir,4,2025,207,2589,F M S,27,1834,8,8.264916526153684,7,6.778489189222455,0,1.7095182929188013,69,9,4,0,11.559987911954522,4.549745937809348
ESP-La Liga,2526,Elche,Tete Morente,4,2025,207,8895,D M S,13,940,1,0.7541587688028812,1,0.7541587688028812,1,1.3126383945345879,8,12,1,0,2.6778974533081055,1.4394641816616058
ESP-La Liga,2526,Elche,Victor Chust,4,2025,207,8972,D S,31,2146,1,0.43208324909210205,1,0.43208324909210205,0,0.14542781747877598,8,5,6,1,5.763874681666493,5.705676449462771
ESP-La Liga,2526,Elche,Yago Alonso,4,2025,207,11617,M S,9,275,0,0.1545259803533554,0,0.1545259803533554,0,0.08231541514396667,2,2,1,0,0.6895101312547922,0.5053495075553656
ESP-La Liga,2526,Elche,Álex Sánchez,4,2025,207,14366,S,1,5,0,0.0,0,0.0,1,0.07984471321105957,0,1,0,0,0.07984471321105957,0.07984471321105957
ESP-La Liga,2526,Espanyol,Antoniu Roca,4,2025,141,12901,M S,13,262,0,0.22349121049046516,0,0.22349121049046516,0,0.18818654865026474,5,3,2,0,1.8667865842580795,1.4656611531972885
ESP-La Liga,2526,Espanyol,Carlos Romero,4,2025,141,11402,D,36,3207,6,2.956237475387752,6,2.956237475387752,3,3.295898557640612,42,28,4,0,11.255615886300802,7.793717348948121
ESP-La Liga,2526,Espanyol,Charles Pickel,4,2025,141,10936,M S,24,658,1,0.7815196216106415,1,0.7815196216106415,0,0.03527922462671995,10,2,1,2,2.819475682452321,2.26914856210351
ESP-La Liga,2526,Espanyol,Clemens Riedel,4,2025,141,11924,D S,20,1405,0,0.10876551270484924,0,0.10876551270484924,1,0.17818100657314062,3,4,5,0,2.985293955542147,2.905074262060225
ESP-La Liga,2526,Espanyol,Cyril Ngonge,4,2025,141,11306,M S,9,441,0,0.45276806876063347,0,0.45276806876063347,2,1.3367659226059914,11,8,4,0,1.2892310991883278,0.10153745766729116
ESP-La Liga,2526,Espanyol,Edu Expósito,4,2025,141,5081,F M S,36,2593,1,2.5784924146719277,1,2.5784924146719277,6,8.028833229094744,44,82,9,0,10.837253779172897,6.840502029284835
ESP-La Liga,2526,Espanyol,Fernando Calero,4,2025,141,6916,D S,28,2159,0,2.0030301241204143,0,2.0030301241204143,0,0.5543733611702919,11,3,5,0,2.6128574209287763,2.4083885895088315
ESP-La Liga,2526,Espanyol,Javi Puado,4,2025,141,6933,F M S,10,687,2,4.838970278389752,1,3.3524150969460607,0,0.9579164311289787,15,10,2,0,3.2629179880023003,1.2333675622940063
ESP-La Liga,2526,Espanyol,Jofre Carreras,4,2025,141,10209,M S,26,890,1,2.1467764284461737,1,2.1467764284461737,0,1.4310225043445826,23,15,1,0,4.282202575355768,1.191993448883295
ESP-La Liga,2526,Espanyol,José Salinas,4,2025,141,8902,D S,11,232,0,0.09471313655376434,0,0.09471313655376434,0,0.12903016805648804,1,4,2,0,1.0751010030508041,0.9603677988052368
ESP-La Liga,2526,Espanyol,Kike García,4,2025,141,5074,F S,37,1694,8,10.003981161862612,7,8.517553839832544,1,2.6575004514306784,60,19,3,0,12.71857414022088,2.124022038653493
ESP-La Liga,2526,Espanyol,Leandro Cabrera,4,2025,141,6168,D,37,3330,3,3.651096777059138,3,3.651096777059138,0,1.0857037864625454,40,11,4,0,7.0683932332322,6.544433953240514
ESP-La Liga,2526,Espanyol,Lluc Castell,4,2025,141,14588,S,1,15,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ESP-La Liga,2526,Espanyol,Luca Koleosho,4,2025,141,10620,S,3,48,0,0.024271871894598007,0,0.024271871894598007,0,0.018936829641461372,1,1,0,0,0.2459692731499672,0.20276057720184326
ESP-La Liga,2526,Espanyol,Marko Dmitrovic,4,2025,141,6224,GK,37,3330,0,0.0,0,0.0,0,0.030415348708629608,0,1,0,0,4.61260715033859,4.58219179417938
ESP-La Liga,2526,Espanyol,Miguel Ángel Rubio,4,2025,141,6740,D S,12,168,1,0.5985301695764065,1,0.5985301695764065,0,0.0,2,0,0,0,0.2453732704743743,0.2453732704743743
ESP-La Liga,2526,Espanyol,Omar El Hilali,4,2025,141,10875,D S,36,2853,0,0.013671329244971275,0,0.013671329244971275,2,1.6936176465824246,1,17,9,0,5.094719165936112,3.9731050971895456
ESP-La Liga,2526,Espanyol,Pere Milla,4,2025,141,4175,F M S,33,2005,7,7.654542326927185,7,7.654542326927185,1,4.100008985027671,59,34,6,1,11.191884029656649,3.3394176652655005
ESP-La Liga,2526,Espanyol,Pol Lozano,4,2025,141,7916,M S,33,2211,2,0.7202332802116871,2,0.7202332802116871,1,1.3134498577564955,17,22,10,1,7.324701470322907,6.574305829592049
ESP-La Liga,2526,Espanyol,Ramón Terrats,4,2025,141,10947,F M S,29,1020,1,1.189048240892589,1,1.189048240892589,2,2.365290615707636,15,16,0,0,4.1886972123757005,1.2467945348471403
ESP-La Liga,2526,Espanyol,Roberto Fernández,4,2025,141,13350,F S,38,2388,7,9.296747288666666,6,8.553469679318368,3,3.1568277506157756,59,18,3,0,12.14238354191184,2.0526475217193365
ESP-La Liga,2526,Espanyol,Rubén Sánchez,4,2025,141,10067,D M S,21,774,0,0.17505863774567842,0,0.17505863774567842,1,1.105343360453844,8,10,2,0,4.239415235817432,3.1734081245958805
ESP-La Liga,2526,Espanyol,Tyrhys Dolan,4,2025,141,13829,M S,36,2481,2,2.763452537357807,2,2.763452537357807,5,4.420420179143548,34,32,5,1,9.854958691634238,4.32685121987015
ESP-La Liga,2526,Espanyol,Urko Gonzalez,4,2025,141,8861,M S,36,2615,0,0.6285140076652169,0,0.6285140076652169,1,0.3392333183437586,18,10,7,0,5.933217795565724,5.271215932443738
ESP-La Liga,2526,Espanyol,Ángel Fortuño,4,2025,141,10874,GK,1,90,0,0.0,0,0.0,0,0.0,0,0,0,0,0.052320852875709534,0.052320852875709534
ESP-La Liga,2526,Getafe,Abdelkabir Abqar,4,2025,142,9297,D S,23,1479,0,0.3874060558155179,0,0.3874060558155179,2,0.7393411099910736,7,4,10,1,0.4710551081225276,0.3116732258349657
ESP-La Liga,2526,Getafe,Abu Kamara,4,2025,142,10526,M S,12,210,0,0.42044226825237274,0,0.42044226825237274,0,0.09885786660015583,4,3,1,0,0.5959860552102327,0.07668591849505901
ESP-La Liga,2526,Getafe,Adrián Liso,4,2025,142,13789,F M S,28,1725,3,2.757198302075267,3,2.757198302075267,0,0.1507773920893669,26,4,3,1,3.0900558568537235,0.3200403545051813
ESP-La Liga,2526,Getafe,Alejandro Mestanza,4,2025,142,14287,M S,3,68,0,0.01869388110935688,0,0.01869388110935688,0,0.0,1,0,0,0,0.06233642715960741,0.04364254605025053
ESP-La Liga,2526,Getafe,Alex Sancris,4,2025,142,14086,F M S,18,693,0,0.3980247313156724,0,0.3980247313156724,1,0.996218825224787,13,9,2,1,1.1331927608698606,0.6849178597331047
ESP-La Liga,2526,Getafe,Alex Sola,4,2025,142,7424,S,1,10,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ESP-La Liga,2526,Getafe,Borja Mayoral,4,2025,142,2252,F S,16,1072,4,3.4905536491423845,4,2.747275995090604,1,0.560979638248682,15,5,0,0,2.6726806866936386,0.4403858962468803
ESP-La Liga,2526,Getafe,Christantus Uche,4,2025,142,12726,F,3,270,1,1.4415657743811607,1,1.4415657743811607,1,0.6371117904782295,6,4,1,0,2.1472005546092987,0.06852305494248867
ESP-La Liga,2526,Getafe,Coba da Costa,4,2025,142,13047,M S,14,318,0,0.2343458440154791,0,0.2343458440154791,0,0.08499301550909877,5,3,1,0,0.6364300651475787,0.43546302150934935
ESP-La Liga,2526,Getafe,Damián Cáceres,4,2025,142,14603,M S,3,150,0,0.0,0,0.0,0,0.0,0,0,0,0,0.10201181471347809,0.10201181471347809
ESP-La Liga,2526,Getafe,David Soria,4,2025,142,2415,GK,38,3420,0,0.0,0,0.0,0,0.046500302851200104,0,1,2,0,1.7877731248736382,1.7877731248736382
ESP-La Liga,2526,Getafe,Davinchi,4,2025,142,13788,D S,14,688,0,0.19618964567780495,0,0.19618964567780495,0,0.059857865795493126,4,3,2,0,0.49781464226543903,0.30778488144278526
ESP-La Liga,2526,Getafe,Diego Rico,4,2025,142,5065,D S,28,1723,0,0.2927396623417735,0,0.2927396623417735,0,0.8772552907466888,11,10,3,0,1.4686552183702588,0.5435091145336628
ESP-La Liga,2526,Getafe,Djené Dakonam,4,2025,142,6151,D M S,34,2601,0,0.06865107547491789,0,0.06865107547491789,0,0.22259433940052986,3,3,10,2,2.8946734238415956,2.7105430271476507
ESP-La Liga,2526,Getafe,Domingos Duarte,4,2025,142,7860,D,34,2953,1,0.8303996156901121,1,0.8303996156901121,1,0.9081846736371517,13,2,12,0,1.415994401089847,1.2935767909511924
ESP-La Liga,2526,Getafe,Hugo Solozabal,4,2025,142,13638,S,1,4,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ESP-La Liga,2526,Getafe,Ismael Bekhoucha,4,2025,142,13334,D S,4,106,0,0.025432489812374115,0,0.025432489812374115,1,0.721170961856842,1,1,2,0,1.1573026180267334,0.4361315965652466
ESP-La Liga,2526,Getafe,Javi Muñoz,4,2025,142,4168,F M S,17,527,0,0.3324222560040653,0,0.3324222560040653,0,0.2619094252586365,14,7,0,0,0.9011456496082246,0.4265056401491165
ESP-La Liga,2526,Getafe,Jorge Montes,4,2025,142,14202,S,1,24,0,0.0,0,0.0,0,0.0,0,1,0,0,0.0,0.0
ESP-La Liga,2526,Getafe,Joselu Pérez,4,2025,142,13790,S,2,16,0,0.014085882343351841,0,0.014085882343351841,0,0.0,1,0,0,0,0.014085882343351841,0.0
ESP-La Liga,2526,Getafe,Juan Iglesias,4,2025,142,9218,D M S,37,3189,1,1.226545930840075,1,1.226545930840075,2,2.002802025526762,26,17,4,0,7.210621759295464,5.044199001044035
ESP-La Liga,2526,Getafe,Juanmi,4,2025,142,897,S,8,152,1,0.13904428482055664,1,0.13904428482055664,0,0.05573514848947525,2,2,0,0,0.17780200019478798,0.05972769297659397
ESP-La Liga,2526,Getafe,Kiko Femenía,4,2025,142,5043,D M S,28,2070,1,0.9618913042359054,1,0.9618913042359054,1,1.9188834317028522,8,17,6,0,3.8111339267343283,1.2898593991994858
ESP-La Liga,2526,Getafe,Luis Milla,4,2025,142,8725,M,37,3288,1,1.4706194661557674,1,1.4706194661557674,10,6.843989523127675,27,78,4,1,7.731246910057962,4.7804497964680195
ESP-La Liga,2526,Getafe,Luis Vázquez,4,2025,142,14388,F S,17,1232,3,2.6704405779019,3,2.6704405779019,1,0.16504967398941517,25,4,2,0,4.0771912625059485,1.7306871116161346
ESP-La Liga,2526,Getafe,Mario Martín,4,2025,142,11349,F M S,35,2158,2,2.9510428346693516,2,2.9510428346693516,1,0.916083893738687,26,8,11,0,3.979537969455123,1.4174842182546854
ESP-La Liga,2526,Getafe,Martín Satriano,4,2025,142,9001,F M,18,1609,6,4.711501374840736,6,4.711501374840736,1,2.4850312769412994,35,15,5,0,8.570994183421135,1.9049698896706104
ESP-La Liga,2526,Getafe,Mauro Arambarri,4,2025,142,3264,M,37,3279,6,8.078672235831618,4,5.8488394152373075,2,0.9766136407852173,57,22,6,0,5.961405856534839,2.0200484236702323
ESP-La Liga,2526,Getafe,Nyom,4,2025,142,565,D S,15,522,0,0.13120730221271515,0,0.13120730221271515,1,1.1202348694205284,3,4,5,1,1.2234054617583752,0.013233568519353867
ESP-La Liga,2526,Getafe,Sebastián Boselli,4,2025,142,14389,D S,11,356,0,0.39554721489548683,0,0.39554721489548683,0,0.28201672434806824,4,1,4,0,0.35161851719021797,0.047451701015233994
ESP-La Liga,2526,Getafe,Veljko Birmancevic,4,2025,142,11091,F S,6,129,0,0.06350088492035866,0,0.06350088492035866,0,0.10946157574653625,2,2,0,0,1.493745282292366,1.3207827620208263
ESP-La Liga,2526,Getafe,Yvan Neyou,4,2025,142,8689,S,5,49,0,0.0,0,0.0,0,0.0,0,0,2,0,0.0,0.0
ESP-La Liga,2526,Getafe,Zaid Romero,4,2025,142,14387,D,15,1350,1,1.0052571017295122,1,1.0052571017295122,0,0.0902770534157753,10,2,3,1,2.842687303200364,2.554918821901083
ESP-La Liga,2526,Girona,Abel Ruiz,4,2025,223,7549,S,9,168,0,0.29203977435827255,0,0.29203977435827255,0,0.1312386691570282,5,2,0,0,1.2712495923042297,0.8877681791782379
ESP-La Liga,2526,Girona,Alejandro Francés,4,2025,223,12723,D S,24,1077,0,0.6590694738551974,0,0.6590694738551974,2,1.4396104291081429,16,10,2,1,6.060367487370968,5.5678981095552444
ESP-La Liga,2526,Girona,Arnau Martinez,4,2025,223,10949,D M S,35,2715,2,2.124434665776789,2,2.124434665776789,3,2.70481881685555,19,23,6,0,10.917901353910565,8.976429961621761
ESP-La Liga,2526,Girona,Axel Witsel,4,2025,223,3059,M S,32,2546,1,2.5918547697365284,1,2.5918547697365284,2,2.218277433887124,20,17,0,1,10.09136007912457,9.34759215824306
ESP-La Liga,2526,Girona,Azz-Eddine Ounahi,4,2025,223,8328,F M S,24,1777,5,3.8501516468822956,4,3.106873992830515,2,5.440476134419441,51,35,6,0,13.077412985265255,8.065416779369116
ESP-La Liga,2526,Girona,Bojan Miovski,4,2025,223,12995,F,1,44,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ESP-La Liga,2526,Girona,Bryan Gil Salvatierra,4,2025,223,7338,F M S,29,1607,0,3.14223606325686,0,3.14223606325686,3,3.6251211799681187,27,21,5,0,11.089613553136587,6.996503568254411
ESP-La Liga,2526,Girona,Claudio Echeverri,4,2025,223,13649,F M S,17,606,1,2.120521953329444,1,2.120521953329444,1,1.088322913274169,21,8,4,0,4.070073027163744,1.4420119039714336
ESP-La Liga,2526,Girona,Cristhian Stuani,4,2025,223,1709,F S,21,359,5,5.82486117631197,2,2.851750649511814,0,0.1323026791214943,19,2,4,0,3.2117518186569214,0.5094254016876221
ESP-La Liga,2526,Girona,Daley Blind,4,2025,223,548,D S,31,2624,0,0.2643272480927408,0,0.2643272480927408,0,0.7392632644623518,5,11,1,0,10.429523061960936,10.079609762877226
ESP-La Liga,2526,Girona,David López,4,2025,223,1857,D S,5,300,0,0.6544463038444519,0,0.6544463038444519,0,0.0,1,0,0,0,0.7772146426141262,0.7772146426141262
ESP-La Liga,2526,Girona,Dawda Camara,4,2025,223,11381,F S,2,73,0,0.16032399237155914,0,0.16032399237155914,0,0.07423870265483856,2,1,0,0,0.13990389555692673,0.0
ESP-La Liga,2526,Girona,Donny van de Beek,4,2025,223,8821,M S,2,37,0,0.07745239697396755,0,0.07745239697396755,0,0.0,2,0,0,0,0.37449878454208374,0.29704639315605164
ESP-La Liga,2526,Girona,Hugo Rincón,4,2025,223,12189,D S,33,1713,1,0.6909217592328787,1,0.6909217592328787,1,1.3317618854343891,7,10,4,0,5.528506241738796,4.207219677045941
ESP-La Liga,2526,Girona,Iván Martín,4,2025,223,7529,M S,35,2558,0,1.1094311196357012,0,1.1094311196357012,1,2.176630087196827,13,26,3,1,10.834588035941124,8.479688461869955
ESP-La Liga,2526,Girona,Jhon Solis,4,2025,223,12046,M S,12,362,0,0.1824372038245201,0,0.1824372038245201,0,0.06164813041687012,3,1,0,0,0.8263201098889112,0.7203838434070349
ESP-La Liga,2526,Girona,Joel Roca,4,2025,223,10952,F M S,32,1463,3,4.518066472373903,3,4.518066472373903,1,1.9510410130023956,48,16,4,1,8.29686073306948,1.9931063894182444
ESP-La Liga,2526,Girona,Juan Arango,4,2025,223,14227,S,2,14,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.0
ESP-La Liga,2526,Girona,Ladislav Krejcí,4,2025,223,12721,D,2,180,0,0.12153472751379013,0,0.12153472751379013,0,0.0,1,0,1,0,0.11344128288328648,0.11344128288328648
ESP-La Liga,2526,Girona,Lancinet Kourouma,4,2025,223,14089,S,5,23,0,0.0,0,0.0,0,0.0,0,0,0,1,0.0,0.0
ESP-La Liga,2526,Girona,Marc-André ter Stegen,4,2025,223,2090,GK,2,180,0,0.0,0,0.0,0,0.0,0,0,0,0,0.024569794535636902,0.024569794535636902
ESP-La Liga,2526,Girona,Paulo Gazzaniga,4,2025,223,973,GK,35,3102,0,0.0,0,0.0,0,0.0,0,0,4,1,4.276501512154937,4.276501512154937
ESP-La Liga,2526,Girona,Portu,4,2025,223,6118,F M S,10,463,0,1.6742162741720676,0,1.6742162741720676,0,0.18959057331085205,9,3,2,0,2.053294636309147,0.457047451287508
ESP-La Liga,2526,Girona,Thomas Lemar,4,2025,223,3425,M S,27,1252,3,1.774252887815237,3,1.774252887815237,1,1.3809418808668852,17,19,4,0,6.247596652712673,3.8158258427865803
ESP-La Liga,2526,Girona,Viktor Tsygankov,4,2025,223,11322,F M S,32,2672,6,7.313595972955227,6,7.313595972955227,5,4.26087084133178,50,55,3,0,15.098643213510513,5.471966687589884
ESP-La Liga,2526,Girona,Vitor Reis,4,2025,223,13380,D S,36,3137,1,1.9711542688310146,1,1.9711542688310146,1,0.8653075750917196,19,8,9,1,9.510100200772285,8.20014369674027
ESP-La Liga,2526,Girona,Vladyslav Krapyvtsov,4,2025,223,13420,GK S,2,136,0,0.0,0,0.0,0,0.0,0,0,0,0,0.06566519290208817,0.06566519290208817
ESP-La Liga,2526,Girona,Vladyslav Vanat,4,2025,223,14041,F,27,2003,9,9.496832385659218,6,7.2669995576143265,1,2.1041252370923758,27,12,4,0,8.851113688200712,1.6265962794423103
ESP-La Liga,2526,Girona,Yangel Herrera,4,2025,223,7350,M S,14,638,0,0.689001614227891,0,0.689001614227891,0,0.05489660054445267,6,2,2,0,1.6791701149195433,1.4945150688290596
ESP-La Liga,2526,Girona,Yáser Asprilla,4,2025,223,13005,F M S,15,601,0,0.5583002185449004,0,0.5583002185449004,0,1.7849864326417446,15,12,0,0,1.4411142249591649,0.7090051285922527
ESP-La Liga,2526,Girona,Álex Moreno,4,2025,223,4120,D S,31,2554,0,1.5723254941403866,0,1.5723254941403866,3,2.917876537889242,17,16,5,0,10.622359491884708,6.971142928581685
ESP-La Liga,2526,Levante,Adrián De la Fuente,4,2025,151,10319,D S,33,2704,3,4.289415382780135,2,2.0595825174823403,1,1.4081206684932113,39,18,5,0,6.009899263270199,5.362125953659415
ESP-La Liga,2526,Levante,Alan Matturro,4,2025,151,12078,D S,19,918,1,0.9369660560041666,1,0.9369660560041666,1,1.1987895714119077,8,4,0,1,3.3469478487968445,1.891314934939146
ESP-La Liga,2526,Levante,Carlos Espí,4,2025,151,13769,F S,25,1328,11,9.884630508720875,11,9.884630508720875,0,0.6899255998432636,57,9,3,0,9.323621347546577,0.3610123936086893
ESP-La Liga,2526,Levante,Carlos Álvarez,4,2025,151,11264,M S,30,1910,3,2.646204930730164,3,2.646204930730164,1,4.597994323819876,31,40,3,0,10.988976924680173,6.164044106379151
ESP-La Liga,2526,Levante,Diego Pampín,4,2025,151,6291,D S,8,526,0,0.13482686132192612,0,0.13482686132192612,0,0.10395562648773193,3,3,3,0,1.4976367056369781,1.25885421782732
ESP-La Liga,2526,Levante,Etta Eyong,4,2025,151,10930,F S,33,1657,7,11.020547241903841,7,10.277269617654383,4,2.822161927819252,50,15,3,0,12.05828979704529,2.071900935843587
ESP-La Liga,2526,Levante,Goduine Koyalipou,4,2025,151,13335,F S,11,217,1,1.2652598228305578,1,1.2652598228305578,0,0.35875242948532104,10,1,1,0,1.43799864128232,0.0
ESP-La Liga,2526,Levante,Iker Losada,4,2025,151,7825,M S,23,882,3,2.140321670100093,3,2.140321670100093,1,0.5301704537123442,14,11,1,0,2.3661416564136744,0.4045812226831913
ESP-La Liga,2526,Levante,Iván Romero,4,2025,151,9275,F M S,32,2339,7,9.594019802287221,7,8.850742192938924,1,2.88573707267642,59,25,5,0,14.721420374698937,4.722817124798894
ESP-La Liga,2526,Levante,Jeremy Toljan,4,2025,151,257,D,37,3199,1,0.848660696297884,1,0.848660696297884,4,4.971433887258172,9,28,8,0,12.49036306887865,9.120427509769797
ESP-La Liga,2526,Levante,Jon Ander Olasagasti,4,2025,151,9466,F M S,33,1712,1,2.1322602536529303,1,2.1322602536529303,5,4.480237754993141,28,36,2,1,7.8441795744001865,4.710497124120593
ESP-La Liga,2526,Levante,Jorge Cabello,4,2025,151,13766,D S,5,367,0,0.0,0,0.0,0,0.0,0,0,1,0,0.7887009792029858,0.7887009792029858
ESP-La Liga,2526,Levante,Kareem Tunde,4,2025,151,14258,M S,21,1183,0,1.2944607771933079,0,1.2944607771933079,1,0.6319677345454693,21,6,3,0,3.7132494738325477,2.09413805231452
ESP-La Liga,2526,Levante,Kervin Arriaga,4,2025,151,14050,M S,27,1511,3,1.0908419089391828,3,1.0908419089391828,3,1.162239396944642,16,7,6,1,5.125545285642147,3.795021541416645
ESP-La Liga,2526,Levante,Manuel Sánchez,4,2025,151,7605,D S,33,2844,1,1.2062672171741724,1,1.2062672171741724,2,1.9893938563764095,13,17,8,0,9.18354762159288,7.061968881636858
ESP-La Liga,2526,Levante,Mat Ryan,4,2025,151,2385,GK,36,3240,0,0.0933680385351181,0,0.0933680385351181,0,0.0,2,0,4,0,3.368032854050398,3.2746648155152798
ESP-La Liga,2526,Levante,Matías Moreno,4,2025,151,13083,D S,28,2265,0,1.2664381377398968,0,1.2664381377398968,0,0.6804856397211552,10,8,8,0,8.4254733286798,7.8222153298556805
ESP-La Liga,2526,Levante,Morales,4,2025,151,2186,M S,20,298,1,2.511188435833901,0,1.767910826485604,1,1.1046443730592728,11,7,1,0,5.004151001106948,2.22667851485312
ESP-La Liga,2526,Levante,Nacho Pérez,4,2025,151,13772,D S,3,147,0,0.0,0,0.0,0,0.1981816329061985,0,2,1,0,0.22319402173161507,0.02501237578690052
ESP-La Liga,2526,Levante,Oriol Rey,4,2025,151,8764,M S,20,1316,0,0.35154401417821646,0,0.35154401417821646,1,0.257574962452054,8,10,3,0,6.560898684896529,6.077804811298847
ESP-La Liga,2526,Levante,Pablo Cuñat,4,2025,151,9424,GK,2,180,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ESP-La Liga,2526,Levante,Pablo Martínez,4,2025,151,8183,M S,27,1878,1,1.9152403939515352,1,1.9152403939515352,5,5.4764400301501155,28,36,3,0,8.163186241872609,4.934909150004387
ESP-La Liga,2526,Levante,Paco Cortés,4,2025,151,13770,F M S,12,456,0,0.5373847614973783,0,0.5373847614973783,0,1.0183412544429302,12,6,2,0,2.012773670256138,0.5975478962063789
ESP-La Liga,2526,Levante,Roger Brugué,4,2025,151,13767,F M S,19,1008,1,4.378684105351567,1,4.378684105351567,1,0.8359398394823074,28,8,1,1,6.560833714902401,3.0389231741428375
ESP-La Liga,2526,Levante,Sergio Lozano,4,2025,151,8416,S,1,7,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ESP-La Liga,2526,Levante,Tai Abed,4,2025,151,14397,S,7,68,0,0.16298653185367584,0,0.16298653185367584,0,0.39156463742256165,2,1,0,0,0.5877043940126896,0.03315320983529091
ESP-La Liga,2526,Levante,Ugo Raghouber,4,2025,151,10397,M S,16,705,0,0.08310647308826447,0,0.08310647308826447,0,0.17258523777127266,3,4,1,0,1.1282448451966047,1.0098904836922884
ESP-La Liga,2526,Levante,Unai Elgezabal,4,2025,151,13765,D M S,12,963,1,0.6192532349377871,1,0.6192532349377871,0,0.13390958681702614,3,2,2,0,1.4656495973467827,1.4656495973467827
ESP-La Liga,2526,Levante,Unai Vencedor,4,2025,151,8329,M S,16,837,0,0.0,0,0.0,0,1.5092242825776339,0,12,3,1,2.1353150978684425,1.1437988132238388
ESP-La Liga,2526,Levante,Víctor García,4,2025,151,8500,F M S,21,1065,2,1.9078138787299395,2,1.9078138787299395,1,1.7659303694963455,19,14,1,0,3.2827370427548885,0.8745370730757713
ESP-La Liga,2526,Mallorca,Abdón Prats,4,2025,239,8014,S,15,92,0,0.6957777887582779,0,0.6957777887582779,0,0.11498812586069107,5,2,0,0,1.335592957213521,0.6818445790559053
ESP-La Liga,2526,Mallorca,Antonio Sánchez,4,2025,239,9970,D M S,30,1016,0,0.5342528652399778,0,0.5342528652399778,0,1.0588115602731705,6,12,3,1,3.9616350531578064,2.470979319885373
ESP-La Liga,2526,Mallorca,Dani Rodríguez,4,2025,239,7841,S,2,56,0,0.02346600592136383,0,0.02346600592136383,0,0.0,1,0,0,0,0.09653826057910919,0.07307225465774536
ESP-La Liga,2526,Mallorca,David López,4,2025,239,12074,D S,14,827,0,0.17963105626404285,0,0.17963105626404285,0,0.0,4,0,2,0,1.6228730790317059,1.6228730790317059
ESP-La Liga,2526,Mallorca,Jan Salas,4,2025,239,12951,S,2,6,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ESP-La Liga,2526,Mallorca,Jan Virgili,4,2025,239,13991,F M S,31,1807,2,2.593278208747506,2,2.593278208747506,4,3.7704717284068465,32,31,0,1,7.063589424826205,2.66401737742126
ESP-La Liga,2526,Mallorca,Javi Llabrés,4,2025,239,10128,M S,16,147,0,0.31350586749613285,0,0.31350586749613285,0,0.04367212951183319,5,1,0,0,0.3589514493942261,0.07487251050770283
ESP-La Liga,2526,Mallorca,Javier Olaizola,4,2025,239,14093,S,2,44,0,0.0,0,0.0,0,0.0,0,0,0,0,0.07220086455345154,0.07220086455345154
ESP-La Liga,2526,Mallorca,Johan Mojica,4,2025,239,6242,D S,35,2723,0,0.8061857065185905,0,0.8061857065185905,4,3.9278420032933354,17,35,6,1,9.051305999979377,5.788199552334845
ESP-La Liga,2526,Mallorca,Justin-Noel Kalumba,4,2025,239,11494,F S,3,81,0,0.06393245607614517,0,0.06393245607614517,0,0.0,1,0,0,0,0.33171550184488297,0.2677830457687378
ESP-La Liga,2526,Mallorca,Leo Román,4,2025,239,9839,GK,33,2970,0,0.0,0,0.0,0,0.0,0,0,4,0,3.9814230408519506,3.9814230408519506
ESP-La Liga,2526,Mallorca,Lucas Bergström,4,2025,239,11809,GK,5,450,0,0.0,0,0.0,0,0.0,0,0,1,0,0.9126056060194969,0.9126056060194969
ESP-La Liga,2526,Mallorca,Luis Orejuela,4,2025,239,14613,D,1,90,0,0.047755200415849686,0,0.047755200415849686,0,0.0,1,0,0,0,0.06520595401525497,0.06520595401525497
ESP-La Liga,2526,Mallorca,Manuel Morlanes,4,2025,239,6592,M S,32,1801,3,1.6544483443722129,3,1.6544483443722129,0,1.4072198066860437,13,17,3,1,8.313975814729929,5.546532068401575
ESP-La Liga,2526,Mallorca,Marash Kumbulla,4,2025,239,6324,D S,8,434,0,0.0868991632014513,0,0.0868991632014513,0,0.02258423902094364,3,1,1,0,0.6233834195882082,0.5607796404510736
ESP-La Liga,2526,Mallorca,Marc Domenech,4,2025,239,12883,M S,7,198,0,0.11695468425750732,0,0.11695468425750732,1,0.5047692880034447,3,2,0,0,0.6539514735341072,0.05123499780893326
ESP-La Liga,2526,Mallorca,Martin Valjent,4,2025,239,7838,D,37,3311,0,0.9677190342918038,0,0.9677190342918038,0,0.1400438267737627,17,3,6,0,9.191905220970511,8.853639227338135
ESP-La Liga,2526,Mallorca,Mateo Joseph,4,2025,239,11208,F M S,29,1707,2,5.396834125742316,2,5.396834125742316,3,1.5903267217800021,33,13,2,0,7.219164989888668,1.7234136806800961
ESP-La Liga,2526,Mallorca,Mateu Morey,4,2025,239,8070,D M S,18,723,1,0.18371310085058212,1,0.18371310085058212,0,0.516222694888711,4,3,2,0,2.1133462972939014,1.4928959049284458
