player,us_np_xg,us_xa,us_xg_chain,us_shots,us_np_goals,ss_shotsFromInsideTheBox,ss_totalShots,ss_bigChancesCreated,ss_keyPasses,ss_possessionWonAttThird,ss_ballRecovery,ss_wasFouled,ss_dispossessed,ss_possessionLost,ss_successfulDribbles,ss_touches,ss_aerialDuelsWon,ss_totalDuelsWon,ss_minutesPlayed,season_nineties,age,league,team,seasons,fifa_value_eur,fifa_contract_end,fifa_pace,fifa_release_clause_eur,ss_aerialDuelsWonPercentage,ss_groundDuelsWonPercentage,ss_accuratePassesPercentage,fifa_best_position,fifa_defensive_work_rate,fifa_stamina,fifa_aggression,pos,team_poss,np_xg_p90,npxg_per_shot,xa_p90,xg_chain_p90,key_passes_p90,big_chances_created_p90,press_won_att3rd_p90,ball_recov_p90,fouled_p90,dispossessed_p90,dribbles_p90,box_shot_share,np_g_minus_xg,FINISH,LINK,PRESS,HOLDUP,SPACE,gates_passed,score,role
Ousmane Dembélé,22.099838135764003,14.00897953659296,42.27774868160486,142.0,28.0,103.0,142.0,22.0,104.0,21.0,64.0,18.0,44.0,558.0,66.0,2348.0,6.0,107.0,2798.0,31.0,28.0,FRA-Ligue 1,PSG,2,122500000.0,2028.0,91.0,226600000.0,36.6666666666665,45.553857219924495,83.1505842429575,CF,,76.0,58.0,FW,68.4,0.7128980043794839,0.1556326629279155,0.45190256569654713,1.3637983445678987,3.3548387096774195,0.7096774193548387,0.6774193548387096,2.064516129032258,0.5806451612903226,1.4193548387096775,2.129032258064516,0.7253521126760564,5.900161864235997,1.6999572980418847,3.673832242754141,0.14964535067353377,-0.4169866079828958,1.5700154774515576,2,1.5463307857540127,CF
Bradley Barcola,26.998673629015684,14.717551371082664,55.43402439169586,140.0,25.0,114.0,141.0,29.0,89.0,44.0,126.0,32.0,43.0,626.0,70.0,2459.0,24.0,183.0,3942.0,43.599999999999994,22.0,FRA-Ligue 1,PSG,2,61500000.0,2028.0,92.0,118400000.0,57.142857142857494,37.9332506483255,83.4713171077715,RM,,74.0,60.0,FW,68.4,0.6192356336930204,0.19284766877868345,0.33755851768538225,1.2714225777911896,2.041284403669725,0.6651376146788992,1.0091743119266057,2.889908256880734,0.7339449541284404,0.9862385321100918,1.6055045871559634,0.8085106382978723,-1.9986736290156841,1.6875764218426896,2.521967821926962,1.3266178386701641,0.04191297547397707,1.344852423211249,3,1.5257244384792297,wide/AM
Jamal Musiala,15.298232819885015,8.386865098029375,33.05999479815364,98.0,14.0,73.0,98.0,12.0,58.0,23.0,103.0,73.0,55.0,459.0,93.0,1930.0,9.0,222.0,2489.0,27.6,22.0,GER-Bundesliga,Bayern Munich,2,116500000.0,2030.0,80.0,201000000.0,66.6666666666665,51.912972085386,84.2317339230325,CAM,,73.0,59.0,"MF,FW",67.7,0.5542837978219208,0.15610441652943893,0.303871923841644,1.1978258984838275,2.101449275362319,0.43478260869565216,0.8333333333333333,3.731884057971014,2.644927536231884,1.9927536231884058,3.369565217391304,0.7448979591836735,-1.2982328198850155,1.1197286830386584,2.1244058561287837,1.0183643748851277,1.6032528283187042,1.4487042043147405,3,1.4725000646639028,wide/AM
Bukayo Saka,16.122279875911772,20.13652891665697,35.57355656847358,138.0,11.0,105.0,138.0,33.0,124.0,50.0,187.0,93.0,72.0,700.0,91.0,2476.0,32.0,286.0,3960.0,43.9,23.0,ENG-Premier League,Arsenal,2,103500000.0,2030.0,83.0,199200000.0,37.820512820512505,52.071183533448,80.497518680206,LM,,86.0,68.0,"FW,MF",56.65,0.3672501110686053,0.11682811504283892,0.4586908637051702,0.8103315847032706,2.824601366742597,0.7517084282460137,1.1389521640091116,4.259681093394078,2.1184510250569475,1.6400911161731209,2.072892938496583,0.7608695652173914,-5.122279875911772,0.0793975011922946,2.7989016836019944,2.045249754728199,0.6337492571053298,0.9307197032650976,3,1.3632950911997763,wide/AM
Désiré Doué,13.535631889477372,13.848399505019188,38.38691745698452,110.0,13.0,69.0,110.0,21.0,84.0,29.0,158.0,72.0,63.0,640.0,89.0,2863.0,9.0,250.0,3090.0,34.2,20.0,FRA-Ligue 1,PSG,2,101000000.0,2029.0,83.0,194400000.0,30.5555555555555,48.6277281660515,85.991114617997,CAM,,80.0,61.0,"FW,MF",68.4,0.3957787102186366,0.12305119899524884,0.40492396213506393,1.122424487046331,2.4561403508771926,0.6140350877192982,0.8479532163742689,4.619883040935672,2.1052631578947367,1.8421052631578947,2.6023391812865495,0.6272727272727273,-0.5356318894773722,0.24015721982538957,2.7466822975462377,1.2802859541561828,0.30638220645198905,1.235162870487729,3,1.233998831715101,wide/AM
Luis Díaz,27.21630634739995,16.367909078486264,63.60238518565893,159.0,28.0,130.0,159.0,25.0,123.0,50.0,243.0,69.0,100.0,716.0,114.0,3182.0,26.0,268.0,4860.0,53.9,28.0,ENG-Premier League,Liverpool,2,80000000.0,2029.0,83.0,132000000.0,31.108597285068,42.39578730299,85.945717664283,LM,,86.0,75.0,"FW,MF",58.5,0.5049407485602959,0.17117173803396196,0.3036717825322127,1.18000714630165,2.282003710575139,0.463821892393321,0.927643784786642,4.50834879406308,1.280148423005566,1.855287569573284,2.1150278293135436,0.8176100628930818,0.78369365260005,1.0726302007650586,2.181520616800097,1.486592717818531,-0.3294945527730996,0.9549481868658094,2,1.2046742930689014,wide/AM
Kylian Mbappé,42.55316662415862,16.634746612980962,66.18040846288204,307.0,41.0,219.0,307.0,23.0,117.0,37.0,80.0,76.0,90.0,779.0,161.0,3275.0,11.0,260.0,5519.0,61.199999999999996,26.0,ESP-La Liga,Real Madrid,2,157000000.0,2029.0,96.0,333600000.0,55.0,45.9405117299855,85.87815484717149,ST,,83.0,61.0,FW,59.95,0.6953131801333109,0.13860966327087498,0.2718095851794275,1.0813792232497066,1.911764705882353,0.37581699346405234,0.6045751633986929,1.3071895424836601,1.2418300653594772,1.4705882352941178,2.630718954248366,0.7133550488599348,-1.5531666241586208,1.482960708868867,1.707921556966773,-0.2508792757966116,0.4267003862498006,2.2378803219796075,2,1.1472318175339988,CF
Karim Adeyemi,10.957356538623571,10.825427951291203,27.40781719982624,77.0,14.0,55.0,77.0,15.0,44.0,25.0,94.0,43.0,51.0,468.0,67.0,1326.0,16.0,151.0,2661.0,29.200000000000003,23.0,GER-Bundesliga,Dortmund,2,43500000.0,2027.0,96.0,77200000.0,42.0833333333335,38.627450980392,75.0438277476265,ST,,77.0,59.0,"MF,FW",56.099999999999994,0.37525193625423187,0.142303331670436,0.3707338339483289,0.938623876706378,1.506849315068493,0.5136986301369862,0.8561643835616437,3.2191780821917804,1.4726027397260273,1.7465753424657533,2.294520547945205,0.7142857142857143,3.0426434613764286,0.3366543732712284,1.9377981835549412,0.9588924937533829,-0.032749170700696356,2.0445588865666844,3,1.062163095337117,CF
Jeremy Doku,5.894390602596104,12.19983974378556,29.40918998233974,68.0,8.0,48.0,68.0,21.0,92.0,33.0,151.0,94.0,108.0,725.0,191.0,2528.0,4.0,342.0,3317.0,36.6,23.0,ENG-Premier League,Manchester City,2,49500000.0,2028.0,92.0,95300000.0,16.6666666666665,54.8878205128205,83.66506291635801,CAM,,68.0,62.0,"MF,FW",61.0,0.16104892356819955,0.08668221474406035,0.3333289547482393,0.8035297809382442,2.513661202185792,0.5737704918032787,0.9016393442622951,4.1256830601092895,2.5683060109289615,2.9508196721311473,5.218579234972677,0.7058823529411765,2.105609397403896,-0.9499258499930219,1.9655395937223048,1.3159092110842356,0.21036936774593118,3.4224493542928403,3,1.0620080864549837,wide/AM
Emanuel Emegha,21.876927665434778,3.2642524130642414,26.005462195724256,78.0,18.0,74.0,78.0,6.0,21.0,22.0,69.0,46.0,31.0,206.0,10.0,762.0,32.0,93.0,2753.0,30.4,22.0,FRA-Ligue 1,Strasbourg,2,22000000.0,2028.0,89.0,43500000.0,69.8529411764705,38.837803320562,81.70223693220751,ST,,84.0,64.0,FW,51.95,0.7196357784682493,0.2804734316081382,0.10737672411395531,0.8554428353856663,0.6907894736842105,0.19736842105263158,0.7236842105263158,2.2697368421052633,1.5131578947368423,1.0197368421052633,0.32894736842105265,0.9487179487179487,-3.8769276654347777,2.840978439731007,0.07669717218285091,0.33600708641791277,0.8268089111136602,0.38317369325776895,3,0.9781177109177615,CF
Martial Godo,8.613017499446869,2.3427590243518353,15.37150352820754,41.0,10.0,35.0,41.0,2.0,25.0,21.0,76.0,32.0,30.0,211.0,25.0,789.0,4.0,77.0,1645.0,17.900000000000002,22.0,ENG-Premier League,Fulham,2,9500000.0,2030.0,85.0,20000000.0,25.0,33.684210526316,77.2108843537415,RM,,66.0,53.0,"FW,MF",52.0,0.48117416198027196,0.21007359754748461,0.13088039242189023,0.8587432138663429,1.3966480446927372,0.11173184357541899,1.1731843575418992,4.245810055865921,1.7877094972067038,1.6759776536312847,1.3966480446927372,0.8536585365853658,1.386982500553131,1.332876725674908,0.37735669219729717,2.1422677166792945,-0.4235703514888096,0.6936177110564392,2,0.8965190017390546,wide/AM
Lautaro Martínez,32.11173498257995,11.501739954575896,48.20633790642023,194.0,29.0,166.0,194.0,21.0,74.0,50.0,127.0,89.0,88.0,589.0,38.0,2115.0,60.0,239.0,4755.0,52.5,27.0,ITA-Serie A,Inter,2,99000000.0,2029.0,82.0,163400000.0,45.1127819548875,43.73451496093,77.381205673759,ST,,86.0,87.0,FW,59.599999999999994,0.6116520949062847,0.16552440712670075,0.21908076103954088,0.9182159601222901,1.4095238095238096,0.4,0.9523809523809523,2.419047619047619,1.6952380952380952,1.6761904761904762,0.7238095238095238,0.8556701030927835,-3.1117349825799465,1.4153375429745045,1.0792144362644343,1.043844456735683,0.331283001575303,0.07909043413235955,3,0.8939629015130207,CF
Gonçalo Ramos,21.832282727584243,4.87578393612057,26.304307576268908,113.0,13.0,99.0,113.0,7.0,33.0,21.0,48.0,34.0,25.0,211.0,18.0,949.0,41.0,117.0,2389.0,26.4,24.0,FRA-Ligue 1,PSG,2,30500000.0,2028.0,73.0,58700000.0,50.0,44.542940793754,81.95378151260499,ST,,79.0,78.0,FW,68.4,0.826980406347888,0.1932060418370287,0.1846887854591125,0.996375286979883,1.25,0.26515151515151514,0.7954545454545455,1.8181818181818183,1.2878787878787878,0.946969696969697,0.6818181818181819,0.8761061946902655,-8.832282727584243,2.4562587892948233,0.8746504626820256,0.4352088988283771,0.3720058931428227,-0.6279467482945933,3,0.881377964487122,CF
Hugo Ekitike,32.74953697249293,9.988901812583208,48.40409425646067,182.0,25.0,138.0,182.0,15.0,65.0,34.0,129.0,29.0,60.0,581.0,90.0,1900.0,83.0,229.0,4388.0,48.5,23.0,ENG-Premier League,Liverpool,2,74500000.0,2031.0,86.0,143400000.0,41.911288581912004,38.5708957365005,76.59615384615401,ST,,86.0,70.0,FW,58.5,0.6752481849998543,0.17994251083787327,0.20595673840377748,0.9980225619888797,1.3402061855670102,0.30927835051546393,0.7010309278350515,2.6597938144329896,0.5979381443298969,1.2371134020618557,1.8556701030927836,0.7582417582417582,-7.749536972492933,1.7785818359895191,1.0392232389555156,0.36574902854382685,-0.4469611631096363,1.0334422369869758,2,0.8655732355266251,CF
Mika Biereth,13.892752133309843,7.101448390632868,25.349751234054565,61.0,14.0,56.0,61.0,12.0,43.0,20.0,55.0,44.0,39.0,313.0,5.0,799.0,34.0,98.0,2345.0,25.5,22.0,FRA-Ligue 1,Monaco,2,21500000.0,2030.0,75.0,45200000.0,31.888440860215,39.466463414634,62.6000681314935,ST,,73.0,69.0,FW,54.4,0.5448138091494056,0.22775003497229251,0.2784881721816811,0.9941078915315515,1.6862745098039216,0.47058823529411764,0.7843137254901961,2.156862745098039,1.7254901960784315,1.5294117647058822,0.19607843137254902,0.9180327868852459,0.10724786669015707,1.7254140958236752,1.6082191757425885,0.48605712242126997,-0.08929125103783729,-0.7555041172180812,3,0.8039004371374321,CF
Said El Mala,11.824968876317143,4.186228644102812,17.244747333228588,74.0,12.0,57.0,75.0,8.0,21.0,21.0,63.0,23.0,42.0,319.0,44.0,859.0,17.0,108.0,1957.0,21.7,18.0,GER-Bundesliga,Köln,1,16000000.0,2030.0,85.0,32000000.0,44.736842105263,39.393939393939,74.193548387097,CAM,,64.0,51.0,"FW,MF",47.0,0.5449294413049375,0.15979687670698842,0.19291376240105124,0.7946888171994742,0.967741935483871,0.3686635944700461,0.967741935483871,2.903225806451613,1.0599078341013826,1.935483870967742,2.0276497695852536,0.76,0.17503112368285656,1.1182747230619305,0.6130344740057795,1.2083375980694204,-0.2071743892244884,1.0564575012434663,3,0.8018872856836583,wide/AM
Charles De Ketelaere,14.001394435763359,17.343129597604275,41.64267209172249,94.0,10.0,77.0,94.0,30.0,103.0,35.0,200.0,75.0,106.0,814.0,92.0,2866.0,79.0,282.0,4267.0,47.2,24.0,ITA-Serie A,Atalanta,2,43500000.0,2028.0,71.0,77200000.0,47.9376108811355,42.83373623422,78.9174549066035,CAM,,78.0,55.0,"MF,FW",55.25,0.29663971262210503,0.14895100463578043,0.36743918638992107,0.882260001943273,2.182203389830508,0.635593220338983,0.7415254237288135,4.23728813559322,1.5889830508474576,2.2457627118644066,1.9491525423728813,0.8191489361702128,-4.001394435763359,0.1064280083327487,2.1624899475871335,0.8736530714391668,0.22160422476310085,-0.05095538710810221,3,0.7675574289160538,wide/AM
Ibrahim Mbaye,6.027116872370243,3.1900684256106615,13.368348557502031,36.0,4.0,30.0,36.0,5.0,23.0,14.0,51.0,16.0,28.0,239.0,26.0,1021.0,7.0,67.0,1333.0,15.0,17.0,FRA-Ligue 1,PSG,2,8500000.0,2028.0,89.0,17400000.0,34.523809523809504,34.875301689461,88.31603657029899,RW,,58.0,47.0,FW,68.4,0.40180779149134954,0.16741991312139565,0.2126712283740441,0.8912232371668021,1.5333333333333334,0.3333333333333333,0.9333333333333333,3.4,1.0666666666666667,1.8666666666666667,1.7333333333333334,0.8333333333333334,-2.027116872370243,0.6590708327256943,1.0089721055649559,1.229910668198514,-0.5845507604491478,1.1907263333669162,2,0.7539192041500306,wide/AM
Martin Baturina,1.901092293672264,6.69613741338253,11.85915962420404,28.0,6.0,15.0,28.0,8.0,63.0,17.0,86.0,44.0,30.0,235.0,23.0,1192.0,6.0,94.0,1591.0,17.4,22.0,ITA-Serie A,Como,1,27000000.0,2030.0,78.0,47900000.0,37.5,50.0,87.692307692308,CAM,,76.0,49.0,"MF,FW",58.1,0.10925817779725656,0.067896153345438,0.38483548352773167,0.681560897942761,3.620689655172414,0.4597701149425288,0.9770114942528736,4.942528735632185,2.528735632183908,1.7241379310344829,1.3218390804597702,0.5357142857142857,4.098907706327736,-1.3087246023582564,2.34749780362286,1.7385314691985412,0.7824581390934182,0.11946328765746644,3,0.7426878081684919,wide/AM
Mateo Retegui,19.252317164093256,5.460668161511421,26.73618371039629,104.0,21.0,96.0,104.0,6.0,38.0,17.0,69.0,34.0,48.0,293.0,12.0,970.0,51.0,111.0,2402.0,26.5,25.0,ITA-Serie A,Atalanta,1,,,,,42.148760330579,38.216560509554,78.057553956835,,,,,FW,55.25,0.7265025344940851,0.18511843427012747,0.20606294949099702,1.008912592845143,1.4339622641509433,0.22641509433962265,0.6415094339622641,2.6037735849056602,1.2830188679245282,1.8113207547169812,0.4528301886792453,0.9230769230769231,1.747682835906744,2.01371663288868,1.0298942367554609,0.1772920094335964,-0.16092534589201968,-0.32130238752621515,3,0.7240269592850193,?
Nicolas Pépé,13.599425131455064,13.584846401587129,35.4195064548403,104.0,10.0,75.0,101.0,22.0,90.0,25.0,163.0,68.0,63.0,631.0,86.0,2395.0,34.0,240.0,3891.0,43.3,30.0,ESP-La Liga,Villarreal,2,25000000.0,2028.0,87.0,52500000.0,44.459644322845506,47.430229345123,82.9279168825415,RW,,74.0,43.0,"FW,MF",46.05,0.31407448340542876,0.13076370318706793,0.31373779218446024,0.8180024585413466,2.0785219399538106,0.5080831408775982,0.5773672055427252,3.7644341801385686,1.5704387990762125,1.4549653579676676,1.9861431870669748,0.7425742574257426,-3.599425131455064,0.008058333047457567,1.6969448013576107,0.2753732245183883,0.38930818953865143,1.184343918107308,3,0.7173732446518387,wide/AM
Arda Güler,8.810475027188659,15.018564278259873,28.681654999032617,88.0,7.0,46.0,88.0,25.0,110.0,21.0,157.0,63.0,25.0,471.0,47.0,2912.0,12.0,197.0,3299.0,36.3,20.0,ESP-La Liga,Real Madrid,2,56500000.0,2029.0,77.0,127100000.0,36.437246963563,58.9061467283545,90.322485004675,CAM,,77.0,51.0,"MF,FW",59.95,0.24271281066635425,0.10011903439987112,0.41373455312010676,0.790128236887951,3.0303030303030307,0.6887052341597797,0.578512396694215,4.325068870523416,1.7355371900826448,0.6887052341597797,1.2947658402203859,0.5227272727272727,-1.8104750271886587,-0.5288806641843523,2.5859336351502082,0.4170144814632017,0.7416523363768992,0.028018777771490866,3,0.7131168061563627,wide/AM
Vinicius Júnior,21.232617523521185,15.79449276253581,46.546393409371376,181.0,21.0,130.0,182.0,20.0,129.0,43.0,159.0,151.0,93.0,973.0,169.0,3323.0,1.0,371.0,5082.0,56.3,25.0,ESP-La Liga,Real Madrid,2,,,,,6.25,48.97309429661,81.1006253858335,,,,,"FW,MF",59.95,0.3771335261726676,0.11730727913547616,0.2805416121231938,0.8267565436833282,2.291296625222025,0.3552397868561279,0.763765541740675,2.8241563055062167,2.6820603907637657,1.6518650088809947,3.0017761989342806,0.7142857142857143,-0.23261752352118492,0.12009914861672583,1.5197576201189622,0.5903562757168653,0.053572061389535984,1.1443973072195248,3,0.7077308526186541,?
Marcus Thuram,24.018760299310088,9.013850331306458,36.981442637741566,139.0,27.0,125.0,139.0,13.0,69.0,31.0,110.0,77.0,59.0,496.0,41.0,1746.0,97.0,253.0,4211.0,46.5,27.0,ITA-Serie A,Inter,2,58500000.0,2028.0,87.0,96500000.0,55.546097433211,47.2634440199825,75.3125,ST,,83.0,75.0,FW,59.599999999999994,0.5165324795550557,0.17279683668568407,0.19384624368400985,0.7952998416718616,1.4838709677419355,0.27956989247311825,0.6666666666666666,2.3655913978494625,1.6559139784946237,1.2688172043010753,0.8817204301075269,0.8992805755395683,2.981239700689912,1.1298722257963016,0.7351519836681021,0.19235689644818016,0.7467976877822307,0.5492766819896837,3,0.6991385871215242,CF
Breel Embolo,21.413366079330444,7.3483677404001355,33.13048926554621,91.0,15.0,84.0,92.0,11.0,47.0,27.0,116.0,101.0,84.0,515.0,29.0,1483.0,60.0,230.0,3716.0,41.3,28.0,FRA-Ligue 1,Monaco,2,11000000.0,2029.0,78.0,20900000.0,46.7333654773385,42.537350973388996,70.7316833112425,ST,,68.0,79.0,"FW,MF",54.4,0.5184834401774926,0.2353117151574774,0.17792657967070546,0.802191023378843,1.1380145278450364,0.26634382566585957,0.6537530266343826,2.8087167070217918,2.4455205811138017,2.033898305084746,0.7021791767554479,0.9130434782608695,-6.413366079330444,1.6960030230848768,0.5405641659105602,0.2637648900931319,0.7010635616213194,-0.23685470733008768,3,0.6815261034111705,CF
Christian Pulisic,17.41429916024208,12.254061563871801,38.240974420681596,111.0,16.0,86.0,111.0,17.0,107.0,26.0,147.0,60.0,60.0,619.0,71.0,2502.0,21.0,210.0,4100.0,45.4,26.0,ITA-Serie A,Milan,2,59000000.0,2027.0,88.0,100300000.0,26.506390748630498,50.866594191644495,84.748093212219,RW,,76.0,70.0,FW,52.849999999999994,0.38357487137097096,0.15688557802019892,0.2699132503055463,0.8423122119092863,2.356828193832599,0.3744493392070485,0.5726872246696035,3.237885462555066,1.3215859030837005,1.3215859030837005,1.5638766519823788,0.7747747747747747,-1.4142991602420807,0.49770099373566234,1.5263696477220325,0.13176803145414928,-0.08647732620468118,1.017408231284613,3,0.6720109024172434,wide/AM
Gabriel Martinelli,14.570523500442505,7.833323763683438,26.850995793938637,85.0,9.0,76.0,84.0,11.0,53.0,35.0,130.0,35.0,64.0,546.0,55.0,1603.0,25.0,149.0,3379.0,37.4,24.0,ENG-Premier League,Arsenal,2,35000000.0,2027.0,90.0,67400000.0,30.563186813187002,41.285474234503496,75.698421975453,RM,,82.0,80.0,"FW,MF",56.65,0.38958618985140386,0.1714179235346177,0.20944715945677644,0.7179410640090544,1.4171122994652408,0.29411764705882354,0.9358288770053477,3.4759358288770055,0.9358288770053477,1.7112299465240641,1.4705882352941178,0.9047619047619048,-5.570523500442505,0.6497838285243396,0.6908337189485173,1.2559624006818757,-0.5460197286709259,1.1155189611660838,2,0.671771751878863,wide/AM
Rafael Leão,16.750723335891962,12.522758186794817,35.71293139550835,130.0,15.0,100.0,129.0,20.0,81.0,25.0,109.0,86.0,61.0,593.0,85.0,2179.0,54.0,247.0,4189.0,46.400000000000006,26.0,ITA-Serie A,Milan,2,49500000.0,2028.0,93.0,87900000.0,51.454545454545496,47.758620689655004,80.35988875071851,RM,,75.0,60.0,FW,52.849999999999994,0.36100696844594743,0.1288517179683997,0.2698870298878193,0.7696752455928523,1.7456896551724135,0.43103448275862066,0.5387931034482758,2.3491379310344827,1.8534482758620687,1.314655172413793,1.8318965517241377,0.7751937984496124,-1.750723335891962,0.1638957343539064,1.2553929577834524,-0.18688992679722594,0.7606397727220326,1.5509095581706709,3,0.6641765873088,wide/AM
Dango Ouattara,19.62800257280469,11.852694530040026,31.725099529139694,118.0,14.0,93.0,118.0,22.0,62.0,35.0,177.0,58.0,63.0,824.0,62.0,2126.0,98.0,276.0,4291.0,47.6,23.0,ENG-Premier League,Bournemouth,2,20000000.0,2030.0,85.0,39500000.0,45.2081563296515,43.194158397304,64.47568468187049,LM,,70.0,60.0,"MF,FW",49.3,0.41235299522698926,0.16633900485427702,0.2490061876058829,0.6664936875869684,1.3025210084033614,0.4621848739495798,0.7352941176470588,3.718487394957983,1.218487394957983,1.3235294117647058,1.3025210084033614,0.788135593220339,-5.628002572804689,0.688262454945543,0.8844695448321614,0.7274072464876181,0.1080096705735659,0.6394926068754936,3,0.6507897908593085,wide/AM
Abdallah Sima,11.02822651527822,2.459549785591662,13.795841584913433,68.0,8.0,59.0,67.0,2.0,23.0,21.0,95.0,39.0,34.0,300.0,10.0,966.0,62.0,133.0,1961.0,21.8,24.0,FRA-Ligue 1,Lens,2,4400000.0,2029.0,87.0,8700000.0,50.3676470588235,43.605610561056494,74.276510280646,ST,,71.0,62.0,"MF,FW",52.650000000000006,0.5058819502421201,0.16217980169526794,0.11282338466016797,0.6328367699501575,1.055045871559633,0.09174311926605504,0.963302752293578,4.3577981651376145,1.7889908256880733,1.5596330275229358,0.4587155963302752,0.8805970149253731,-3.02822651527822,0.9957018439219826,-0.1472727066332953,1.5540847382788217,0.5340625177803265,0.30603965254736276,3,0.6489395575270895,CF
Nicolas Jackson,22.326072512194514,5.562030773609877,29.929658722132444,114.0,18.0,98.0,114.0,10.0,46.0,29.0,73.0,39.0,57.0,375.0,29.0,1278.0,29.0,126.0,3275.0,35.9,24.0,GER-Bundesliga,Bayern Munich,2,24500000.0,,82.0,0.0,42.298850574713,36.571003113578,79.1145833333335,ST,,81.0,72.0,FW,67.7,0.6218961702561147,0.1958427413350396,0.15493121932060938,0.8336952290287589,1.2813370473537604,0.2785515320334262,0.807799442896936,2.033426183844011,1.0863509749303621,1.5877437325905293,0.807799442896936,0.8596491228070176,-4.326072512194514,1.724158492516954,0.5322773439289827,0.5245198273502683,-0.2786983541757693,0.12738647424967148,2,0.6463161425926232,CF
Deniz Undav,30.27484510652721,10.241854149848223,50.35445249825717,199.0,28.0,152.0,197.0,16.0,67.0,34.0,102.0,45.0,57.0,547.0,19.0,1884.0,59.0,149.0,3981.0,44.099999999999994,29.0,GER-Bundesliga,Stuttgart,2,31000000.0,2027.0,67.0,52700000.0,39.285714285714505,35.6439393939395,73.709770723104,ST,,74.0,79.0,"FW,MF",57.45,0.6865044241842906,0.15213490003280006,0.2322415906995062,1.1418243196883713,1.5192743764172338,0.36281179138322,0.7709750566893425,2.3129251700680276,1.0204081632653061,1.2925170068027212,0.43083900226757377,0.7715736040609137,-2.2748451065272093,1.5714314395102635,1.4581309121288357,0.48541366224057886,-0.3704159323165569,-1.2275260931609817,2,0.61478201653626,CF
Jonathan Rowe,9.018070075660944,6.949171744287014,17.934825357049704,84.0,6.0,54.0,84.0,13.0,39.0,18.0,87.0,76.0,43.0,375.0,69.0,1314.0,24.0,203.0,2428.0,27.5,22.0,FRA-Ligue 1,Marseille,2,11500000.0,2029.0,84.0,21900000.0,36.363636363636,52.4428274428275,83.514110575966,ST,,64.0,63.0,"MF,FW",60.2,0.3279298209331252,0.10735797709120172,0.2526971543377096,0.6521754675290802,1.4181818181818182,0.4727272727272727,0.6545454545454545,3.1636363636363636,2.7636363636363637,1.5636363636363637,2.5090909090909093,0.6428571428571429,-3.018070075660944,-0.15015814453609835,0.9296673968587197,0.35363126648881255,0.9843251734508558,1.2574198796036449,3,0.601865324336593,CF
Georges Mikautadze,23.48271982371807,9.470227717421949,36.54475121200085,122.0,21.0,103.0,121.0,16.0,49.0,21.0,84.0,68.0,50.0,467.0,49.0,1491.0,25.0,155.0,3562.0,41.5,24.0,FRA-Ligue 1,Lyon,2,25500000.0,2031.0,83.0,55500000.0,25.2642706131075,45.5325381879055,77.04440389294399,ST,,76.0,71.0,"FW,MF",55.5,0.5658486704510378,0.192481310030476,0.2281982582511313,0.8805964147470083,1.180722891566265,0.3855421686746988,0.5060240963855421,2.0240963855421685,1.6385542168674698,1.2048192771084338,1.180722891566265,0.8512396694214877,-2.482719823718071,1.4875856254833941,0.9823309091664321,-0.3632079965377213,-0.07566353488254367,0.4177024168313916,2,0.5961433666472395,CF
Maximilian Beier,17.736896503716707,8.165976824238896,30.077263606712222,92.0,17.0,77.0,92.0,15.0,51.0,29.0,118.0,40.0,58.0,564.0,40.0,1721.0,48.0,178.0,3626.0,40.2,22.0,GER-Bundesliga,Dortmund,2,31000000.0,2029.0,86.0,55000000.0,46.0227272727275,39.738840872526,71.4965098310865,ST,,85.0,54.0,"MF,FW",56.099999999999994,0.44121633093822654,0.19279235330126857,0.2031337518467387,0.748190636982891,1.2686567164179103,0.3731343283582089,0.7213930348258706,2.935323383084577,0.9950248756218905,1.4427860696517412,0.9950248756218905,0.8369565217391305,-0.7368965037167072,1.031133258961907,0.7051765419930035,0.49345233695029395,-0.11829814072332842,0.5385524111086115,3,0.595806058186579,CF
Rômulo,15.178863540291786,3.606802409514785,23.735963854938745,63.0,9.0,61.0,63.0,6.0,26.0,19.0,71.0,20.0,35.0,293.0,11.0,943.0,53.0,112.0,2204.0,24.3,23.0,GER-Bundesliga,RB Leipzig,1,21500000.0,2030.0,67.0,38200000.0,38.686131386861,42.142857142857,74.910394265233,ST,,72.0,65.0,FW,53.1,0.6246445901354645,0.24093434190939342,0.14842808269608168,0.9767886360057096,1.0699588477366255,0.24691358024691357,0.7818930041152263,2.921810699588477,0.823045267489712,1.4403292181069958,0.45267489711934156,0.9682539682539683,-6.178863540291786,2.1374471243281152,0.60139156584126,0.6676298865843301,-0.33189035158494623,-1.214969976126736,2,0.5862066007024574,CF
Noni Madueke,13.85863721743226,7.132679257541895,25.396486043930054,105.0,9.0,88.0,106.0,13.0,56.0,27.0,119.0,40.0,42.0,542.0,74.0,1812.0,21.0,181.0,3286.0,36.1,23.0,ENG-Premier League,Arsenal,2,30000000.0,2030.0,88.0,57800000.0,41.060606060606,44.6486189984515,79.897558379944,CAM,,75.0,67.0,"FW,MF",56.65,0.3838957677959075,0.1319870211184025,0.19758114286819653,0.7035037685299184,1.5512465373961217,0.3601108033240997,0.7479224376731302,3.296398891966759,1.1080332409972298,1.1634349030470914,2.0498614958448753,0.8301886792452831,-4.8586372174322605,0.2762667772619357,0.7066420432799516,0.6603508598839278,0.00918839960520329,1.2968601437356921,3,0.5737046586133917,wide/AM
