player,ss_accuratePasses,ss_totalPasses,ss_accurateOwnHalfPasses,ss_accurateOppositionHalfPasses,ss_accurateFinalThirdPasses,ss_accurateLongBalls,ss_clearances,ss_interceptions,ss_blockedShots,ss_tackles,ss_tacklesWon,ss_aerialDuelsWon,ss_groundDuelsWon,ss_successfulDribbles,ss_errorLeadToShot,ss_errorLeadToGoal,ss_dribbledPast,ss_fouls,ss_ballRecovery,ss_accuratePasses_adj,ss_totalPasses_adj,ss_accurateOwnHalfPasses_adj,ss_accurateOppositionHalfPasses_adj,ss_accurateFinalThirdPasses_adj,ss_accurateLongBalls_adj,ss_clearances_adj,ss_interceptions_adj,ss_blockedShots_adj,ss_tackles_adj,ss_tacklesWon_adj,ss_aerialDuelsWon_adj,ss_groundDuelsWon_adj,ss_successfulDribbles_adj,ss_errorLeadToShot_adj,ss_errorLeadToGoal_adj,ss_dribbledPast_adj,ss_fouls_adj,ss_ballRecovery_adj,season_nineties,nineties,age,league,team,pos,seasons,fifa_value_eur,fifa_release_clause_eur,fifa_contract_end,fifa_pace,fifa_sprint_speed,fifa_acceleration,fifa_best_position,fifa_height,fifa_defensive_awareness,fifa_composure,fifa_overall_rating,fifa_potential,ss_accuratePassesPercentage,ss_accurateLongBallsPercentage,ss_aerialDuelsWonPercentage,ss_groundDuelsWonPercentage,ss_totalDuelsWonPercentage,ss_tacklesWonPercentage,ss_accuratePasses_p90,ss_accurateOwnHalfPasses_p90,ss_accurateOppositionHalfPasses_p90,ss_accurateFinalThirdPasses_p90,ss_accurateLongBalls_p90,ss_clearances_p90,ss_interceptions_p90,ss_blockedShots_p90,ss_aerialDuelsWon_p90,ss_successfulDribbles_p90,ss_errorLeadToShot_p90,ss_dribbledPast_p90,ss_fouls_p90,ss_ballRecovery_p90,ss_tackles_p90,is_cb,BUILD,PROGRESS,AERIAL,DUEL,PACE,SECURE,FIT,FLOOR,thin
Bernardo,1683.0,2176.0,872.0,812.0,356.0,146.0,229.0,65.0,7.0,114.0,68.0,191.0,142.0,9.0,5.0,0.0,25.0,65.0,185.0,1619.8286548894143,2100.5301432744473,845.7407706217833,775.1626095423564,340.51105856169147,147.76792321602449,239.1308793456033,68.49693251533742,7.515337423312884,119.70143149284254,71.28834355828221,198.16155419222903,148.76073619631902,8.52978161079427,5.183168730004173,0.0,26.468302658486706,68.69734151329243,192.77914110429447,45.5,45.5,30.0,GER-Bundesliga,Bochum,DF,2,4800000.0,8199999.999999999,2027.0,69.0,71.0,67.0,LB,"186cm 6'1""",74.0,69.0,75.0,75.0,76.9910151187905,41.666666666667,65.990602224779,59.231815578465,62.943549553197,59.846547314578004,35.60062977778933,18.587709244434798,17.03654086906278,7.483759528828384,3.24764666408845,5.255623721881391,1.505427088249174,0.16517225106182162,4.355198993235803,0.18746772770976416,0.11391579626382797,0.5817209375491584,1.5098316816108226,4.236904200094384,2.6308006921503857,True,15.0,70.0,89.0,63.0,49.0,21.0,46.7,15.0,False
Patrick Mainka,2600.0,3011.0,1810.0,791.0,210.0,119.0,466.0,103.0,10.0,103.0,58.0,253.0,153.0,10.0,1.0,1.0,40.0,28.0,257.0,2957.142924528302,3424.267306441119,2058.6040988939494,899.6629635653871,238.28542615484713,135.05562784645414,408.6687116564417,90.83844580777095,8.828220858895705,90.61349693251533,50.965235173824134,221.82208588957053,134.57464212678934,11.35803513337671,1.153301886792453,1.153301886792453,35.13292433537832,24.66053169734151,226.25766871165644,68.0,68.0,30.0,GER-Bundesliga,Heidenheim,DF,2,6000000.0,10800000.0,2029.0,46.0,53.0,38.0,CB,"194cm 6'4""",78.0,74.0,76.0,76.0,86.4163626136465,41.851026579659504,62.404177727058496,66.7861824350375,63.8356055802155,56.973180076628,43.48739594894562,30.2735896896169,13.230337699490988,3.5041974434536343,1.986112174212561,6.009833994947672,1.3358594971731022,0.12982677733670153,3.2620894983760373,0.16702992843201045,0.016960321864594896,0.5166606519908576,0.36265487790208106,3.3273186575243594,1.3325514254781667,True,41.0,35.0,79.0,72.0,2.0,66.0,46.6,2.0,False
Matias Moreno,991.0,1156.0,681.0,310.0,106.0,61.0,138.0,38.0,5.0,41.0,32.0,53.0,70.0,7.0,0.0,1.0,7.0,27.0,83.0,1119.1012751953926,1305.186795557384,770.0895104895105,349.01176470588234,119.19584533113944,69.16939531057179,122.55828220858896,33.50306748466257,4.386503067484663,37.29447852760736,29.398773006134974,46.99386503067485,63.23312883435583,7.435911147675853,0.0,1.1398601398601398,6.141104294478528,24.349693251533743,73.64417177914112,26.6,26.6,21.0,ITA-Serie A,Fiorentina,DF,2,4400000.0,0.0,,56.0,56.0,55.0,CB,"193cm 6'4""",71.0,56.0,73.0,79.0,84.9452688559125,56.3802083333335,47.159090909091,67.395833333333,60.054347826086996,86.3636363636365,42.07147651110498,28.950733477049265,13.120743034055726,4.481046816960129,2.600353207164353,4.607454218368006,1.2595138152128786,0.16490613035656626,1.766686655288528,0.27954553186751324,0.0,0.2308685824991928,0.9154020019373588,2.7685778864338766,1.402048064947645,True,47.0,48.0,20.0,86.0,10.0,71.0,46.5,10.0,False
Max Kilman,2300.0,2635.0,1643.0,657.0,206.0,126.0,321.0,47.0,6.0,55.0,32.0,160.0,90.0,20.0,4.0,2.0,11.0,39.0,189.0,2406.8446048189962,2756.7225584914445,1717.4718600861365,689.37274473286,214.04303922709812,131.01568501920616,304.55214723926383,45.4519427402863,5.701431492842536,52.5398773006135,30.7239263803681,152.78936605316974,86.47034764826176,20.756838551972994,4.041322314049586,2.020661157024793,10.057259713701432,36.70347648261759,181.9672801635992,54.5,54.5,28.0,ENG-Premier League,West Ham,DF,2,5500000.0,10900000.0,2031.0,60.0,65.0,53.0,CB,"194cm 6'4""",75.0,71.0,75.0,76.0,87.491070601281,39.6658127619935,62.090489248088,56.0,59.779486312943504,55.769230769231,44.16228632695406,31.513245139195167,12.6490411877589,3.9273952151761122,2.4039575232881862,5.588112793380987,0.8339806007391981,0.10461342188701901,2.803474606480179,0.38085942297198155,0.07415270301008416,0.18453687548076023,0.6734582840847264,3.338849177313747,0.9640344458828165,True,45.0,44.0,74.0,43.0,18.0,64.0,46.2,18.0,False
Duje Ćaleta-Car,2123.0,2338.0,1517.0,606.0,136.0,88.0,225.0,45.0,7.0,44.0,26.0,125.0,60.0,1.0,1.0,1.0,13.0,57.0,144.0,1946.7061403508771,2144.1486873211397,1390.4334017668284,556.2727385840487,124.5519161378624,80.43523702874207,246.05521472392638,48.981595092024534,7.656441717791411,48.24539877300614,28.527607361963188,135.41104294478527,65.86503067484662,0.8670212765957447,0.8670212765957447,0.8670212765957447,14.576687116564418,62.61349693251533,157.84662576687117,41.5,41.5,28.0,FRA-Ligue 1,Lyon,DF,2,3600000.0,0.0,,58.0,62.0,54.0,CB,"193cm 6'4""",72.0,72.0,74.0,74.0,90.8484115295605,49.8834498834495,68.616010854817,46.117424242424,57.9915966386555,59.1666666666665,46.90858169520186,33.50441931968261,13.404162375519247,3.001250991273793,1.9381984826202907,5.929041318648829,1.18027939980782,0.18449257151304604,3.2629166974647053,0.02089207895411433,0.02089207895411433,0.35124547268829925,1.5087589622292852,3.803533151008944,1.1625397294700275,True,72.0,22.0,90.0,28.0,14.0,49.0,45.8,14.0,False
Sam Beukema,3071.0,3468.0,1901.0,1173.0,423.0,161.0,163.0,44.0,2.0,73.0,45.0,130.0,111.0,3.0,1.0,0.0,28.0,47.0,208.0,2568.614475334753,2901.235473613582,1590.0053472971786,981.1340850083141,353.64376148662444,134.8769246477435,194.7341513292434,52.5357873210634,2.3762781186094077,87.08384458077711,53.76073619631903,155.0470347648262,132.34355828220862,2.499279442224102,0.8288135593220338,0.0,33.43353783231085,56.19222903885482,248.47648261758695,52.2,52.2,26.0,ITA-Serie A,Napoli,DF,2,15500000.0,27500000.0,2030.0,49.0,54.0,42.0,CB,"188cm 6'2""",80.0,72.0,78.0,80.0,89.0441741036655,49.986449864498496,54.3904277369515,54.4109808102345,54.2291042291045,68.9571150097465,49.2071738569876,30.459872553585793,18.795672126596052,6.774784702808897,2.5838491311828253,3.730539297495084,1.0064327073000652,0.045522569322019306,2.970249708138433,0.047878916517703096,0.01587765439314241,0.6404892305040392,1.0764794835029659,4.760085873900133,1.6682728846892165,True,67.0,61.0,52.0,44.0,4.0,54.0,45.8,4.0,False
Diogo Leite,1806.0,2329.0,1062.0,748.0,307.0,195.0,296.0,98.0,7.0,94.0,46.0,139.0,169.0,16.0,1.0,0.0,29.0,49.0,177.0,2202.9085074626864,2840.761567164179,1295.3026119402984,912.4958955223881,374.50466417910445,237.84011194029853,242.7157464212679,80.33946830265849,5.742331288343559,77.02658486707567,37.693251533742334,113.95910020449898,138.49897750511246,19.523507462686567,1.2225,0.0,23.770961145194274,40.1840490797546,145.10020449897752,50.1,50.1,26.0,GER-Bundesliga,Union Berlin,DF,2,8500000.0,15900000.0,2028.0,64.0,71.0,55.0,CB,"190cm 6'3""",78.0,66.0,76.0,79.0,77.45622448752,42.850104335729,55.463129496403,61.922682175847,58.89085171596351,48.832588176849995,43.97022968987398,25.854343551702563,18.21349092859058,7.475142997586915,4.747307623558853,4.844625677071216,1.60358220164987,0.11461739098490137,2.274632738612754,0.38969076771829475,0.02440119760479042,0.4744702823392071,0.8020768279392135,2.896211666646258,1.5374567837739654,True,27.0,80.0,43.0,50.0,31.0,61.0,45.7,27.0,False
Tim Oermann,700.0,837.0,458.0,246.0,82.0,44.0,55.0,20.0,2.0,49.0,31.0,26.0,64.0,6.0,0.0,0.0,17.0,16.0,100.0,751.0641335016336,897.3066490941492,491.4780405405405,263.8849940599941,87.63004900504902,47.28791208791209,51.1758691206544,18.609406952965237,1.8609406952965235,45.873210633946826,29.124744376278116,24.192229038854805,60.110429447852766,6.4483516483516485,0.0,0.0,15.81799591002045,14.887525562372188,93.8875255623722,24.8,24.8,21.0,GER-Bundesliga,Leverkusen,DF,2,4900000.0,9300000.0,2029.0,81.0,89.0,71.0,CB,"187cm 6'2""",70.0,55.0,72.0,80.0,69.7463768115945,20.0,20.6349206349205,77.927927927928,58.6206896551725,81.25,30.284844092807806,19.817662925021793,10.64052395403202,3.5334697179455246,1.9067706487061327,2.063543109703806,0.750379312619566,0.0750379312619566,0.9754931064054356,0.2600141793690181,0.0,0.637822415726631,0.6003034500956528,3.785787321063395,1.8497262352397914,True,3.0,32.0,2.0,85.0,89.0,56.0,45.7,2.0,True
Isak Hien,2185.0,2405.0,1549.0,636.0,133.0,106.0,183.0,60.0,2.0,97.0,62.0,116.0,147.0,10.0,2.0,1.0,32.0,72.0,266.0,1933.797193175564,2128.480246088529,1370.9063802185706,562.8908129569934,117.72613806116833,93.82207720732762,206.74233128834356,67.79345603271985,2.259713701431493,109.59509202453988,70.04498977505114,131.0838445807771,166.0879345603272,8.84908404748801,1.7701371963204653,0.8842676311030742,36.15746421267894,81.34969325153375,300.558282208589,47.8,47.8,26.0,ITA-Serie A,Atalanta,DF,2,16500000.0,29300000.0,2028.0,69.0,74.0,63.0,CB,"191cm 6'3""",81.0,60.0,78.0,81.0,90.91766263284751,63.8081395348835,51.942268041237,52.894573322286504,52.534506805175,63.860544217687,40.45600822543021,28.680049795367587,11.775958430062623,2.4628899175976637,1.962804962496394,4.325153374233129,1.4182731387598295,0.047274345218232074,2.742339844786132,0.18512728132820105,0.03703215891883819,0.7564323057045803,1.7018764278563547,6.287830171727803,2.2927843519778217,True,67.0,23.0,45.0,34.0,49.0,41.0,45.6,23.0,False
Jon Aramburu,2011.0,2487.0,995.0,1024.0,416.0,71.0,186.0,77.0,7.0,207.0,134.0,90.0,311.0,19.0,1.0,0.0,80.0,119.0,247.0,1873.863931824605,2317.3629100632625,926.9674884236614,954.1678188656274,388.3435400769583,66.3495293375943,199.7811860940695,82.31288343558282,7.496932515337423,222.37423312883436,144.15541922290387,96.46216768916156,334.0347648261759,17.75675558164308,0.953216374269006,0.0,85.66462167689161,127.3967280163599,265.6155419222904,58.1,58.1,23.0,ESP-La Liga,Real Sociedad,DF,2,16000000.0,36800000.0,2030.0,76.0,75.0,78.0,RWB,"176cm 5'9""",75.0,71.0,77.0,83.0,80.858504051398,36.8386243386245,61.6883116883115,54.752788104089,55.988907983127504,64.7899159663865,32.25239125343554,15.95468999008023,16.422854025225945,6.684054046075013,1.141988456757217,3.4385746315674615,1.4167449816795665,0.12903498305227923,1.660278273479545,0.3056240203380909,0.0164064780424958,1.4744341080360002,2.192714767923578,4.571696074393983,3.827439468654636,True,10.0,71.0,51.0,45.0,77.0,33.0,45.6,10.0,False
Mohammed Salisu,1374.0,1589.0,863.0,511.0,111.0,50.0,136.0,33.0,3.0,53.0,28.0,74.0,60.0,2.0,2.0,2.0,15.0,26.0,107.0,1235.7702602230484,1428.9475701250421,776.4077255829673,459.3625346400811,99.70047313281515,44.950321054410274,150.90388548057263,36.69938650306749,3.3251533742331287,58.99795501022495,31.247443762781188,82.29856850715748,66.74846625766871,1.817843866171004,1.817843866171004,1.778181818181818,16.576687116564415,28.826175869120654,119.07157464212679,23.4,23.4,26.0,FRA-Ligue 1,Monaco,DF,2,12000000.0,23700000.0,2028.0,59.0,62.0,55.0,CB,"191cm 6'3""",79.0,70.0,77.0,80.0,86.4408150064685,36.231884057971,66.666666666667,58.681073025334996,62.487028709789,52.142857142857,52.81069488132685,33.17981733260544,19.630877548721415,4.260703980034836,1.9209538912141144,6.448883994896266,1.5683498505584397,0.14210057154842431,3.5170328421862176,0.07768563530645316,0.07768563530645316,0.7084054323318126,1.231887857654729,5.0885288308601195,2.521280128642092,True,48.0,52.0,88.0,53.0,15.0,34.0,45.5,15.0,True
Adam Dźwigała,665.0,817.0,383.0,282.0,93.0,37.0,106.0,27.0,0.0,66.0,36.0,44.0,79.0,4.0,0.0,0.0,16.0,25.0,65.0,733.1910236027883,900.7608841873548,422.2461477314418,310.9448758713465,102.53032897150545,40.794851412498474,96.13087934560326,24.498977505112475,0.0,59.84458077709611,32.646216768916155,39.897750511247445,71.6319018404908,4.410388895683013,0.0,0.0,14.507157464212678,22.67893660531697,58.96523517382413,18.4,18.4,29.0,GER-Bundesliga,St Pauli,DF,2,1200000.0,2200000.0,2029.0,68.0,69.0,66.0,CB,"185cm 6'1""",61.0,58.0,69.0,69.0,81.88624999999999,35.333333333333,62.454044117647,64.0416278347315,62.7360804513125,53.260869565217504,39.847338239281974,22.94816020279575,16.899178036486223,5.572300487581819,2.2171114898097,5.224504312261047,1.331466168756113,0.0,2.168356006046057,0.23969504867842464,0.0,0.7884324708811239,1.232550902462879,3.2046323464034856,3.252422868320441,True,16.0,65.0,64.0,64.0,44.0,39.0,45.3,16.0,True
Santiago Mouriño,1558.0,1897.0,953.0,607.0,226.0,73.0,245.0,58.0,4.0,145.0,94.0,78.0,220.0,18.0,2.0,0.0,73.0,86.0,227.0,1701.9776173822456,2071.7410372795594,1040.9416027978273,663.1949549817695,247.10407024332167,79.57757273606668,224.88548057259715,53.25562372188139,3.640081799591002,132.6564417177914,86.0,71.63599182004091,201.31697341513294,19.702150457623333,2.197752808988764,0.0,66.70961145194275,78.78527607361963,207.9652351738241,46.9,46.9,23.0,ESP-La Liga,Alavés,DF,2,27000000.0,62100000.0,2030.0,80.0,82.0,78.0,CB,"186cm 6'1""",77.0,68.0,78.0,85.0,81.289443277568,36.8122894763705,59.718969555035,53.491975650249,55.023598820059,64.911080711354,36.28950143672166,22.194916904004845,14.14061737701001,5.2687435019898015,1.6967499517285007,4.794999585769662,1.135514365072098,0.07761368442624739,1.5274198682311495,0.4200884958981521,0.046860401044536544,1.4223797750947282,1.6798566326997788,4.4342267627681045,2.8284955590147423,True,14.0,61.0,41.0,41.0,89.0,30.0,45.2,14.0,False
Eric Smith,2562.0,3032.0,1466.0,1129.0,432.0,183.0,208.0,60.0,10.0,80.0,51.0,63.0,142.0,12.0,5.0,2.0,30.0,42.0,271.0,2828.230402348049,3347.0914760914757,1618.253913415678,1246.485538706127,477.0545738045738,202.06059679589092,188.43353783231083,54.32719836400818,9.051124744376278,72.44989775051125,46.1881390593047,57.06748466257669,128.64621676891616,13.23116668704904,5.52170722758958,2.20768619298031,27.169734151329244,38.02453987730061,245.49284253578733,57.099999999999994,57.099999999999994,28.0,GER-Bundesliga,St Pauli,"DF,MF",2,3600000.0,6500000.0,2030.0,67.0,71.0,61.0,CB,"192cm 6'4""",78.0,70.0,74.0,74.0,84.5061220792075,42.51164613174301,48.5714285714285,59.992872416251004,55.9657738095235,63.8746803069055,49.53118042641067,28.34069900903114,21.829869329354242,8.354721082391837,3.538714479787932,3.3000619585343407,0.9514395510334184,0.15851356820273693,0.9994305545109754,0.23171920642817936,0.09670240328528162,0.47582721806180817,0.6659288945236536,4.299349256318518,1.268824829255889,True,42.0,83.0,10.0,56.0,39.0,47.0,45.2,10.0,False
Leo Østigård,1988.0,2266.0,1420.0,569.0,139.0,112.0,324.0,39.0,6.0,45.0,32.0,168.0,65.0,3.0,0.0,1.0,9.0,57.0,124.0,1972.1056273954075,2246.913185609843,1410.4245788914295,562.6417557731329,137.3831081516313,111.0305927727141,328.0184049079754,39.306748466257666,6.07361963190184,45.29447852760736,32.235173824130875,170.23312883435582,65.55419222903885,2.9234637186382817,0.0,1.0020491803278688,9.067484662576685,57.69938650306749,125.63599182004089,53.0,42.7,25.0,FRA-Ligue 1,Rennes,DF,2,7500000.0,14100000.0,2030.0,60.0,58.0,63.0,CB,"182cm 6'0""",73.0,58.0,75.0,80.0,86.547166003575,43.7225015713385,68.0196539201025,47.9757085020245,61.445650116712,73.611111111111,37.20954013953599,26.61178450738546,10.615882184398734,2.592134116068515,2.0949168447681905,6.189026507697649,0.7416367635142956,0.1145965968283366,3.2119458270633174,0.05515969280449588,0.0,0.1710846162750318,1.088667669869198,2.3704904116988845,0.854612802407686,True,34.0,11.0,89.0,53.0,20.0,72.0,45.1,11.0,False
Nicolò Casale,854.0,976.0,558.0,296.0,70.0,67.0,103.0,25.0,3.0,23.0,12.0,69.0,39.0,3.0,2.0,3.0,8.0,40.0,70.0,732.3899947616552,837.2382230786499,478.08748971039427,254.30250505126088,60.19796265808575,57.93830913716978,118.879345603272,29.28834355828221,3.5051124744376287,26.912065439672805,14.020449897750513,80.1431492842536,45.62576687116565,2.524956970740103,1.7275218887974255,2.56917421237746,9.327198364008183,46.63599182004091,81.62781186094071,19.0,17.5,27.0,ITA-Serie A,Bologna,DF,2,4500000.0,8000000.0,2028.0,73.0,75.0,70.0,CB,"192cm 6'4""",74.0,74.0,74.0,76.0,87.24064747061999,62.701754385965,63.623884694577995,43.295454545454504,54.9929676511955,53.5714285714285,38.5468418295608,25.162499458441804,13.384342371118993,3.1683138241097764,3.0493846914299887,6.256807663330105,1.5414917662253795,0.18447960391776994,4.218060488644926,0.13289247214421596,0.09092220467354871,0.49090517705306225,2.4545258852653107,4.296200624260037,1.4164244968248845,True,49.0,30.0,83.0,15.0,65.0,25.0,44.8,15.0,True
Enzo Ebosse,788.0,880.0,502.0,286.0,114.0,41.0,60.0,11.0,0.0,12.0,7.0,17.0,25.0,3.0,0.0,1.0,7.0,22.0,38.0,870.4186844229216,971.9225037472615,554.7459644874899,315.6727199354318,125.75272397094433,45.17127868096391,54.173824130879346,9.98364008179959,0.0,10.822085889570552,6.312883435582823,15.394683026584866,22.609406952965234,3.2537040239824746,0.0,1.108843537414966,6.439672801635992,19.903885480572598,34.58691206543968,15.8,13.4,26.0,ITA-Serie A,Udinese,DF,2,1800000.0,0.0,,56.0,56.0,55.0,CB,"185cm 6'1""",67.0,52.0,70.0,73.0,88.257169583172,55.357142857143,73.529411764706,33.189655172414,41.739130434782496,29.1666666666665,55.08979015334947,35.1105040814867,19.979286071862774,7.959033162717995,2.858941688668602,3.4287230462581864,0.6318759545442778,0.0,0.9743470269990422,0.20593063442927054,0.0,0.40757422795164505,1.2597395873780124,2.189045067432891,0.6849421449095285,True,76.0,78.0,60.0,1.0,10.0,51.0,44.7,1.0,True
Yerry Mina,2290.0,2585.0,1804.0,487.0,137.0,93.0,282.0,63.0,9.0,98.0,47.0,155.0,195.0,5.0,3.0,2.0,20.0,66.0,238.0,2475.6353446254834,2795.2106874926735,1949.6159447895911,527.1084866955808,148.4860069159536,100.66649572148634,260.7505112474438,58.21881390593047,8.29243353783231,90.44171779141104,43.37014314928425,143.15132924335379,180.06543967280163,5.4119974211698505,3.2505421404290233,2.161455280740827,18.47852760736196,60.97341513292434,219.67689161554193,52.4,52.4,30.0,ITA-Serie A,Cagliari,DF,2,6000000.0,10800000.0,2028.0,34.0,34.0,34.0,CB,"195cm 6'5""",78.0,71.0,76.0,76.0,88.780995365134,42.252368647717,64.7034749609345,64.2954310910965,64.465706707086,47.679924242424,47.244949324913804,37.206411160106704,10.059322265182841,2.8337024220601834,1.9211163305627166,4.976154794798546,1.11104606690707,0.1582525484319143,2.7318955962472096,0.10328239353377577,0.062033246954752354,0.35264365662904507,1.16361479261306,4.1923070918996554,1.725986980752119,True,61.0,15.0,79.0,64.0,0.0,52.0,44.6,0.0,False
Mario Hermoso,1411.0,1614.0,899.0,513.0,206.0,68.0,92.0,33.0,6.0,38.0,20.0,53.0,62.0,6.0,1.0,1.0,12.0,47.0,108.0,1218.0941055398205,1393.646185372762,775.6883100907302,443.2318089626038,177.81738154673326,58.72178483990207,106.69325153374233,38.23108384458077,6.967280163599182,43.86912065439673,23.085889570552148,61.19836400817996,71.67893660531696,5.126272142479958,0.8685612788632328,0.8685612788632328,13.875255623721882,54.52760736196319,124.99591002044988,29.299999999999997,26.5,30.0,GER-Bundesliga,Leverkusen,DF,2,14500000.0,24700000.0,2028.0,72.0,73.0,71.0,CB,"184cm 6'0""",78.0,77.0,79.0,79.0,88.82728721290201,58.751696065129,49.614197530864004,40.819209039548,44.275726458379,51.388888888889,41.57317766347511,26.47400375736281,15.127365493604227,6.068852612516494,2.0041564791775452,3.6414079021755064,1.3048151482792074,0.23779113186345333,2.088681365466893,0.1749580935999986,0.02964372965403525,0.47355821241371615,1.8610104901693925,4.266072014349826,1.4972396127780456,True,57.0,59.0,29.0,6.0,61.0,47.0,44.5,6.0,False
Yerson Mosquera,845.0,1033.0,563.0,283.0,104.0,34.0,128.0,40.0,9.0,73.0,46.0,58.0,131.0,9.0,2.0,0.0,22.0,40.0,117.0,939.7504080284453,1150.390386072629,624.4828433753668,316.2841966697107,116.80816834087864,37.33509821827579,113.55010224948876,36.09406952965235,7.985685071574642,65.08588957055215,41.02044989775051,51.95705521472392,116.60940695296523,10.282710280373832,2.2850467289719627,0.0,19.797546012269937,35.66053169734151,105.00613496932516,28.6,28.6,24.0,ENG-Premier League,Wolves,DF,2,3400000.0,7100000.0,2030.0,81.0,83.0,78.0,CB,"188cm 6'2""",71.0,65.0,72.0,78.0,83.301793779022,34.439655172414,54.733893557423,61.564245810056,59.020077914294006,63.269794721408005,32.85840587512047,21.83506445368415,11.05888799544443,4.084201690240511,1.3054230146250274,3.9702832954366696,1.2620304031346976,0.2792197577473651,1.816680252263074,0.35953532448859554,0.07989673877524345,0.6922218885409068,1.2468717376692835,3.6715431807456347,2.2757304045647606,True,14.0,40.0,33.0,65.0,91.0,22.0,44.5,14.0,False
Victor Nelsson,1138.0,1346.0,774.0,364.0,87.0,41.0,270.0,70.0,1.0,77.0,47.0,136.0,103.0,4.0,2.0,1.0,23.0,47.0,116.0,1352.128624041204,1601.4333619472209,919.5555201727909,432.57310386841306,103.04571760861738,49.56395203943178,224.48466257668707,58.10633946830266,0.8220858895705522,64.70143149284254,39.75869120654397,114.04498977505114,87.47648261758692,4.55648935286462,2.4328358208955225,1.2164179104477613,19.468302658486706,39.47852760736196,96.48261758691206,38.9,38.9,26.0,ITA-Serie A,Roma,DF,2,4600000.0,0.0,,61.0,62.0,60.0,CB,"185cm 6'1""",73.0,73.0,74.0,76.0,86.86010653209999,32.1705426356585,74.2245989304815,65.521978021978,69.715743440233,69.861111111111,34.75909059231887,23.638959387475346,11.120131204843524,2.648990169887336,1.2741375845612284,5.770813947986815,1.4937362331183204,0.021133313356569466,2.9317478091272786,0.1171334023872653,0.06254076660399802,0.5004705053595555,1.0148721749964515,2.480272945678973,1.6632758738519935,True,22.0,18.0,93.0,91.0,21.0,38.0,44.3,18.0,False
Nathan Collins,3150.0,3714.0,2227.0,925.0,296.0,168.0,429.0,71.0,7.0,71.0,38.0,208.0,130.0,13.0,5.0,2.0,23.0,49.0,301.0,3228.287625535655,3806.6068256235576,2282.5107966157566,947.8185825733437,303.2627447533238,172.26383034831338,418.51738241308794,69.24539877300614,6.824130879345604,69.29447852760737,37.108384458077715,203.01840490797548,126.8916155419223,13.331576749807713,5.1301747060762555,2.050350510932865,22.4560327198364,47.83435582822086,293.70756646216773,71.1,71.1,24.0,ENG-Premier League,Brentford,DF,2,21500000.0,42500000.0,2029.0,62.0,68.0,55.0,CB,"193cm 6'4""",80.0,75.0,79.0,82.0,84.72408194824749,39.5528956169685,58.9506172839505,57.715600775194,58.410121398274,52.580645161290505,45.404889248040156,32.10282414368153,13.330781752086411,4.265298801031277,2.422838682817347,5.886320427750886,0.9739155945570486,0.09597933726224478,2.8553924740924823,0.18750459563723929,0.0721543559223102,0.3158373097023404,0.6727757500453004,4.130908107766072,0.9746058864642387,True,38.0,42.0,64.0,42.0,24.0,64.0,44.1,24.0,False
Alberto Dossena,1299.0,1470.0,953.0,346.0,63.0,60.0,129.0,31.0,2.0,49.0,33.0,80.0,75.0,5.0,1.0,0.0,17.0,33.0,97.0,1235.6865962984384,1397.4963851937537,904.2422643146328,331.4443319838057,60.84217755928283,57.09478021978022,136.30674846625766,32.95705521472392,2.0490797546012267,51.766871165644176,34.45398773006135,86.01226993865032,79.14110429447852,4.654786003470214,0.8956043956043956,0.0,18.061349693251536,34.82208588957055,102.96932515337424,29.8,29.8,26.0,ITA-Serie A,Cagliari,DF,2,3500000.0,0.0,,49.0,48.0,50.0,CB,"195cm 6'5""",75.0,74.0,73.0,76.0,88.62298703764449,45.9302325581395,67.0809943865275,58.170995670996,62.465598186822,70.9280303030305,41.465993164377124,30.343700144786336,11.122293019590794,2.041683810714189,1.9159322221402757,4.574051961954955,1.105941450158521,0.0687610655906452,2.8863177831761853,0.1562008725996716,0.030053838778670995,0.6060855601762261,1.16852637213324,3.4553464816568535,1.7371433277061803,True,51.0,19.0,85.0,73.0,3.0,43.0,44.1,3.0,False
Lucas Høgsberg,1228.0,1324.0,869.0,359.0,95.0,48.0,65.0,13.0,1.0,21.0,10.0,18.0,33.0,1.0,2.0,0.0,9.0,16.0,90.0,1116.1561338289964,1203.4126394052046,789.8531598513011,326.3029739776952,86.34758364312268,43.62825278810409,71.51329243353783,14.302658486707566,1.100204498977505,23.104294478527606,11.002044989775053,19.80368098159509,36.30674846625767,0.908921933085502,1.817843866171004,0.0,9.901840490797545,17.60327198364008,99.01840490797544,19.9,19.9,19.0,FRA-Ligue 1,Strasbourg,DF,1,6000000.0,12600000.0,2030.0,67.0,68.0,65.0,CB,"187cm 6'2""",72.0,70.0,73.0,82.0,92.749244712991,56.470588235294,50.0,55.932203389831,53.684210526316,47.619047619048,56.08824793110535,39.691113560366894,16.397134370738453,4.339074554930788,2.19237451196503,3.593632785604916,0.7187265571209832,0.055286658240075635,0.9951598483213614,0.04567446899927146,0.09134893799854292,0.4975799241606807,0.8845865318412102,4.975799241606806,1.1610198230415882,True,92.0,42.0,11.0,24.0,38.0,34.0,43.9,11.0,True
