player,us_np_xg,us_xa,us_xg_chain,us_shots,us_np_goals,ss_shotsFromInsideTheBox,ss_totalShots,ss_goalsFromInsideTheBox,ss_bigChancesCreated,ss_bigChancesMissed,ss_keyPasses,ss_possessionWonAttThird,ss_ballRecovery,ss_tackles,ss_wasFouled,ss_dispossessed,ss_aerialDuelsWon,ss_successfulDribbles,ss_touches,ss_goals,fb_ast,us_np_xg_adj,us_xa_adj,us_xg_chain_adj,us_shots_adj,ss_shotsFromInsideTheBox_adj,ss_totalShots_adj,ss_bigChancesCreated_adj,ss_keyPasses_adj,ss_possessionWonAttThird_adj,ss_ballRecovery_adj,ss_tackles_adj,ss_wasFouled_adj,ss_dispossessed_adj,ss_aerialDuelsWon_adj,ss_successfulDribbles_adj,ss_touches_adj,season_nineties,nineties,age,league,team,pos,seasons,fifa_value_eur,fifa_release_clause_eur,fifa_contract_end,fifa_pace,fifa_acceleration,fifa_finishing,ss_topSpeed,ss_numberOfSprints,fifa_strength,fifa_composure,fifa_heading_accuracy,fifa_attack_position,fifa_best_position,fifa_overall_rating,fifa_potential,ss_aerialDuelsWonPercentage,ss_groundDuelsWonPercentage,ss_accuratePassesPercentage,ss_goalConversionPercentage,npxg_p90,npxg_per_shot,shots_p90,box_shots_p90,box_share,press_p90,recov_p90,tackles_p90,fouled_p90,aerials_p90,disp_p90,xa_p90,chain_p90,keyp_p90,bcc_p90,dribbles_p90,np_g_minus_xg,sprints_p90,goals_p90,ga_p90,ss_shotsFromInsideTheBox_padj90,us_np_xg_padj90,ss_possessionWonAttThird_padj90,ss_ballRecovery_padj90,ss_tackles_padj90,ss_wasFouled_padj90,ss_dispossessed_padj90,us_xa_padj90,us_xg_chain_padj90,ss_keyPasses_padj90,ss_bigChancesCreated_padj90,ss_successfulDribbles_padj90,is_nine,FINISH,BOX,PRESS,HOLDUP,LINK,RUN,FIT,FLOOR,thin
Akor Adams,12.845878922380507,1.9279713416472077,15.625668522901831,87.0,10.0,43.0,63.0,9.0,1.0,10.0,13.0,19.0,52.0,8.0,12.0,33.0,62.0,17.0,699.0,10.0,4,12.923587051039672,1.9424570752040022,15.693319967138368,86.55446045968057,41.350058433969615,60.64717569146865,0.9588235294117649,12.46470588235294,18.458940397350993,53.76687116564417,8.343558282208589,11.505882352941176,31.641176470588235,63.963190184049076,16.420646669263732,674.4402804830542,36.3,34.8,25.0,FRA-Ligue 1,Montpellier,FW,2,7500000.0,16300000.0,2029.0,77.0,75.0,76.0,34.72,545.0,85.0,69.0,76.0,76.0,ST,75.0,78.0,40.288461538461505,40.5172413793105,68.96981014628051,8.1967213114755,0.3538809620490498,0.14765378071701732,2.396694214876033,1.1845730027548211,0.6825396825396826,0.5234159779614326,1.4325068870523416,0.22038567493112948,0.3305785123966942,1.7079889807162536,0.9090909090909092,0.05311215817209939,0.4304591879587282,0.3581267217630854,0.027548209366391185,0.46831955922865015,-2.845878922380507,15.013774104683197,0.27548209366391185,0.3856749311294766,1.1391200670515047,0.3560216818468229,0.5085107547479613,1.481181023846947,0.2298500904189694,0.3169664560038892,0.8716577540106952,0.05351121419294772,0.432322864108495,0.3433803273375466,0.026413871333657437,0.45235941237641136,True,41.0,35.0,25.0,37.0,11.0,45.0,31.5,11.0,False
Jon Guridi,5.218675612471998,1.6836679391562939,11.24938383884728,39.0,2.0,31.0,39.0,3.0,2.0,6.0,28.0,14.0,150.0,68.0,22.0,24.0,70.0,17.0,1636.0,3.0,1,5.531582245654379,1.7834352931321824,11.81046313746662,41.156765017692166,32.64667979237516,41.156765017692166,2.1589403973509933,29.533945560435626,14.924068235326514,142.62167689161555,64.59713701431494,23.245638914513087,25.46741749390756,66.10633946830265,17.785449739092122,1725.356941250981,36.900000000000006,36.900000000000006,30.0,ESP-La Liga,Alavés,"MF,FW",2,,,,,,,33.28,249.0,,,,,,,,42.621259029928,43.4315684315685,78.9376401718175,6.25,0.14142752337322484,0.13381219519158968,1.0569105691056908,0.8401084010840107,0.7948717948717948,0.37940379403794033,4.0650406504065035,1.8428184281842817,0.5962059620596205,1.8970189701897016,0.6504065040650405,0.04562785742970985,0.3048613506462677,0.7588075880758807,0.054200542005420044,0.4607046070460704,-3.2186756124719977,6.747967479674796,0.08130081300813007,0.10840108401084009,0.8847338697120638,0.14990737793101294,0.4044462936402849,3.865086094623727,1.7505999190871255,0.6299631142144467,0.6901739158240531,0.048331579759679735,0.32006675169286225,0.80037792846709,0.05850786984691038,0.4819905078344748,True,29.0,18.0,50.0,47.0,16.0,18.0,31.3,16.0,False
Martijn Kaars,3.047006232663989,1.339794876985252,6.194270332343876,23.0,2.0,22.0,24.0,3.0,3.0,4.0,10.0,3.0,29.0,7.0,6.0,21.0,13.0,5.0,493.0,3.0,1,3.355824431920474,1.4755848983013249,6.8220680011625126,25.33108108108108,24.22972972972973,26.43243243243243,3.304054054054054,11.013513513513514,3.304054054054054,26.33128834355828,6.355828220858895,6.608108108108108,23.12837837837838,11.803680981595091,5.506756756756757,542.9662162162163,15.0,15.0,26.0,GER-Bundesliga,St Pauli,FW,1,2800000.0,5300000.0,2027.0,82.0,78.0,74.0,34.8,462.0,66.0,73.0,65.0,77.0,RM,72.0,73.0,25.490196078431,29.032258064516,78.851963746224,12.5,0.20313374884426594,0.13247853185495603,1.5333333333333334,1.4666666666666666,0.9166666666666666,0.2,1.9333333333333333,0.4666666666666667,0.4,0.8666666666666667,1.4,0.08931965846568346,0.4129513554895918,0.6666666666666666,0.2,0.3333333333333333,-1.047006232663989,30.8,0.2,0.26666666666666666,1.6153153153153152,0.22372162879469829,0.22027027027027027,1.7554192229038854,0.423721881390593,0.44054054054054054,1.541891891891892,0.09837232655342167,0.45480453341083416,0.7342342342342343,0.22027027027027027,0.36711711711711714,True,43.0,47.0,9.0,11.0,35.0,48.0,30.5,9.0,True
Elif Elmas,3.7008947171270843,1.7521770196035504,8.249431613832712,28.0,1.0,33.0,46.0,5.0,1.0,4.0,33.0,9.0,98.0,34.0,27.0,26.0,4.0,26.0,1506.0,5.0,3,3.0792320875572923,1.4522280721798917,6.849121142623482,23.407439785905442,29.959429081177518,41.93796610169491,0.8288135593220338,29.156788581623548,7.459322033898305,110.48057259713703,38.67075664621677,25.18720785013381,23.5557537912578,4.355828220858896,24.15773416592328,1344.9114005352362,31.6,31.1,25.0,ITA-Serie A,Torino,"MF,FW",2,11500000.0,0.0,,72.0,77.0,70.0,34.51,270.0,64.0,70.0,60.0,75.0,CAM,77.0,77.0,29.090909090909,47.276334776335005,86.5262748849165,12.37816764132535,0.11711692142807228,0.13217481132596728,0.8860759493670886,1.0443037974683544,0.717391304347826,0.28481012658227844,3.10126582278481,1.0759493670886076,0.8544303797468354,0.12658227848101264,0.8227848101265822,0.05544863986087185,0.2610579624630605,1.0443037974683544,0.03164556962025316,0.8227848101265822,-2.7008947171270843,8.544303797468354,0.1582278481012658,0.2531645569620253,0.9480831987714404,0.09744405340371178,0.23605449474361723,3.496220651808134,1.2237581217157205,0.7970635395611965,0.7454352465587911,0.0459565845626548,0.2167443399564393,0.9226831829627705,0.026228277193735248,0.7644852584152937,True,39.0,11.0,35.0,44.0,21.0,39.0,30.2,11.0,False
Samuel Chukwueze,5.124004602432251,5.98281832691282,14.005427883937955,57.0,6.0,19.0,32.0,3.0,5.0,1.0,27.0,9.0,39.0,17.0,13.0,11.0,7.0,27.0,625.0,3.0,6,4.738759667698895,5.53731305017981,12.980515181194708,52.67757470493032,17.23747680890538,29.031539888682747,4.536178107606679,24.495361781076067,8.165120593692022,42.94274028629857,18.73824130879345,11.909880393163064,9.979591836734691,7.715746421267894,24.533967552204633,567.8329846445347,22.6,22.3,26.0,ITA-Serie A,Milan,"MF,FW",2,19000000.0,0.0,,87.0,89.0,75.0,34.67,5.0,58.0,72.0,44.0,77.0,LW,79.0,79.0,20.5882352941175,66.2626262626265,84.13867822318551,4.6875,0.22672586736425887,0.08989481758653071,2.5221238938053094,0.8407079646017699,0.59375,0.3982300884955752,1.725663716814159,0.7522123893805309,0.5752212389380531,0.30973451327433627,0.48672566371681414,0.26472647464216015,0.6197091984043342,1.1946902654867255,0.22123893805309733,1.1946902654867255,0.875995397567749,0.22123893805309733,0.1327433628318584,0.3982300884955752,0.7627202127834238,0.20967963131411038,0.3612885218447797,1.9001212516061314,0.8291257216280288,0.5269858581045603,0.44157486003250845,0.24501385177786766,0.5743590788139251,1.0838655655343392,0.20071584546932206,1.08557378549578,True,13.0,11.0,22.0,44.0,69.0,39.0,30.2,11.0,True
Derek Cornelius,1.2505614198744297,0.1212597880512476,8.20582771860063,9.0,0.0,8.0,9.0,0.0,0.0,1.0,4.0,2.0,67.0,24.0,16.0,2.0,32.0,0.0,1541.0,0.0,0,0.9660735139314314,0.0936746229969353,6.339099138065889,6.952606635071089,6.180094786729858,6.952606635071089,0.0,3.090047393364929,1.5450236966824644,86.73006134969326,31.06748466257669,12.52795046521858,1.5450236966824644,41.42331288343559,0.0,1192.4538889949451,16.400000000000002,16.400000000000002,27.0,FRA-Ligue 1,Marseille,"DF,FW",2,,,,,,,28.06,4.0,,,,,,,,33.3333333333335,77.536231884058,89.739102768056,0.0,0.07625374511429449,0.13895126887493664,0.548780487804878,0.4878048780487804,0.8888888888888888,0.1219512195121951,4.085365853658536,1.4634146341463412,0.9756097560975608,1.9512195121951217,0.1219512195121951,0.007393889515319974,0.5003553486951603,0.2439024390243902,0.0,0.0,-1.2505614198744297,0.2439024390243902,0.0,0.0,0.3768350479713327,0.05890692158118483,0.09420876199283318,5.288418374981296,1.8943588208888222,0.763899418610889,0.09420876199283318,0.005711867255910688,0.38653043524792,0.18841752398566636,0.0,0.0,True,28.0,18.0,43.0,55.0,15.0,2.0,29.9,2.0,True
Johannes Eggestein,4.332561027258635,2.1683141449466348,8.224175401031971,36.0,2.0,28.0,36.0,3.0,5.0,9.0,24.0,10.0,58.0,5.0,12.0,30.0,29.0,7.0,761.0,3.0,4,4.793263217939982,2.3988814861513674,9.098691789829488,39.82805429864253,30.977375565610856,39.82805429864253,5.531674208144796,26.55203619909502,11.063348416289593,52.42535787321064,4.519427402862986,13.27601809954751,33.19004524886878,26.21267893660532,7.744343891402714,841.9208144796379,20.6,20.6,26.0,GER-Bundesliga,St Pauli,FW,1,,,,,,,,0.0,,,,,,,,25.217391304348,30.263157894737,78.388998035363,8.3333333333333,0.21031849646886575,0.12034891742385095,1.7475728155339805,1.3592233009708736,0.7777777777777778,0.48543689320388345,2.815533980582524,0.24271844660194172,0.5825242718446602,1.407766990291262,1.4563106796116503,0.10525796820129295,0.3992318155840762,1.1650485436893203,0.24271844660194172,0.3398058252427184,-2.3325610272586346,0.0,0.14563106796116504,0.3398058252427184,1.5037560954180027,0.23268268048252339,0.5370557483635724,2.5449202851073127,0.21938967975063037,0.6444668980362869,1.6111672450907173,0.11645055758016346,0.4416840674674508,1.2889337960725737,0.2685278741817862,0.3759390238545007,True,24.0,37.0,35.0,12.0,50.0,7.0,29.6,7.0,True
Endrick,8.643455516546965,5.211985297501087,14.533445455133915,73.0,5.0,17.0,24.0,1.0,1.0,5.0,4.0,1.0,7.0,1.0,10.0,3.0,6.0,5.0,148.0,1.0,7,7.489285559918635,4.610768609078851,12.724717954457125,63.31507896077433,13.763245033112582,19.43046357615894,0.8096026490066225,3.23841059602649,0.8096026490066225,8.646216768916156,1.2351738241308794,8.182028236663998,2.428807947019868,7.411042944785276,4.1340149916308855,120.16519903937122,17.6,17.5,19.0,ESP-La Liga,Real Madrid,FW,2,30000000.0,0.0,,87.0,88.0,78.0,31.76,5.0,74.0,79.0,70.0,76.0,ST,78.0,89.0,30.0,70.0,40.1408450704225,2.08333333333335,0.49110542707653204,0.11840350022667075,4.1477272727272725,0.9659090909090908,0.7083333333333334,0.056818181818181816,0.3977272727272727,0.056818181818181816,0.5681818181818181,0.3409090909090909,0.17045454545454544,0.2961355282671072,0.825763946314427,0.22727272727272727,0.056818181818181816,0.28409090909090906,-3.6434555165469646,0.28409090909090906,0.056818181818181816,0.45454545454545453,0.7820025586995785,0.42552758863174056,0.04600015051173991,0.4912623164156907,0.07018033091652723,0.46488796799227255,0.13800045153521975,0.2619754891522074,0.7229953383214275,0.18400060204695964,0.04600015051173991,0.23488721543357302,True,24.0,35.0,1.0,48.0,51.0,4.0,28.8,1.0,True
Sidiki Cherif,3.4971982957795262,0.7993522845208645,7.008465737104416,33.0,4.0,22.0,33.0,4.0,1.0,5.0,7.0,5.0,51.0,13.0,24.0,28.0,20.0,14.0,556.0,4.0,0,4.094717481885813,0.9368081328591994,8.20537631799688,38.6122703153602,25.695246425840537,38.6122703153602,1.1670644391408116,8.209108603471048,5.874979725189425,43.556237218813905,11.067484662576687,28.168176657320945,32.856263178626875,17.09406952965235,16.398388442199412,651.4259100493546,16.5,16.5,18.0,FRA-Ligue 1,Angers,FW,2,,,,,,,34.51,210.0,,,,,,,,24.561403508772003,41.284542969936,65.40350877193,7.142857142857,0.21195141186542582,0.10597570593271291,2.0,1.3333333333333333,0.6666666666666666,0.30303030303030304,3.090909090909091,0.7878787878787878,1.4545454545454546,1.2121212121212122,1.696969696969697,0.04844559300126451,0.42475549921844946,0.42424242424242425,0.06060606060606061,0.8484848484848485,0.5028017042204738,12.727272727272727,0.24242424242424243,0.24242424242424243,1.5572876621721539,0.24816469587186746,0.35605937728420756,2.639771952655388,0.6707566462167689,1.7071622216558149,1.9912886774925378,0.05677625047631511,0.49729553442405333,0.4975217335436999,0.07073117812974616,0.9938417237696613,True,14.0,33.0,25.0,40.0,17.0,50.0,28.0,14.0,True
Fer López,0.0,0.0,0.0,0.0,0.0,19.0,33.0,3.0,6.0,6.0,27.0,10.0,98.0,29.0,26.0,37.0,7.0,40.0,1212.0,3.0,1,0.0,0.0,0.0,0.0,17.681503198294244,30.85936389481165,5.647654584221748,25.385483297796725,9.470682302771856,102.64212678936606,30.478527607361965,24.76279317697228,34.74031627576403,7.345603271983641,37.766879886282865,1152.0636105188344,23.1,20.5,21.0,ESP-La Liga,Celta Vigo,"FW,MF",2,7000000.0,0.0,,67.0,64.0,69.0,34.58,176.0,56.0,75.0,52.0,74.0,CAM,73.0,82.0,25.757575757575502,42.831262939959004,86.384009691096,8.84615384615385,0.0,,0.0,0.8225108225108224,0.5757575757575758,0.4329004329004329,4.242424242424242,1.2554112554112553,1.1255411255411254,0.30303030303030304,1.6017316017316017,0.0,0.0,1.1688311688311688,0.2597402597402597,1.7316017316017316,0.0,7.619047619047619,0.12987012987012986,0.17316017316017315,0.7654330388871967,0.0,0.4099862468732405,4.443382112093769,1.319416779539479,1.0719823886135185,1.5039097954876202,0.0,0.0,1.098938670900291,0.24448721143817087,1.6349298652070503,True,17.0,2.0,49.0,34.0,30.0,53.0,27.6,2.0,True
Antonio Sanabria,4.792860046029091,2.3032739125192165,6.658214060589671,31.0,3.0,26.0,31.0,3.0,3.0,5.0,15.0,1.0,35.0,5.0,28.0,32.0,55.0,13.0,712.0,3.0,2,4.993372201403788,2.4106029466961374,6.933388987064996,32.15227467811159,26.985023718093515,32.15227467811159,3.148068669527897,15.56140049695053,1.0294736842105263,33.79550102249489,4.820040899795501,29.123501242376328,33.1221007454258,52.89161554192229,13.522335667494918,738.8704946916647,25.1,25.1,29.0,ITA-Serie A,Cremonese,FW,2,5500000.0,9900000.0,2028.0,75.0,78.0,79.0,33.43,142.0,62.0,78.0,74.0,80.0,CF,75.0,75.0,36.799719887955,39.0594198817235,80.714285714286,9.429824561403649,0.19095059944339007,0.15460838858158357,1.2350597609561753,1.0358565737051793,0.8387096774193549,0.0398406374501992,1.394422310756972,0.199203187250996,1.1155378486055776,2.191235059760956,1.2749003984063745,0.09176390089717994,0.26526749245377174,0.597609561752988,0.1195219123505976,0.5179282868525896,-1.7928600460290909,5.657370517928286,0.1195219123505976,0.199203187250996,1.0751005465375902,0.19893913153003137,0.04101488781715244,1.3464343036850552,0.1920335019838845,1.1602988542779413,1.3196056073874818,0.09603995803570269,0.2762306369348604,0.6199761154163558,0.12542106253099192,0.5387384728085625,True,50.0,26.0,2.0,39.0,23.0,18.0,26.8,2.0,False
Sheraldo Becker,6.703554993495345,5.328561056405306,15.20565626397729,51.0,5.0,18.0,25.0,2.0,4.0,3.0,10.0,7.0,45.0,5.0,16.0,7.0,7.0,4.0,488.0,2.0,4,7.068780008713165,5.56015915969354,15.979301568465075,52.225827982426495,16.967919905373435,23.330373436971954,3.635687732342008,9.49410273741129,6.564895234876649,46.50306748466258,5.100204498977504,14.745192632646164,6.969778641432917,7.701431492842535,3.635687732342008,460.3565647178101,23.4,21.6,30.0,GER-Bundesliga,Mainz 05,FW,2,3000000.0,5100000.0,2030.0,92.0,90.0,71.0,33.99,53.0,73.0,71.0,65.0,71.0,RW,73.0,73.0,14.5833333333335,40.705128205128,74.08014571948999,4.54545454545455,0.28647670912373274,0.13144225477441854,2.1794871794871797,0.7692307692307693,0.72,0.29914529914529914,1.9230769230769231,0.2136752136752137,0.6837606837606838,0.29914529914529914,0.29914529914529914,0.22771628446176523,0.6498143702554398,0.4273504273504274,0.17094017094017094,0.17094017094017094,-1.7035549934953451,2.264957264957265,0.08547008547008547,0.25641025641025644,0.725124782280916,0.3020846157569729,0.280551078413532,1.9873105762676317,0.2179574572212609,0.6301364372925712,0.29785378809542384,0.23761363930314275,0.6828761354044904,0.4057308862141577,0.15537127061290631,0.15537127061290631,True,24.0,24.0,10.0,28.0,58.0,10.0,26.0,10.0,True
Adam Armstrong,5.219709197059274,3.506750232540071,8.892711356282234,44.0,3.0,34.0,44.0,3.0,6.0,8.0,15.0,5.0,38.0,20.0,8.0,27.0,14.0,16.0,687.0,4.0,4,5.537676181323672,3.7372624299781845,9.349272097756016,46.77985355043839,36.16027555641199,46.77985355043839,6.452312361499181,15.9293669910396,5.4440649388187685,35.940695296523515,18.903885480572598,8.468807206860006,28.431163888621256,12.83640081799591,17.47471818094229,730.5317949706136,26.6,26.6,28.0,ENG-Premier League,Wolves,"FW,MF",2,3100000.0,5900000.0,2029.0,76.0,84.0,74.0,34.21,213.0,63.0,66.0,69.0,75.0,ST,73.0,73.0,37.422360248447504,35.783542976938996,76.0320876540795,9.40170940170935,0.1962296690623787,0.11862975447861986,1.6541353383458646,1.2781954887218046,0.7727272727272727,0.18796992481203006,1.4285714285714286,0.7518796992481203,0.3007518796992481,0.5263157894736842,1.0150375939849623,0.13183271550902523,0.3343124570030915,0.5639097744360902,0.22556390977443608,0.6015037593984962,-2.2197091970592737,8.00751879699248,0.15037593984962405,0.3007518796992481,1.35940885550421,0.20818331508735607,0.2046640954443146,1.3511539585159216,0.7106723864876916,0.31837621078421074,1.0688407476925283,0.14049858759316483,0.35147639465248176,0.5988483831217895,0.24256813389094664,0.6569442925166274,True,27.0,30.0,10.0,26.0,37.0,32.0,25.9,10.0,False
Zito Luvumbo,0.0,0.0,0.0,0.0,0.0,24.0,32.0,2.0,8.0,4.0,26.0,11.0,57.0,11.0,72.0,36.0,7.0,34.0,751.0,2.0,4,0.0,0.0,0.0,0.0,25.846116665876888,34.41282756006255,8.615372221958964,27.878306401933376,11.88263280102355,52.63803680981595,10.143149284253578,77.39236601431077,38.866497654361936,6.470347648261758,36.59100127943894,809.2911766099608,27.1,23.4,23.0,ESP-La Liga,Mallorca,"FW,MF",2,3800000.0,0.0,,86.0,89.0,68.0,35.05,120.0,68.0,60.0,54.0,71.0,LW,71.0,78.0,17.588932806324053,46.006668783741,71.61092200680801,4.3478260869565,0.0,,0.0,0.8856088560885609,0.75,0.4059040590405904,2.103321033210332,0.4059040590405904,2.6568265682656826,0.25830258302583026,1.3284132841328413,0.0,0.0,0.959409594095941,0.2952029520295203,1.2546125461254611,0.0,4.428044280442804,0.07380073800738007,0.22140221402214022,0.95373124228328,0.0,0.4384735350931199,1.9423629819120276,0.3742859514484715,2.855806863996707,1.4341881053270087,0.0,0.0,1.0287197934292758,0.3179104140944267,1.3502214494257911,True,3.0,11.0,23.0,59.0,25.0,55.0,25.8,3.0,False
Jack Harrison,4.293319362215698,4.9827830363065,13.1957534737885,42.0,2.0,33.0,42.0,2.0,7.0,5.0,49.0,12.0,107.0,42.0,35.0,55.0,8.0,35.0,1630.0,2.0,3,4.914124223149127,5.6393403019625605,14.478927245604268,47.1126847496878,37.06824913037861,47.1126847496878,8.130541294455954,55.00457418456547,13.631232685323853,96.58691206543969,37.21472392638037,40.17540275312322,62.41682017617309,7.525562372188139,39.22079531481012,1808.2604605763663,37.0,34.0,28.0,ITA-Serie A,Fiorentina,"FW,MF",2,3100000.0,0.0,,76.0,74.0,66.0,33.61,210.0,62.0,72.0,45.0,72.0,RW,73.0,73.0,18.014705882353,36.4779874213835,77.98575616644399,5.57029177718835,0.11603565843826211,0.10222188957656424,1.135135135135135,0.8918918918918919,0.7857142857142857,0.32432432432432434,2.891891891891892,1.135135135135135,0.9459459459459459,0.21621621621621623,1.4864864864864864,0.13466981179206758,0.35664198577806755,1.3243243243243243,0.1891891891891892,0.9459459459459459,-2.2933193622156978,5.675675675675675,0.05405405405405406,0.13513513513513514,1.0018445710913138,0.13281416819321964,0.368411694197942,2.6104570828497216,1.0058033493616316,1.0858216960303573,1.686941085842516,0.15241460275574487,0.39132235798930454,1.486610113096364,0.21974435930962039,1.060021494994868,True,9.0,17.0,30.0,21.0,53.0,31.0,25.3,9.0,False
Karl Etta Eyong,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,1.0,2,0.0,0.0,0.0,0.0,1.0273109243697478,2.054621848739496,0.0,0.0,0.0,0.0,0.0,1.0273109243697478,0.0,0.9734151329243356,0.0,10.273109243697478,18.9,16.099999999999998,21.0,ESP-La Liga,Villarreal,FW,2,12500000.0,30000000.0,2029.0,80.0,78.0,75.0,,0.0,80.0,72.0,78.0,76.0,ST,75.0,84.0,100.0,50.0,0.0,50.0,0.0,,0.0,0.052910052910052914,0.5,0.0,0.0,0.0,0.052910052910052914,0.052910052910052914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052910052910052914,0.15873015873015875,0.05435507536347872,0.0,0.0,0.0,0.0,0.05435507536347872,0.0,0.0,0.0,0.0,0.0,0.0,True,78.0,0.0,0.0,62.0,0.0,0.0,25.2,0.0,True
Abel Ruiz,3.7060789316892624,0.5706570446491241,6.139902455732226,28.0,3.0,25.0,28.0,4.0,0.0,6.0,10.0,7.0,26.0,7.0,14.0,19.0,13.0,8.0,492.0,4.0,0,3.2469737149261104,0.5082410942952864,5.454839828084122,24.799394620954946,22.097775021808364,24.799394620954946,0.0,8.877484313746098,6.367736239713286,29.36196319018405,7.94478527607362,12.255793666642145,16.598600060958308,14.50920245398773,7.044425993462748,433.4720380043512,17.1,17.1,25.0,ESP-La Liga,Girona,FW,2,3100000.0,6700000.0,2029.0,74.0,71.0,70.0,32.25,41.0,73.0,70.0,70.0,71.0,CAM,72.0,75.0,31.456043956044,41.7410714285715,83.6058700209645,8.695652173913,0.21672976208709135,0.1323599618460451,1.6374269005847952,1.461988304093567,0.8928571428571429,0.4093567251461988,1.5204678362573099,0.4093567251461988,0.8187134502923976,0.7602339181286549,1.111111111111111,0.0333717569970248,0.3590586231422354,0.5847953216374269,0.0,0.4678362573099415,-0.7060789316892624,2.39766081871345,0.23391812865497075,0.23391812865497075,1.2922675451349919,0.18988150379684854,0.372382236240543,1.717073870770997,0.4646073260861766,0.7167130799205932,0.9706783661379127,0.02972170142077698,0.31899648117451,0.5191511294588361,0.0,0.4119547364598098,True,29.0,33.0,17.0,35.0,13.0,10.0,24.8,10.0,True
Irvin Cardona,4.266217227093875,2.1268459521234035,7.547399457544088,24.0,5.0,6.0,10.0,0.0,1.0,2.0,9.0,4.0,19.0,8.0,8.0,4.0,9.0,3.0,260.0,1.0,3,4.4292573759000105,2.208126689147228,7.835835105603097,24.917197452229296,6.229299363057324,10.38216560509554,1.038216560509554,9.343949044585989,4.1528662420382165,18.30061349693252,7.705521472392639,8.305732484076433,4.1528662420382165,8.668711656441719,3.114649681528662,269.9363057324841,18.5,11.8,26.0,FRA-Ligue 1,Saint-Étienne,"FW,MF",1,,,,,,,,0.0,,,,,,,,45.0,37.5,65.492957746479,10.0,0.23060633659966895,0.17775905112891147,1.2972972972972974,0.32432432432432434,0.6,0.21621621621621623,1.027027027027027,0.43243243243243246,0.43243243243243246,0.4864864864864865,0.21621621621621623,0.11496464606072451,0.40796753824562637,0.4864864864864865,0.05405405405405406,0.16216216216216217,0.7337827729061246,0.0,0.05405405405405406,0.21621621621621623,0.3367188844895851,0.2394193176162168,0.22447925632639007,0.9892223511855416,0.4165146741833859,0.44895851265278014,0.22447925632639007,0.11935819941336369,0.4235586543569242,0.5050783267343778,0.05611981408159751,0.16835944224479255,True,57.0,12.0,6.0,41.0,22.0,1.0,24.8,1.0,True
