player,us_np_xg,us_xa,us_xg_chain,us_shots,us_np_goals,ss_shotsFromInsideTheBox,ss_totalShots,ss_goalsFromInsideTheBox,ss_bigChancesCreated,ss_bigChancesMissed,ss_keyPasses,ss_possessionWonAttThird,ss_ballRecovery,ss_tackles,ss_wasFouled,ss_dispossessed,ss_aerialDuelsWon,ss_successfulDribbles,ss_touches,ss_goals,fb_ast,season_nineties,nineties,age,league,team,pos,seasons,fifa_value_eur,fifa_release_clause_eur,fifa_contract_end,fifa_pace,fifa_acceleration,fifa_finishing,fifa_strength,fifa_composure,fifa_heading_accuracy,fifa_attack_position,fifa_best_position,fifa_overall_rating,fifa_potential,ss_aerialDuelsWonPercentage,ss_groundDuelsWonPercentage,ss_accuratePassesPercentage,ss_goalConversionPercentage,npxg_p90,npxg_per_shot,shots_p90,box_shots_p90,box_share,press_p90,recov_p90,tackles_p90,fouled_p90,aerials_p90,disp_p90,xa_p90,chain_p90,keyp_p90,bcc_p90,dribbles_p90,np_g_minus_xg,goals_p90,ga_p90,is_nine,FINISH,BOX,PRESS,HOLDUP,LINK,RUN,FIT,FLOOR,thin
Nikola Krstović,25.583267961628735,6.80242636334151,33.41808384563774,236.0,19.0,160.0,236.0,18.0,10.0,23.0,51.0,47.0,138.0,33.0,82.0,63.0,154.0,34.0,2042.0,21.0,10,53.9,53.9,25.0,ITA-Serie A,Atalanta,FW,2,10000000.0,17800000.0,2030.0,66.0,65.0,80.0,81.0,70.0,79.0,83.0,ST,76.0,79.0,43.9606597684665,40.877506452253,70.23333333333349,9.065103590651,0.47464319038272235,0.1084036778035116,4.37847866419295,2.9684601113172544,0.6779661016949152,0.8719851576994434,2.560296846011132,0.6122448979591837,1.5213358070500929,2.857142857142857,1.1688311688311688,0.12620457074845104,0.6200015555776947,0.9461966604823748,0.1855287569573284,0.6307977736549165,-6.583267961628735,0.38961038961038963,0.575139146567718,True,31.0,76.0,65.0,58.0,48.0,15.0,54.0,15.0,False
Tanguy Coulibaly,4.956881604157388,1.4983827639371157,6.335359319113195,30.0,3.0,23.0,30.0,3.0,1.0,4.0,18.0,11.0,75.0,36.0,21.0,34.0,22.0,32.0,690.0,3.0,0,16.5,16.5,23.0,FRA-Ligue 1,Montpellier,"MF,FW",1,,,,,,,,,,,,,,48.888888888889,42.512077294686,82.122905027933,10.0,0.30041706691862957,0.16522938680524626,1.8181818181818181,1.393939393939394,0.7666666666666667,0.6666666666666666,4.545454545454546,2.1818181818181817,1.2727272727272727,1.3333333333333333,2.0606060606060606,0.09081107660224944,0.38396117085534515,1.0909090909090908,0.06060606060606061,1.9393939393939394,-1.9568816041573882,0.18181818181818182,0.18181818181818182,True,52.0,39.0,79.0,51.0,31.0,91.0,53.9,31.0,True
Kamory Doumbia,8.748540473170578,6.698069767095149,19.928745521232486,65.0,8.0,40.0,65.0,7.0,15.0,8.0,53.0,37.0,200.0,102.0,43.0,56.0,21.0,36.0,2072.0,8.0,6,34.099999999999994,34.099999999999994,22.0,FRA-Ligue 1,Brest,"MF,FW",2,9000000.0,19800000.0,2029.0,68.0,69.0,69.0,48.0,74.0,68.0,73.0,CAM,75.0,81.0,30.0986842105265,49.195575666164004,84.0366887905605,12.632135306554002,0.25655543909591144,0.13459293035647044,1.9061583577712613,1.1730205278592378,0.6153846153846154,1.0850439882697949,5.865102639296189,2.991202346041056,1.2609970674486806,0.6158357771260998,1.6422287390029329,0.19642433334589882,0.5844206897722137,1.55425219941349,0.43988269794721413,1.055718475073314,-0.7485404731705785,0.23460410557184755,0.4105571847507332,True,41.0,22.0,99.0,47.0,76.0,27.0,53.8,22.0,False
Igor Matanović,8.874484336003661,2.2806024756282564,11.86471299920231,62.0,11.0,52.0,64.0,12.0,4.0,6.0,23.0,9.0,59.0,25.0,33.0,33.0,94.0,15.0,824.0,12.0,2,21.0,21.0,22.0,GER-Bundesliga,Frankfurt,FW,2,6000000.0,10700000.0,2029.0,65.0,61.0,78.0,84.0,69.0,79.0,80.0,ST,74.0,78.0,47.091346153846004,41.233766233766,69.2893081761005,14.74358974358965,0.42259449219065054,0.1431368441290913,2.9523809523809526,2.4761904761904763,0.8125,0.42857142857142855,2.8095238095238093,1.1904761904761905,1.5714285714285714,4.476190476190476,1.5714285714285714,0.10860011788705982,0.5649863332953481,1.0952380952380953,0.19047619047619047,0.7142857142857143,2.125515663996339,0.5714285714285714,0.6666666666666666,True,59.0,77.0,40.0,58.0,44.0,16.0,53.7,16.0,True
Beto,20.214485632255673,2.3905384223908186,20.412733213976026,92.0,17.0,85.0,92.0,16.0,3.0,22.0,24.0,18.0,66.0,29.0,35.0,67.0,191.0,33.0,1162.0,17.0,1,34.4,34.4,27.0,ENG-Premier League,Everton,FW,2,8000000.0,15200000.0,2027.0,74.0,73.0,77.0,91.0,72.0,77.0,76.0,ST,76.0,76.0,46.486928104575,34.947312961012,60.365675990675996,18.6283815851925,0.5876303962865022,0.21972266991582254,2.674418604651163,2.4709302325581395,0.9239130434782609,0.5232558139534884,1.9186046511627908,0.8430232558139535,1.0174418604651163,5.552325581395349,1.9476744186046513,0.0694923959997331,0.593393407383024,0.6976744186046512,0.0872093023255814,0.9593023255813954,-3.2144856322556734,0.49418604651162795,0.5232558139534884,True,81.0,89.0,35.0,35.0,25.0,34.0,53.6,25.0,False
Fábio Silva,9.152693441137671,5.247438309714198,17.028862731531262,72.0,10.0,66.0,72.0,11.0,11.0,9.0,33.0,16.0,74.0,19.0,53.0,45.0,66.0,33.0,1220.0,12.0,9,29.799999999999997,29.799999999999997,23.0,GER-Bundesliga,Dortmund,"FW,MF",2,28500000.0,54200000.0,2030.0,81.0,79.0,77.0,74.0,76.0,80.0,81.0,ST,79.0,85.0,39.111635220126004,38.8693675072345,70.476489987421,14.5519077196095,0.3071373637965662,0.12712074223802322,2.4161073825503356,2.214765100671141,0.9166666666666666,0.5369127516778524,2.4832214765100673,0.6375838926174497,1.7785234899328861,2.214765100671141,1.5100671140939599,0.1760885338830268,0.57143834669568,1.1073825503355705,0.3691275167785235,1.1073825503355705,0.8473065588623285,0.4026845637583893,0.7046979865771813,True,48.0,69.0,38.0,52.0,60.0,54.0,53.6,38.0,False
Thierno Barry,23.4656231533736,4.670212930068374,29.315282377414412,111.0,18.0,100.0,110.0,19.0,9.0,25.0,36.0,21.0,71.0,17.0,59.0,50.0,232.0,27.0,1392.0,19.0,4,47.1,47.1,22.0,ENG-Premier League,Everton,FW,2,17000000.0,35700000.0,2029.0,80.0,77.0,76.0,79.0,74.0,74.0,77.0,ST,76.0,84.0,56.220657276995496,32.0402298850575,61.423317579711,18.1652046783625,0.4982085595196093,0.21140201039075315,2.356687898089172,2.1231422505307855,0.9090909090909091,0.445859872611465,1.5074309978768576,0.3609341825902335,1.2526539278131634,4.925690021231422,1.0615711252653928,0.0991552639080334,0.6224051460172911,0.7643312101910827,0.19108280254777069,0.5732484076433121,-5.465623153373599,0.4033970276008492,0.4883227176220807,True,78.0,80.0,20.0,52.0,39.0,38.0,53.5,20.0,False
Romain Del Castillo,3.575660875067115,11.004465617239475,18.367994915694,55.0,6.0,35.0,54.0,14.0,19.0,7.0,94.0,39.0,233.0,90.0,60.0,55.0,38.0,48.0,2642.0,15.0,7,43.2,43.2,29.0,FRA-Ligue 1,Brest,"FW,MF",2,7500000.0,15000000.0,2027.0,82.0,79.0,68.0,61.0,76.0,63.0,74.0,RM,76.0,76.0,44.193548387096996,47.9649947753395,75.507548421882,27.922077922078,0.08276992766359062,0.06501201591031118,1.2731481481481481,0.8101851851851851,0.6481481481481481,0.9027777777777777,5.393518518518518,2.083333333333333,1.3888888888888888,0.8796296296296295,1.2731481481481481,0.25473300039906194,0.4251850674929166,2.1759259259259256,0.43981481481481477,1.111111111111111,2.424339124932885,0.3472222222222222,0.5092592592592592,True,36.0,6.0,95.0,66.0,72.0,56.0,53.4,6.0,False
Junior Adamu,8.108775089494884,3.299277584068477,10.604301981627941,45.0,3.0,38.0,43.0,2.0,6.0,14.0,21.0,13.0,66.0,20.0,31.0,27.0,76.0,15.0,780.0,3.0,3,22.2,22.2,24.0,GER-Bundesliga,Freiburg,FW,2,,,,,,,,,,,,,,38.609625668449,43.7061711079945,61.611527006359495,9.9206349206348,0.36526013916643624,0.1801950019887752,2.027027027027027,1.7117117117117118,0.8837209302325582,0.5855855855855856,2.9729729729729732,0.9009009009009009,1.3963963963963963,3.4234234234234235,1.2162162162162162,0.14861610739047196,0.47767126043369107,0.9459459459459459,0.2702702702702703,0.6756756756756757,-5.108775089494884,0.13513513513513514,0.2702702702702703,True,57.0,60.0,52.0,56.0,45.0,38.0,53.4,38.0,True
Oumar Diakité,5.367392040789127,1.737616403028369,10.243458840996029,27.0,4.0,26.0,27.0,4.0,2.0,7.0,11.0,12.0,59.0,20.0,25.0,38.0,25.0,20.0,655.0,4.0,1,18.1,18.1,20.0,FRA-Ligue 1,Reims,FW,1,,,,,,,,,,,,,,29.411764705882,37.790697674419,83.673469387755,14.814814814815,0.29654099672868106,0.19879229780700472,1.4917127071823204,1.43646408839779,0.9629629629629629,0.6629834254143646,3.2596685082872927,1.1049723756906076,1.3812154696132595,1.3812154696132595,2.0994475138121547,0.09600090624466126,0.565936952541217,0.6077348066298343,0.11049723756906077,1.1049723756906076,-1.3673920407891273,0.22099447513812154,0.2762430939226519,True,78.0,49.0,65.0,31.0,37.0,61.0,53.2,31.0,True
Anthony Gordon,14.146863978356123,8.53946940228343,26.2324458360672,107.0,8.0,71.0,107.0,12.0,11.0,19.0,78.0,18.0,154.0,51.0,111.0,64.0,16.0,71.0,2338.0,12.0,7,46.9,46.9,24.0,ENG-Premier League,Newcastle,FW,2,41500000.0,82000000.0,2030.0,91.0,89.0,78.0,61.0,80.0,59.0,80.0,RM,82.0,85.0,36.764705882353,51.713084169948004,81.3911675469155,11.334745762712,0.30163889079650585,0.13221368204071143,2.281449893390192,1.5138592750533049,0.6635514018691588,0.3837953091684435,3.283582089552239,1.0874200426439233,2.366737739872068,0.3411513859275053,1.3646055437100213,0.18207823885465738,0.5593272033276588,1.6631130063965884,0.2345415778251599,1.5138592750533049,-6.146863978356123,0.255863539445629,0.4051172707889126,True,44.0,36.0,40.0,72.0,69.0,87.0,53.2,36.0,False
Afonso Moreira,3.1612205244600773,5.9273083889856935,13.23570010252297,40.0,4.0,25.0,40.0,4.0,10.0,1.0,33.0,14.0,83.0,33.0,57.0,35.0,9.0,24.0,1064.0,4.0,7,19.1,19.1,20.0,FRA-Ligue 1,Lyon,"MF,FW",1,12500000.0,26300000.0,2029.0,91.0,90.0,68.0,61.0,68.0,46.0,72.0,RM,75.0,84.0,22.5,49.130434782609,80.847145488029,10.0,0.16550892798220299,0.07903051311150193,2.094240837696335,1.3089005235602094,0.625,0.7329842931937173,4.345549738219895,1.7277486910994764,2.9842931937172774,0.47120418848167533,1.832460732984293,0.3103302821458478,0.6929685917551293,1.7277486910994764,0.5235602094240838,1.256544502617801,0.8387794755399227,0.20942408376963348,0.5759162303664921,True,12.0,19.0,83.0,61.0,88.0,85.0,53.1,12.0,True
Mattia Zaccagni,10.976146953180432,8.004563387483358,25.52999915368855,82.0,9.0,61.0,82.0,10.0,11.0,13.0,90.0,20.0,184.0,75.0,180.0,67.0,35.0,67.0,2892.0,11.0,6,53.2,53.2,30.0,ITA-Serie A,Lazio,FW,2,35000000.0,59500000.0,2029.0,88.0,90.0,79.0,59.0,83.0,66.0,80.0,LW,83.0,83.0,44.642857142857494,57.2723287953795,83.71383100505349,12.745098039215849,0.20631855175151187,0.13385545064854185,1.5413533834586466,1.1466165413533833,0.7439024390243902,0.37593984962406013,3.4586466165413534,1.4097744360902256,3.3834586466165413,0.6578947368421052,1.2593984962406015,0.15046171780983755,0.4798872021370028,1.6917293233082706,0.20676691729323307,1.2593984962406015,-1.9761469531804323,0.20676691729323307,0.31954887218045114,True,51.0,22.0,44.0,86.0,61.0,81.0,53.1,22.0,False
Tiago Tomás,11.097560185939074,3.8658226877450943,17.37831139191985,77.0,11.0,54.0,77.0,10.0,6.0,9.0,31.0,13.0,110.0,48.0,77.0,52.0,19.0,42.0,1429.0,11.0,4,32.2,32.2,23.0,GER-Bundesliga,Stuttgart,"MF,FW",2,12000000.0,22800000.0,2029.0,86.0,85.0,78.0,66.0,74.0,67.0,77.0,ST,76.0,82.0,26.84331797235,49.956312800349494,75.583990863787,14.285714285714,0.34464472627139975,0.144124158258949,2.391304347826087,1.6770186335403725,0.7012987012987013,0.40372670807453415,3.416149068322981,1.4906832298136645,2.391304347826087,0.5900621118012421,1.6149068322981366,0.12005660520947496,0.5396991115503059,0.9627329192546583,0.18633540372670807,1.3043478260869563,-0.09756018593907356,0.3416149068322981,0.4658385093167701,True,58.0,46.0,46.0,62.0,46.0,73.0,52.9,46.0,False
Iliman Ndiaye,10.19399249739945,6.365733444690705,26.972875125706196,80.0,11.0,58.0,80.0,15.0,10.0,6.0,48.0,42.0,350.0,123.0,89.0,108.0,19.0,141.0,2822.0,15.0,3,57.9,57.9,25.0,ENG-Premier League,Everton,"MF,FW",2,36500000.0,72100000.0,2029.0,86.0,87.0,79.0,66.0,86.0,59.0,80.0,RM,82.0,83.0,26.516942474389502,50.928951623770004,84.451295001315,19.1389063482085,0.17606204658720984,0.1274249062174931,1.381692573402418,1.001727115716753,0.725,0.7253886010362695,6.0449050086355784,2.1243523316062176,1.53713298791019,0.3281519861830743,1.8652849740932642,0.10994358280985675,0.4658527655562383,0.8290155440414508,0.17271157167530224,2.435233160621762,0.8060075026005507,0.2590673575129534,0.31088082901554404,True,59.0,17.0,85.0,52.0,42.0,84.0,52.9,17.0,False
Ilan Kebbal,3.161576475948096,5.013933707028627,13.746420331299303,50.0,6.0,30.0,50.0,7.0,7.0,4.0,61.0,24.0,132.0,32.0,61.0,46.0,2.0,32.0,1948.0,9.0,4,24.7,24.7,27.0,FRA-Ligue 1,Paris,"MF,FW",1,11500000.0,21900000.0,2028.0,76.0,83.0,72.0,40.0,80.0,32.0,73.0,RW,77.0,77.0,12.5,51.239669421488,86.083916083916,18.0,0.12799904760923467,0.06323152951896192,2.0242914979757085,1.2145748987854252,0.6,0.9716599190283401,5.34412955465587,1.2955465587044535,2.4696356275303644,0.08097165991902834,1.8623481781376519,0.20299326749103755,0.556535236084992,2.4696356275303644,0.2834008097165992,1.2955465587044535,2.838423524051904,0.3643724696356275,0.5263157894736842,True,32.0,13.0,93.0,58.0,77.0,53.0,52.9,13.0,True
Eli Junior Kroupi,7.326783983036876,1.81576990429312,11.65668847411871,52.0,11.0,33.0,52.0,11.0,3.0,3.0,22.0,20.0,61.0,9.0,12.0,20.0,8.0,15.0,742.0,13.0,0,18.6,18.6,19.0,ENG-Premier League,Bournemouth,"MF,FW",1,30500000.0,64099999.99999999,2030.0,80.0,81.0,81.0,59.0,79.0,72.0,81.0,ST,78.0,86.0,26.666666666667,32.142857142857,76.017130620985,25.0,0.39391311736757395,0.1408996919814784,2.7956989247311825,1.7741935483870965,0.6346153846153846,1.075268817204301,3.279569892473118,0.48387096774193544,0.6451612903225806,0.4301075268817204,1.075268817204301,0.09762203786522149,0.6267036814042316,1.182795698924731,0.16129032258064516,0.8064516129032258,3.6732160169631243,0.6989247311827956,0.6989247311827956,True,72.0,49.0,74.0,20.0,49.0,48.0,52.8,20.0,True
Loïs Openda,12.923430389724672,4.363521719351411,20.772240741178393,103.0,10.0,76.0,104.0,8.0,8.0,18.0,37.0,17.0,66.0,15.0,98.0,33.0,29.0,26.0,1293.0,10.0,5,35.3,34.7,25.0,ITA-Serie A,Juventus,"FW,MF",2,38500000.0,0.0,,95.0,94.0,84.0,79.0,80.0,79.0,83.0,ST,82.0,84.0,34.0970350404315,55.265423242468,69.75717439293601,7.6923076923079,0.3661028439015488,0.12547019795849196,2.917847025495751,2.152974504249292,0.7307692307692307,0.481586402266289,1.869688385269122,0.42492917847025496,2.776203966005666,0.821529745042493,0.934844192634561,0.12361251329607398,0.5884487462090197,1.048158640226629,0.226628895184136,0.7365439093484419,-2.923430389724672,0.28328611898017,0.42492917847025496,True,38.0,62.0,26.0,79.0,49.0,79.0,52.8,26.0,False
Dušan Vlahović,18.82719596941024,2.99136795848608,24.05781565885991,126.0,12.0,99.0,126.0,15.0,4.0,23.0,27.0,17.0,44.0,7.0,36.0,47.0,64.0,12.0,970.0,17.0,5,30.6,30.6,25.0,ITA-Serie A,Juventus,FW,2,34500000.0,61200000.0,2028.0,77.0,76.0,82.0,87.0,78.0,81.0,86.0,ST,81.0,84.0,46.928635953026,36.8667255075025,70.65259740259751,13.6363636363635,0.6152678421375896,0.1494221902334146,4.117647058823529,3.235294117647059,0.7857142857142857,0.5555555555555556,1.4379084967320261,0.22875816993464052,1.1764705882352942,2.0915032679738563,1.5359477124183005,0.09775712282634248,0.786203126106533,0.8823529411764706,0.13071895424836602,0.39215686274509803,-6.827195969410241,0.5555555555555556,0.7189542483660131,True,64.0,87.0,28.0,44.0,44.0,28.0,52.7,28.0,False
Jarrod Bowen,16.56736015714705,16.065295724198222,29.837376050651073,166.0,20.0,118.0,166.0,19.0,27.0,13.0,97.0,57.0,288.0,91.0,100.0,154.0,45.0,97.0,3027.0,22.0,19,70.8,70.8,28.0,ENG-Premier League,West Ham,"MF,FW",2,36500000.0,69400000.0,2030.0,76.0,78.0,84.0,66.0,80.0,82.0,83.0,RM,83.0,83.0,28.3333333333335,43.220621792501504,76.456674473068,13.167466899461498,0.23400226210659675,0.09980337444064488,2.344632768361582,1.6666666666666667,0.7108433734939759,0.8050847457627119,4.067796610169491,1.2853107344632768,1.4124293785310735,0.635593220338983,2.1751412429378534,0.22691095655647206,0.42143186512219033,1.3700564971751412,0.38135593220338987,1.3700564971751412,3.43263984285295,0.3107344632768362,0.5790960451977402,True,42.0,36.0,84.0,39.0,66.0,49.0,52.6,36.0,False
Anton Kade,6.7122930232435465,3.0941985473036766,10.916635751724243,48.0,6.0,38.0,48.0,6.0,4.0,5.0,26.0,8.0,76.0,31.0,18.0,24.0,36.0,24.0,854.0,6.0,0,19.4,19.4,21.0,GER-Bundesliga,Augsburg,"MF,FW",1,6000000.0,12000000.0,2029.0,76.0,77.0,72.0,69.0,60.0,57.0,70.0,RM,73.0,80.0,41.860465116279,47.402597402597,73.214285714286,12.5,0.34599448573420344,0.13983943798424056,2.4742268041237114,1.9587628865979383,0.7916666666666666,0.4123711340206186,3.9175257731958766,1.597938144329897,0.9278350515463918,1.8556701030927836,1.2371134020618557,0.15949477047957097,0.5627131830785693,1.3402061855670104,0.2061855670103093,1.2371134020618557,-0.7122930232435465,0.30927835051546393,0.30927835051546393,True,44.0,59.0,51.0,52.0,59.0,46.0,52.5,44.0,True
Nicolò Cambiaghi,3.645070924423635,5.101891458034515,11.146918517537415,38.0,4.0,29.0,38.0,4.0,8.0,3.0,31.0,19.0,98.0,46.0,105.0,32.0,9.0,26.0,1129.0,4.0,7,23.799999999999997,23.799999999999997,24.0,ITA-Serie A,Bologna,"MF,FW",2,9500000.0,16900000.0,2029.0,75.0,75.0,73.0,61.0,70.0,63.0,77.0,CAM,76.0,78.0,30.30303030303,61.617520447697,84.174704062855,9.82142857142855,0.1531542405220015,0.09592291906377987,1.596638655462185,1.2184873949579833,0.7631578947368421,0.7983193277310925,4.11764705882353,1.9327731092436977,4.411764705882353,0.3781512605042017,1.3445378151260505,0.2143651873123746,0.46835792090493344,1.3025210084033616,0.33613445378151263,1.092436974789916,0.354929075576365,0.16806722689075632,0.4621848739495799,True,20.0,23.0,87.0,74.0,69.0,40.0,52.5,20.0,True
Jean-Philippe Mateta,27.24303856678307,5.102404439821839,33.773381577804685,132.0,20.0,106.0,133.0,24.0,9.0,39.0,38.0,33.0,125.0,28.0,47.0,86.0,131.0,34.0,1519.0,26.0,2,54.0,54.0,28.0,ENG-Premier League,Crystal Palace,FW,2,31000000.0,58900000.0,2027.0,75.0,69.0,84.0,88.0,81.0,79.0,85.0,ST,82.0,82.0,39.016480595428,35.824482695477,65.15873015873001,19.5238095238095,0.5045007141996865,0.20638665580896265,2.4444444444444446,1.962962962962963,0.7969924812030075,0.6111111111111112,2.314814814814815,0.5185185185185185,0.8703703703703703,2.425925925925926,1.5925925925925926,0.09448897110781183,0.6254329921815682,0.7037037037037037,0.16666666666666666,0.6296296296296297,-7.243038566783071,0.48148148148148145,0.5185185185185185,True,88.0,69.0,43.0,29.0,36.0,27.0,52.1,27.0,False
Jack Grealish,4.3560916455462575,6.473878641612828,16.02786721009761,41.0,3.0,31.0,41.0,2.0,7.0,4.0,64.0,23.0,113.0,30.0,83.0,46.0,5.0,36.0,1502.0,3.0,7,26.1,26.1,29.0,ENG-Premier League,Manchester City,"MF,FW",2,30000000.0,0.0,,72.0,75.0,76.0,67.0,86.0,48.0,78.0,LM,82.0,82.0,14.945652173913,57.0195627157655,87.5690455615985,7.1794871794872,0.16690006304774932,0.10624613769625019,1.5708812260536398,1.1877394636015326,0.7560975609756098,0.8812260536398467,4.329501915708812,1.1494252873563218,3.18007662835249,0.19157088122605362,1.7624521072796935,0.24804132726485928,0.6140945291225138,2.4521072796934864,0.2681992337164751,1.379310344827586,-1.3560916455462575,0.11494252873563218,0.38314176245210724,True,21.0,21.0,86.0,63.0,82.0,41.0,52.1,21.0,False
Issa Soumaré,16.167380928061903,7.092116344720125,22.680806905031204,120.0,12.0,87.0,120.0,11.0,12.0,24.0,57.0,31.0,193.0,61.0,134.0,75.0,223.0,42.0,2214.0,13.0,9,53.9,53.9,24.0,FRA-Ligue 1,Le Havre,"MF,FW",2,4200000.0,8700000.0,2029.0,83.0,83.0,68.0,62.0,70.0,82.0,70.0,ST,73.0,76.0,60.337378194520994,47.0400260443435,67.507188709452,11.008758683177,0.2999514086838943,0.13472817440051585,2.226345083487941,1.614100185528757,0.725,0.575139146567718,3.580705009276438,1.1317254174397031,2.4860853432282006,4.137291280148423,1.391465677179963,0.13157915296326764,0.42079419118796296,1.0575139146567718,0.22263450834879406,0.7792207792207793,-4.1673809280619025,0.24118738404452691,0.40816326530612246,True,35.0,41.0,59.0,83.0,41.0,55.0,52.1,35.0,False
Harvey Barnes,15.745595548301935,7.457871490158141,26.574008064344525,121.0,16.0,90.0,121.0,14.0,12.0,15.0,50.0,18.0,122.0,29.0,45.0,47.0,14.0,37.0,1825.0,16.0,5,41.3,41.3,27.0,ENG-Premier League,Newcastle,"FW,MF",2,22500000.0,42800000.0,2028.0,83.0,80.0,82.0,71.0,77.0,46.0,81.0,LW,80.0,80.0,31.126482213439,40.2067669172935,81.4002745024645,13.1773399014775,0.38124928688382415,0.1301288888289416,2.9297820823244556,2.179176755447942,0.743801652892562,0.43583535108958843,2.953995157384988,0.7021791767554479,1.089588377723971,0.33898305084745767,1.1380145278450364,0.18057800218300585,0.643438451921175,1.2106537530266344,0.2905569007263923,0.8958837772397095,0.2544044516980648,0.38740920096852305,0.5084745762711865,True,53.0,64.0,36.0,38.0,70.0,55.0,52.0,36.0,False
Joshua Zirkzee,9.065019574016333,3.2259928341954947,15.743468226864936,53.0,5.0,45.0,53.0,4.0,6.0,12.0,23.0,15.0,76.0,23.0,19.0,43.0,43.0,16.0,1037.0,5.0,2,22.6,22.6,24.0,ENG-Premier League,Manchester Utd,"FW,MF",2,16000000.0,31600000.0,2029.0,70.0,73.0,77.0,84.0,79.0,73.0,78.0,CAM,77.0,82.0,34.165834165834,37.7158555729985,73.1922398589065,9.357142857143,0.40110706079718284,0.17103810517011947,2.3451327433628317,1.9911504424778759,0.8490566037735849,0.663716814159292,3.3628318584070795,1.0176991150442478,0.8407079646017699,1.902654867256637,1.902654867256637,0.14274304576086258,0.6966136383568555,1.0176991150442478,0.2654867256637168,0.7079646017699115,-4.065019574016333,0.22123893805309733,0.30973451327433627,True,52.0,67.0,65.0,23.0,59.0,25.0,51.8,23.0,True
Federico Viñas,8.392383448779583,3.027751691639424,8.796410974115133,60.0,7.0,49.0,57.0,9.0,5.0,10.0,27.0,7.0,89.0,50.0,69.0,55.0,93.0,49.0,1058.0,9.0,1,27.1,27.1,27.0,ESP-La Liga,Oviedo,"FW,MF",1,6500000.0,14800000.0,2027.0,77.0,75.0,72.0,86.0,75.0,80.0,74.0,ST,75.0,76.0,46.733668341709,56.610169491525,71.953578336557,15.789473684211,0.3096820460804274,0.13987305747965972,2.214022140221402,1.8081180811808117,0.8596491228070176,0.25830258302583026,3.284132841328413,1.8450184501845017,2.5461254612546123,3.431734317343173,2.029520295202952,0.11172515467304146,0.32459081085295693,0.9963099630996309,0.18450184501845018,1.8081180811808117,-1.392383448779583,0.33210332103321033,0.36900369003690037,True,51.0,56.0,38.0,78.0,32.0,54.0,51.7,32.0,False
Justin Njinmah,11.289273528382182,2.995932658202946,19.782031200826168,93.0,8.0,73.0,93.0,8.0,4.0,12.0,28.0,19.0,69.0,29.0,42.0,20.0,33.0,32.0,1181.0,8.0,2,32.2,32.2,24.0,GER-Bundesliga,Werder Bremen,"FW,MF",2,3600000.0,6400000.0,2027.0,88.0,90.0,69.0,62.0,60.0,56.0,71.0,ST,72.0,77.0,44.590643274853505,52.74926686217,71.075058392778,8.8709677419355,0.3505985567820553,0.12139003793959335,2.8881987577639747,2.2670807453416146,0.7849462365591398,0.5900621118012421,2.142857142857143,0.9006211180124223,1.3043478260869563,1.0248447204968942,0.6211180124223602,0.0930413869007126,0.6143487950567132,0.8695652173913043,0.12422360248447203,0.9937888198757763,-3.289273528382182,0.24844720496894407,0.3105590062111801,True,23.0,66.0,45.0,72.0,37.0,76.0,51.5,23.0,False
